Time,Extension,Load
(sec),(mm),(N)
0.00000,0.35520,0.02819
0.05000,0.35387,0.02519
0.10000,0.34613,0.02995
0.15000,0.33600,0.02188
0.20000,0.32613,0.02823
0.25000,0.31627,0.02464
0.30000,0.30733,0.02879
0.35000,0.29853,0.02417
0.40000,0.28973,0.02880
0.45000,0.28120,0.02152
0.50000,0.27267,0.03113
0.55000,0.26400,0.02216
0.60000,0.25560,0.03008
0.65000,0.24693,0.02278
0.70000,0.23853,0.02661
0.75000,0.23027,0.02345
0.80000,0.22173,0.02535
0.85000,0.21347,0.02281
0.90000,0.20533,0.02278
0.95000,0.19680,0.02050
1.00000,0.18840,0.02055
1.05000,0.18027,0.01912
1.10000,0.17187,0.01778
1.15000,0.16333,0.01552
1.20000,0.15533,0.01502
1.25000,0.14707,0.01628
1.30000,0.13840,0.01272
1.35000,0.13013,0.01144
1.40000,0.12187,0.00805
1.45000,0.11333,0.00695
1.50000,0.10507,0.00605
1.55000,0.09680,0.00503
1.60000,0.08840,0.00299
1.65000,0.08013,0.00149
1.70000,0.07160,-0.00614
1.75000,0.06333,-0.00229
1.80000,0.05533,-0.00949
1.85000,0.04667,-0.00651
1.90000,0.03840,-0.01546
1.95000,0.03040,-0.01333
2.00000,0.02187,-0.02159
2.05000,0.01333,-0.01884
2.10000,0.00520,-0.03016
2.15000,-0.00307,-0.02430
2.20000,-0.01173,-0.03657
2.25000,-0.01987,-0.02667
2.30000,-0.02813,-0.03719
2.35000,-0.03667,-0.04116
2.40000,-0.04493,-0.04366
2.45000,-0.05333,-0.04815
2.50000,-0.06173,-0.04952
2.55000,-0.07000,-0.05177
2.60000,-0.07827,-0.05458
2.65000,-0.08653,-0.05790
2.70000,-0.09480,-0.06491
2.75000,-0.10320,-0.06562
2.80000,-0.11160,-0.07041
2.85000,-0.11973,-0.07207
2.90000,-0.12827,-0.07330
2.95000,-0.13667,-0.08049
3.00000,-0.14493,-0.08054
3.05000,-0.15333,-0.08676
3.10000,-0.16187,-0.09299
3.15000,-0.17013,-0.09164
3.20000,-0.17827,-0.09543
3.25000,-0.18667,-0.09783
3.30000,-0.19507,-0.10354
3.35000,-0.20320,-0.10431
3.40000,-0.21147,-0.11287
3.45000,-0.22000,-0.11262
3.50000,-0.22813,-0.11516
3.55000,-0.23627,-0.11911
3.60000,-0.24480,-0.12363
3.65000,-0.25320,-0.12555
3.70000,-0.26147,-0.13390
3.75000,-0.26987,-0.13484
3.80000,-0.27827,-0.14084
3.85000,-0.28667,-0.14124
3.90000,-0.29493,-0.15279
3.95000,-0.30320,-0.14926
4.00000,-0.31173,-0.15920
4.05000,-0.32000,-0.16030
4.10000,-0.32827,-0.16990
4.15000,-0.33667,-0.17136
4.20000,-0.34493,-0.17465
4.25000,-0.35307,-0.17974
4.30000,-0.36147,-0.18765
4.35000,-0.37000,-0.19128
4.40000,-0.37800,-0.20182
4.45000,-0.38627,-0.20262
4.50000,-0.39493,-0.21151
4.55000,-0.40320,-0.21724
4.60000,-0.41147,-0.22374
4.65000,-0.42000,-0.23204
4.70000,-0.42840,-0.23749
4.75000,-0.43667,-0.23916
4.80000,-0.44507,-0.25239
4.85000,-0.45333,-0.25500
4.90000,-0.46173,-0.26095
4.95000,-0.47000,-0.26596
5.00000,-0.47813,-0.27579
5.05000,-0.48667,-0.27995
5.10000,-0.49507,-0.28465
5.15000,-0.50307,-0.29790
5.20000,-0.51160,-0.29697
5.25000,-0.52000,-0.31146
5.30000,-0.52813,-0.31237
5.35000,-0.53653,-0.32524
5.40000,-0.54520,-0.33084
5.45000,-0.55333,-0.33807
5.50000,-0.56160,-0.34729
5.55000,-0.57000,-0.35655
5.60000,-0.57827,-0.36461
5.65000,-0.58640,-0.37495
5.70000,-0.59493,-0.38261
5.75000,-0.60333,-0.39440
5.80000,-0.61160,-0.40329
5.85000,-0.61987,-0.41336
5.90000,-0.62813,-0.42287
5.95000,-0.63653,-0.43782
6.00000,-0.64480,-0.44018
6.05000,-0.65307,-0.45747
6.10000,-0.66147,-0.46288
6.15000,-0.67000,-0.48073
6.20000,-0.67827,-0.48322
6.25000,-0.68653,-0.50133
6.30000,-0.69506,-0.50862
6.35000,-0.70333,-0.52494
6.40000,-0.71160,-0.52878
6.45000,-0.72013,-0.54475
6.50000,-0.72840,-0.55633
6.55000,-0.73640,-0.56609
6.60000,-0.74480,-0.57931
6.65000,-0.75320,-0.59117
6.70000,-0.76133,-0.60288
6.75000,-0.76973,-0.61428
6.80000,-0.77826,-0.62648
6.85000,-0.78653,-0.64162
6.90000,-0.79480,-0.65262
6.95000,-0.80320,-0.66539
7.00000,-0.81160,-0.67885
7.05000,-0.82000,-0.69177
7.10000,-0.82826,-0.70508
7.15000,-0.83653,-0.71928
7.20000,-0.84506,-0.72891
7.25000,-0.85333,-0.74868
7.30000,-0.86146,-0.75547
7.35000,-0.87013,-0.77479
7.40000,-0.87840,-0.78226
7.45000,-0.88640,-0.80212
7.50000,-0.89480,-0.80927
7.55000,-0.90320,-0.82767
7.60000,-0.91133,-0.83671
7.65000,-0.91960,-0.85379
7.70000,-0.92826,-0.86396
7.75000,-0.93653,-0.88077
7.80000,-0.94493,-0.89389
7.85000,-0.95346,-0.90431
7.90000,-0.96160,-0.92265
7.95000,-0.96986,-0.93009
8.00000,-0.97840,-0.95139
8.05000,-0.98666,-0.95504
8.10000,-0.99506,-0.97894
8.15000,-1.00346,-0.98250
8.20000,-1.01146,-1.00622
8.25000,-1.02000,-1.00792
8.30000,-1.02840,-1.03382
8.35000,-1.03640,-1.03473
8.40000,-1.04493,-1.06231
8.45000,-1.05333,-1.06375
8.50000,-1.06133,-1.08693
8.55000,-1.06986,-1.09216
8.60000,-1.07840,-1.11632
8.65000,-1.08653,-1.12051
8.70000,-1.09480,-1.14083
8.75000,-1.10346,-1.14953
8.80000,-1.11173,-1.17040
8.85000,-1.11986,-1.17722
8.90000,-1.12840,-1.19648
8.95000,-1.13680,-1.20383
9.00000,-1.14493,-1.22697
9.05000,-1.15333,-1.23341
9.10000,-1.16160,-1.25072
9.15000,-1.17000,-1.26236
9.20000,-1.17826,-1.28088
9.25000,-1.18640,-1.29120
9.30000,-1.19493,-1.30699
9.35000,-1.20333,-1.31894
9.40000,-1.21160,-1.33753
9.45000,-1.22000,-1.34701
9.50000,-1.22840,-1.36608
9.55000,-1.23666,-1.37654
9.60000,-1.24480,-1.39338
9.65000,-1.25333,-1.40870
9.70000,-1.26173,-1.42437
9.75000,-1.26986,-1.43761
9.80000,-1.27813,-1.45128
9.85000,-1.28680,-1.46658
9.90000,-1.29493,-1.48040
9.95000,-1.30293,-1.49364
10.00000,-1.31133,-1.50877
10.05000,-1.31973,-1.52061
10.10000,-1.32813,-1.53926
10.15000,-1.33653,-1.54767
10.20000,-1.34493,-1.56481
10.25000,-1.35320,-1.57689
10.30000,-1.36160,-1.59673
10.35000,-1.36986,-1.60977
10.40000,-1.37840,-1.62436
10.45000,-1.38666,-1.64093
10.50000,-1.39480,-1.65526
10.55000,-1.40333,-1.66981
10.60000,-1.41160,-1.68665
10.65000,-1.41960,-1.69515
10.70000,-1.42813,-1.71361
10.75000,-1.43680,-1.72251
10.80000,-1.44480,-1.73724
10.85000,-1.45306,-1.74910
10.90000,-1.46160,-1.75642
10.95000,-1.46986,-1.76549
11.00000,-1.47813,-1.77013
11.05000,-1.48666,-1.77705
11.10000,-1.49493,-1.77809
11.15000,-1.50320,-1.78554
11.20000,-1.51173,-1.79087
11.25000,-1.52000,-1.80147
11.30000,-1.52840,-1.80827
11.35000,-1.53666,-1.81905
11.40000,-1.54480,-1.82070
11.45000,-1.55333,-1.84267
11.50000,-1.56160,-1.85647
