Time,Extension,Load
(sec),(mm),(N)
0.00000,0.00000,0.00003
0.05000,-0.00120,-0.00002
0.10000,-0.00600,-0.00002
0.15000,-0.01520,0.00000
0.20000,-0.02573,-0.00002
0.25000,-0.03587,0.00001
0.30000,-0.04587,-0.00003
0.35000,-0.05547,0.00001
0.40000,-0.06427,-0.00002
0.45000,-0.07333,0.00001
0.50000,-0.08227,-0.00002
0.55000,-0.09067,-0.00001
0.60000,-0.09920,-0.00002
0.65000,-0.10787,0.00000
0.70000,-0.11613,-0.00001
0.75000,-0.12453,0.00000
0.80000,-0.13307,0.00000
0.85000,-0.14133,-0.00001
0.90000,-0.14973,0.00002
0.95000,-0.15813,-0.00001
1.00000,-0.16640,0.00000
1.05000,-0.17493,-0.00001
1.10000,-0.18320,0.00002
1.15000,-0.19160,0.00000
1.20000,-0.20013,0.00001
1.25000,-0.20840,0.00000
1.30000,-0.21653,0.00000
1.35000,-0.22507,0.00001
1.40000,-0.23347,0.00001
1.45000,-0.24147,0.00002
1.50000,-0.25000,-0.00002
1.55000,-0.25853,0.00009
1.60000,-0.26640,0.00002
1.65000,-0.27453,0.00003
1.70000,-0.28320,0.00004
1.75000,-0.29147,0.00002
1.80000,-0.29973,-0.00002
1.85000,-0.30840,0.00001
1.90000,-0.31680,0.00000
1.95000,-0.32493,0.00002
2.00000,-0.33347,0.00001
2.05000,-0.34173,0.00000
2.10000,-0.35013,-0.00001
2.15000,-0.35853,0.00000
2.20000,-0.36653,0.00000
2.25000,-0.37507,0.00002
2.30000,-0.38347,-0.00002
2.35000,-0.39160,0.00002
2.40000,-0.39987,0.00000
2.45000,-0.40840,0.00004
2.50000,-0.41640,-0.00001
2.55000,-0.42467,-0.00001
2.60000,-0.43347,0.00000
2.65000,-0.44173,0.00000
2.70000,-0.45000,0.00002
2.75000,-0.45853,0.00003
2.80000,-0.46680,-0.00002
2.85000,-0.47493,0.00002
2.90000,-0.48347,0.00002
2.95000,-0.49173,0.00002
3.00000,-0.50000,0.00001
3.05000,-0.50827,0.00000
3.10000,-0.51653,0.00001
3.15000,-0.52493,0.00002
3.20000,-0.53333,0.00001
3.25000,-0.54147,0.00005
3.30000,-0.54987,-0.00002
3.35000,-0.55840,0.00003
3.40000,-0.56653,0.00002
3.45000,-0.57493,0.00000
3.50000,-0.58347,0.00010
3.55000,-0.59173,0.00004
3.60000,-0.59987,0.00003
3.65000,-0.60840,0.00016
3.70000,-0.61680,0.00005
3.75000,-0.62493,0.00013
3.80000,-0.63320,0.00003
3.85000,-0.64173,0.00005
3.90000,-0.64987,-0.00001
3.95000,-0.65827,0.00002
4.00000,-0.66653,0.00001
4.05000,-0.67480,0.00001
4.10000,-0.68293,0.00007
4.15000,-0.69133,-0.00001
4.20000,-0.69986,0.00000
4.25000,-0.70840,0.00003
4.30000,-0.71666,0.00001
4.35000,-0.72493,0.00005
4.40000,-0.73360,-0.00001
4.45000,-0.74173,0.00000
4.50000,-0.74986,0.00002
4.55000,-0.75840,0.00000
4.60000,-0.76680,-0.00002
4.65000,-0.77480,0.00006
4.70000,-0.78320,-0.00002
4.75000,-0.79173,0.00001
4.80000,-0.79973,0.00000
4.85000,-0.80800,0.00001
4.90000,-0.81666,0.00001
4.95000,-0.82493,0.00003
5.00000,-0.83320,0.00000
5.05000,-0.84160,0.00000
5.10000,-0.85000,0.00002
5.15000,-0.85826,0.00004
5.20000,-0.86680,0.00003
5.25000,-0.87506,0.00002
5.30000,-0.88346,0.00000
5.35000,-0.89186,0.00002
5.40000,-0.89986,0.00001
5.45000,-0.90840,0.00005
5.50000,-0.91680,0.00005
5.55000,-0.92480,0.00001
5.60000,-0.93320,0.00000
5.65000,-0.94160,0.00003
5.70000,-0.94973,0.00002
5.75000,-0.95813,0.00002
5.80000,-0.96666,0.00001
5.85000,-0.97493,0.00009
5.90000,-0.98320,0.00002
5.95000,-0.99186,0.00002
6.00000,-1.00013,0.00000
6.05000,-1.00826,0.00001
6.10000,-1.01680,0.00010
6.15000,-1.02506,0.00003
6.20000,-1.03333,0.00006
6.25000,-1.04173,0.00002
6.30000,-1.05000,0.00003
6.35000,-1.05840,0.00004
6.40000,-1.06666,0.00003
6.45000,-1.07480,0.00003
6.50000,-1.08320,0.00001
6.55000,-1.09173,0.00002
6.60000,-1.09986,0.00002
6.65000,-1.10826,0.00004
6.70000,-1.11666,0.00003
6.75000,-1.12506,0.00003
6.80000,-1.13320,0.00004
6.85000,-1.14173,0.00004
6.90000,-1.15026,0.00002
6.95000,-1.15826,0.00003
7.00000,-1.16653,0.00003
7.05000,-1.17506,0.00004
7.10000,-1.18306,0.00003
7.15000,-1.19146,0.00004
7.20000,-1.19986,0.00001
7.25000,-1.20813,0.00000
7.30000,-1.21640,0.00000
7.35000,-1.22480,0.00003
7.40000,-1.23333,0.00001
7.45000,-1.24173,0.00006
7.50000,-1.25000,0.00002
7.55000,-1.25840,0.00002
7.60000,-1.26680,0.00003
7.65000,-1.27506,0.00000
7.70000,-1.28320,0.00002
7.75000,-1.29173,0.00004
7.80000,-1.30013,0.00003
7.85000,-1.30813,0.00004
7.90000,-1.31653,0.00000
7.95000,-1.32506,0.00005
8.00000,-1.33306,0.00002
8.05000,-1.34133,0.00003
8.10000,-1.34986,0.00000
8.15000,-1.35800,0.00005
8.20000,-1.36626,0.00002
8.25000,-1.37493,0.00005
8.30000,-1.38333,0.00007
8.35000,-1.39173,0.00002
8.40000,-1.40013,0.00001
8.45000,-1.40840,0.00002
8.50000,-1.41666,0.00007
8.55000,-1.42506,0.00007
8.60000,-1.43306,0.00003
8.65000,-1.44173,0.00003
8.70000,-1.45000,0.00003
8.75000,-1.45800,0.00004
8.80000,-1.46653,0.00003
8.85000,-1.47506,0.00005
8.90000,-1.48306,0.00002
8.95000,-1.49146,0.00001
9.00000,-1.50013,0.00004
9.05000,-1.50826,0.00003
9.10000,-1.51653,0.00005
9.15000,-1.52520,0.00003
9.20000,-1.53333,-0.00001
9.25000,-1.54160,0.00003
9.30000,-1.55013,0.00005
9.35000,-1.55840,0.00004
9.40000,-1.56666,0.00003
9.45000,-1.57506,0.00003
9.50000,-1.58320,0.00003
9.55000,-1.59173,0.00004
9.60000,-1.60000,0.00005
9.65000,-1.60813,0.00003
9.70000,-1.61653,-0.00001
9.75000,-1.62493,0.00004
9.80000,-1.63320,0.00003
9.85000,-1.64160,0.00004
9.90000,-1.65013,0.00004
9.95000,-1.65840,0.00005
