Time,Extension,Load
(sec),(mm),(N)
0.00000,-0.00027,-0.00321
0.05000,-0.00160,0.00093
0.10000,-0.00667,-0.00193
0.15000,-0.01613,0.00039
0.20000,-0.02640,-0.00538
0.25000,-0.03640,-0.00062
0.30000,-0.04627,-0.00180
0.35000,-0.05560,-0.00220
0.40000,-0.06467,-0.00086
0.45000,-0.07360,-0.00382
0.50000,-0.08227,-0.00053
0.55000,-0.09093,-0.00222
0.60000,-0.09947,-0.00096
0.65000,-0.10813,-0.00418
0.70000,-0.11640,-0.00184
0.75000,-0.12480,-0.00227
0.80000,-0.13333,-0.00231
0.85000,-0.14160,-0.00326
0.90000,-0.14987,-0.00277
0.95000,-0.15827,-0.00351
1.00000,-0.16667,-0.00018
1.05000,-0.17493,-0.00537
1.10000,-0.18320,-0.00026
1.15000,-0.19200,-0.00597
1.20000,-0.20040,-0.00067
1.25000,-0.20853,-0.00312
1.30000,-0.21693,-0.00320
1.35000,-0.22547,-0.00106
1.40000,-0.23347,-0.00566
1.45000,-0.24173,-0.00128
1.50000,-0.25000,-0.00438
1.55000,-0.25840,-0.00178
1.60000,-0.26667,-0.00294
1.65000,-0.27493,-0.00453
1.70000,-0.28347,-0.00269
1.75000,-0.29187,-0.00490
1.80000,-0.30013,-0.00056
1.85000,-0.30853,-0.00349
1.90000,-0.31693,-0.00330
1.95000,-0.32520,-0.00283
2.00000,-0.33347,-0.00578
2.05000,-0.34200,-0.00040
2.10000,-0.35027,-0.00340
2.15000,-0.35840,-0.00255
2.20000,-0.36680,-0.00538
2.25000,-0.37520,-0.00395
2.30000,-0.38333,-0.00231
2.35000,-0.39160,-0.00291
2.40000,-0.40000,-0.00246
2.45000,-0.40827,-0.00423
2.50000,-0.41653,-0.00395
2.55000,-0.42493,-0.00288
2.60000,-0.43360,-0.00412
2.65000,-0.44187,-0.00216
2.70000,-0.45013,-0.00431
2.75000,-0.45867,-0.00326
2.80000,-0.46693,-0.00319
2.85000,-0.47520,-0.00356
2.90000,-0.48360,-0.00366
2.95000,-0.49200,-0.00371
3.00000,-0.50027,-0.00274
3.05000,-0.50840,-0.00372
3.10000,-0.51680,-0.00430
3.15000,-0.52520,-0.00432
3.20000,-0.53333,-0.00405
3.25000,-0.54147,-0.00356
3.30000,-0.55013,-0.00363
3.35000,-0.55867,-0.00468
3.40000,-0.56680,-0.00320
3.45000,-0.57533,-0.00482
3.50000,-0.58373,-0.00234
3.55000,-0.59187,-0.00406
3.60000,-0.60027,-0.00404
3.65000,-0.60880,-0.00382
3.70000,-0.61707,-0.00319
3.75000,-0.62533,-0.00366
3.80000,-0.63347,-0.00492
3.85000,-0.64200,-0.00202
3.90000,-0.65013,-0.00516
3.95000,-0.65827,-0.00287
4.00000,-0.66680,-0.00498
4.05000,-0.67520,-0.00494
4.10000,-0.68333,-0.00350
4.15000,-0.69173,-0.00361
4.20000,-0.70040,-0.00506
4.25000,-0.70866,-0.00164
4.30000,-0.71680,-0.00655
4.35000,-0.72546,-0.00178
4.40000,-0.73360,-0.00455
4.45000,-0.74186,-0.00373
4.50000,-0.75026,-0.00330
4.55000,-0.75880,-0.00481
4.60000,-0.76680,-0.00361
4.65000,-0.77520,-0.00462
4.70000,-0.78346,-0.00336
4.75000,-0.79186,-0.00466
4.80000,-0.80013,-0.00361
4.85000,-0.80826,-0.00366
4.90000,-0.81680,-0.00626
4.95000,-0.82506,-0.00421
