Time,Extension,Load
(sec),(mm),(N)
0.00000,-0.00027,-0.00325
0.05000,-0.00173,-0.00306
0.10000,-0.00667,-0.00443
0.15000,-0.01587,-0.00465
0.20000,-0.02640,-0.00433
0.25000,-0.03627,-0.00431
0.30000,-0.04600,-0.00354
0.35000,-0.05560,-0.00614
0.40000,-0.06453,-0.00583
0.45000,-0.07360,-0.00582
0.50000,-0.08253,-0.00370
0.55000,-0.09093,-0.00668
0.60000,-0.09933,-0.00383
0.65000,-0.10813,-0.00764
0.70000,-0.11653,-0.00560
0.75000,-0.12480,-0.00567
0.80000,-0.13347,-0.00573
0.85000,-0.14173,-0.00619
0.90000,-0.15000,-0.00610
0.95000,-0.15840,-0.00630
1.00000,-0.16667,-0.00781
1.05000,-0.17520,-0.00520
1.10000,-0.18347,-0.00327
1.15000,-0.19187,-0.01007
1.20000,-0.20040,-0.00320
1.25000,-0.20880,-0.00947
1.30000,-0.21707,-0.00439
1.35000,-0.22547,-0.00794
1.40000,-0.23387,-0.00344
1.45000,-0.24200,-0.00721
1.50000,-0.25013,-0.00637
1.55000,-0.25853,-0.00328
1.60000,-0.26680,-0.01017
1.65000,-0.27493,-0.00233
1.70000,-0.28333,-0.01002
1.75000,-0.29200,-0.00564
1.80000,-0.30027,-0.00683
1.85000,-0.30840,-0.00714
1.90000,-0.31707,-0.00469
1.95000,-0.32533,-0.01061
2.00000,-0.33360,-0.00249
2.05000,-0.34200,-0.01066
2.10000,-0.35040,-0.00521
2.15000,-0.35867,-0.00454
2.20000,-0.36693,-0.00982
2.25000,-0.37533,-0.00430
2.30000,-0.38360,-0.00952
2.35000,-0.39187,-0.00578
2.40000,-0.40013,-0.00906
2.45000,-0.40840,-0.00496
2.50000,-0.41667,-0.00779
2.55000,-0.42493,-0.00507
2.60000,-0.43347,-0.00719
2.65000,-0.44200,-0.00929
2.70000,-0.45027,-0.00434
2.75000,-0.45853,-0.01284
2.80000,-0.46720,-0.00120
2.85000,-0.47533,-0.01438
2.90000,-0.48360,-0.00405
2.95000,-0.49213,-0.00768
3.00000,-0.50040,-0.01057
3.05000,-0.50853,-0.00224
3.10000,-0.51693,-0.01484
3.15000,-0.52533,-0.00497
3.20000,-0.53347,-0.00554
3.25000,-0.54173,-0.01213
3.30000,-0.55013,-0.00468
3.35000,-0.55853,-0.01152
3.40000,-0.56680,-0.00851
3.45000,-0.57507,-0.00514
3.50000,-0.58360,-0.00873
3.55000,-0.59200,-0.00891
3.60000,-0.60027,-0.00980
3.65000,-0.60867,-0.00648
3.70000,-0.61707,-0.00999
3.75000,-0.62520,-0.00673
3.80000,-0.63347,-0.00742
3.85000,-0.64200,-0.01340
3.90000,-0.65027,-0.00327
3.95000,-0.65840,-0.01241
4.00000,-0.66680,-0.00823
4.05000,-0.67507,-0.00833
4.10000,-0.68333,-0.00980
4.15000,-0.69160,-0.00833
4.20000,-0.70013,-0.01040
4.25000,-0.70853,-0.00834
4.30000,-0.71693,-0.01201
4.35000,-0.72506,-0.00660
4.40000,-0.73360,-0.01104
4.45000,-0.74186,-0.00953
4.50000,-0.75013,-0.00880
4.55000,-0.75853,-0.01053
4.60000,-0.76706,-0.00838
4.65000,-0.77520,-0.01247
4.70000,-0.78346,-0.00767
4.75000,-0.79186,-0.01250
4.80000,-0.80026,-0.00722
4.85000,-0.80840,-0.01071
4.90000,-0.81666,-0.01260
4.95000,-0.82520,-0.00919
5.00000,-0.83346,-0.00845
5.05000,-0.84173,-0.01352
5.10000,-0.85013,-0.00923
5.15000,-0.85853,-0.01141
5.20000,-0.86693,-0.01290
5.25000,-0.87533,-0.00717
5.30000,-0.88386,-0.01304
5.35000,-0.89213,-0.01518
5.40000,-0.90013,-0.00484
5.45000,-0.90853,-0.01859
5.50000,-0.91680,-0.00681
5.55000,-0.92493,-0.01597
5.60000,-0.93333,-0.01136
5.65000,-0.94186,-0.01163
5.70000,-0.95000,-0.01191
5.75000,-0.95840,-0.01123
5.80000,-0.96680,-0.01679
5.85000,-0.97533,-0.00786
5.90000,-0.98360,-0.01710
5.95000,-0.99200,-0.00911
6.00000,-1.00066,-0.01319
6.05000,-1.00880,-0.01412
6.10000,-1.01706,-0.00986
6.15000,-1.02560,-0.01174
6.20000,-1.03373,-0.01212
6.25000,-1.04186,-0.01693
6.30000,-1.05026,-0.00798
6.35000,-1.05866,-0.01443
6.40000,-1.06680,-0.01578
6.45000,-1.07506,-0.00402
6.50000,-1.08346,-0.02497
6.55000,-1.09173,-0.00693
6.60000,-1.10013,-0.01142
6.65000,-1.10853,-0.01746
6.70000,-1.11693,-0.01004
6.75000,-1.12533,-0.01154
6.80000,-1.13360,-0.01531
6.85000,-1.14186,-0.01531
6.90000,-1.15040,-0.00652
6.95000,-1.15853,-0.02252
7.00000,-1.16680,-0.00714
7.05000,-1.17533,-0.01150
7.10000,-1.18346,-0.01966
7.15000,-1.19173,-0.00701
7.20000,-1.20013,-0.01525
7.25000,-1.20840,-0.01438
7.30000,-1.21666,-0.01091
7.35000,-1.22520,-0.01437
7.40000,-1.23346,-0.01408
7.45000,-1.24186,-0.01130
7.50000,-1.25026,-0.01472
7.55000,-1.25840,-0.01474
7.60000,-1.26693,-0.01093
7.65000,-1.27533,-0.01408
7.70000,-1.28346,-0.01448
7.75000,-1.29186,-0.01147
7.80000,-1.30040,-0.01679
7.85000,-1.30853,-0.01223
7.90000,-1.31666,-0.01287
7.95000,-1.32520,-0.01487
8.00000,-1.33346,-0.01427
8.05000,-1.34160,-0.01395
8.10000,-1.35013,-0.01446
8.15000,-1.35853,-0.01358
8.20000,-1.36666,-0.01467
8.25000,-1.37520,-0.01462
8.30000,-1.38373,-0.01380
8.35000,-1.39200,-0.01356
8.40000,-1.40026,-0.01419
8.45000,-1.40853,-0.01501
8.50000,-1.41706,-0.01406
8.55000,-1.42546,-0.01435
8.60000,-1.43346,-0.01356
8.65000,-1.44200,-0.01444
8.70000,-1.45026,-0.01521
8.75000,-1.45853,-0.01465
8.80000,-1.46680,-0.01419
8.85000,-1.47533,-0.01431
8.90000,-1.48346,-0.01444
8.95000,-1.49173,-0.01409
9.00000,-1.50013,-0.01422
9.05000,-1.50853,-0.01432
9.10000,-1.51680,-0.01435
9.15000,-1.52520,-0.01393
9.20000,-1.53386,-0.01375
9.25000,-1.54213,-0.01342
9.30000,-1.55026,-0.01367
9.35000,-1.55893,-0.01465
9.40000,-1.56706,-0.01343
9.45000,-1.57520,-0.01318
9.50000,-1.58346,-0.01411
9.55000,-1.59186,-0.01310
9.60000,-1.60013,-0.01310
9.65000,-1.60840,-0.01404
9.70000,-1.61680,-0.01322
9.75000,-1.62533,-0.01216
9.80000,-1.63360,-0.01383
9.85000,-1.64186,-0.01103
9.90000,-1.65026,-0.01189
9.95000,-1.65880,-0.01431
10.00000,-1.66680,-0.00881
10.05000,-1.67520,-0.01510
10.10000,-1.68386,-0.01048
10.15000,-1.69173,-0.01161
10.20000,-1.70013,-0.01271
10.25000,-1.70866,-0.01021
10.30000,-1.71680,-0.01197
10.35000,-1.72493,-0.01200
10.40000,-1.73346,-0.01083
10.45000,-1.74173,-0.01060
10.50000,-1.75000,-0.01302
10.55000,-1.75840,-0.00985
10.60000,-1.76680,-0.00981
10.65000,-1.77533,-0.01595
10.70000,-1.78373,-0.00741
10.75000,-1.79186,-0.01145
10.80000,-1.80040,-0.01391
10.85000,-1.80880,-0.00597
10.90000,-1.81693,-0.01419
10.95000,-1.82533,-0.01141
11.00000,-1.83373,-0.00663
11.05000,-1.84186,-0.01304
11.10000,-1.85013,-0.01055
11.15000,-1.85866,-0.00887
11.20000,-1.86680,-0.01166
11.25000,-1.87493,-0.01069
11.30000,-1.88333,-0.00801
11.35000,-1.89186,-0.01329
11.40000,-1.90013,-0.00900
11.45000,-1.90853,-0.00823
11.50000,-1.91706,-0.01281
11.55000,-1.92533,-0.00820
11.60000,-1.93360,-0.00944
11.65000,-1.94186,-0.01379
11.70000,-1.95026,-0.00691
11.75000,-1.95866,-0.01056
11.80000,-1.96680,-0.01229
11.85000,-1.97520,-0.00645
11.90000,-1.98346,-0.01102
11.95000,-1.99173,-0.01231
12.00000,-2.00013,-0.00669
12.05000,-2.00866,-0.01242
12.10000,-2.01693,-0.00855
12.15000,-2.02533,-0.00972
12.20000,-2.03386,-0.01036
12.25000,-2.04213,-0.00887
12.30000,-2.05026,-0.00974
12.35000,-2.05853,-0.01074
12.40000,-2.06720,-0.00970
12.45000,-2.07533,-0.00991
12.50000,-2.08373,-0.01021
12.55000,-2.09226,-0.00877
12.60000,-2.10039,-0.01039
12.65000,-2.10853,-0.01152
12.70000,-2.11693,-0.00725
12.75000,-2.12533,-0.01245
12.80000,-2.13359,-0.00867
12.85000,-2.14199,-0.01025
12.90000,-2.15013,-0.01091
12.95000,-2.15853,-0.00984
13.00000,-2.16666,-0.00952
13.05000,-2.17493,-0.01112
13.10000,-2.18359,-0.00899
13.15000,-2.19226,-0.01058
13.20000,-2.20026,-0.01027
13.25000,-2.20879,-0.01032
13.30000,-2.21733,-0.01079
13.35000,-2.22533,-0.01101
13.40000,-2.23346,-0.00896
13.45000,-2.24199,-0.01064
13.50000,-2.25013,-0.01071
13.55000,-2.25826,-0.01291
13.60000,-2.26679,-0.00827
13.65000,-2.27506,-0.01173
13.70000,-2.28333,-0.01054
13.75000,-2.29186,-0.00956
13.80000,-2.30013,-0.01228
13.85000,-2.30853,-0.01115
13.90000,-2.31693,-0.00956
13.95000,-2.32506,-0.01222
14.00000,-2.33373,-0.01105
14.05000,-2.34213,-0.00947
14.10000,-2.35013,-0.01088
14.15000,-2.35853,-0.01176
14.20000,-2.36706,-0.01060
14.25000,-2.37519,-0.01244
14.30000,-2.38333,-0.00976
14.35000,-2.39199,-0.01159
14.40000,-2.40013,-0.01113
14.45000,-2.40826,-0.01121
14.50000,-2.41679,-0.01090
14.55000,-2.42519,-0.01064
14.60000,-2.43346,-0.01238
14.65000,-2.44186,-0.01078
14.70000,-2.45039,-0.00959
14.75000,-2.45866,-0.01280
14.80000,-2.46706,-0.00876
14.85000,-2.47519,-0.01274
14.90000,-2.48373,-0.01202
14.95000,-2.49199,-0.00894
15.00000,-2.50013,-0.01286
15.05000,-2.50866,-0.01070
