Time,Extension,Load
(sec),(mm),(N)
0.00000,0.00000,0.00506
0.05000,-0.00133,-0.00504
0.10000,-0.00613,0.00443
0.15000,-0.01507,-0.00634
0.20000,-0.02533,0.00321
0.25000,-0.03587,-0.00462
0.30000,-0.04560,-0.00031
0.35000,-0.05507,-0.00632
0.40000,-0.06440,-0.00054
0.45000,-0.07320,-0.00682
0.50000,-0.08200,-0.00105
0.55000,-0.09053,-0.00799
0.60000,-0.09920,-0.00421
0.65000,-0.10760,-0.00801
0.70000,-0.11600,-0.00460
0.75000,-0.12453,-0.00859
0.80000,-0.13307,-0.00821
0.85000,-0.14120,-0.01186
0.90000,-0.14973,-0.01097
0.95000,-0.15827,-0.01373
1.00000,-0.16640,-0.01496
1.05000,-0.17467,-0.01804
1.10000,-0.18347,-0.01805
1.15000,-0.19160,-0.02159
1.20000,-0.19987,-0.02223
1.25000,-0.20840,-0.02582
1.30000,-0.21667,-0.02652
1.35000,-0.22480,-0.02780
1.40000,-0.23320,-0.02858
1.45000,-0.24160,-0.03464
1.50000,-0.25000,-0.03405
1.55000,-0.25827,-0.03794
1.60000,-0.26667,-0.03482
1.65000,-0.27493,-0.04217
1.70000,-0.28333,-0.04159
1.75000,-0.29147,-0.04253
1.80000,-0.30000,-0.04575
1.85000,-0.30840,-0.04666
1.90000,-0.31653,-0.05075
1.95000,-0.32480,-0.05080
2.00000,-0.33347,-0.05493
2.05000,-0.34173,-0.05504
2.10000,-0.34987,-0.05907
2.15000,-0.35827,-0.06242
2.20000,-0.36680,-0.06503
2.25000,-0.37493,-0.06372
2.30000,-0.38333,-0.06836
2.35000,-0.39173,-0.06903
2.40000,-0.39987,-0.07469
2.45000,-0.40813,-0.07468
2.50000,-0.41653,-0.07773
2.55000,-0.42480,-0.08130
2.60000,-0.43307,-0.08421
2.65000,-0.44147,-0.08738
2.70000,-0.44987,-0.08987
2.75000,-0.45840,-0.09482
2.80000,-0.46667,-0.09459
2.85000,-0.47493,-0.10246
2.90000,-0.48347,-0.10159
2.95000,-0.49173,-0.10710
3.00000,-0.49987,-0.10841
3.05000,-0.50827,-0.11488
3.10000,-0.51667,-0.11761
3.15000,-0.52480,-0.12160
3.20000,-0.53307,-0.12661
3.25000,-0.54173,-0.12902
3.30000,-0.54973,-0.13477
3.35000,-0.55800,-0.13874
3.40000,-0.56653,-0.14245
3.45000,-0.57480,-0.14789
3.50000,-0.58307,-0.15110
3.55000,-0.59160,-0.15809
3.60000,-0.60000,-0.16097
3.65000,-0.60827,-0.16666
3.70000,-0.61653,-0.17085
3.75000,-0.62493,-0.17591
3.80000,-0.63347,-0.18066
3.85000,-0.64173,-0.18654
3.90000,-0.64987,-0.18895
3.95000,-0.65827,-0.19636
4.00000,-0.66653,-0.20008
4.05000,-0.67467,-0.20486
4.10000,-0.68306,-0.21005
4.15000,-0.69160,-0.21634
4.20000,-0.69973,-0.21862
4.25000,-0.70813,-0.22790
4.30000,-0.71680,-0.23092
4.35000,-0.72493,-0.23813
