Time,Extension,Load
(sec),(mm),(N)
0.00000,0.00000,0.00004
0.05000,-0.00107,-0.00002
0.10000,-0.00573,0.00000
0.15000,-0.01507,-0.00001
0.20000,-0.02520,0.00000
0.25000,-0.03573,-0.00001
0.30000,-0.04587,0.00000
0.35000,-0.05520,-0.00002
0.40000,-0.06440,0.00000
0.45000,-0.07360,0.00000
0.50000,-0.08213,0.00000
0.55000,-0.09080,-0.00002
0.60000,-0.09947,-0.00002
0.65000,-0.10773,-0.00002
0.70000,-0.11613,0.00000
0.75000,-0.12440,0.00000
0.80000,-0.13307,0.00001
0.85000,-0.14133,-0.00001
0.90000,-0.14960,0.00000
0.95000,-0.15827,0.00000
1.00000,-0.16667,0.00000
1.05000,-0.17480,-0.00001
1.10000,-0.18320,-0.00001
1.15000,-0.19187,0.00001
1.20000,-0.20000,0.00000
1.25000,-0.20827,0.00002
1.30000,-0.21667,-0.00001
1.35000,-0.22520,-0.00001
1.40000,-0.23320,0.00002
1.45000,-0.24160,0.00000
1.50000,-0.25013,0.00001
1.55000,-0.25813,0.00000
1.60000,-0.26640,0.00000
1.65000,-0.27493,0.00001
1.70000,-0.28320,0.00002
1.75000,-0.29147,0.00000
1.80000,-0.29987,0.00000
1.85000,-0.30827,0.00000
1.90000,-0.31667,0.00003
1.95000,-0.32493,0.00001
2.00000,-0.33320,0.00003
2.05000,-0.34173,-0.00001
2.10000,-0.35000,0.00001
2.15000,-0.35827,0.00002
2.20000,-0.36680,0.00002
2.25000,-0.37507,0.00000
2.30000,-0.38320,0.00002
2.35000,-0.39160,0.00000
2.40000,-0.40000,0.00003
2.45000,-0.40813,0.00001
2.50000,-0.41640,0.00000
2.55000,-0.42507,0.00000
2.60000,-0.43333,0.00003
2.65000,-0.44160,0.00002
2.70000,-0.45000,0.00002
2.75000,-0.45827,0.00004
2.80000,-0.46653,0.00001
2.85000,-0.47507,0.00004
2.90000,-0.48333,0.00001
2.95000,-0.49173,0.00003
3.00000,-0.50013,0.00002
3.05000,-0.50827,0.00000
3.10000,-0.51680,0.00002
3.15000,-0.52520,0.00003
3.20000,-0.53307,0.00002
3.25000,-0.54160,0.00001
3.30000,-0.55013,0.00000
3.35000,-0.55813,0.00000
3.40000,-0.56640,0.00000
3.45000,-0.57520,0.00003
3.50000,-0.58333,0.00000
3.55000,-0.59160,-0.00001
3.60000,-0.60013,0.00003
3.65000,-0.60840,0.00001
3.70000,-0.61667,0.00004
3.75000,-0.62507,0.00003
3.80000,-0.63347,0.00003
3.85000,-0.64173,0.00002
3.90000,-0.65000,0.00002
3.95000,-0.65827,0.00003
4.00000,-0.66667,0.00002
4.05000,-0.67493,0.00001
4.10000,-0.68306,0.00003
4.15000,-0.69160,0.00001
4.20000,-0.70000,0.00003
4.25000,-0.70826,0.00003
4.30000,-0.71666,0.00002
4.35000,-0.72520,0.00003
4.40000,-0.73346,0.00002
4.45000,-0.74160,0.00004
4.50000,-0.75013,0.00005
4.55000,-0.75853,-0.00001
