Time,Extension,Load
(sec),(mm),(N)
0.00000,0.00000,0.05416
0.10000,0.00773,0.08442
0.20000,0.02867,-0.12379
0.30000,0.04760,0.10191
0.40000,0.06520,0.06169
0.50000,0.08267,0.08715
0.60000,0.09947,0.03709
0.70000,0.11653,0.03182
0.80000,0.13333,0.04404
0.90000,0.15013,0.03681
1.00000,0.16680,0.07527
1.10000,0.18347,0.09354
1.20000,0.20013,0.08066
1.30000,0.21667,0.06641
1.40000,0.23347,0.08240
1.50000,0.25000,0.06617
1.60000,0.26693,0.05375
1.70000,0.28360,0.09352
1.80000,0.30027,0.10148
1.90000,0.31667,0.10562
2.00000,0.33320,0.15928
2.10000,0.35013,0.11460
2.20000,0.36653,0.10418
2.30000,0.38347,0.14038
2.40000,0.40000,0.09975
2.50000,0.41693,0.10813
2.60000,0.43360,0.11942
2.70000,0.45000,0.07136
2.80000,0.46680,0.11096
2.90000,0.48333,0.16080
3.00000,0.50013,0.08155
3.10000,0.51667,0.05736
3.20000,0.53333,0.08205
3.30000,0.55000,0.11827
3.40000,0.56693,0.11705
3.50000,0.58333,0.09258
3.60000,0.60000,0.10713
3.70000,0.61680,0.22893
3.80000,0.63320,0.14038
3.90000,0.65026,0.11757
4.00000,0.66680,0.13497
4.10000,0.68373,0.16129
4.20000,0.70026,0.17699
4.30000,0.71680,0.14456
4.40000,0.73333,0.15050
4.50000,0.75000,0.17549
4.60000,0.76680,0.17423
4.70000,0.78346,0.17140
4.80000,0.80013,0.18607
4.90000,0.81680,0.14621
5.00000,0.83360,0.20082
5.10000,0.85013,0.18140
5.20000,0.86666,0.18164
5.30000,0.88333,0.23801
5.40000,0.90000,0.19224
5.50000,0.91666,0.18188
5.60000,0.93346,0.20974
5.70000,0.95040,0.25179
5.80000,0.96680,0.17618
5.90000,0.98333,0.21055
6.00000,1.00013,0.22741
6.10000,1.01653,0.19529
6.20000,1.03333,0.20691
6.30000,1.05000,0.26890
6.40000,1.06680,0.28769
6.50000,1.08333,0.22778
6.60000,1.10026,0.23580
6.70000,1.11666,0.25471
6.80000,1.13320,0.23223
6.90000,1.15013,0.30550
7.00000,1.16653,0.28107
7.10000,1.18346,0.29653
7.20000,1.20013,0.30788
7.30000,1.21693,0.28051
7.40000,1.23360,0.28274
7.50000,1.25013,0.28731
7.60000,1.26680,0.26188
7.70000,1.28333,0.30074
7.80000,1.30026,0.30679
7.90000,1.31666,0.27082
8.00000,1.33346,0.30032
8.10000,1.35026,0.29835
8.20000,1.36693,0.29356
8.30000,1.38346,0.30838
8.40000,1.40000,0.30877
8.50000,1.41680,0.36259
8.60000,1.43320,0.27177
8.70000,1.45013,0.29988
8.80000,1.46666,0.26468
8.90000,1.48360,0.27054
9.00000,1.50013,0.30977
9.10000,1.51666,0.35020
9.20000,1.53346,0.34980
9.30000,1.55000,0.29767
9.40000,1.56680,0.29454
9.50000,1.58333,0.31366
9.60000,1.60013,0.35965
9.70000,1.61680,0.41837
9.80000,1.63360,0.37034
9.90000,1.65013,0.36567
10.00000,1.66680,0.32570
10.10000,1.68360,0.37057
10.20000,1.69986,0.45160
10.30000,1.71680,0.41441
10.40000,1.73346,0.39273
10.50000,1.75026,0.42582
10.60000,1.76680,0.40882
10.70000,1.78360,0.43438
10.80000,1.80026,0.44783
10.90000,1.81666,0.50221
11.00000,1.83360,0.48800
11.10000,1.84986,0.47938
11.20000,1.86680,0.51301
11.30000,1.88346,0.47408
11.40000,1.90026,0.50933
11.50000,1.91666,0.49954
11.60000,1.93333,0.44377
11.70000,1.95013,0.49939
11.80000,1.96666,0.50471
11.90000,1.98346,0.53208
12.00000,1.99999,0.54306
12.10000,2.01706,0.48301
12.20000,2.03346,0.50349
12.30000,2.04999,0.58539
12.40000,2.06679,0.56103
12.50000,2.08333,0.52550
12.60000,2.09999,0.56257
12.70000,2.11666,0.57991
12.80000,2.13333,0.60479
12.90000,2.15013,0.58475
13.00000,2.16706,0.57421
13.10000,2.18333,0.56879
13.20000,2.19999,0.62128
13.30000,2.21679,0.64140
13.40000,2.23319,0.70957
13.50000,2.25013,0.63595
13.60000,2.26693,0.65176
13.70000,2.28359,0.63357
13.80000,2.30026,0.63824
13.90000,2.31666,0.64247
14.00000,2.33346,0.66806
14.10000,2.34986,0.68317
14.20000,2.36679,0.72097
14.30000,2.38319,0.76023
14.40000,2.40026,0.64545
14.50000,2.41679,0.69691
14.60000,2.43359,0.75099
14.70000,2.45013,0.72585
14.80000,2.46666,0.74200
14.90000,2.48346,0.76659
15.00000,2.49986,0.75493
15.10000,2.51679,0.75163
15.20000,2.53333,0.76124
15.30000,2.55026,0.78116
15.40000,2.56679,0.80496
15.50000,2.58333,0.77535
15.60000,2.60013,0.79639
15.70000,2.61666,0.85486
15.80000,2.63346,0.81850
15.90000,2.64999,0.82740
16.00000,2.66679,0.83612
16.10000,2.68346,0.86488
16.20000,2.70026,0.87697
16.30000,2.71679,0.89526
16.40000,2.73333,0.90687
16.50000,2.75013,0.94834
16.60000,2.76653,0.92979
16.70000,2.78359,0.91122
16.80000,2.79999,0.98245
16.90000,2.81693,0.94916
17.00000,2.83346,0.97309
17.10000,2.85013,0.94642
17.20000,2.86679,0.95797
17.30000,2.88319,0.98584
17.40000,2.90013,1.01107
17.50000,2.91679,1.02365
17.60000,2.93359,0.95020
17.70000,2.95026,1.03334
17.80000,2.96679,1.04393
17.90000,2.98346,1.01383
18.00000,3.00013,1.06888
18.10000,3.01679,1.02207
18.20000,3.03319,1.10594
18.30000,3.04999,1.05062
18.40000,3.06666,1.10496
18.50000,3.08359,1.04392
18.60000,3.10013,1.15905
18.70000,3.11666,1.13836
18.80000,3.13346,1.14124
18.90000,3.14999,1.12752
19.00000,3.16666,1.13158
