,Time sec,Extension mm,Load kgf,Compressive stress MPa,Cycle Count ,Total Cycle Count ,Repetitions Count ,Marked Data ,PIP Count ,Compressive extension mm,Compressive strain %,Compressive load kgf,Displacement (Strain 1) mm,True strain %,Corrected Position mm,True stress Pa,Elastic Modulus
0,0.0,-0.000133333,-0.0061036,0.00016798,0,0,0,0,0,0.0,0.0,0.006103599,0,0.0,-0.000133333,167.98,inf
1,0.05,-0.000933331,-0.005080837,0.0001398321,0,0,0,0,0,0.000799998,0.002976183,0.005080837,0,0.002976227,-0.000933331,139.8279,4565135.38786
2,0.1,-0.004666656,-0.006067054,0.0001669742,0,0,0,0,0,0.004533323,0.01686504,0.006067054,0,0.01686646,-0.004666656,166.9461,961985.436854
3,0.15,-0.01306663,-0.005783466,0.0001591695,0,0,0,0,0,0.0129333,0.04811496,0.005783466,0,0.04812654,-0.01306663,159.0929,321429.798464
4,0.2,-0.02399994,-0.006712724,0.000184744,0,0,0,0,0,0.02386661,0.08878946,0.006712724,0,0.0888289,-0.02399994,184.58,202169.368929
5,0.25,-0.03479992,-0.006928323,0.0001906776,0,0,0,0,0,0.03466658,0.1289679,0.006928323,0,0.1290512,-0.03479992,190.4317,143656.217875
6,0.3,-0.04479989,-0.007815183,0.0002150853,0,0,0,0,0,0.04466656,0.1661702,0.007815182,0,0.1663084,-0.04479989,214.7279,125766.185975
7,0.35,-0.05426653,-0.007634554,0.0002101141,0,0,0,0,0,0.0541332,0.2013884,0.007634554,0,0.2015914,-0.05426653,209.691,101374.16068
8,0.4,-0.06386652,-0.008665646,0.0002384913,0,0,0,0,0,0.06373318,0.2371026,0.008665646,0,0.2373841,-0.06386652,237.9258,97733.320924
9,0.45,-0.07279983,-0.008551731,0.0002353562,0,0,0,0,0,0.0726665,0.2703367,0.008551732,0,0.2707027,-0.07279983,234.72,84591.5806594
10,0.5,-0.08173313,-0.009374804,0.0002580084,0,0,0,0,0,0.0815998,0.3035707,0.009374804,0,0.3040324,-0.08173313,257.2251,82581.0504905
11,0.55,-0.09066644,-0.009079734,0.0002498876,0,0,0,0,0,0.09053311,0.3368047,0.009079735,0,0.3373732,-0.09066644,249.046,72089.6695311
12,0.6,-0.09933309,-0.01022632,0.0002814433,0,0,0,0,0,0.09919976,0.3690467,0.01022632,0,0.3697294,-0.09933309,280.4046,74099.6331311
13,0.6500001,-0.1077331,-0.009819434,0.0002702452,0,0,0,0,0,0.1075997,0.4002966,0.009819434,0,0.4011,-0.1077331,269.1635,65596.8063375
