,Time sec,Extension mm,Load kgf,Compressive stress MPa,Cycle Count ,Total Cycle Count ,Repetitions Count ,Marked Data ,PIP Count ,Compressive extension mm,Compressive strain %,Compressive load kgf,Displacement (Strain 1) mm,True strain %,Corrected Position mm,True stress Pa,Elastic Modulus
0,0.0,-0.000133333,-0.01863685,0.0005043532,0,0,0,0,0,0.0,0.0,0.01863685,0,0.0,-0.000133333,504.3532,inf
1,0.05,-0.001066664,-0.01875782,0.0005076269,0,0,0,0,0,0.000933331,0.003444026,0.01875782,0,0.003444085,-0.001066664,507.6094,14446211.6685
2,0.1,-0.004799988,-0.01922316,0.00052022,0,0,0,0,0,0.004666655,0.01722013,0.01922316,0,0.01722161,-0.004799988,520.1304,2960918.04163
3,0.15,-0.01359997,-0.01975402,0.0005345861,0,0,0,0,0,0.01346663,0.04969238,0.01975402,0,0.04970473,-0.01359997,534.3204,1054396.27264
4,0.2,-0.02426661,-0.02153299,0.0005827289,0,0,0,0,0,0.02413328,0.08905268,0.02153299,0,0.08909236,-0.02426661,582.21,641350.27865
5,0.25,-0.03479992,-0.02248393,0.0006084635,0,0,0,0,0,0.03466658,0.127921,0.02248393,0,0.1280029,-0.03479992,607.6852,466195.982312
6,0.3,-0.04466656,-0.02425202,0.0006563119,0,0,0,0,0,0.04453323,0.1643292,0.02425203,0,0.1644644,-0.04466656,655.2333,391445.407171
7,0.35,-0.0545332,-0.02476187,0.0006701094,0,0,0,0,0,0.05439987,0.2007375,0.02476187,0,0.2009393,-0.0545332,668.7642,327184.618165
8,0.4,-0.06373318,-0.02626423,0.0007107665,0,0,0,0,0,0.06359985,0.2346858,0.02626423,0,0.2349616,-0.06373318,709.0984,296835.529539
9,0.45,-0.07279983,-0.02691155,0.0007282844,0,0,0,0,0,0.0726665,0.268142,0.02691155,0,0.2685022,-0.07279983,726.3315,266202.279549
10,0.5,-0.08186647,-0.02794595,0.0007562774,0,0,0,0,0,0.08173313,0.3015983,0.02794595,0,0.302054,-0.08186647,753.9964,245769.53498
11,0.55,-0.09026645,-0.02873435,0.0007776132,0,0,0,0,0,0.09013312,0.3325945,0.02873435,0,0.3331488,-0.09026645,775.0269,229152.327922
12,0.6,-0.09893309,-0.02966676,0.0008028462,0,0,0,0,0,0.09879977,0.3645748,0.02966676,0,0.365241,-0.09893309,799.9193,215834.808058
13,0.6500001,-0.1079997,-0.03041607,0.000823124,0,0,0,0,0,0.1078664,0.398031,0.03041607,0,0.3988253,-0.1079997,819.8477,202686.216191
14,0.7000001,-0.1162664,-0.03140731,0.0008499493,0,0,0,0,0,0.116133,0.4285353,0.03140731,0,0.4294561,-0.1162664,846.307,194393.794379
15,0.7500001,-0.1246664,-0.03200901,0.0008662324,0,0,0,0,0,0.124533,0.4595315,0.03200901,0,0.4605905,-0.1246664,862.2518,184754.528664
16,0.8,-0.1334663,-0.03281272,0.0008879827,0,0,0,0,0,0.133333,0.4920037,0.03281272,0,0.493218,-0.1334663,883.6138,176893.503071
17,0.85,-0.1418663,-0.03366483,0.0009110427,0,0,0,0,0,0.141733,0.5229999,0.03366483,0,0.5243724,-0.1418663,906.2779,170731.142573
18,0.9000001,-0.1499996,-0.0344302,0.0009317551,0,0,0,0,0,0.1498663,0.5530121,0.0344302,0,0.5545469,-0.1499996,926.6023,165136.418353
19,0.9500001,-0.1585329,-0.03513515,0.0009508326,0,0,0,0,0,0.1583996,0.5845004,0.03513515,0,0.5862153,-0.1585329,945.275,159439.172688
20,1.0,-0.1669329,-0.03602456,0.000974902,0,0,0,0,0,0.1667996,0.6154966,0.03602456,0,0.6173986,-0.1669329,968.9015,155242.626218
