,Time sec,Extension mm,Load kgf,Compressive stress MPa,Cycle Count ,Total Cycle Count ,Repetitions Count ,Marked Data ,PIP Count ,Compressive extension mm,Compressive strain %,Compressive load kgf,Displacement (Strain 1) mm,True strain %,Corrected Position mm,True stress Pa,Elastic Modulus
0,0.0,-0.000133333,-0.02960821,0.0007708231,0,0,0,0,0,0.0,0.0,0.02960821,0,0.0,-0.000133333,770.8231,inf
1,0.05,-0.00133333,-0.02943066,0.0007662007,0,0,0,0,0,0.001199997,0.005604844,0.02943066,0,0.005605,-0.00133333,766.1578,17628978.2509
2,0.1,-0.005866652,-0.02986884,0.0007776085,0,0,0,0,0,0.005733319,0.0267787,0.02986884,0,0.02678228,-0.005866652,777.4002,3744721.72949
3,0.15,-0.0145333,-0.03032288,0.0007894288,0,0,0,0,0,0.01439997,0.06725813,0.03032288,0,0.06728076,-0.0145333,788.8979,1513617.57118
4,0.2,-0.02493327,-0.03128986,0.0008146034,0,0,0,0,0,0.02479994,0.1158334,0.03128986,0,0.1159006,-0.02493327,813.6598,906901.855887
5,0.25,-0.03573325,-0.03227007,0.0008401222,0,0,0,0,0,0.03559991,0.166277,0.03227007,0,0.1664154,-0.03573325,838.7252,651565.841444
6,0.3,-0.04533322,-0.03291251,0.0008568474,0,0,0,0,0,0.04519989,0.2111158,0.0329125,0,0.2113389,-0.04533322,855.0385,523396.476899
7,0.35,-0.05479987,-0.03375001,0.000878651,0,0,0,0,0,0.05466654,0.2553318,0.03375001,0,0.2556583,-0.05479987,876.4076,443771.716778
8,0.4,-0.06413318,-0.03434175,0.0008940566,0,0,0,0,0,0.06399985,0.298925,0.03434175,0,0.2993727,-0.06413318,891.384,385701.001897
9,0.45,-0.07306649,-0.03480778,0.0009061893,0,0,0,0,0,0.07293316,0.34065,0.03480778,0,0.3412315,-0.07306649,903.1023,343050.925507
10,0.5,-0.0819998,-0.03545433,0.0009230216,0,0,0,0,0,0.08186647,0.3823749,0.03545433,0,0.3831078,-0.0819998,919.4923,311293.834419
11,0.55,-0.09079978,-0.03598681,0.0009368842,0,0,0,0,0,0.09066645,0.4234771,0.03598681,0,0.4243763,-0.09079978,932.9167,285301.490287
12,0.6,-0.09946642,-0.03653233,0.0009510864,0,0,0,0,0,0.09933309,0.4639565,0.03653233,0,0.4650361,-0.09946642,946.6738,264356.946783
13,0.6500001,-0.1079997,-0.03686835,0.0009598342,0,0,0,0,0,0.1078664,0.5038132,0.03686834,0,0.5050866,-0.1079997,954.9984,245682.770056
14,0.7000001,-0.1162664,-0.03748802,0.0009759669,0,0,0,0,0,0.116133,0.5424243,0.03748802,0,0.5439008,-0.1162664,970.673,232030.009943
15,0.7500001,-0.124933,-0.03783761,0.0009850682,0,0,0,0,0,0.1247997,0.5829038,0.03783761,0,0.5846093,-0.124933,979.3261,217930.219323
16,0.8,-0.133333,-0.03826485,0.0009961909,0,0,0,0,0,0.1331997,0.6221377,0.03826485,0,0.6240811,-0.133333,989.9932,206492.398719
17,0.85,-0.1414663,-0.03888461,0.001012326,0,0,0,0,0,0.141333,0.6601261,0.03888461,0,0.6623146,-0.1414663,1005.643,197761.373934
