,Time,Extension,Load,Elastic Modulus
151,7.55,-0.6216,-2.1301,
152,7.6,-0.62987,-2.14428,
153,7.65,-0.63813,-2.14709,
154,7.7,-0.6464,-2.16126,
155,7.75,-0.6548,-2.15577,
156,7.8,-0.6632,-2.18067,
157,7.85,-0.67133,-2.19105,
158,7.9,-0.68,-2.20486,
159,7.95,-0.68827,-2.20787,
160,8.0,-0.6964,-2.22925,
161,8.05,-0.7048,-2.23698,
162,8.1,-0.71333,-2.25348,
163,8.15,-0.72146,-2.26162,
164,8.2,-0.72986,-2.28497,
165,8.25,-0.73853,-2.29659,
166,8.3,-0.74653,-2.31532,
167,8.35,-0.7548,-2.32314,
168,8.4,-0.7632,-2.343,
169,8.45,-0.7716,-2.35307,
170,8.5,-0.77973,-2.36683,
171,8.55,-0.78813,-2.37842,
172,8.6,-0.79653,-2.39057,
173,8.65,-0.80466,-2.40346,
174,8.7,-0.81293,-2.42271,
175,8.75,-0.82146,-2.43542,
176,8.8,-0.83,-2.45272,
177,8.85,-0.8384,-2.46449,
178,8.9,-0.84653,-2.48354,
179,8.95,-0.85493,-2.49346,
180,9.0,-0.86333,-2.50888,
181,9.05,-0.8716,-2.52295,
182,9.1,-0.87973,-2.53482,
183,9.15,-0.8884,-2.54875,
184,9.2,-0.89666,-2.56356,
185,9.25,-0.9048,-2.57953,
186,9.3,-0.91333,-2.58949,
187,9.35,-0.9216,-2.61106,
188,9.4,-0.9296,-2.62014,
189,9.45,-0.938,-2.63585,
190,9.5,-0.94653,-2.65135,
191,9.55,-0.9548,-2.66699,
192,9.6,-0.9632,-2.67794,
193,9.65,-0.97173,-2.7001,
194,9.7,-0.98,-2.70849,
195,9.75,-0.9884,-2.7275,
196,9.8,-0.9968,-2.73909,
197,9.85,-1.00506,-2.75698,
198,9.9,-1.01333,-2.76707,
199,9.95,-1.0216,-2.78446,
200,10.0,-1.02973,-2.79677,
201,10.05,-1.03813,-2.81141,
202,10.1,-1.0464,-2.82465,
203,10.15,-1.05466,-2.83814,
204,10.2,-1.06333,-2.85277,
205,10.25,-1.07173,-2.869,
206,10.3,-1.07973,-2.88174,
207,10.35,-1.08826,-2.88914,
208,10.4,-1.0968,-2.91497,
209,10.45,-1.10493,-2.91739,
210,10.5,-1.1132,-2.94043,
211,10.55,-1.12186,-2.943,
212,10.6,-1.13,-2.96763,
213,10.65,-1.13826,-2.97331,
214,10.7,-1.14666,-2.99232,
215,10.75,-1.15506,-3.00177,
216,10.8,-1.1632,-3.01854,
217,10.85,-1.1716,-3.02778,
218,10.9,-1.17986,-3.0476,
219,10.95,-1.18826,-3.05241,
220,11.0,-1.19666,-3.07646,
221,11.05,-1.20466,-3.07806,
222,11.1,-1.21333,-3.10255,
223,11.15,-1.2216,-3.10458,
224,11.2,-1.22973,-3.1287,
225,11.25,-1.23826,-3.13209,
226,11.3,-1.2468,-3.15512,
227,11.35,-1.25493,-3.15891,
228,11.4,-1.26333,-3.17941,
229,11.45,-1.27186,-3.18542,
230,11.5,-1.27986,-3.20625,
231,11.55,-1.28813,-3.20931,
232,11.6,-1.29653,-3.22916,
233,11.65,-1.30493,-3.23577,
234,11.7,-1.31306,-3.25219,
235,11.75,-1.32133,-3.26114,
236,11.8,-1.32973,-3.27745,
237,11.85,-1.338,-3.28794,
238,11.9,-1.3464,-3.2995,
239,11.95,-1.3548,-3.31422,
240,12.0,-1.3632,-3.32642,
241,12.05,-1.3716,-3.33994,
242,12.1,-1.37986,-3.35243,
243,12.15,-1.38826,-3.36245,
244,12.2,-1.39666,-3.37938,
245,12.25,-1.40493,-3.38896,
246,12.3,-1.4132,-3.40219,
247,12.35,-1.42173,-3.41195,
248,12.4,-1.42986,-3.42568,
249,12.45,-1.438,-3.43847,
250,12.5,-1.44653,-3.4483,
251,12.55,-1.45506,-3.46172,
252,12.6,-1.46306,-3.47389,
253,12.65,-1.47133,-3.48302,
254,12.7,-1.48,-3.49984,
255,12.75,-1.48826,-3.5053,
256,12.8,-1.49653,-3.52371,
257,12.85,-1.5052,-3.53229,
258,12.9,-1.51346,-3.54609,
259,12.95,-1.52173,-3.55714,
260,13.0,-1.53,-3.5689,
261,13.05,-1.5384,-3.5796,
262,13.1,-1.54666,-3.59222,
263,13.15,-1.55493,-3.60446,
264,13.2,-1.5632,-3.61301,
265,13.25,-1.57173,-3.62871,
266,13.3,-1.58,-3.63833,
267,13.35,-1.588,-3.65056,
268,13.4,-1.59666,-3.66136,
269,13.45,-1.60493,-3.67387,
270,13.5,-1.61293,-3.68396,
271,13.55,-1.62146,-3.69583,
272,13.6,-1.63013,-3.70612,
273,13.65,-1.63826,-3.72075,
274,13.7,-1.64653,-3.72888,
275,13.75,-1.65533,-3.74286,
276,13.8,-1.66333,-3.75108,
277,13.85,-1.6716,-3.76607,
278,13.9,-1.68,-3.77291,
279,13.95,-1.68826,-3.78767,
280,14.0,-1.6964,-3.79461,
281,14.05,-1.7048,-3.80925,
282,14.1,-1.71306,-3.81588,
283,14.15,-1.7216,-3.83123,
284,14.2,-1.72986,-3.83863,
285,14.25,-1.738,-3.85344,
286,14.3,-1.74666,-3.85958,
287,14.35,-1.75506,-3.87443,
288,14.4,-1.76306,-3.88153,
289,14.45,-1.7716,-3.89511,
290,14.5,-1.78013,-3.90251,
291,14.55,-1.78813,-3.91932,
292,14.6,-1.79653,-3.91928,
293,14.65,-1.8052,-3.94078,
294,14.7,-1.81333,-3.94221,
295,14.75,-1.82146,-3.96113,
296,14.8,-1.83,-3.96077,
297,14.85,-1.83813,-3.98228,
298,14.9,-1.8464,-3.97962,
299,14.95,-1.8548,-4.00161,
300,15.0,-1.86306,-4.00059,
301,15.05,-1.87146,-4.02254,
302,15.1,-1.87973,-4.02141,
303,15.15,-1.88813,-4.04274,
304,15.2,-1.89653,-4.04119,
305,15.25,-1.90493,-4.06305,
306,15.3,-1.9132,-4.06384,
307,15.35,-1.9216,-4.08097,
308,15.4,-1.93013,-4.0835,
309,15.45,-1.93826,-4.10181,
310,15.5,-1.94653,-4.1034,
311,15.55,-1.95506,-4.11995,
312,15.6,-1.9632,-4.12504,
313,15.65,-1.97133,-4.13786,
314,15.7,-1.97986,-4.14168,
315,15.75,-1.98826,-4.16067,
316,15.8,-1.9964,-4.16031,
317,15.85,-2.00466,-4.17862,
318,15.9,-2.01333,-4.17925,
319,15.95,-2.02146,-4.19827,
320,16.0,-2.02986,-4.19968,
321,16.05,-2.0384,-4.21655,
322,16.1,-2.04666,-4.22009,
323,16.15,-2.05493,-4.23342,
324,16.2,-2.06333,-4.24079,
325,16.25,-2.07173,-4.25038,
326,16.3,-2.08013,-4.26001,
327,16.35,-2.08839,-4.27074,
328,16.4,-2.09653,-4.2757,
329,16.45,-2.10493,-4.28933,
330,16.5,-2.11319,-4.29317,
331,16.55,-2.12133,-4.30811,
332,16.6,-2.12999,-4.30965,
333,16.65,-2.13826,-4.3258,
334,16.7,-2.14626,-4.32845,
335,16.75,-2.15493,-4.34195,
336,16.8,-2.16359,-4.34781,
337,16.85,-2.17159,-4.35944,
338,16.9,-2.17999,-4.36491,
339,16.95,-2.18853,-4.37694,
340,17.0,-2.19666,-4.38135,
341,17.05,-2.20493,-4.39284,
342,17.1,-2.21346,-4.39897,
343,17.15,-2.22173,-4.40813,
344,17.2,-2.22999,-4.41538,
345,17.25,-2.23826,-4.424,
346,17.3,-2.24653,-4.43284,
347,17.35,-2.25506,-4.43895,
348,17.4,-2.26333,-4.45143,
349,17.45,-2.27133,-4.45436,
350,17.5,-2.27999,-4.46594,
351,17.55,-2.28826,-4.47228,
352,17.6,-2.29639,-4.48213,
353,17.65,-2.30493,-4.48737,
354,17.7,-2.31346,-4.49665,
355,17.75,-2.32159,-4.50532,
356,17.8,-2.32986,-4.51162,
357,17.85,-2.33839,-4.51919,
358,17.9,-2.34653,-4.52693,
359,17.95,-2.35466,-4.5352,
360,18.0,-2.36306,-4.54086,
361,18.05,-2.37133,-4.551,
362,18.1,-2.37959,-4.5538,
363,18.15,-2.38799,-4.56647,
364,18.2,-2.39639,-4.56996,
365,18.25,-2.40479,-4.58027,
366,18.3,-2.41319,-4.58323,
367,18.35,-2.42146,-4.59606,
368,18.4,-2.42986,-4.59737,
369,18.45,-2.43826,-4.61069,
370,18.5,-2.44653,-4.61171,
371,18.55,-2.45493,-4.62554,
372,18.6,-2.46333,-4.62624,
373,18.65,-2.47159,-4.63966,
374,18.7,-2.47986,-4.64146,
375,18.75,-2.48839,-4.65061,
376,18.8,-2.49653,-4.65709,
377,18.85,-2.50466,-4.66258,
378,18.9,-2.51319,-4.66756,
379,18.95,-2.52159,-4.6777,
380,19.0,-2.52959,-4.68168,
381,19.05,-2.53799,-4.68789,
382,19.1,-2.54666,-4.69576,
383,19.15,-2.55493,-4.70187,
384,19.2,-2.56319,-4.7089,
385,19.25,-2.57173,-4.71443,
386,19.3,-2.57999,-4.72255,
387,19.35,-2.58826,-4.72645,
388,19.4,-2.59653,-4.73478,
389,19.45,-2.60493,-4.73906,
390,19.5,-2.61346,-4.7473,
391,19.55,-2.62173,-4.75249,
392,19.6,-2.62986,-4.75836,
393,19.65,-2.63839,-4.76403,
394,19.7,-2.64666,-4.77101,
395,19.75,-2.65479,-4.77492,
396,19.8,-2.66333,-4.78145,
397,19.85,-2.67159,-4.7875,
398,19.9,-2.67973,-4.79216,
399,19.95,-2.68826,-4.79822,
400,20.0,-2.69693,-4.80548,
401,20.05,-2.70493,-4.81116,
402,20.1,-2.71319,-4.81463,
403,20.15,-2.72186,-4.8221,
404,20.2,-2.72999,-4.82573,
405,20.25,-2.73826,-4.83247,
406,20.3,-2.74666,-4.8358,
407,20.35,-2.75493,-4.84238,
408,20.4,-2.76319,-4.84644,
409,20.45,-2.77159,-4.85141,
410,20.5,-2.77986,-4.85666,
411,20.55,-2.78826,-4.86089,
412,20.6,-2.79653,-4.86609,
413,20.65,-2.80453,-4.87067,
414,20.7,-2.81319,-4.87393,
415,20.75,-2.82159,-4.88108,
416,20.8,-2.82973,-4.88351,
417,20.85,-2.83826,-4.88945,
418,20.9,-2.84679,-4.89163,
419,20.95,-2.85479,-4.89839,
420,21.0,-2.86306,-4.90026,
421,21.05,-2.87173,-4.90492,
422,21.1,-2.87986,-4.91067,
423,21.15,-2.88813,-4.91381,
424,21.2,-2.89653,-4.91695,
425,21.25,-2.90479,-4.92233,
426,21.3,-2.91306,-4.92581,
427,21.35,-2.92133,-4.93033,
428,21.4,-2.92973,-4.93361,
429,21.45,-2.93799,-4.93774,
430,21.5,-2.94639,-4.94231,
431,21.55,-2.95479,-4.94674,
432,21.6,-2.96333,-4.95023,
433,21.65,-2.97173,-4.9551,
434,21.7,-2.97986,-4.95944,
435,21.75,-2.98826,-4.96115,
436,21.8,-2.99679,-4.96674,
437,21.85,-3.00479,-4.96946,
438,21.9,-3.01306,-4.97179,
439,21.95,-3.02159,-4.9757,
440,22.0,-3.02986,-4.98113,
441,22.05,-3.03799,-4.98236,
442,22.1,-3.04666,-4.98647,
443,22.15,-3.05506,-4.99112,
444,22.2,-3.06306,-4.99337,
445,22.25,-3.07146,-4.99558,
446,22.3,-3.08013,-5.00087,
447,22.35,-3.08826,-5.00393,
448,22.4,-3.09653,-5.00663,
449,22.45,-3.10506,-5.01032,
450,22.5,-3.11333,-5.0138,
451,22.55,-3.12173,-5.01738,
452,22.6,-3.12999,-5.02054,
453,22.65,-3.13839,-5.02379,
454,22.7,-3.14679,-5.02784,
455,22.75,-3.15506,-5.03045,
456,22.8,-3.16319,-5.03212,
457,22.85,-3.17173,-5.03682,
458,22.9,-3.17986,-5.03956,
459,22.95,-3.18799,-5.04177,
460,23.0,-3.19666,-5.04464,
461,23.05,-3.20493,-5.04981,
462,23.1,-3.21293,-5.05072,
463,23.15,-3.22146,-5.05451,
464,23.2,-3.23013,-5.05739,
465,23.25,-3.23826,-5.0618,
466,23.3,-3.24653,-5.06338,
467,23.35,-3.25519,-5.06714,
468,23.4,-3.26333,-5.07046,
469,23.45,-3.27159,-5.07234,
470,23.5,-3.27999,-5.07545,
471,23.55,-3.28839,-5.07865,
472,23.6,-3.29653,-5.0809,
473,23.65,-3.30493,-5.08365,
474,23.7,-3.31319,-5.08567,
475,23.75,-3.32159,-5.08953,
476,23.8,-3.32986,-5.09148,
477,23.85,-3.33786,-5.09488,
478,23.9,-3.34653,-5.09622,
479,23.95,-3.35493,-5.10158,
480,24.0,-3.36306,-5.10381,
481,24.05,-3.37146,-5.10706,
482,24.1,-3.38013,-5.10723,
483,24.15,-3.38812,-5.11634,
484,24.2,-3.39639,-5.11098,
485,24.25,-3.40506,-5.12128,
486,24.3,-3.41319,-5.11899,
487,24.35,-3.42146,-5.12646,
488,24.4,-3.42986,-5.12341,
489,24.45,-3.43812,-5.1318,
490,24.5,-3.44639,-5.12985,
491,24.55,-3.45479,-5.1364,
492,24.6,-3.46306,-5.13505,
493,24.65,-3.47132,-5.14315,
494,24.7,-3.47972,-5.14043,
495,24.75,-3.48812,-5.15025,
496,24.8,-3.49652,-5.14615,
497,24.85,-3.50492,-5.1554,
498,24.9,-3.51319,-5.15367,
499,24.95,-3.52159,-5.15993,
500,25.0,-3.52999,-5.15923,
501,25.05,-3.53826,-5.16543,
502,25.1,-3.54652,-5.16433,
503,25.15,-3.55506,-5.17025,
504,25.2,-3.56319,-5.17079,
505,25.25,-3.57132,-5.17393,
506,25.3,-3.57986,-5.17521,
507,25.35,-3.58826,-5.18056,
508,25.4,-3.59626,-5.17922,
509,25.45,-3.60466,-5.18448,
510,25.5,-3.61332,-5.18614,
511,25.55,-3.62146,-5.19095,
512,25.6,-3.62986,-5.19067,
513,25.65,-3.63839,-5.19725,
514,25.7,-3.64666,-5.19758,
515,25.75,-3.65492,-5.20112,
516,25.8,-3.66332,-5.20365,
517,25.85,-3.67172,-5.20541,
518,25.9,-3.67999,-5.20939,
519,25.95,-3.68839,-5.21128,
520,26.0,-3.69652,-5.21322,
521,26.05,-3.70519,-5.21723,
522,26.1,-3.71346,-5.2188,
523,26.15,-3.72146,-5.22223,
524,26.2,-3.72999,-5.22344,
525,26.25,-3.73839,-5.22719,
526,26.3,-3.74639,-5.2289,
527,26.35,-3.75492,-5.23018,
528,26.4,-3.76346,-5.23412,
529,26.45,-3.77159,-5.23585,
530,26.5,-3.77986,-5.23728,
531,26.55,-3.78852,-5.24043,
532,26.6,-3.79666,-5.24251,
533,26.65,-3.80506,-5.24504,
534,26.7,-3.81346,-5.24662,
535,26.75,-3.82172,-5.24943,
536,26.8,-3.82986,-5.25015,
537,26.85,-3.83812,-5.25324,
538,26.9,-3.84652,-5.25394,
539,26.95,-3.85479,-5.25729,
540,27.0,-3.86306,-5.25893,
541,27.05,-3.87119,-5.26177,
542,27.1,-3.87986,-5.26183,
543,27.15,-3.88826,-5.26598,
544,27.2,-3.89639,-5.26703,
545,27.25,-3.90492,-5.26879,
546,27.3,-3.91346,-5.26987,
547,27.35,-3.92146,-5.27252,
548,27.4,-3.92972,-5.27097,
549,27.45,-3.93839,-5.27392,
550,27.5,-3.94652,-5.27348,
551,27.55,-3.95466,-5.27641,
552,27.6,-3.96319,-5.27537,
553,27.65,-3.97159,-5.27863,
554,27.7,-3.97972,-5.27883,
555,27.75,-3.98812,-5.27953,
556,27.8,-3.99652,-5.2821,
557,27.85,-4.00466,-5.2823,
558,27.9,-4.01306,-5.28271,
559,27.95,-4.02146,-5.28702,
560,28.0,-4.02999,-5.28463,
561,28.05,-4.03839,-5.2903,
562,28.1,-4.04666,-5.28963,
563,28.15,-4.05506,-5.29107,
564,28.2,-4.06346,-5.29188,
565,28.25,-4.07159,-5.29309,
566,28.3,-4.07986,-5.2938,
567,28.35,-4.08839,-5.29468,
568,28.4,-4.09652,-5.29636,
569,28.45,-4.10466,-5.29597,
570,28.5,-4.11319,-5.29727,
571,28.55,-4.12146,-5.3007,
572,28.6,-4.12959,-5.29863,
573,28.65,-4.13799,-5.30191,
574,28.7,-4.14666,-5.30379,
575,28.75,-4.15479,-5.30376,
576,28.8,-4.16306,-5.30619,
577,28.85,-4.17172,-5.30664,
578,28.9,-4.18012,-5.31042,
579,28.95,-4.18839,-5.3078,
580,29.0,-4.19679,-5.31363,
581,29.05,-4.20506,-5.31056,
582,29.1,-4.21332,-5.31389,
583,29.15,-4.22172,-5.31269,
584,29.2,-4.22986,-5.31533,
585,29.25,-4.23826,-5.31505,
586,29.3,-4.24652,-5.3168,
587,29.35,-4.25466,-5.3158,
588,29.4,-4.26332,-5.3179,
589,29.45,-4.27159,-5.31896,
590,29.5,-4.27959,-5.3204,
591,29.55,-4.28812,-5.31962,
592,29.6,-4.29666,-5.32323,
593,29.65,-4.30492,-5.3231,
594,29.7,-4.31332,-5.32546,
595,29.75,-4.32199,-5.32523,
596,29.8,-4.32999,-5.3289,
597,29.85,-4.33812,-5.32693,
598,29.9,-4.34652,-5.32935,
599,29.95,-4.35492,-5.32886,
600,30.0,-4.36306,-5.33317,
601,30.05,-4.37146,-5.3316,
602,30.1,-4.37986,-5.33491,
603,30.15,-4.38839,-5.33436,
604,30.2,-4.39652,-5.33737,
605,30.25,-4.40466,-5.33547,
606,30.3,-4.41332,-5.33846,
607,30.35,-4.42159,-5.33777,
608,30.4,-4.42972,-5.34042,
609,30.45,-4.43826,-5.33832,
610,30.5,-4.44679,-5.34258,
611,30.55,-4.45492,-5.34094,
612,30.6,-4.46319,-5.34315,
613,30.65,-4.47186,-5.34155,
614,30.7,-4.47986,-5.34514,
615,30.75,-4.48812,-5.34261,
616,30.8,-4.49652,-5.34446,
617,30.85,-4.50479,-5.34347,
618,30.9,-4.51292,-5.34469,
619,30.95,-4.52132,-5.34224,
620,31.0,-4.52972,-5.3459,
621,31.05,-4.53799,-5.34421,
622,31.1,-4.54639,-5.34626,
623,31.15,-4.55479,-5.34496,
624,31.2,-4.56332,-5.34762,
625,31.25,-4.57159,-5.34532,
626,31.3,-4.57986,-5.34788,
627,31.35,-4.58826,-5.34463,
628,31.4,-4.59666,-5.34807,
629,31.45,-4.60479,-5.34439,
630,31.5,-4.61306,-5.34642,
631,31.55,-4.62172,-5.34446,
632,31.6,-4.62986,-5.34825,
633,31.65,-4.63799,-5.34271,
634,31.7,-4.64652,-5.3454,
635,31.75,-4.65492,-5.34367,
636,31.8,-4.66306,-5.34375,
637,31.85,-4.67132,-5.34234,
638,31.9,-4.67999,-5.34496,
639,31.95,-4.68826,-5.34346,
640,32.0,-4.69652,-5.34505,
641,32.05,-4.70506,-5.34384,
642,32.1,-4.71332,-5.34697,
643,32.15,-4.72159,-5.3457,
644,32.2,-4.72999,-5.3483,
645,32.25,-4.73826,-5.34675,
646,32.3,-4.74666,-5.34862,
647,32.35,-4.75506,-5.34973,
648,32.4,-4.76319,-5.35026,
649,32.45,-4.77172,-5.35091,
650,32.5,-4.77986,-5.35297,
651,32.55,-4.78812,-5.35202,
652,32.6,-4.79665,-5.35442,
653,32.65,-4.80492,-5.35607,
654,32.7,-4.81306,-5.35557,
655,32.75,-4.82159,-5.35765,
656,32.8,-4.83012,-5.35885,
657,32.85,-4.83812,-5.35996,
658,32.9,-4.84652,-5.36014,
659,32.95,-4.85519,-5.36278,
660,33.0,-4.86332,-5.36323,
661,33.05,-4.87159,-5.36385,
662,33.1,-4.88012,-5.3658,
663,33.15,-4.88839,-5.3659,
664,33.2,-4.89665,-5.36656,
665,33.25,-4.90492,-5.36719,
666,33.3,-4.91319,-5.36873,
667,33.35,-4.92145,-5.36741,
668,33.4,-4.92972,-5.37059,
669,33.45,-4.93785,-5.37035,
670,33.5,-4.94652,-5.37282,
671,33.55,-4.95492,-5.37428,
672,33.6,-4.96305,-5.37547,
673,33.65,-4.97159,-5.37574,
674,33.7,-4.98012,-5.37717,
675,33.75,-4.98825,-5.37937,
676,33.8,-4.99652,-5.38064,
677,33.85,-5.00519,-5.37898,
678,33.9,-5.01319,-5.38665,
679,33.95,-5.02145,-5.38118,
680,34.0,-5.02985,-5.38744,
681,34.05,-5.03825,-5.38677,
682,34.1,-5.04652,-5.3894,
683,34.15,-5.05479,-5.38983,
684,34.2,-5.06319,-5.39127,
685,34.25,-5.07132,-5.39112,
686,34.3,-5.07972,-5.39457,
687,34.35,-5.08812,-5.39546,
688,34.4,-5.09652,-5.3962,
689,34.45,-5.10479,-5.40077,
690,34.5,-5.11305,-5.40052,
691,34.55,-5.12159,-5.40325,
692,34.6,-5.12999,-5.40474,
693,34.65,-5.13825,-5.40889,
694,34.7,-5.14639,-5.40672,
695,34.75,-5.15505,-5.41128,
696,34.8,-5.16319,-5.41058,
697,34.85,-5.17132,-5.41525,
698,34.9,-5.17985,-5.41187,
699,34.95,-5.18825,-5.42075,
700,35.0,-5.19639,-5.41399,
701,35.05,-5.20465,-5.42554,
702,35.1,-5.21319,-5.41677,
703,35.15,-5.22145,-5.42881,
704,35.2,-5.22972,-5.42203,
705,35.25,-5.23825,-5.4313,
706,35.3,-5.24652,-5.42644,
707,35.35,-5.25492,-5.43395,
708,35.4,-5.26332,-5.42964,
709,35.45,-5.27159,-5.43766,
710,35.5,-5.27999,-5.43112,
711,35.55,-5.28825,-5.44162,
712,35.6,-5.29652,-5.43292,
713,35.65,-5.30505,-5.44581,
714,35.7,-5.31332,-5.43728,
715,35.75,-5.32145,-5.44733,
716,35.8,-5.32999,-5.44098,
717,35.85,-5.33825,-5.44866,
718,35.9,-5.34639,-5.44397,
719,35.95,-5.35492,-5.45023,
720,36.0,-5.36345,-5.44926,
721,36.05,-5.37159,-5.45252,
722,36.1,-5.37985,-5.45017,
723,36.15,-5.38852,-5.45673,
724,36.2,-5.39665,-5.45236,
725,36.25,-5.40492,-5.45592,
726,36.3,-5.41345,-5.45699,
727,36.35,-5.42172,-5.4572,
728,36.4,-5.42999,-5.45881,
729,36.45,-5.43825,-5.46023,
730,36.5,-5.44652,-5.45937,
731,36.55,-5.45492,-5.46252,
732,36.6,-5.46319,-5.46248,
733,36.65,-5.47132,-5.46407,
734,36.7,-5.47999,-5.46439,
735,36.75,-5.48825,-5.46771,
736,36.8,-5.49652,-5.4672,
737,36.85,-5.50492,-5.46883,
738,36.9,-5.51345,-5.47069,
