,Time,Extension,Load,Elastic Modulus
,(sec),(mm),(N),
,,,,
0,0.0,0.50613,0.03304,
1,0.05,0.5052,0.03088,
2,0.1,0.49747,0.03161,
3,0.15,0.48733,0.03286,
4,0.2,0.47733,0.03174,
5,0.25,0.46787,0.03296,
6,0.3,0.45867,0.03167,
7,0.35,0.44973,0.03118,
8,0.4,0.44093,0.03326,
9,0.45,0.43227,0.03059,
10,0.5,0.42373,0.03354,
11,0.55,0.41507,0.03233,
12,0.6,0.40667,0.0311,
13,0.65,0.3984,0.03205,
14,0.7,0.38973,0.03195,
15,0.75,0.38133,0.03131,
16,0.8,0.3732,0.03372,
17,0.85,0.3648,0.03115,
18,0.9,0.35627,0.03203,
19,0.95,0.34813,0.03203,
20,1.0,0.33987,0.03242,
21,1.05,0.33133,0.03081,
22,1.1,0.3232,0.03266,
23,1.15,0.31493,0.03088,
24,1.2,0.30653,0.03313,
25,1.25,0.29813,0.02964,
26,1.3,0.28973,0.03318,
27,1.35,0.28133,0.03066,
28,1.4,0.27307,0.03355,
29,1.45,0.26453,0.0303,
30,1.5,0.25627,0.03454,
31,1.55,0.24813,0.02989,
32,1.6,0.23947,0.03457,
33,1.65,0.2312,0.02969,
34,1.7,0.2232,0.03465,
35,1.75,0.2148,0.02988,
36,1.8,0.20613,0.0355,
37,1.85,0.19813,0.02773,
38,1.9,0.18987,0.03339,
39,1.95,0.1812,0.02551,
40,2.0,0.17293,0.02899,
41,2.05,0.16467,0.02159,
42,2.1,0.156,0.02656,
43,2.15,0.14773,0.01872,
44,2.2,0.1396,0.02183,
45,2.25,0.1312,0.01482,
46,2.3,0.12293,0.01921,
47,2.35,0.11453,0.012,
48,2.4,0.10627,0.01422,
49,2.45,0.09813,0.00741,
50,2.5,0.08947,0.01141,
51,2.55,0.0812,0.00367,
52,2.6,0.0732,0.00859,
53,2.65,0.06467,-0.00124,
54,2.7,0.05627,0.0025,
55,2.75,0.04827,-0.00416,
56,2.8,0.03987,-0.00124,
57,2.85,0.03107,-0.01054,
58,2.9,0.02293,-0.00625,
59,2.95,0.01467,-0.01485,
60,3.0,0.00613,-0.01158,
61,3.05,-0.00213,-0.02071,
62,3.1,-0.0104,-0.01512,
63,3.15,-0.0188,-0.0285,
64,3.2,-0.02707,-0.02131,
65,3.25,-0.0352,-0.03267,
66,3.3,-0.04347,-0.02735,
67,3.35,-0.05187,-0.03905,
68,3.4,-0.0604,-0.03362,
69,3.45,-0.06867,-0.04288,
70,3.5,-0.0768,-0.04009,
71,3.55,-0.08533,-0.04893,
72,3.6,-0.09387,-0.04588,
73,3.65,-0.102,-0.05322,
74,3.7,-0.1104,-0.05301,
75,3.75,-0.11893,-0.05746,
76,3.8,-0.1272,-0.05874,
77,3.85,-0.1352,-0.06323,
78,3.9,-0.14387,-0.06342,
79,3.95,-0.15227,-0.06969,
80,4.0,-0.1604,-0.06918,
81,4.05,-0.16867,-0.07415,
82,4.1,-0.1772,-0.0749,
83,4.15,-0.18533,-0.07927,
84,4.2,-0.19347,-0.07994,
85,4.25,-0.202,-0.07803,
86,4.3,-0.21027,-0.10248,
87,4.35,-0.21853,-0.07375,
88,4.4,-0.22693,-0.10178,
89,4.45,-0.23533,-0.08906,
90,4.5,-0.24373,-0.10042,
91,4.55,-0.25213,-0.09916,
92,4.6,-0.2604,-0.10486,
93,4.65,-0.2688,-0.10463,
94,4.7,-0.2772,-0.1093,
95,4.75,-0.28533,-0.11203,
96,4.8,-0.29373,-0.11346,
97,4.85,-0.30213,-0.11757,
98,4.9,-0.31013,-0.12199,
99,4.95,-0.31853,-0.1174,
100,5.0,-0.3272,-0.13251,
101,5.05,-0.3352,-0.1228,
102,5.1,-0.34333,-0.13523,
103,5.15,-0.352,-0.13284,
104,5.2,-0.36027,-0.13733,
105,5.25,-0.36853,-0.14131,
106,5.3,-0.37707,-0.14369,
107,5.35,-0.38547,-0.14497,
108,5.4,-0.39373,-0.15164,
109,5.45,-0.40213,-0.15206,
110,5.5,-0.4104,-0.15756,
111,5.55,-0.41893,-0.15674,
112,5.6,-0.4272,-0.16663,
113,5.65,-0.4352,-0.16287,
114,5.7,-0.44373,-0.17503,
115,5.75,-0.45213,-0.1683,
116,5.8,-0.46013,-0.18222,
117,5.85,-0.46853,-0.17726,
118,5.9,-0.47707,-0.18643,
119,5.95,-0.4852,-0.18701,
120,6.0,-0.4936,-0.1931,
121,6.05,-0.50227,-0.19409,
122,6.1,-0.5104,-0.20058,
123,6.15,-0.51867,-0.20102,
124,6.2,-0.5272,-0.20702,
125,6.25,-0.53547,-0.20944,
126,6.3,-0.54373,-0.21272,
127,6.35,-0.55227,-0.2173,
128,6.4,-0.56053,-0.2198,
129,6.45,-0.5688,-0.22352,
130,6.5,-0.57707,-0.22757,
131,6.55,-0.58533,-0.22985,
132,6.6,-0.59373,-0.23445,
133,6.65,-0.60213,-0.23821,
134,6.7,-0.61027,-0.23881,
135,6.75,-0.61867,-0.24741,
136,6.8,-0.62707,-0.24596,
137,6.85,-0.63533,-0.25372,
138,6.9,-0.64373,-0.25376,
139,6.95,-0.65227,-0.26125,
140,7.0,-0.66053,-0.26205,
141,7.05,-0.66867,-0.2664,
142,7.1,-0.67706,-0.27013,
143,7.15,-0.68546,-0.27481,
144,7.2,-0.6936,-0.27677,
145,7.25,-0.70186,-0.28166,
146,7.3,-0.7104,-0.28617,
147,7.35,-0.71853,-0.28965,
148,7.4,-0.7268,-0.29305,
149,7.45,-0.73533,-0.29829,
150,7.5,-0.7436,-0.30013,
151,7.55,-0.75186,-0.30607,
152,7.6,-0.7604,-0.31056,
