,Time sec,Extension mm,Load kgf,Compressive stress MPa,Cycle Count ,Total Cycle Count ,Repetitions Count ,Marked Data ,PIP Count ,Compressive extension mm,Compressive strain %,Compressive load kgf,Displacement (Strain 1) mm,True strain %,Corrected Position mm,True stress Pa,Elastic Modulus
0,0.0,-0.000266666,-0.01954255,0.0005134511,0,0,0,0,0,0.0,0.0,0.01954255,0,0.0,-0.000266666,513.4511,inf
1,0.05,-0.001733329,-0.01911347,0.0005021777,0,0,0,0,0,0.001466663,0.006249097,0.01911347,0,0.006249292,-0.001733329,502.1463,9367344.74853
2,0.1,-0.006799984,-0.02014069,0.0005291663,0,0,0,0,0,0.006533317,0.02783689,0.02014069,0,0.02784076,-0.006799984,529.019,2215888.55734
3,0.15,-0.01599996,-0.02028699,0.00053301,0,0,0,0,0,0.0157333,0.06703577,0.02028699,0,0.06705825,-0.01599996,532.6527,926840.690501
4,0.2,-0.02639994,-0.02127945,0.0005590855,0,0,0,0,0,0.02613327,0.1113475,0.02127945,0,0.1114096,-0.02639994,558.4629,585293.82748
5,0.25,-0.03639991,-0.02213752,0.00058163,0,0,0,0,0,0.03613325,0.153955,0.02213752,0,0.1540737,-0.03639991,580.7346,440381.677503
6,0.3,-0.04599989,-0.02305627,0.0006057687,0,0,0,0,0,0.04573322,0.1948582,0.02305627,0,0.1950483,-0.04599989,604.5883,362380.291204
7,0.35,-0.0553332,-0.02345759,0.000616313,0,0,0,0,0,0.05506653,0.2346252,0.02345759,0,0.2349009,-0.0553332,614.8669,306198.445542
8,0.4,-0.06466651,-0.02436829,0.00064024,0,0,0,0,0,0.06439985,0.2743922,0.02436829,0,0.2747693,-0.06466651,638.4832,271986.594538
9,0.45,-0.07346649,-0.02467576,0.0006483184,0,0,0,0,0,0.07319982,0.3118868,0.02467576,0,0.3123741,-0.07346649,646.2964,242308.040315
10,0.5,-0.08226647,-0.02556019,0.0006715553,0,0,0,0,0,0.08199979,0.3493813,0.02556019,0,0.3499931,-0.08226647,669.2091,224057.062779
