,Time sec,Extension mm,Load kgf,Compressive stress MPa,Cycle Count ,Total Cycle Count ,Repetitions Count ,Marked Data ,PIP Count ,Compressive extension mm,Compressive strain %,Compressive load kgf,Displacement (Strain 1) mm,True strain %,Corrected Position mm,True stress Pa,Elastic Modulus
0,0.0,-0.000266666,-0.02506711,0.0006622408,0,0,0,0,0,0.0,0.0,0.02506711,0,0.0,-0.000266666,662.2408,inf
1,0.05,-0.001999995,-0.0253329,0.0006692628,0,0,0,0,0,0.001733329,0.007565907,0.02533291,0,0.007566194,-0.001999995,669.2122,10505370.6023
2,0.1,-0.007466648,-0.02557673,0.0006757044,0,0,0,0,0,0.007199982,0.03142761,0.02557673,0,0.03143255,-0.007466648,675.492,2553412.0817
3,0.15,-0.01666663,-0.02616463,0.0006912358,0,0,0,0,0,0.01639996,0.07158513,0.02616462,0,0.07161076,-0.01666663,690.741,1146776.91969
4,0.2,-0.0270666,-0.02684322,0.0007091635,0,0,0,0,0,0.02679993,0.1169806,0.02684322,0,0.117049,-0.0270666,708.3339,719959.806973
5,0.25,-0.03693324,-0.02779611,0.0007343376,0,0,0,0,0,0.03666658,0.160048,0.02779611,0,0.1601762,-0.03693324,733.1623,544905.157529
6,0.3,-0.04626656,-0.02841001,0.0007505559,0,0,0,0,0,0.04599989,0.2007875,0.02841001,0,0.2009894,-0.04626656,749.049,443937.563567
7,0.35,-0.05559986,-0.02889022,0.0007632425,0,0,0,0,0,0.0553332,0.241527,0.02889022,0,0.2418192,-0.05559986,761.3991,375294.64099
8,0.4,-0.06493318,-0.02946218,0.000778353,0,0,0,0,0,0.06466651,0.2822665,0.02946218,0,0.2826656,-0.06493318,776.156,327486.013241
9,0.45,-0.07346649,-0.03013684,0.0007961766,0,0,0,0,0,0.07319982,0.3195141,0.03013684,0,0.3200256,-0.07346649,793.6327,295934.092473
10,0.5,-0.0823998,-0.03056347,0.0008074476,0,0,0,0,0,0.08213313,0.3585076,0.03056347,0,0.3591517,-0.0823998,804.5528,267480.167903
11,0.55,-0.09133311,-0.03109796,0.0008215681,0,0,0,0,0,0.09106644,0.3975011,0.03109796,0,0.3982933,-0.09133311,818.3024,245460.063397
12,0.6,-0.09959975,-0.03169662,0.000837384,0,0,0,0,0,0.09933309,0.4335847,0.03169662,0,0.4345274,-0.09959975,833.7533,229364.556998
13,0.6500001,-0.1079997,-0.03207589,0.0008474038,0,0,0,0,0,0.1077331,0.4702502,0.03207589,0,0.4713594,-0.1079997,843.4189,214011.376051
14,0.7000001,-0.1166664,-0.03238651,0.0008556101,0,0,0,0,0,0.1163997,0.5080797,0.03238651,0,0.5093748,-0.1166664,851.2629,199995.208222
15,0.7500001,-0.1246664,-0.03297283,0.0008710999,0,0,0,0,0,0.1243997,0.5429993,0.03297283,0,0.5444789,-0.1246664,866.3698,190521.587348
16,0.8,-0.1330664,-0.03338563,0.0008820054,0,0,0,0,0,0.1327997,0.5796649,0.03338563,0,0.5813514,-0.1330664,876.8928,180704.83913
17,0.85,-0.1415997,-0.03369564,0.0008901957,0,0,0,0,0,0.141333,0.6169124,0.03369564,0,0.6188232,-0.1415997,884.7039,171371.040162
18,0.9000001,-0.1498663,-0.03406011,0.0008998244,0,0,0,0,0,0.1495996,0.652996,0.03406011,0,0.6551373,-0.1498663,893.9485,163652.601959
19,0.9500001,-0.1582663,-0.03450083,0.0009114678,0,0,0,0,0,0.1579996,0.6896615,0.03450083,0,0.6920507,-0.1582663,905.1817,156957.060449
20,1.0,-0.1667996,-0.03493272,0.0009228776,0,0,0,0,0,0.1665329,0.7269091,0.03493272,0,0.7295639,-0.1667996,916.1691,150778.583399
21,1.05,-0.1750662,-0.03531076,0.0009328648,0,0,0,0,0,0.1747996,0.7629926,0.03531076,0,0.7659183,-0.1750662,925.7472,145202.445675
22,1.1,-0.1835995,-0.03568109,0.0009426486,0,0,0,0,0,0.1833329,0.8002402,0.03568109,0,0.8034593,-0.1835995,935.1052,139895.906062
23,1.15,-0.1918662,-0.03611253,0.0009540468,0,0,0,0,0,0.1915995,0.8363237,0.03611253,0,0.8398405,-0.1918662,946.0679,135478.645197
24,1.2,-0.2001328,-0.03635715,0.0009605092,0,0,0,0,0,0.1998662,0.8724073,0.03635715,0,0.876235,-0.2001328,952.1297,130754.841116
