,Time,Extension,Load,Elastic Modulus
147,7.35,-1.2252,-1.48256,
148,7.4,-1.23346,-1.50916,
149,7.45,-1.2416,-1.50214,
150,7.5,-1.25,-1.53871,
151,7.55,-1.25853,-1.52802,
152,7.6,-1.26666,-1.56538,
153,7.65,-1.27493,-1.54634,
154,7.7,-1.28346,-1.58477,
155,7.75,-1.29173,-1.58176,
156,7.8,-1.29986,-1.60624,
157,7.85,-1.30813,-1.61025,
158,7.9,-1.31653,-1.63186,
159,7.95,-1.3248,-1.62515,
160,8.0,-1.3332,-1.64803,
161,8.05,-1.3416,-1.65539,
162,8.1,-1.35,-1.67634,
163,8.15,-1.3584,-1.68658,
164,8.2,-1.36653,-1.71134,
165,8.25,-1.37506,-1.71986,
166,8.3,-1.38346,-1.73972,
167,8.35,-1.3916,-1.74607,
168,8.4,-1.39986,-1.75689,
169,8.45,-1.4084,-1.7712,
170,8.5,-1.4164,-1.77119,
171,8.55,-1.42466,-1.78811,
172,8.6,-1.43346,-1.80321,
173,8.65,-1.44173,-1.8231,
174,8.7,-1.44986,-1.84003,
175,8.75,-1.45826,-1.85931,
176,8.8,-1.46666,-1.87516,
177,8.85,-1.47493,-1.89153,
178,8.9,-1.48333,-1.90086,
179,8.95,-1.49186,-1.91469,
180,9.0,-1.50013,-1.92061,
181,9.05,-1.5084,-1.94789,
182,9.1,-1.5168,-1.95748,
183,9.15,-1.5252,-1.98237,
184,9.2,-1.53346,-1.99032,
185,9.25,-1.54173,-2.01429,
186,9.3,-1.55,-2.02132,
187,9.35,-1.5584,-2.04928,
188,9.4,-1.56666,-2.05156,
189,9.45,-1.57493,-2.07447,
190,9.5,-1.58346,-2.07697,
191,9.55,-1.5916,-2.08291,
192,9.6,-1.59986,-2.08288,
193,9.65,-1.60853,-2.091,
194,9.7,-1.61693,-2.09345,
195,9.75,-1.62493,-2.1056,
196,9.8,-1.63333,-2.10508,
197,9.85,-1.642,-2.10077,
198,9.9,-1.65,-2.09986,
199,9.95,-1.6584,-2.10364,
200,10.0,-1.66693,-2.10971,
201,10.05,-1.67506,-2.11542,
202,10.1,-1.68333,-2.12242,
203,10.15,-1.6916,-2.13751,
204,10.2,-1.70013,-2.14172,
205,10.25,-1.7084,-2.16853,
206,10.3,-1.71666,-2.18079,
207,10.35,-1.7248,-2.20447,
208,10.4,-1.73346,-2.21829,
209,10.45,-1.74173,-2.24069,
210,10.5,-1.74986,-2.25141,
211,10.55,-1.7584,-2.27125,
212,10.6,-1.7668,-2.28176,
213,10.65,-1.77493,-2.30064,
214,10.7,-1.78333,-2.31236,
215,10.75,-1.79186,-2.32873,
216,10.8,-1.8,-2.34099,
217,10.85,-1.80826,-2.35763,
218,10.9,-1.8168,-2.37199,
219,10.95,-1.82493,-2.39427,
220,11.0,-1.8332,-2.4073,
221,11.05,-1.8416,-2.42809,
222,11.1,-1.84986,-2.44117,
223,11.15,-1.85813,-2.46158,
224,11.2,-1.86653,-2.47461,
225,11.25,-1.87493,-2.49459,
226,11.3,-1.88333,-2.50946,
227,11.35,-1.89173,-2.52845,
228,11.4,-1.89986,-2.54065,
229,11.45,-1.9084,-2.55978,
230,11.5,-1.9168,-2.57344,
231,11.55,-1.92493,-2.59114,
232,11.6,-1.93333,-2.60318,
233,11.65,-1.942,-2.62216,
234,11.7,-1.95,-2.63636,
235,11.75,-1.95826,-2.64993,
236,11.8,-1.9668,-2.66684,
237,11.85,-1.9748,-2.6815,
238,11.9,-1.98306,-2.69514,
239,11.95,-1.99146,-2.71014,
240,12.0,-2.00013,-2.73054,
241,12.05,-2.00826,-2.73569,
242,12.1,-2.01666,-2.76186,
243,12.15,-2.0252,-2.76461,
244,12.2,-2.03346,-2.79126,
245,12.25,-2.04173,-2.79643,
246,12.3,-2.05013,-2.81975,
247,12.35,-2.05853,-2.82442,
248,12.4,-2.0668,-2.85036,
249,12.45,-2.07493,-2.8531,
250,12.5,-2.08319,-2.87388,
251,12.55,-2.09173,-2.88442,
252,12.6,-2.09986,-2.90577,
253,12.65,-2.10826,-2.91105,
254,12.7,-2.11679,-2.93408,
255,12.75,-2.12506,-2.93936,
256,12.8,-2.13319,-2.96081,
257,12.85,-2.14186,-2.97092,
258,12.9,-2.15039,-2.9899,
259,12.95,-2.15839,-2.99961,
260,13.0,-2.16679,-3.01666,
261,13.05,-2.17546,-3.02837,
262,13.1,-2.18346,-3.0448,
263,13.15,-2.19186,-3.05623,
264,13.2,-2.20026,-3.07128,
265,13.25,-2.20839,-3.08646,
266,13.3,-2.21666,-3.09706,
267,13.35,-2.22506,-3.11411,
268,13.4,-2.23333,-3.12637,
269,13.45,-2.24173,-3.13969,
270,13.5,-2.24999,-3.15479,
271,13.55,-2.25826,-3.16737,
272,13.6,-2.26679,-3.17902,
273,13.65,-2.27506,-3.19597,
274,13.7,-2.28333,-3.20402,
275,13.75,-2.29186,-3.22175,
276,13.8,-2.30026,-3.2353,
277,13.85,-2.30826,-3.24674,
278,13.9,-2.31679,-3.25851,
279,13.95,-2.32533,-3.27338,
280,14.0,-2.33333,-3.28374,
281,14.05,-2.34159,-3.29937,
282,14.1,-2.35013,-3.31056,
283,14.15,-2.35826,-3.32756,
284,14.2,-2.36653,-3.33588,
285,14.25,-2.37493,-3.35383,
286,14.3,-2.38319,-3.36245,
287,14.35,-2.39146,-3.37873,
288,14.4,-2.39986,-3.39066,
289,14.45,-2.40813,-3.40707,
290,14.5,-2.41666,-3.41885,
291,14.55,-2.42493,-3.43445,
292,14.6,-2.43319,-3.44439,
293,14.65,-2.44173,-3.46277,
294,14.7,-2.45013,-3.47366,
295,14.75,-2.45826,-3.48989,
296,14.8,-2.46666,-3.50052,
297,14.85,-2.47519,-3.51539,
298,14.9,-2.48319,-3.5297,
299,14.95,-2.49146,-3.54178,
300,15.0,-2.50013,-3.55701,
301,15.05,-2.50826,-3.57097,
302,15.1,-2.51639,-3.5837,
303,15.15,-2.52493,-3.59907,
304,15.2,-2.53346,-3.61462,
305,15.25,-2.54173,-3.62789,
306,15.3,-2.55013,-3.64374,
307,15.35,-2.55853,-3.656,
308,15.4,-2.56679,-3.67329,
309,15.45,-2.57519,-3.68356,
310,15.5,-2.58346,-3.7013,
311,15.55,-2.59186,-3.71142,
312,15.6,-2.60013,-3.72779,
313,15.65,-2.60839,-3.74092,
314,15.7,-2.61679,-3.75416,
315,15.75,-2.62519,-3.76793,
316,15.8,-2.63333,-3.78266,
317,15.85,-2.64159,-3.7945,
318,15.9,-2.65013,-3.80911,
319,15.95,-2.65826,-3.82155,
320,16.0,-2.66653,-3.83572,
321,16.05,-2.67506,-3.84846,
322,16.1,-2.68359,-3.86452,
323,16.15,-2.69159,-3.8758,
324,16.2,-2.70013,-3.89032,
325,16.25,-2.70866,-3.90376,
326,16.3,-2.71679,-3.91723,
327,16.35,-2.72506,-3.92869,
328,16.4,-2.73346,-3.94428,
329,16.45,-2.74159,-3.95532,
330,16.5,-2.74986,-3.96965,
331,16.55,-2.75813,-3.98132,
332,16.6,-2.76666,-3.9948,
333,16.65,-2.77506,-4.00823,
334,16.7,-2.78333,-4.01948,
335,16.75,-2.79146,-4.03356,
336,16.8,-2.80013,-4.04351,
337,16.85,-2.80839,-4.06027,
338,16.9,-2.81653,-4.06911,
339,16.95,-2.82506,-4.08478,
340,17.0,-2.83359,-4.09515,
341,17.05,-2.84159,-4.11128,
342,17.1,-2.85013,-4.11817,
343,17.15,-2.85879,-4.13745,
344,17.2,-2.86666,-4.14425,
345,17.25,-2.87506,-4.16019,
346,17.3,-2.88346,-4.16737,
347,17.35,-2.89159,-4.18518,
348,17.4,-2.89986,-4.19084,
349,17.45,-2.90826,-4.20718,
350,17.5,-2.91653,-4.21577,
351,17.55,-2.92479,-4.23111,
352,17.6,-2.93319,-4.23991,
353,17.65,-2.94159,-4.25423,
354,17.7,-2.95013,-4.26515,
355,17.75,-2.95839,-4.27908,
356,17.8,-2.96653,-4.28947,
357,17.85,-2.97506,-4.30122,
358,17.9,-2.98346,-4.31308,
359,17.95,-2.99159,-4.3257,
360,18.0,-2.99999,-4.33489,
361,18.05,-3.00853,-4.34825,
362,18.1,-3.01653,-4.35941,
363,18.15,-3.02479,-4.37094,
364,18.2,-3.03346,-4.38089,
365,18.25,-3.04159,-4.39472,
366,18.3,-3.04973,-4.40356,
367,18.35,-3.05826,-4.41689,
368,18.4,-3.06666,-4.42543,
369,18.45,-3.07493,-4.43883,
370,18.5,-3.08333,-4.44811,
371,18.55,-3.09173,-4.46234,
372,18.6,-3.10013,-4.46946,
373,18.65,-3.10839,-4.4831,
374,18.7,-3.11666,-4.49407,
375,18.75,-3.12519,-4.50451,
376,18.8,-3.13346,-4.51456,
377,18.85,-3.14173,-4.52703,
378,18.9,-3.15013,-4.53626,
379,18.95,-3.15853,-4.54784,
380,19.0,-3.16653,-4.55772,
381,19.05,-3.17479,-4.56664,
382,19.1,-3.18346,-4.57923,
383,19.15,-3.19159,-4.59006,
384,19.2,-3.19986,-4.59829,
385,19.25,-3.20839,-4.61071,
386,19.3,-3.21693,-4.62121,
387,19.35,-3.22493,-4.62956,
388,19.4,-3.23333,-4.64103,
389,19.45,-3.24199,-4.65044,
390,19.5,-3.25013,-4.66118,
391,19.55,-3.25853,-4.67074,
392,19.6,-3.26693,-4.67857,
393,19.65,-3.27519,-4.6924,
394,19.7,-3.28333,-4.69751,
395,19.75,-3.29159,-4.70983,
396,19.8,-3.29999,-4.7161,
397,19.85,-3.30839,-4.72887,
398,19.9,-3.31666,-4.73581,
399,19.95,-3.32479,-4.74669,
400,20.0,-3.33346,-4.75467,
401,20.05,-3.34173,-4.7648,
402,20.1,-3.34999,-4.77492,
403,20.15,-3.35853,-4.78197,
404,20.2,-3.36693,-4.79386,
405,20.25,-3.37506,-4.80126,
406,20.3,-3.38333,-4.80887,
407,20.35,-3.39186,-4.818,
408,20.4,-3.39986,-4.82719,
409,20.45,-3.40812,-4.83292,
410,20.5,-3.41666,-4.84203,
411,20.55,-3.42493,-4.85072,
412,20.6,-3.43319,-4.85938,
413,20.65,-3.44159,-4.86731,
414,20.7,-3.44986,-4.87513,
415,20.75,-3.45826,-4.88393,
416,20.8,-3.46652,-4.89169,
417,20.85,-3.47479,-4.89984,
418,20.9,-3.48346,-4.9082,
419,20.95,-3.49172,-4.91778,
420,21.0,-3.49986,-4.92547,
421,21.05,-3.50839,-4.9324,
422,21.1,-3.51692,-4.94184,
423,21.15,-3.52492,-4.95035,
424,21.2,-3.53332,-4.95692,
425,21.25,-3.54186,-4.96442,
426,21.3,-3.54986,-4.97309,
427,21.35,-3.55812,-4.97862,
428,21.4,-3.56666,-4.9871,
429,21.45,-3.57479,-4.99448,
430,21.5,-3.58306,-5.00309,
431,21.55,-3.59159,-5.00875,
432,21.6,-3.60012,-5.01776,
433,21.65,-3.60826,-5.02517,
434,21.7,-3.61666,-5.03257,
435,21.75,-3.62519,-5.03968,
436,21.8,-3.63346,-5.04658,
437,21.85,-3.64172,-5.05368,
438,21.9,-3.64999,-5.06207,
439,21.95,-3.65852,-5.06725,
440,22.0,-3.66692,-5.07574,
441,22.05,-3.67506,-5.08227,
442,22.1,-3.68332,-5.08829,
443,22.15,-3.69186,-5.09574,
444,22.2,-3.69999,-5.10305,
445,22.25,-3.70826,-5.10814,
446,22.3,-3.71679,-5.11587,
447,22.35,-3.72492,-5.12289,
448,22.4,-3.73319,-5.12768,
449,22.45,-3.74186,-5.13677,
450,22.5,-3.75026,-5.14241,
451,22.55,-3.75839,-5.15002,
452,22.6,-3.76679,-5.1531,
453,22.65,-3.77532,-5.16393,
454,22.7,-3.78346,-5.1658,
455,22.75,-3.79172,-5.1749,
456,22.8,-3.80012,-5.17874,
457,22.85,-3.80852,-5.18986,
458,22.9,-3.81679,-5.18853,
459,22.95,-3.82506,-5.20172,
460,23.0,-3.83332,-5.20065,
461,23.05,-3.84172,-5.21389,
462,23.1,-3.84986,-5.21418,
463,23.15,-3.85812,-5.22551,
464,23.2,-3.86679,-5.22478,
465,23.25,-3.87506,-5.24027,
466,23.3,-3.88319,-5.23762,
467,23.35,-3.89172,-5.24655,
468,23.4,-3.90012,-5.25442,
469,23.45,-3.90826,-5.25776,
470,23.5,-3.91666,-5.26421,
471,23.55,-3.92519,-5.27025,
472,23.6,-3.93332,-5.27716,
473,23.65,-3.94159,-5.28153,
474,23.7,-3.95012,-5.2887,
475,23.75,-3.95826,-5.2912,
476,23.8,-3.96652,-5.29922,
477,23.85,-3.97492,-5.29979,
478,23.9,-3.98319,-5.31554,
479,23.95,-3.99146,-5.30638,
480,24.0,-3.99986,-5.3277,
481,24.05,-4.00826,-5.32093,
482,24.1,-4.01679,-5.33892,
483,24.15,-4.02506,-5.33444,
484,24.2,-4.03332,-5.34769,
485,24.25,-4.04186,-5.3442,
486,24.3,-4.05012,-5.35791,
487,24.35,-4.05826,-5.36104,
488,24.4,-4.06652,-5.36114,
489,24.45,-4.07506,-5.37031,
490,24.5,-4.08319,-5.37543,
491,24.55,-4.09146,-5.38053,
492,24.6,-4.10012,-5.38312,
493,24.65,-4.10839,-5.39075,
494,24.7,-4.11652,-5.39544,
495,24.75,-4.12492,-5.39392,
496,24.8,-4.13332,-5.40758,
497,24.85,-4.14159,-5.40535,
498,24.9,-4.14999,-5.4136,
499,24.95,-4.15852,-5.41901,
500,25.0,-4.16679,-5.42295,
501,25.05,-4.17506,-5.42796,
502,25.1,-4.18346,-5.43601,
503,25.15,-4.19186,-5.43323,
504,25.2,-4.20012,-5.44557,
505,25.25,-4.20826,-5.44333,
506,25.3,-4.21666,-5.45209,
507,25.35,-4.22506,-5.45171,
508,25.4,-4.23332,-5.46236,
509,25.45,-4.24146,-5.45967,
510,25.5,-4.25012,-5.46907,
511,25.55,-4.25826,-5.46833,
512,25.6,-4.26652,-5.47526,
513,25.65,-4.27506,-5.47444,
514,25.7,-4.28359,-5.487,
515,25.75,-4.29172,-5.4797,
516,25.8,-4.29999,-5.49222,
517,25.85,-4.30866,-5.48784,
518,25.9,-4.31679,-5.49973,
519,25.95,-4.32506,-5.49573,
520,26.0,-4.33359,-5.50252,
521,26.05,-4.34186,-5.50268,
522,26.1,-4.35012,-5.5096,
523,26.15,-4.35839,-5.50854,
524,26.2,-4.36666,-5.51524,
525,26.25,-4.37506,-5.51582,
526,26.3,-4.38332,-5.52071,
527,26.35,-4.39146,-5.52313,
528,26.4,-4.40012,-5.52725,
529,26.45,-4.40839,-5.53484,
530,26.5,-4.41652,-5.52916,
531,26.55,-4.42506,-5.54397,
532,26.6,-4.43346,-5.54176,
533,26.65,-4.44146,-5.55004,
534,26.7,-4.44999,-5.54781,
535,26.75,-4.45866,-5.55749,
536,26.8,-4.46666,-5.56007,
537,26.85,-4.47492,-5.56487,
538,26.9,-4.48346,-5.56783,
539,26.95,-4.49159,-5.57518,
540,27.0,-4.49986,-5.57321,
541,27.05,-4.50826,-5.58543,
542,27.1,-4.51652,-5.58406,
543,27.15,-4.52492,-5.59062,
544,27.2,-4.53319,-5.5973,
545,27.25,-4.54146,-5.60163,
546,27.3,-4.54999,-5.60509,
547,27.35,-4.55839,-5.6124,
548,27.4,-4.56652,-5.61432,
549,27.45,-4.57506,-5.62428,
550,27.5,-4.58346,-5.62259,
551,27.55,-4.59146,-5.63473,
552,27.6,-4.59986,-5.62808,
553,27.65,-4.60852,-5.64469,
554,27.7,-4.61652,-5.64298,
555,27.75,-4.62479,-5.65037,
556,27.8,-4.63346,-5.652,
557,27.85,-4.64159,-5.66214,
558,27.9,-4.64972,-5.66413,
559,27.95,-4.65826,-5.67111,
560,28.0,-4.66666,-5.67217,
561,28.05,-4.67506,-5.68134,
562,28.1,-4.68332,-5.68658,
563,28.15,-4.69186,-5.68106,
564,28.2,-4.70012,-5.70854,
565,28.25,-4.70839,-5.68859,
566,28.3,-4.71679,-5.7174,
567,28.35,-4.72519,-5.69877,
568,28.4,-4.73346,-5.72765,
569,28.45,-4.74172,-5.7111,
570,28.5,-4.75012,-5.73508,
571,28.55,-4.75866,-5.72102,
572,28.6,-4.76679,-5.74553,
573,28.65,-4.77492,-5.73116,
574,28.7,-4.78346,-5.75302,
575,28.75,-4.79172,-5.74062,
576,28.8,-4.79999,-5.76312,
577,28.85,-4.80839,-5.75022,
578,28.9,-4.81679,-5.77065,
579,28.95,-4.82492,-5.76186,
580,29.0,-4.83332,-5.7752,
581,29.05,-4.84199,-5.77586,
582,29.1,-4.85012,-5.78208,
583,29.15,-4.85852,-5.78891,
584,29.2,-4.86692,-5.78888,
585,29.25,-4.87519,-5.79743,
586,29.3,-4.88332,-5.79737,
587,29.35,-4.89159,-5.80558,
588,29.4,-4.89999,-5.80583,
589,29.45,-4.90825,-5.81239,
590,29.5,-4.91652,-5.81396,
591,29.55,-4.92465,-5.82001,
592,29.6,-4.93332,-5.82236,
593,29.65,-4.94172,-5.83151,
594,29.7,-4.94985,-5.83001,
595,29.75,-4.95852,-5.8397,
596,29.8,-4.96692,-5.84212,
597,29.85,-4.97492,-5.84761,
598,29.9,-4.98332,-5.84885,
599,29.95,-4.99199,-5.85732,
600,30.0,-4.99985,-5.85938,
601,30.05,-5.00825,-5.86178,
602,30.1,-5.01679,-5.87081,
603,30.15,-5.02492,-5.86999,
604,30.2,-5.03319,-5.87874,
605,30.25,-5.04159,-5.87619,
606,30.3,-5.04985,-5.88824,
607,30.35,-5.05812,-5.88393,
608,30.4,-5.06652,-5.8969,
609,30.45,-5.07492,-5.89243,
610,30.5,-5.08345,-5.90673,
611,30.55,-5.09185,-5.90039,
612,30.6,-5.09985,-5.91768,
613,30.65,-5.10839,-5.90653,
614,30.7,-5.11679,-5.92592,
615,30.75,-5.12492,-5.91797,
616,30.8,-5.13332,-5.93304,
617,30.85,-5.14185,-5.92644,
618,30.9,-5.14985,-5.9428,
619,30.95,-5.15812,-5.9351,
620,31.0,-5.16679,-5.95048,
621,31.05,-5.17492,-5.94492,
622,31.1,-5.18305,-5.96205,
623,31.15,-5.19159,-5.95301,
624,31.2,-5.19999,-5.97144,
625,31.25,-5.20825,-5.96576,
626,31.3,-5.21652,-5.98108,
627,31.35,-5.22505,-5.97611,
628,31.4,-5.23345,-5.98587,
629,31.45,-5.24185,-5.99279,
630,31.5,-5.25012,-5.9947,
631,31.55,-5.25839,-5.99815,
632,31.6,-5.26679,-6.00719,
633,31.65,-5.27505,-6.00798,
634,31.7,-5.28345,-6.01356,
635,31.75,-5.29172,-6.01942,
636,31.8,-5.29999,-6.02246,
637,31.85,-5.30825,-6.02728,
638,31.9,-5.31679,-6.02983,
639,31.95,-5.32492,-6.039,
640,32.0,-5.33319,-6.03336,
641,32.05,-5.34172,-6.04733,
642,32.1,-5.35025,-6.04664,
643,32.15,-5.35825,-6.05089,
644,32.2,-5.36679,-6.05156,
645,32.25,-5.37532,-6.06351,
646,32.3,-5.38332,-6.05759,
647,32.35,-5.39172,-6.07023,
648,32.4,-5.40012,-6.06405,
649,32.45,-5.40839,-6.07714,
650,32.5,-5.41665,-6.07033,
651,32.55,-5.42505,-6.08198,
652,32.6,-5.43345,-6.0791,
653,32.65,-5.44172,-6.08545,
654,32.7,-5.44999,-6.0884,
655,32.75,-5.45812,-6.0921,
656,32.8,-5.46679,-6.09136,
657,32.85,-5.47505,-6.10109,
658,32.9,-5.48332,-6.09969,
659,32.95,-5.49185,-6.10621,
660,33.0,-5.50025,-6.10627,
661,33.05,-5.50825,-6.11485,
662,33.1,-5.51665,-6.11166,
663,33.15,-5.52532,-6.11749,
664,33.2,-5.53332,-6.12412,
665,33.25,-5.54159,-6.12198,
666,33.3,-5.55012,-6.12754,
667,33.35,-5.55825,-6.13023,
668,33.4,-5.56652,-6.13235,
669,33.45,-5.57492,-6.13576,
670,33.5,-5.58319,-6.13805,
671,33.55,-5.59145,-6.14202,
672,33.6,-5.59985,-6.14555,
673,33.65,-5.60812,-6.14765,
674,33.7,-5.61665,-6.15467,
675,33.75,-5.62519,-6.15623,
676,33.8,-5.63319,-6.16103,
677,33.85,-5.64172,-6.16228,
678,33.9,-5.65025,-6.1666,
679,33.95,-5.65825,-6.16869,
680,34.0,-5.66665,-6.17235,
681,34.05,-5.67519,-6.17274,
682,34.1,-5.68319,-6.17944,
683,34.15,-5.69145,-6.17819,
684,34.2,-5.69999,-6.18144,
685,34.25,-5.70812,-6.1861,
686,34.3,-5.71639,-6.18751,
687,34.35,-5.72492,-6.18788,
688,34.4,-5.73332,-6.19594,
689,34.45,-5.74159,-6.19506,
690,34.5,-5.74999,-6.20191,
691,34.55,-5.75852,-6.203,
692,34.6,-5.76665,-6.20528,
693,34.65,-5.77505,-6.20796,
694,34.7,-5.78345,-6.21222,
695,34.75,-5.79185,-6.21319,
696,34.8,-5.80012,-6.21446,
697,34.85,-5.80839,-6.22054,
698,34.9,-5.81665,-6.21858,
699,34.95,-5.82519,-6.22473,
700,35.0,-5.83332,-6.22558,
701,35.05,-5.84159,-6.22932,
702,35.1,-5.85012,-6.23202,
703,35.15,-5.85839,-6.23434,
704,35.2,-5.86652,-6.23765,
705,35.25,-5.87519,-6.24065,
706,35.3,-5.88359,-6.24395,
707,35.35,-5.89159,-6.24624,
708,35.4,-5.90012,-6.24863,
709,35.45,-5.90865,-6.25074,
710,35.5,-5.91679,-6.25394,
711,35.55,-5.92505,-6.25482,
712,35.6,-5.93345,-6.25953,
713,35.65,-5.94172,-6.25868,
714,35.7,-5.94999,-6.26306,
715,35.75,-5.95839,-6.26345,
716,35.8,-5.96679,-6.26781,
717,35.85,-5.97505,-6.26826,
718,35.9,-5.98332,-6.27058,
719,35.95,-5.99159,-6.27059,
720,36.0,-6.00012,-6.27275,
721,36.05,-6.00839,-6.27698,
722,36.1,-6.01665,-6.27761,
723,36.15,-6.02519,-6.27833,
724,36.2,-6.03359,-6.28234,
725,36.25,-6.04159,-6.28167,
726,36.3,-6.04999,-6.28367,
727,36.35,-6.05852,-6.2855,
728,36.4,-6.06665,-6.28805,
729,36.45,-6.07492,-6.28681,
730,36.5,-6.08345,-6.29406,
731,36.55,-6.09172,-6.28987,
732,36.6,-6.09985,-6.29499,
733,36.65,-6.10825,-6.29122,
734,36.7,-6.11665,-6.29924,
