,Time,Extension,Load,Elastic Modulus
,(sec),(mm),(N),
,,,,
0,0.0,0.3552,0.02819,
1,0.05,0.35387,0.02519,
2,0.1,0.34613,0.02995,
3,0.15,0.336,0.02188,
4,0.2,0.32613,0.02823,
5,0.25,0.31627,0.02464,
6,0.3,0.30733,0.02879,
7,0.35,0.29853,0.02417,
8,0.4,0.28973,0.0288,
9,0.45,0.2812,0.02152,
10,0.5,0.27267,0.03113,
11,0.55,0.264,0.02216,
12,0.6,0.2556,0.03008,
13,0.65,0.24693,0.02278,
14,0.7,0.23853,0.02661,
15,0.75,0.23027,0.02345,
16,0.8,0.22173,0.02535,
17,0.85,0.21347,0.02281,
18,0.9,0.20533,0.02278,
19,0.95,0.1968,0.0205,
20,1.0,0.1884,0.02055,
21,1.05,0.18027,0.01912,
22,1.1,0.17187,0.01778,
23,1.15,0.16333,0.01552,
24,1.2,0.15533,0.01502,
25,1.25,0.14707,0.01628,
26,1.3,0.1384,0.01272,
27,1.35,0.13013,0.01144,
28,1.4,0.12187,0.00805,
29,1.45,0.11333,0.00695,
30,1.5,0.10507,0.00605,
31,1.55,0.0968,0.00503,
32,1.6,0.0884,0.00299,
33,1.65,0.08013,0.00149,
34,1.7,0.0716,-0.00614,
35,1.75,0.06333,-0.00229,
36,1.8,0.05533,-0.00949,
37,1.85,0.04667,-0.00651,
38,1.9,0.0384,-0.01546,
39,1.95,0.0304,-0.01333,
40,2.0,0.02187,-0.02159,
41,2.05,0.01333,-0.01884,
42,2.1,0.0052,-0.03016,
43,2.15,-0.00307,-0.0243,
44,2.2,-0.01173,-0.03657,
45,2.25,-0.01987,-0.02667,
46,2.3,-0.02813,-0.03719,
47,2.35,-0.03667,-0.04116,
48,2.4,-0.04493,-0.04366,
49,2.45,-0.05333,-0.04815,
50,2.5,-0.06173,-0.04952,
51,2.55,-0.07,-0.05177,
52,2.6,-0.07827,-0.05458,
53,2.65,-0.08653,-0.0579,
54,2.7,-0.0948,-0.06491,
55,2.75,-0.1032,-0.06562,
56,2.8,-0.1116,-0.07041,
57,2.85,-0.11973,-0.07207,
58,2.9,-0.12827,-0.0733,
59,2.95,-0.13667,-0.08049,
60,3.0,-0.14493,-0.08054,
61,3.05,-0.15333,-0.08676,
62,3.1,-0.16187,-0.09299,
63,3.15,-0.17013,-0.09164,
64,3.2,-0.17827,-0.09543,
65,3.25,-0.18667,-0.09783,
66,3.3,-0.19507,-0.10354,
67,3.35,-0.2032,-0.10431,
68,3.4,-0.21147,-0.11287,
69,3.45,-0.22,-0.11262,
70,3.5,-0.22813,-0.11516,
71,3.55,-0.23627,-0.11911,
72,3.6,-0.2448,-0.12363,
73,3.65,-0.2532,-0.12555,
74,3.7,-0.26147,-0.1339,
75,3.75,-0.26987,-0.13484,
76,3.8,-0.27827,-0.14084,
77,3.85,-0.28667,-0.14124,
78,3.9,-0.29493,-0.15279,
79,3.95,-0.3032,-0.14926,
80,4.0,-0.31173,-0.1592,
81,4.05,-0.32,-0.1603,
82,4.1,-0.32827,-0.1699,
83,4.15,-0.33667,-0.17136,
84,4.2,-0.34493,-0.17465,
85,4.25,-0.35307,-0.17974,
86,4.3,-0.36147,-0.18765,
87,4.35,-0.37,-0.19128,
88,4.4,-0.378,-0.20182,
89,4.45,-0.38627,-0.20262,
90,4.5,-0.39493,-0.21151,
91,4.55,-0.4032,-0.21724,
92,4.6,-0.41147,-0.22374,
93,4.65,-0.42,-0.23204,
94,4.7,-0.4284,-0.23749,
95,4.75,-0.43667,-0.23916,
96,4.8,-0.44507,-0.25239,
97,4.85,-0.45333,-0.255,
98,4.9,-0.46173,-0.26095,
99,4.95,-0.47,-0.26596,
100,5.0,-0.47813,-0.27579,
101,5.05,-0.48667,-0.27995,
102,5.1,-0.49507,-0.28465,
103,5.15,-0.50307,-0.2979,
104,5.2,-0.5116,-0.29697,
105,5.25,-0.52,-0.31146,
106,5.3,-0.52813,-0.31237,
107,5.35,-0.53653,-0.32524,
108,5.4,-0.5452,-0.33084,
109,5.45,-0.55333,-0.33807,
110,5.5,-0.5616,-0.34729,
111,5.55,-0.57,-0.35655,
112,5.6,-0.57827,-0.36461,
113,5.65,-0.5864,-0.37495,
114,5.7,-0.59493,-0.38261,
115,5.75,-0.60333,-0.3944,
116,5.8,-0.6116,-0.40329,
117,5.85,-0.61987,-0.41336,
118,5.9,-0.62813,-0.42287,
119,5.95,-0.63653,-0.43782,
120,6.0,-0.6448,-0.44018,
121,6.05,-0.65307,-0.45747,
122,6.1,-0.66147,-0.46288,
123,6.15,-0.67,-0.48073,
124,6.2,-0.67827,-0.48322,
125,6.25,-0.68653,-0.50133,
126,6.3,-0.69506,-0.50862,
127,6.35,-0.70333,-0.52494,
128,6.4,-0.7116,-0.52878,
129,6.45,-0.72013,-0.54475,
130,6.5,-0.7284,-0.55633,
131,6.55,-0.7364,-0.56609,
132,6.6,-0.7448,-0.57931,
133,6.65,-0.7532,-0.59117,
134,6.7,-0.76133,-0.60288,
135,6.75,-0.76973,-0.61428,
136,6.8,-0.77826,-0.62648,
137,6.85,-0.78653,-0.64162,
138,6.9,-0.7948,-0.65262,
139,6.95,-0.8032,-0.66539,
140,7.0,-0.8116,-0.67885,
141,7.05,-0.82,-0.69177,
142,7.1,-0.82826,-0.70508,
143,7.15,-0.83653,-0.71928,
144,7.2,-0.84506,-0.72891,
145,7.25,-0.85333,-0.74868,
146,7.3,-0.86146,-0.75547,
147,7.35,-0.87013,-0.77479,
148,7.4,-0.8784,-0.78226,
149,7.45,-0.8864,-0.80212,
150,7.5,-0.8948,-0.80927,
