,Time sec,Extension mm,Load kgf,Compressive stress MPa,Cycle Count ,Total Cycle Count ,Repetitions Count ,Marked Data ,PIP Count ,Compressive extension mm,Compressive strain %,Compressive load kgf,Displacement (Strain 1) mm,True strain %,Corrected Position mm,True stress Pa,Elastic Modulus
0,0.0,0.0,-0.01027031,0.0002616129,0,0,0,0,0,0.0,0.0,0.01027031,0,0.0,0.0,261.6129,inf
1,0.05,-0.001199997,-0.01029666,0.0002622842,0,0,0,0,0,0.001199997,0.005210582,0.01029666,0,0.005210718,-0.001199997,262.2705,6167703.85703
2,0.1,-0.005066654,-0.01040899,0.0002651454,0,0,0,0,0,0.005066655,0.02200024,0.01040899,0,0.02200266,-0.005066654,265.0871,1476707.76609
3,0.15,-0.01386663,-0.01097911,0.000279668,0,0,0,0,0,0.01386663,0.06021117,0.01097911,0,0.06022931,-0.01386663,279.4996,569119.556678
4,0.2,-0.02439994,-0.01165981,0.0002970072,0,0,0,0,0,0.02439994,0.1059485,0.01165981,0,0.1060047,-0.02439994,296.6926,343486.771416
5,0.25,-0.03479992,-0.01233,0.0003140788,0,0,0,0,0,0.03479991,0.1511069,0.01233,0,0.1512212,-0.03479992,313.6042,254678.484336
6,0.3,-0.04493323,-0.01321574,0.000336641,0,0,0,0,0,0.04493323,0.1951074,0.01321574,0,0.1952979,-0.04493323,335.9842,211412.736641
7,0.35,-0.05426653,-0.01372773,0.0003496828,0,0,0,0,0,0.05426653,0.2356341,0.01372773,0,0.2359122,-0.05426653,348.8588,181833.533154
8,0.4,-0.06399985,-0.01443951,0.0003678137,0,0,0,0,0,0.06399985,0.2778977,0.01443951,0,0.2782846,-0.06399985,366.7916,162173.840119
9,0.45,-0.07306649,-0.0148263,0.0003776665,0,0,0,0,0,0.07306649,0.3172666,0.0148263,0,0.3177709,-0.07306649,376.4683,145855.173857
10,0.5,-0.08173313,-0.01562309,0.0003979628,0,0,0,0,0,0.08173313,0.3548985,0.01562309,0,0.3555298,-0.08173313,396.5505,137396.63759
11,0.55,-0.09066644,-0.01601549,0.0004079583,0,0,0,0,0,0.09066644,0.3936884,0.01601549,0,0.3944654,-0.09066644,406.3522,126969.955621
12,0.6,-0.09946642,-0.01647101,0.0004195616,0,0,0,0,0,0.09946642,0.4318994,0.01647101,0,0.4328347,-0.09946642,417.7496,119028.522997
13,0.6500001,-0.1078664,-0.01693747,0.0004314438,0,0,0,0,0,0.1078664,0.4683734,0.01693747,0,0.4694738,-0.1078664,429.423,112867.694812
14,0.7000001,-0.1163997,-0.01741243,0.0004435422,0,0,0,0,0,0.1163997,0.5054265,0.01741243,0,0.5067081,-0.1163997,441.3004,107526.330052
15,0.7500001,-0.124933,-0.0178177,0.0004538654,0,0,0,0,0,0.124933,0.5424795,0.0178177,0,0.5439563,-0.124933,451.4033,102513.668296
16,0.8,-0.1331997,-0.0182867,0.0004658122,0,0,0,0,0,0.1331997,0.5783746,0.0182867,0,0.5800537,-0.1331997,463.1181,98682.3298054
17,0.85,-0.1415997,-0.01885236,0.0004802211,0,0,0,0,0,0.1415997,0.6148487,0.01885236,0,0.6167467,-0.1415997,477.2684,95699.7254561
18,0.9000001,-0.1498663,-0.01925036,0.0004903592,0,0,0,0,0,0.1498663,0.6507438,0.01925036,0,0.6528704,-0.1498663,487.1682,92329.8587406
19,0.9500001,-0.1583996,-0.01957446,0.0004986151,0,0,0,0,0,0.1583996,0.6877969,0.01957447,0,0.6901731,-0.1583996,495.1857,88826.6394939
20,1.0,-0.1667996,-0.02019064,0.0005143108,0,0,0,0,0,0.1667996,0.7242709,0.02019064,0,0.7269065,-0.1667996,510.5858,87008.6401783
21,1.05,-0.1749329,-0.02052184,0.0005227474,0,0,0,0,0,0.1749329,0.7595871,0.02052184,0,0.7624867,-0.1749329,518.7767,84324.175255
22,1.1,-0.1834662,-0.02103453,0.000535807,0,0,0,0,0,0.1834662,0.7966402,0.02103453,0,0.7998303,-0.1834662,531.5385,82410.7843192
23,1.15,-0.1918662,-0.02145354,0.0005464804,0,0,0,0,0,0.1918662,0.8331142,0.02145354,0,0.836604,-0.1918662,541.9276,80372.5580309
24,1.2,-0.2001328,-0.02203575,0.0005613107,0,0,0,0,0,0.2001328,0.8690093,0.02203575,0,0.8728072,-0.2001328,556.4329,79143.7940304
25,1.25,-0.2083995,-0.0223595,0.0005695577,0,0,0,0,0,0.2083995,0.9049044,0.02235951,0,0.9090236,-0.2083995,564.4038,77121.045773
26,1.3,-0.2169328,-0.0228651,0.0005824367,0,0,0,0,0,0.2169328,0.9419575,0.0228651,0,0.946422,-0.2169328,576.9504,75762.65474
27,1.35,-0.2251994,-0.02354151,0.0005996667,0,0,0,0,0,0.2251994,0.9778526,0.02354151,0,0.9826649,-0.2251994,593.8028,75140.5531132
28,1.4,-0.2333328,-0.02380582,0.0006063994,0,0,0,0,0,0.2333327,1.013169,0.02380582,0,1.018336,-0.2333328,600.2556,73335.5983492
29,1.45,-0.2419994,-0.02444196,0.0006226036,0,0,0,0,0,0.2419994,1.050801,0.02444196,0,1.056361,-0.2419994,616.0612,72598.7328591
30,1.5,-0.2503994,-0.02490755,0.0006344633,0,0,0,0,0,0.2503994,1.087275,0.02490755,0,1.093229,-0.2503994,627.565,71499.8330391
31,1.55,-0.2585327,-0.02539459,0.0006468696,0,0,0,0,0,0.2585327,1.122591,0.02539459,0,1.12894,-0.2585327,639.6079,70604.6044708
32,1.6,-0.2667994,-0.02596821,0.0006614813,0,0,0,0,0,0.2667994,1.158486,0.02596821,0,1.165249,-0.2667994,653.8182,69962.3625595
33,1.65,-0.2753327,-0.02626632,0.0006690749,0,0,0,0,0,0.2753327,1.195539,0.02626632,0,1.202743,-0.2753327,661.0759,68572.3034085
34,1.7,-0.2833327,-0.02686839,0.0006844115,0,0,0,0,0,0.2833326,1.230276,0.0268684,0,1.237907,-0.2833327,675.9913,68163.6062412
35,1.75,-0.2915993,-0.02737811,0.0006973953,0,0,0,0,0,0.2915993,1.266171,0.02737811,0,1.274256,-0.2915993,688.5651,67487.6471997
36,1.8,-0.3001326,-0.02794368,0.0007118019,0,0,0,0,0,0.3001326,1.303225,0.02794368,0,1.311791,-0.3001326,702.5255,66923.358807
37,1.85,-0.3083993,-0.02837784,0.0007228611,0,0,0,0,0,0.3083993,1.33912,0.02837784,0,1.348167,-0.3083993,713.1811,66141.3801388
38,1.9,-0.3166659,-0.02890497,0.0007362887,0,0,0,0,0,0.3166659,1.375015,0.02890497,0,1.384556,-0.3166659,726.1646,65611.2821434
39,1.95,-0.3250659,-0.02961929,0.0007544843,0,0,0,0,0,0.3250659,1.411489,0.02961929,0,1.421545,-0.3250659,743.8348,65495.3596132
40,2.0,-0.3334659,-0.03001309,0.0007645154,0,0,0,0,0,0.3334659,1.447963,0.03001309,0,1.458548,-0.3334659,753.4455,64694.3839179
41,2.05,-0.3418658,-0.03074623,0.0007831905,0,0,0,0,0,0.3418658,1.484437,0.03074623,0,1.495565,-0.3418658,771.5645,64646.2765758
42,2.1,-0.3502658,-0.03111972,0.0007927042,0,0,0,0,0,0.3502658,1.520911,0.03111972,0,1.532596,-0.3502658,780.6479,63862.4016278
