,Time sec,Extension mm,Load kgf,Compressive stress MPa,Cycle Count ,Total Cycle Count ,Repetitions Count ,Marked Data ,PIP Count ,Compressive extension mm,Compressive strain %,Compressive load kgf,Displacement (Strain 1) mm,True strain %,Corrected Position mm,True stress Pa,Elastic Modulus
0,0.0,-0.7078649,-0.008656339,0.0002239262,0,0,0,0,0,-1.04361e-16,-4.440892e-16,0.00865634,0,0.0,-0.7078649,223.9262,-5.96215654648e+19
1,0.05,-0.7087983,-0.009161379,0.0002369908,0,0,0,0,0,0.0009333598,0.003971744,0.009161379,0,0.003971823,-0.7087983,236.9814,7055358.05697
2,0.1,-0.7157316,-0.008921842,0.0002307944,0,0,0,0,0,0.007866649,0.0334751,0.008921842,0,0.03348071,-0.7157316,230.7171,815214.800321
3,0.15,-0.7261315,-0.01029243,0.0002662493,0,0,0,0,0,0.01826661,0.07773026,0.01029243,0,0.07776049,-0.7261315,266.0424,405011.417373
4,0.2,-0.7363982,-0.01065586,0.0002756508,0,0,0,0,0,0.02853328,0.1214182,0.01065586,0,0.121492,-0.7363982,275.3161,268438.070524
5,0.25,-0.7459982,-0.0118095,0.0003054937,0,0,0,0,0,0.03813323,0.1622691,0.0118095,0,0.1624009,-0.7459982,304.9979,222605.155534
6,0.3,-0.7551982,-0.01237713,0.0003201773,0,0,0,0,0,0.04733325,0.2014181,0.01237713,0,0.2016212,-0.7551982,319.5324,187958.048897
7,0.35,-0.7643981,-0.01283129,0.0003319257,0,0,0,0,0,0.0565332,0.2405668,0.01283129,0,0.2408566,-0.7643981,331.1272,163145.106749
8,0.4,-0.7731981,-0.01358442,0.0003514081,0,0,0,0,0,0.06533315,0.2780134,0.01358442,0,0.2784006,-0.7731981,350.4311,149456.498515
9,0.45,-0.7818647,-0.01421193,0.0003676408,0,0,0,0,0,0.07399981,0.3148928,0.01421193,0,0.3153896,-0.7818647,366.4832,138047.884538
10,0.5,-0.7906648,-0.01468095,0.0003797736,0,0,0,0,0,0.08279981,0.3523397,0.01468095,0,0.3529618,-0.7906648,378.4356,127447.734563
11,0.55,-0.7993314,-0.015428,0.0003990988,0,0,0,0,0,0.09146647,0.389219,0.015428,0,0.3899785,-0.7993314,397.5454,121242.536173
12,0.6,-0.8075981,-0.01575099,0.0004074539,0,0,0,0,0,0.09973312,0.4243963,0.01575099,0,0.4252994,-0.8075981,405.7247,113520.880518
13,0.6500001,-0.8161314,-0.01635689,0.0004231276,0,0,0,0,0,0.1082664,0.4607082,0.01635689,0,0.4617727,-0.8161314,421.1782,108596.127232
14,0.7000001,-0.8246647,-0.01717081,0.0004441824,0,0,0,0,0,0.1167997,0.4970201,0.01717081,0,0.4982594,-0.8246647,441.9747,105671.131101
15,0.7500001,-0.832798,-0.01744884,0.0004513747,0,0,0,0,0,0.124933,0.5316299,0.01744884,0,0.5330481,-0.832798,448.9751,100391.441988
16,0.8,-0.841198,-0.0182545,0.000472216,0,0,0,0,0,0.133333,0.5673746,0.0182545,0,0.5689903,-0.841198,469.5367,98410.0815724
17,0.85,-0.8497313,-0.01856556,0.0004802625,0,0,0,0,0,0.1418663,0.6036865,0.01856556,0,0.6055161,-0.8497313,477.3632,94066.7441039
18,0.9000001,-0.8577312,-0.01907682,0.0004934882,0,0,0,0,0,0.1498663,0.6377288,0.01907682,0,0.639771,-0.8577312,490.3411,91497.5146346
19,0.9500001,-0.8659979,-0.01967544,0.0005089736,0,0,0,0,0,0.1581329,0.6729061,0.01967544,0,0.6751803,-0.8659979,505.5487,89435.413332
20,1.0,-0.8745312,-0.02017065,0.0005217839,0,0,0,0,0,0.1666663,0.7092183,0.02017065,0,0.7117451,-0.8745312,518.0833,86992.0169325
21,1.05,-0.8829312,-0.02067907,0.0005349359,0,0,0,0,0,0.1750662,0.7449627,0.02067907,0,0.7477514,-0.8829312,530.9508,84905.534259
22,1.1,-0.8910645,-0.02129067,0.000550757,0,0,0,0,0,0.1831995,0.7795725,0.02129067,0,0.782627,-0.8910645,546.4635,83535.7440638
23,1.15,-0.8994645,-0.02149359,0.0005560062,0,0,0,0,0,0.1915995,0.8153172,0.02149359,0,0.8186591,-0.8994645,551.4729,80634.6842387
24,1.2,-0.9078644,-0.0224272,0.0005801573,0,0,0,0,0,0.1999995,0.8510616,0.0224272,0,0.8547039,-0.9078644,575.2198,80603.4158314
25,1.25,-0.9162644,-0.02268347,0.0005867867,0,0,0,0,0,0.2083995,0.8868064,0.02268347,0,0.8907619,-0.9162644,581.583,78238.4286669
26,1.3,-0.9245311,-0.02327744,0.0006021516,0,0,0,0,0,0.2166661,0.9219836,0.02327744,0,0.9262602,-0.9245311,596.5999,77223.8679529
27,1.35,-0.932931,-0.02376567,0.0006147814,0,0,0,0,0,0.2250661,0.957728,0.02376567,0,0.9623438,-0.932931,608.8935,75900.9615395
28,1.4,-0.941331,-0.02441847,0.0006316683,0,0,0,0,0,0.2334661,0.9934728,0.02441847,0,0.9984406,-0.941331,625.3929,75179.9306645
29,1.45,-0.949731,-0.02467647,0.0006383424,0,0,0,0,0,0.2418661,1.029217,0.02467647,0,1.034551,-0.949731,631.7724,73335.6815308
30,1.5,-0.9579976,-0.02545219,0.000658409,0,0,0,0,0,0.2501327,1.064394,0.02545219,0,1.0701,-0.9579976,651.401,73141.1839919
31,1.55,-0.9663976,-0.02570681,0.0006649958,0,0,0,0,0,0.2585327,1.100139,0.02570681,0,1.106235,-0.9663976,657.6799,71472.6700552
32,1.6,-0.9747976,-0.02631676,0.0006807742,0,0,0,0,0,0.2669327,1.135884,0.02631676,0,1.142384,-0.9747976,673.0414,70866.003493
33,1.65,-0.9827976,-0.02680754,0.00069347,0,0,0,0,0,0.2749327,1.169926,0.02680754,0,1.176824,-0.9827976,685.3569,70087.0638197
34,1.7,-0.9910642,-0.02737832,0.0007082351,0,0,0,0,0,0.2831993,1.205103,0.02737832,0,1.212424,-0.9910642,699.7002,69489.9374038
35,1.75,-0.9997309,-0.02779091,0.0007189081,0,0,0,0,0,0.2918659,1.241983,0.02779091,0,1.24976,-0.9997309,709.9794,68442.6334066
36,1.8,-1.007864,-0.02846652,0.0007363852,0,0,0,0,0,0.2999993,1.276593,0.02846652,0,1.284811,-1.007864,726.9845,68205.8205041
37,1.85,-1.015997,-0.02881885,0.0007454993,0,0,0,0,0,0.3081326,1.311202,0.02881885,0,1.319875,-1.015997,735.7244,67227.397437
38,1.9,-1.024664,-0.02952455,0.0007637549,0,0,0,0,0,0.3167992,1.348082,0.02952455,0,1.357251,-1.024664,753.4588,66989.4653359
39,1.95,-1.033064,-0.0299607,0.0007750374,0,0,0,0,0,0.3251993,1.383827,0.0299607,0,1.393491,-1.033064,764.3122,66223.1225365
40,2.0,-1.041197,-0.03049268,0.000788799,0,0,0,0,0,0.3333325,1.418436,0.03049268,0,1.428592,-1.041197,777.6103,65754.4633085
41,2.05,-1.049731,-0.03115374,0.0008058994,0,0,0,0,0,0.3418659,1.454748,0.03115374,0,1.465434,-1.049731,794.1756,65503.0780457
42,2.1,-1.058131,-0.03153293,0.0008157085,0,0,0,0,0,0.3502658,1.490493,0.03153293,0,1.501712,-1.058131,803.5504,64710.3714352
43,2.15,-1.066264,-0.03213725,0.0008313414,0,0,0,0,0,0.3583992,1.525103,0.03213725,0,1.536852,-1.066264,818.6626,64453.8672721
44,2.2,-1.074797,-0.03259764,0.0008432511,0,0,0,0,0,0.3669324,1.561415,0.03259764,0,1.573733,-1.074797,830.0844,63856.836339
45,2.25,-1.083064,-0.03312955,0.0008570106,0,0,0,0,0,0.3751991,1.596592,0.03312955,0,1.609475,-1.083064,843.3276,63468.9114298
46,2.3,-1.091464,-0.03361838,0.0008696559,0,0,0,0,0,0.3835991,1.632337,0.03361838,0,1.645806,-1.091464,855.4602,62995.0613266
47,2.35,-1.099731,-0.03423208,0.0008855315,0,0,0,0,0,0.3918658,1.667514,0.03423208,0,1.681574,-1.099731,870.7651,62791.8425379
48,2.4,-1.107864,-0.03458801,0.0008947388,0,0,0,0,0,0.399999,1.702124,0.03458801,0,1.716776,-1.107864,879.5093,62154.6994901
49,2.45,-1.116264,-0.03509823,0.0009079374,0,0,0,0,0,0.408399,1.737868,0.03509823,0,1.753146,-1.116264,892.1586,61774.3019182
50,2.5,-1.124797,-0.03557565,0.0009202876,0,0,0,0,0,0.4169323,1.77418,0.03557565,0,1.790107,-1.124797,903.96,61333.0557946
51,2.55,-1.132931,-0.03607169,0.0009331193,0,0,0,0,0,0.4250657,1.80879,0.03607169,0,1.825349,-1.132931,916.2411,60998.2996516
52,2.6,-1.141197,-0.0365771,0.0009461936,0,0,0,0,0,0.4333324,1.843967,0.0365771,0,1.86118,-1.141197,928.7461,60672.9914635
53,2.65,-1.149597,-0.03694271,0.0009556513,0,0,0,0,0,0.4417323,1.879712,0.03694271,0,1.897603,-1.149597,937.6879,60114.1755075
54,2.7,-1.15773,-0.03750614,0.0009702263,0,0,0,0,0,0.4498655,1.914321,0.03750614,0,1.932882,-1.15773,951.653,59927.6134259
55,2.75,-1.165997,-0.03801861,0.000983483,0,0,0,0,0,0.4581322,1.949499,0.03801861,0,1.968752,-1.165997,964.3101,59650.3117714
56,2.8,-1.174664,-0.03841551,0.0009937504,0,0,0,0,0,0.4667988,1.986378,0.03841551,0,2.006372,-1.174664,974.0107,59154.0076329
57,2.85,-1.183064,-0.03887545,0.001005648,0,0,0,0,0,0.4751989,2.022123,0.03887545,0,2.042848,-1.183064,985.3128,58804.058818
58,2.9,-1.191197,-0.0393645,0.001018299,0,0,0,0,0,0.4833321,2.056732,0.03936451,0,2.078178,-1.191197,997.3557,58541.8592567
59,2.95,-1.19973,-0.03984786,0.001030803,0,0,0,0,0,0.4918655,2.093045,0.03984785,0,2.115259,-1.19973,1009.228,58232.5533105
60,3.0,-1.208264,-0.04026472,0.001041587,0,0,0,0,0,0.5003988,2.129356,0.04026472,0,2.152354,-1.208264,1019.408,57838.3273035
61,3.05,-1.216397,-0.04072789,0.001053568,0,0,0,0,0,0.5085321,2.163966,0.04072789,0,2.187724,-1.216397,1030.769,57567.9599856
62,3.1,-1.224664,-0.04108712,0.001062861,0,0,0,0,0,0.5167987,2.199144,0.04108712,0,2.223685,-1.224664,1039.487,57146.7568547
63,3.15,-1.233197,-0.04177399,0.001080629,0,0,0,0,0,0.5253321,2.235456,0.04177399,0,2.260821,-1.233197,1056.472,57158.302215
64,3.2,-1.24133,-0.04203889,0.001087482,0,0,0,0,0,0.5334653,2.270065,0.04203889,0,2.296228,-1.24133,1062.795,56643.7980473
65,3.25,-1.249464,-0.04247062,0.00109865,0,0,0,0,0,0.5415987,2.304675,0.04247062,0,2.331648,-1.249464,1073.329,56366.1391615
66,3.3,-1.257864,-0.04292883,0.001110503,0,0,0,0,0,0.5499986,2.34042,0.04292883,0,2.368243,-1.257864,1084.512,56104.1218282
67,3.35,-1.266264,-0.04340482,0.001122816,0,0,0,0,0,0.5583986,2.376164,0.04340483,0,2.40485,-1.266264,1096.136,55872.877645
68,3.4,-1.27453,-0.04377652,0.001132431,0,0,0,0,0,0.5666652,2.411341,0.04377652,0,2.44089,-1.27453,1105.125,55529.2736428
69,3.45,-1.282797,-0.0442682,0.00114515,0,0,0,0,0,0.5749319,2.446519,0.0442682,0,2.476943,-1.282797,1117.134,55345.5564284
70,3.5,-1.291197,-0.04457685,0.001153135,0,0,0,0,0,0.583332,2.482264,0.04457685,0,2.513591,-1.291197,1124.511,54928.896652
71,3.55,-1.29973,-0.04519363,0.00116909,0,0,0,0,0,0.5918652,2.518575,0.04519363,0,2.550834,-1.29973,1139.645,54886.0176644
72,3.6,-1.307997,-0.04555549,0.001178451,0,0,0,0,0,0.6001319,2.553753,0.04555549,0,2.586927,-1.307997,1148.356,54563.3856996
73,3.65,-1.316397,-0.04601062,0.001190224,0,0,0,0,0,0.6085318,2.589497,0.04601062,0,2.623615,-1.316397,1159.403,54347.8174782
74,3.7,-1.324797,-0.04656489,0.001204562,0,0,0,0,0,0.6169319,2.625242,0.04656489,0,2.660317,-1.324797,1172.94,54253.6117322
75,3.75,-1.333197,-0.0469353,0.001214144,0,0,0,0,0,0.6253318,2.660986,0.0469353,0,2.697032,-1.333197,1181.836,53950.6131068
76,3.8,-1.34133,-0.04755584,0.001230197,0,0,0,0,0,0.6334652,2.695596,0.04755583,0,2.732594,-1.34133,1197.035,53962.0332431
77,3.85,-1.34973,-0.0477126,0.001234252,0,0,0,0,0,0.6418651,2.731341,0.0477126,0,2.769336,-1.34973,1200.54,53431.4083404
78,3.9,-1.358263,-0.04843249,0.001252874,0,0,0,0,0,0.6503984,2.767653,0.04843249,0,2.806674,-1.358263,1218.199,53525.9808064
79,3.95,-1.366263,-0.04875105,0.001261115,0,0,0,0,0,0.6583984,2.801696,0.04875105,0,2.841692,-1.366263,1225.782,53223.3869313
80,4.0,-1.374663,-0.04924445,0.001273879,0,0,0,0,0,0.6667984,2.83744,0.04924446,0,2.878473,-1.374663,1237.733,53084.7933637
