,Time,Extension,Load,Elastic Modulus
,(sec),(mm),(N),
,,,,
0,0.0,0.0,8e-05,
1,0.05,-0.00107,0.00182,
2,0.1,-0.00573,-0.00463,
3,0.15,-0.01467,-0.00957,
4,0.2,-0.0256,-0.0274,
5,0.25,-0.03573,-0.03335,
6,0.3,-0.04533,-0.04949,
7,0.35,-0.0552,-0.05692,
8,0.4,-0.06413,-0.06559,
9,0.45,-0.0732,-0.07996,
10,0.5,-0.08213,-0.08083,
11,0.55,-0.09067,-0.09722,
12,0.6,-0.09907,-0.09799,
13,0.65,-0.10773,-0.1122,
14,0.7,-0.11613,-0.11613,
15,0.75,-0.12453,-0.12414,
16,0.8,-0.13293,-0.13116,
17,0.85,-0.1412,-0.14158,
18,0.9,-0.14987,-0.14405,
19,0.95,-0.15813,-0.15974,
20,1.0,-0.1664,-0.15806,
21,1.05,-0.17493,-0.1758,
22,1.1,-0.18333,-0.17288,
23,1.15,-0.19147,-0.19048,
24,1.2,-0.2,-0.19201,
25,1.25,-0.2084,-0.19927,
26,1.3,-0.2164,-0.21195,
27,1.35,-0.2248,-0.21341,
28,1.4,-0.23333,-0.22461,
29,1.45,-0.24147,-0.23093,
30,1.5,-0.24973,-0.23721,
31,1.55,-0.25813,-0.24726,
32,1.6,-0.2664,-0.25305,
33,1.65,-0.27467,-0.26168,
34,1.7,-0.2832,-0.26877,
35,1.75,-0.29147,-0.27491,
36,1.8,-0.29987,-0.28667,
37,1.85,-0.30827,-0.2916,
38,1.9,-0.3164,-0.29856,
39,1.95,-0.32493,-0.30971,
40,2.0,-0.33333,-0.31141,
41,2.05,-0.34147,-0.32752,
42,2.1,-0.34987,-0.32543,
43,2.15,-0.3584,-0.3434,
44,2.2,-0.3664,-0.34337,
45,2.25,-0.37467,-0.35694,
46,2.3,-0.3832,-0.36248,
47,2.35,-0.39147,-0.37131,
48,2.4,-0.3996,-0.37896,
49,2.45,-0.40827,-0.38739,
50,2.5,-0.41667,-0.39476,
51,2.55,-0.4248,-0.40637,
52,2.6,-0.4332,-0.41028,
53,2.65,-0.44173,-0.42262,
54,2.7,-0.44987,-0.42765,
55,2.75,-0.45827,-0.43771,
56,2.8,-0.46653,-0.44767,
57,2.85,-0.47493,-0.45124,
58,2.9,-0.4832,-0.46631,
59,2.95,-0.4916,-0.46992,
60,3.0,-0.5,-0.48307,
61,3.05,-0.50827,-0.48874,
62,3.1,-0.5164,-0.49878,
63,3.15,-0.52467,-0.5091,
64,3.2,-0.5332,-0.5187,
65,3.25,-0.54147,-0.53088,
66,3.3,-0.54973,-0.53784,
67,3.35,-0.5584,-0.55049,
68,3.4,-0.5668,-0.56274,
69,3.45,-0.5748,-0.57254,
70,3.5,-0.58333,-0.58201,
71,3.55,-0.59187,-0.59729,
72,3.6,-0.6,-0.60467,
73,3.65,-0.60827,-0.61975,
74,3.7,-0.6168,-0.62645,
75,3.75,-0.62507,-0.64205,
76,3.8,-0.6332,-0.65016,
77,3.85,-0.6416,-0.66436,
78,3.9,-0.65,-0.67463,
79,3.95,-0.65827,-0.68745,
80,4.0,-0.66653,-0.69603,
81,4.05,-0.6748,-0.71077,
82,4.1,-0.68333,-0.71939,
83,4.15,-0.6916,-0.73651,
84,4.2,-0.69973,-0.74076,
85,4.25,-0.70826,-0.75862,
86,4.3,-0.71666,-0.76486,
87,4.35,-0.7248,-0.78385,
88,4.4,-0.7332,-0.78884,
89,4.45,-0.74186,-0.80602,
90,4.5,-0.74986,-0.81287,
91,4.55,-0.75813,-0.83061,
92,4.6,-0.7668,-0.83572,
93,4.65,-0.7748,-0.85493,
94,4.7,-0.78306,-0.85889,
95,4.75,-0.79146,-0.8779,
96,4.8,-0.79973,-0.88484,
97,4.85,-0.808,-0.89654,
98,4.9,-0.8164,-0.91461,
99,4.95,-0.8248,-0.9194,
100,5.0,-0.83333,-0.93922,
101,5.05,-0.8416,-0.94504,
102,5.1,-0.84986,-0.96226,
103,5.15,-0.8584,-0.96856,
104,5.2,-0.86666,-0.98921,
105,5.25,-0.8748,-0.99044,
106,5.3,-0.8832,-1.01433,
107,5.35,-0.89173,-1.01692,
108,5.4,-0.89973,-1.03532,
109,5.45,-0.908,-1.04192,
110,5.5,-0.91666,-1.06002,
111,5.55,-0.92466,-1.06949,
112,5.6,-0.93293,-1.07947,
113,5.65,-0.94146,-1.09596,
114,5.7,-0.94986,-1.10231,
115,5.75,-0.958,-1.12312,
116,5.8,-0.96653,-1.12419,
117,5.85,-0.97506,-1.14956,
118,5.9,-0.9832,-1.14968,
119,5.95,-0.9916,-1.17296,
120,6.0,-1.0,-1.17573,
121,6.05,-1.0084,-1.19521,
122,6.1,-1.0168,-1.20148,
123,6.15,-1.02493,-1.22129,
124,6.2,-1.0332,-1.2219,
125,6.25,-1.04146,-1.24806,
126,6.3,-1.0496,-1.24704,
127,6.35,-1.058,-1.27031,
128,6.4,-1.06666,-1.2745,
129,6.45,-1.07493,-1.29476,
130,6.5,-1.08306,-1.30022,
131,6.55,-1.09173,-1.31801,
132,6.6,-1.1,-1.32502,
133,6.65,-1.10813,-1.34384,
134,6.7,-1.11666,-1.34883,
135,6.75,-1.1252,-1.36849,
136,6.8,-1.13333,-1.37403,
137,6.85,-1.1416,-1.39271,
138,6.9,-1.15026,-1.3995,
139,6.95,-1.1584,-1.41766,
140,7.0,-1.16653,-1.42363,
141,7.05,-1.17493,-1.44141,
142,7.1,-1.18333,-1.44911,
143,7.15,-1.1916,-1.46592,
144,7.2,-1.19986,-1.47353,
145,7.25,-1.20813,-1.49047,
146,7.3,-1.21666,-1.4978,
