,Time sec,Extension mm,Load kgf,Compressive stress MPa,Cycle Count ,Total Cycle Count ,Repetitions Count ,Marked Data ,PIP Count ,Compressive extension mm,Compressive strain %,Compressive load kgf,Displacement (Strain 1) mm,True strain %,Corrected Position mm,True stress Pa,Elastic Modulus
0,0.0,-0.000133333,-0.01092473,0.0002851963,0,0,0,0,0,-2.762533e-20,-1.084202e-19,0.01092473,0,0.0,-0.000133333,285.1963,-2.84256587824e+23
1,0.05,-0.001066664,-0.01147585,0.0002995837,0,0,0,0,0,0.000933331,0.003663014,0.01147585,0,0.003663081,-0.001066664,299.5727,8838050.37985
2,0.1,-0.004933321,-0.01119307,0.0002922014,0,0,0,0,0,0.004799988,0.01883836,0.01119307,0,0.01884013,-0.004933321,292.1464,1676163.46007
3,0.15,-0.01306663,-0.0125247,0.0003269644,0,0,0,0,0,0.0129333,0.05075891,0.0125247,0,0.05077179,-0.01306663,326.7984,696089.818255
4,0.2,-0.02386661,-0.01328349,0.0003467731,0,0,0,0,0,0.02373328,0.09314521,0.01328349,0,0.09318862,-0.02386661,346.4501,402310.836696
5,0.25,-0.03479992,-0.01494229,0.000390077,0,0,0,0,0,0.03466658,0.1360548,0.01494229,0,0.1361474,-0.03479992,389.5463,309822.86302
6,0.3,-0.04479989,-0.01545621,0.0004034931,0,0,0,0,0,0.04466655,0.1753014,0.01545621,0,0.1754552,-0.04479989,402.7858,248729.846154
7,0.35,-0.05439987,-0.0175011,0.0004568763,0,0,0,0,0,0.05426653,0.2129781,0.0175011,0,0.2132052,-0.05439987,455.9032,231814.498615
8,0.4,-0.06386652,-0.01735989,0.0004531898,0,0,0,0,0,0.06373318,0.2501315,0.01735989,0,0.2504449,-0.06386652,452.0562,195789.177238
9,0.45,-0.07279983,-0.019283,0.0005033938,0,0,0,0,0,0.0726665,0.2851918,0.019283,0,0.2855993,-0.07279983,501.9581,190742.582889
10,0.5,-0.08173313,-0.01948498,0.0005086664,0,0,0,0,0,0.0815998,0.3202521,0.01948498,0,0.320766,-0.08173313,507.0375,171639.867584
11,0.55,-0.09039978,-0.02091685,0.0005460463,0,0,0,0,0,0.09026644,0.3542658,0.02091685,0,0.3548948,-0.09039978,544.1119,166562.514303
12,0.6,-0.09919976,-0.02097953,0.0005476828,0,0,0,0,0,0.09906643,0.3888028,0.02097953,0,0.3895606,-0.09919976,545.5534,152221.691121
13,0.6500001,-0.1078664,-0.02256602,0.0005890988,0,0,0,0,0,0.1077331,0.4228165,0.02256602,0,0.4237129,-0.1078664,586.6081,150561.215673
14,0.7000001,-0.1161331,-0.02238952,0.0005844912,0,0,0,0,0,0.1159997,0.4552603,0.02238952,0,0.4562998,-0.1161331,581.8303,138737.932326
15,0.7500001,-0.1247997,-0.0240189,0.0006270272,0,0,0,0,0,0.1246664,0.489274,0.0240189,0,0.4904749,-0.1247997,623.9594,138487.634216
16,0.8,-0.1331997,-0.02427297,0.0006336599,0,0,0,0,0,0.1330663,0.5222411,0.02427297,0,0.5236095,-0.1331997,630.3506,131117.946433
17,0.85,-0.1414663,-0.02504752,0.00065388,0,0,0,0,0,0.141333,0.554685,0.02504752,0,0.5562291,-0.1414663,650.253,127387.981231
18,0.9000001,-0.1498663,-0.02592311,0.0006767376,0,0,0,0,0,0.149733,0.5876521,0.02592311,0,0.5893855,-0.1498663,672.7607,124444.835345
19,0.9500001,-0.1583996,-0.026606,0.0006945648,0,0,0,0,0,0.1582663,0.6211425,0.026606,0,0.6230796,-0.1583996,690.2505,120836.583626
20,1.0,-0.1665329,-0.02697379,0.0007041663,0,0,0,0,0,0.1663996,0.6530631,0.02697379,0,0.6552048,-0.1665329,699.5676,116519.06603
21,1.05,-0.1747996,-0.02829614,0.0007386869,0,0,0,0,0,0.1746662,0.6855069,0.02829614,0,0.6878673,-0.1747996,733.6232,116446.281419
22,1.1,-0.1834662,-0.02864896,0.0007478977,0,0,0,0,0,0.1833329,0.7195206,0.02864897,0,0.7221217,-0.1834662,742.5164,112324.864961
23,1.15,-0.1918662,-0.02935347,0.0007662893,0,0,0,0,0,0.1917329,0.7524877,0.02935348,0,0.7553332,-0.1918662,760.5231,110044.985124
24,1.2,-0.1999995,-0.03024718,0.00078962,0,0,0,0,0,0.1998662,0.7844083,0.03024718,0,0.7875009,-0.1999995,783.4262,108780.947217
25,1.25,-0.2085328,-0.03092228,0.0008072437,0,0,0,0,0,0.2083995,0.8178987,0.03092228,0,0.8212618,-0.2085328,800.6413,106655.22506
26,1.3,-0.2169328,-0.03159501,0.0008248058,0,0,0,0,0,0.2167995,0.8508658,0.03159501,0,0.8545064,-0.2169328,817.7878,104753.253786
27,1.35,-0.2251994,-0.03288155,0.0008583917,0,0,0,0,0,0.2250661,0.8833096,0.03288155,0,0.8872339,-0.2251994,850.8095,105014.555109
28,1.4,-0.2335994,-0.03268272,0.0008532013,0,0,0,0,0,0.2334661,0.9162768,0.03268272,0,0.9205005,-0.2335994,845.3836,100624.020405
