,Time sec,Extension mm,Load kgf,Compressive stress MPa,Cycle Count ,Total Cycle Count ,Repetitions Count ,Marked Data ,PIP Count ,Compressive extension mm,Compressive strain %,Compressive load kgf,Displacement (Strain 1) mm,True strain %,Corrected Position mm,True stress Pa,Elastic Modulus
0,0.0,-0.000133333,-0.02556578,0.0006092539,0,0,0,0,0,0.0,0.0,0.02556578,0,0.0,-0.000133333,609.2539,inf
1,0.05,-0.001066664,-0.0253807,0.0006048433,0,0,0,0,0,0.000933331,0.004118848,0.0253807,0,0.004118933,-0.001066664,604.8184,19546779.1297
2,0.1,-0.004933321,-0.02603951,0.0006205433,0,0,0,0,0,0.004799988,0.02118265,0.02603951,0,0.02118489,-0.004933321,620.4118,3899419.47831
3,0.15,-0.01346663,-0.02672004,0.0006367607,0,0,0,0,0,0.0133333,0.05884069,0.02672004,0,0.058858,-0.01346663,636.386,1440478.41136
4,0.2,-0.02413327,-0.02862625,0.0006821874,0,0,0,0,0,0.02399994,0.1059132,0.02862625,0,0.1059694,-0.02413327,681.4649,857356.815401
5,0.25,-0.03479992,-0.03006609,0.0007165,0,0,0,0,0,0.03466658,0.1529858,0.03006609,0,0.1531029,-0.03479992,715.4039,623409.268834
6,0.3,-0.04506656,-0.03167315,0.0007547976,0,0,0,0,0,0.04493323,0.1982931,0.03167315,0,0.19849,-0.04506656,753.3009,506676.68398
7,0.35,-0.05439987,-0.03278661,0.0007813321,0,0,0,0,0,0.05426653,0.2394816,0.03278661,0,0.2397688,-0.05439987,779.461,434281.93419
8,0.4,-0.06359984,-0.03395715,0.0008092271,0,0,0,0,0,0.06346651,0.2800817,0.03395715,0,0.2804747,-0.06359984,806.9606,384586.394855
9,0.45,-0.07293316,-0.03499706,0.0008340091,0,0,0,0,0,0.07279982,0.3212702,0.03499706,0,0.3217874,-0.07293316,831.3297,345548.138191
10,0.5,-0.08173313,-0.03607331,0.000859657,0,0,0,0,0,0.08159979,0.360105,0.03607331,0,0.3607549,-0.08173313,856.5613,317763.677997
11,0.55,-0.09053311,-0.03691947,0.0008798218,0,0,0,0,0,0.09039978,0.3989399,0.03691947,0,0.3997378,-0.09053311,876.3118,293558.990155
12,0.6,-0.09933309,-0.03819726,0.0009102725,0,0,0,0,0,0.09919976,0.4377747,0.03819726,0,0.4387358,-0.09933309,906.2875,276776.294172
13,0.6500001,-0.1079997,-0.03888155,0.0009265796,0,0,0,0,0,0.1078664,0.4760212,0.03888155,0,0.4771578,-0.1079997,922.1689,259098.37297
14,0.7000001,-0.1161331,-0.03991651,0.0009512437,0,0,0,0,0,0.1159997,0.511914,0.03991652,0,0.5132288,-0.1161331,946.3742,247344.983298
15,0.7500001,-0.1246664,-0.0405984,0.0009674936,0,0,0,0,0,0.124533,0.5495721,0.0405984,0,0.5510877,-0.1246664,962.1765,234332.091387
16,0.8,-0.133333,-0.0417818,0.0009956951,0,0,0,0,0,0.1331997,0.5878186,0.0417818,0,0.589553,-0.133333,989.8422,225471.264223
17,0.85,-0.1414663,-0.04244328,0.001011459,0,0,0,0,0,0.141333,0.6237113,0.04244328,0,0.6256645,-0.1414663,1005.15,215860.24309
18,0.9000001,-0.1498663,-0.04347142,0.00103596,0,0,0,0,0,0.149733,0.660781,0.04347142,0,0.6629738,-0.1498663,1029.115,208686.137741
19,0.9500001,-0.1583996,-0.04424015,0.00105428,0,0,0,0,0,0.1582663,0.6984391,0.04424015,0,0.7008896,-0.1583996,1046.916,200925.677858
20,1.0,-0.1665329,-0.04505024,0.001073585,0,0,0,0,0,0.1663996,0.7343318,0.04505024,0,0.7370413,-0.1665329,1065.701,194604.165348
21,1.05,-0.1749329,-0.04582773,0.001092113,0,0,0,0,0,0.1747996,0.7714015,0.04582773,0,0.7743921,-0.1749329,1083.688,188449.596546
22,1.1,-0.1833329,-0.04671824,0.001113335,0,0,0,0,0,0.1831995,0.8084711,0.04671824,0,0.8117569,-0.1833329,1104.334,183302.96509
23,1.15,-0.1917329,-0.04751997,0.001132441,0,0,0,0,0,0.1915995,0.8455407,0.04751997,0,0.8491357,-0.1917329,1122.865,178274.442566
24,1.2,-0.1999995,-0.04849672,0.001155717,0,0,0,0,0,0.1998662,0.882022,0.04849672,0,0.8859348,-0.1999995,1145.524,174413.586276
25,1.25,-0.2083995,-0.04920224,0.00117253,0,0,0,0,0,0.2082662,0.9190916,0.04920224,0,0.9233413,-0.2083995,1161.754,169813.957315
26,1.3,-0.2167995,-0.05016791,0.001195543,0,0,0,0,0,0.2166661,0.9561613,0.05016791,0,0.9607618,-0.2167995,1184.112,166434.112055
27,1.35,-0.2251994,-0.05088521,0.001212637,0,0,0,0,0,0.2250661,0.9932309,0.0508852,0,0.9981963,-0.2251994,1200.593,162513.222145
28,1.4,-0.2334661,-0.0518637,0.001235955,0,0,0,0,0,0.2333328,1.029712,0.0518637,0,1.03505,-0.2334661,1223.228,159769.915174
29,1.45,-0.2417327,-0.05244958,0.001249917,0,0,0,0,0,0.2415994,1.066193,0.05244958,0,1.071918,-0.2417327,1236.591,156046.295905
30,1.5,-0.250266,-0.05344914,0.001273737,0,0,0,0,0,0.2501327,1.103851,0.05344914,0,1.109989,-0.250266,1259.677,153595.167369
31,1.55,-0.2585327,-0.05419138,0.001291426,0,0,0,0,0,0.2583993,1.140333,0.05419138,0,1.146884,-0.2585327,1276.699,150746.1324
32,1.6,-0.266666,-0.05508071,0.001312619,0,0,0,0,0,0.2665327,1.176226,0.05508071,0,1.183198,-0.266666,1297.18,148544.416366
33,1.65,-0.2751993,-0.05583815,0.00133067,0,0,0,0,0,0.275066,1.213884,0.05583815,0,1.221311,-0.2751993,1314.517,145915.494003
34,1.7,-0.2835993,-0.05664767,0.001349961,0,0,0,0,0,0.283466,1.250953,0.05664767,0,1.258843,-0.2835993,1333.074,143644.293216
35,1.75,-0.2917326,-0.05769184,0.001374844,0,0,0,0,0,0.2915993,1.286846,0.05769183,0,1.295198,-0.2917326,1357.152,142211.638033
36,1.8,-0.2999993,-0.0581847,0.00138659,0,0,0,0,0,0.2998659,1.323327,0.05818469,0,1.332161,-0.2999993,1368.241,139472.615072
37,1.85,-0.3085326,-0.05896774,0.00140525,0,0,0,0,0,0.3083993,1.360985,0.05896774,0,1.370332,-0.3085326,1386.125,137438.498042
38,1.9,-0.3165326,-0.05991704,0.001427873,0,0,0,0,0,0.3163992,1.39629,0.05991704,0,1.406129,-0.3165326,1407.936,136120.104675
39,1.95,-0.3249325,-0.06068406,0.001446152,0,0,0,0,0,0.3247992,1.433359,0.06068406,0,1.443731,-0.3249325,1425.423,134297.206472
40,2.0,-0.3334659,-0.06142258,0.001463751,0,0,0,0,0,0.3333325,1.471017,0.06142258,0,1.481944,-0.3334659,1442.219,132451.748515
41,2.05,-0.3418658,-0.0623981,0.001486999,0,0,0,0,0,0.3417325,1.508087,0.06239811,0,1.519574,-0.3418658,1464.574,131247.926921
42,2.1,-0.3501325,-0.06308835,0.001503448,0,0,0,0,0,0.3499991,1.544568,0.06308835,0,1.556621,-0.3501325,1480.226,129565.549802
43,2.15,-0.3585325,-0.0639617,0.001524261,0,0,0,0,0,0.3583992,1.581638,0.0639617,0,1.594279,-0.3585325,1500.152,128280.388717
