,Time,Extension,Load,Elastic Modulus
147,7.35,-1.22506,-1.87451,
148,7.4,-1.2332,-1.8894,
149,7.45,-1.24173,-1.90897,
150,7.5,-1.25013,-1.9163,
151,7.55,-1.2584,-1.92142,
152,7.6,-1.2668,-1.91789,
153,7.65,-1.27506,-1.93762,
154,7.7,-1.28346,-1.94063,
155,7.75,-1.29173,-1.95606,
156,7.8,-1.3,-1.97558,
157,7.85,-1.30826,-1.99453,
158,7.9,-1.3168,-2.01286,
159,7.95,-1.32493,-2.03003,
160,8.0,-1.33306,-2.04502,
161,8.05,-1.34173,-2.06164,
162,8.1,-1.35,-2.07771,
163,8.15,-1.35813,-2.09125,
164,8.2,-1.3668,-2.10473,
165,8.25,-1.37506,-2.12154,
166,8.3,-1.3832,-2.13886,
167,8.35,-1.3916,-2.12918,
168,8.4,-1.40026,-2.10201,
169,8.45,-1.4084,-2.11659,
170,8.5,-1.4168,-2.12451,
171,8.55,-1.4252,-2.13268,
172,8.6,-1.43333,-2.13541,
173,8.65,-1.4416,-2.13686,
174,8.7,-1.45,-2.14165,
175,8.75,-1.4584,-2.1472,
176,8.8,-1.46666,-2.15018,
177,8.85,-1.47493,-2.16601,
178,8.9,-1.4832,-2.18382,
179,8.95,-1.49173,-2.20531,
180,9.0,-1.5,-2.22124,
181,9.05,-1.50826,-2.23929,
182,9.1,-1.5168,-2.25306,
183,9.15,-1.5252,-2.27078,
184,9.2,-1.53333,-2.2833,
185,9.25,-1.54173,-2.29972,
186,9.3,-1.55026,-2.3128,
187,9.35,-1.55826,-2.33026,
188,9.4,-1.56653,-2.34509,
189,9.45,-1.57506,-2.36335,
190,9.5,-1.5832,-2.37915,
191,9.55,-1.59146,-2.39635,
192,9.6,-1.59986,-2.41175,
193,9.65,-1.60813,-2.42988,
194,9.7,-1.6164,-2.44354,
195,9.75,-1.6248,-2.46235,
196,9.8,-1.6332,-2.47735,
197,9.85,-1.64173,-2.49574,
198,9.9,-1.65013,-2.51036,
199,9.95,-1.65826,-2.52732,
200,10.0,-1.66666,-2.54145,
201,10.05,-1.6752,-2.55838,
202,10.1,-1.6832,-2.57307,
203,10.15,-1.6916,-2.58857,
204,10.2,-1.70026,-2.60357,
205,10.25,-1.70826,-2.61944,
206,10.3,-1.7164,-2.63332,
207,10.35,-1.72506,-2.64851,
208,10.4,-1.7332,-2.66412,
209,10.45,-1.74133,-2.67728,
210,10.5,-1.74973,-2.69192,
211,10.55,-1.75826,-2.70819,
212,10.6,-1.76653,-2.72162,
213,10.65,-1.77493,-2.73639,
214,10.7,-1.78346,-2.75149,
215,10.75,-1.79173,-2.76609,
216,10.8,-1.80013,-2.78045,
217,10.85,-1.8084,-2.79492,
218,10.9,-1.8168,-2.80868,
219,10.95,-1.82506,-2.82223,
220,11.0,-1.83333,-2.83676,
221,11.05,-1.8416,-2.8488,
222,11.1,-1.84986,-2.86261,
223,11.15,-1.85813,-2.87564,
224,11.2,-1.86653,-2.88903,
225,11.25,-1.8752,-2.90328,
226,11.3,-1.88333,-2.91721,
227,11.35,-1.89146,-2.92882,
228,11.4,-1.90013,-2.94389,
229,11.45,-1.90853,-2.95695,
230,11.5,-1.91666,-2.97137,
231,11.55,-1.92506,-2.98235,
232,11.6,-1.9336,-2.99789,
233,11.65,-1.94173,-3.00831,
234,11.7,-1.95,-3.02154,
235,11.75,-1.95853,-3.03282,
236,11.8,-1.9668,-3.0468,
237,11.85,-1.97493,-3.05815,
238,11.9,-1.98333,-3.07146,
239,11.95,-1.99173,-3.08178,
240,12.0,-2.0,-3.09709,
241,12.05,-2.00826,-3.10676,
242,12.1,-2.01653,-3.12127,
243,12.15,-2.02506,-3.13143,
244,12.2,-2.03333,-3.1448,
245,12.25,-2.0416,-3.15564,
246,12.3,-2.05013,-3.16898,
247,12.35,-2.05853,-3.17992,
248,12.4,-2.06653,-3.19272,
249,12.45,-2.07506,-3.20346,
250,12.5,-2.08359,-3.217,
251,12.55,-2.09159,-3.22788,
252,12.6,-2.09986,-3.24151,
253,12.65,-2.10839,-3.25206,
254,12.7,-2.11653,-3.26709,
255,12.75,-2.12479,-3.27534,
256,12.8,-2.13319,-3.28984,
257,12.85,-2.14146,-3.29916,
258,12.9,-2.14973,-3.31455,
259,12.95,-2.15813,-3.32347,
260,13.0,-2.16653,-3.33903,
261,13.05,-2.17493,-3.34871,
262,13.1,-2.18333,-3.36248,
263,13.15,-2.19146,-3.37151,
264,13.2,-2.20013,-3.38482,
265,13.25,-2.20853,-3.39637,
266,13.3,-2.21653,-3.40902,
267,13.35,-2.22493,-3.41659,
268,13.4,-2.23346,-3.43417,
269,13.45,-2.24146,-3.44159,
270,13.5,-2.24973,-3.45409,
271,13.55,-2.25839,-3.46392,
272,13.6,-2.26653,-3.47925,
273,13.65,-2.27466,-3.48767,
274,13.7,-2.28319,-3.4996,
275,13.75,-2.29173,-3.51158,
276,13.8,-2.29999,-3.52435,
277,13.85,-2.30826,-3.53386,
278,13.9,-2.31693,-3.54822,
279,13.95,-2.32506,-3.55826,
280,14.0,-2.33346,-3.57156,
281,14.05,-2.34173,-3.58267,
282,14.1,-2.35013,-3.59434,
283,14.15,-2.35839,-3.60449,
284,14.2,-2.36666,-3.61749,
285,14.25,-2.37506,-3.62877,
286,14.3,-2.38346,-3.63952,
287,14.35,-2.39159,-3.65012,
288,14.4,-2.39986,-3.66185,
289,14.45,-2.40839,-3.67117,
290,14.5,-2.41653,-3.68376,
291,14.55,-2.42466,-3.69198,
292,14.6,-2.43333,-3.70467,
293,14.65,-2.44186,-3.71525,
294,14.7,-2.44999,-3.72512,
295,14.75,-2.45826,-3.73557,
296,14.8,-2.46693,-3.74644,
297,14.85,-2.47506,-3.75645,
298,14.9,-2.48333,-3.76573,
299,14.95,-2.49173,-3.77574,
300,15.0,-2.49986,-3.78406,
301,15.05,-2.50813,-3.79537,
302,15.1,-2.51639,-3.80471,
303,15.15,-2.52493,-3.81555,
304,15.2,-2.53333,-3.8236,
305,15.25,-2.54159,-3.837,
306,15.3,-2.54986,-3.84182,
307,15.35,-2.55839,-3.85528,
308,15.4,-2.56666,-3.86315,
309,15.45,-2.57479,-3.87495,
310,15.5,-2.58346,-3.88069,
311,15.55,-2.59186,-3.89464,
312,15.6,-2.59986,-3.90101,
313,15.65,-2.60826,-3.91075,
314,15.7,-2.61693,-3.91895,
315,15.75,-2.62493,-3.93043,
316,15.8,-2.63319,-3.93676,
317,15.85,-2.64173,-3.94735,
318,15.9,-2.64986,-3.95371,
319,15.95,-2.65799,-3.96411,
320,16.0,-2.66653,-3.97206,
321,16.05,-2.67479,-3.98238,
322,16.1,-2.68306,-3.98876,
323,16.15,-2.69146,-4.0019,
324,16.2,-2.69986,-4.00734,
325,16.25,-2.70839,-4.02182,
326,16.3,-2.71666,-4.02427,
327,16.35,-2.72493,-4.04174,
328,16.4,-2.73333,-4.0416,
329,16.45,-2.74173,-4.05938,
330,16.5,-2.74986,-4.06142,
331,16.55,-2.75826,-4.0756,
332,16.6,-2.76679,-4.07936,
333,16.65,-2.77493,-4.09483,
334,16.7,-2.78306,-4.09489,
335,16.75,-2.79159,-4.11193,
336,16.8,-2.79986,-4.11199,
337,16.85,-2.80799,-4.12862,
338,16.9,-2.81653,-4.12755,
339,16.95,-2.82493,-4.14617,
340,17.0,-2.83319,-4.14513,
341,17.05,-2.84159,-4.16195,
342,17.1,-2.85013,-4.16291,
343,17.15,-2.85839,-4.17728,
344,17.2,-2.86666,-4.17896,
345,17.25,-2.87506,-4.19443,
346,17.3,-2.88346,-4.19396,
347,17.35,-2.89186,-4.20974,
348,17.4,-2.89999,-4.21012,
349,17.45,-2.90826,-4.22275,
350,17.5,-2.91679,-4.22502,
351,17.55,-2.92493,-4.23805,
352,17.6,-2.93306,-4.2398,
353,17.65,-2.94173,-4.25126,
354,17.7,-2.94999,-4.25633,
355,17.75,-2.95813,-4.26507,
356,17.8,-2.96666,-4.27177,
357,17.85,-2.97519,-4.2821,
358,17.9,-2.98333,-4.28842,
359,17.95,-2.99173,-4.29702,
360,18.0,-3.00026,-4.3028,
361,18.05,-3.00839,-4.3134,
362,18.1,-3.01666,-4.31719,
363,18.15,-3.02519,-4.32656,
364,18.2,-3.03346,-4.33329,
365,18.25,-3.04173,-4.3407,
366,18.3,-3.04999,-4.34713,
367,18.35,-3.05826,-4.35391,
368,18.4,-3.06666,-4.36157,
369,18.45,-3.07493,-4.36779,
370,18.5,-3.08306,-4.37536,
371,18.55,-3.09173,-4.38157,
372,18.6,-3.09999,-4.39102,
373,18.65,-3.10826,-4.395,
374,18.7,-3.11679,-4.40372,
375,18.75,-3.12519,-4.40907,
376,18.8,-3.13333,-4.41813,
377,18.85,-3.14173,-4.41995,
378,18.9,-3.15026,-4.43076,
379,18.95,-3.15813,-4.43295,
380,19.0,-3.16639,-4.44109,
381,19.05,-3.17479,-4.44633,
382,19.1,-3.18306,-4.45254,
383,19.15,-3.19146,-4.45798,
384,19.2,-3.19986,-4.46515,
385,19.25,-3.20813,-4.47022,
386,19.3,-3.21653,-4.47592,
387,19.35,-3.22493,-4.48113,
388,19.4,-3.23319,-4.48727,
389,19.45,-3.24159,-4.4925,
390,19.5,-3.25013,-4.49903,
391,19.55,-3.25813,-4.50517,
392,19.6,-3.26666,-4.5096,
393,19.65,-3.27519,-4.51696,
394,19.7,-3.28319,-4.52261,
395,19.75,-3.29159,-4.52856,
396,19.8,-3.30013,-4.53417,
397,19.85,-3.30813,-4.54045,
398,19.9,-3.31639,-4.54521,
399,19.95,-3.32493,-4.5514,
400,20.0,-3.33319,-4.5591,
401,20.05,-3.34133,-4.56273,
402,20.1,-3.34986,-4.57037,
403,20.15,-3.35826,-4.57541,
404,20.2,-3.36653,-4.58266,
405,20.25,-3.37493,-4.58715,
406,20.3,-3.38346,-4.59475,
407,20.35,-3.39173,-4.5991,
408,20.4,-3.39999,-4.60652,
409,20.45,-3.40826,-4.61003,
410,20.5,-3.41679,-4.6173,
411,20.55,-3.42506,-4.62256,
412,20.6,-3.43332,-4.63002,
413,20.65,-3.44172,-4.63168,
414,20.7,-3.45012,-4.64292,
415,20.75,-3.45826,-4.64348,
416,20.8,-3.46652,-4.65161,
417,20.85,-3.47506,-4.65391,
418,20.9,-3.48332,-4.6641,
419,20.95,-3.49146,-4.66407,
420,21.0,-3.49999,-4.67429,
421,21.05,-3.50852,-4.67746,
422,21.1,-3.51666,-4.68497,
423,21.15,-3.52506,-4.68647,
424,21.2,-3.53359,-4.69632,
425,21.25,-3.54172,-4.69795,
426,21.3,-3.54999,-4.70561,
427,21.35,-3.55852,-4.70915,
428,21.4,-3.56679,-4.71528,
429,21.45,-3.57492,-4.71965,
430,21.5,-3.58319,-4.72477,
431,21.55,-3.59159,-4.72917,
432,21.6,-3.59986,-4.73393,
433,21.65,-3.60812,-4.73971,
434,21.7,-3.61639,-4.74384,
435,21.75,-3.62506,-4.74969,
436,21.8,-3.63332,-4.75645,
437,21.85,-3.64146,-4.76168,
438,21.9,-3.64999,-4.76511,
439,21.95,-3.65852,-4.77338,
440,22.0,-3.66652,-4.77438,
441,22.05,-3.67492,-4.78171,
442,22.1,-3.68359,-4.7846,
443,22.15,-3.69159,-4.79247,
444,22.2,-3.69986,-4.79284,
445,22.25,-3.70826,-4.79993,
446,22.3,-3.71652,-4.80248,
447,22.35,-3.72479,-4.80767,
448,22.4,-3.73319,-4.81016,
449,22.45,-3.74146,-4.81684,
450,22.5,-3.74972,-4.81859,
451,22.55,-3.75812,-4.8246,
452,22.6,-3.76639,-4.82833,
453,22.65,-3.77492,-4.83387,
454,22.7,-3.78346,-4.8378,
455,22.75,-3.79159,-4.84277,
456,22.8,-3.80012,-4.84588,
457,22.85,-3.80839,-4.85229,
458,22.9,-3.81652,-4.85491,
459,22.95,-3.82479,-4.85842,
460,23.0,-3.83346,-4.86327,
461,23.05,-3.84146,-4.86846,
462,23.1,-3.84986,-4.87136,
463,23.15,-3.85839,-4.87627,
464,23.2,-3.86666,-4.88215,
465,23.25,-3.87479,-4.88343,
466,23.3,-3.88332,-4.88819,
467,23.35,-3.89172,-4.89167,
468,23.4,-3.89999,-4.89746,
469,23.45,-3.90826,-4.89909,
470,23.5,-3.91679,-4.90487,
471,23.55,-3.92492,-4.9066,
472,23.6,-3.93332,-4.91155,
473,23.65,-3.94172,-4.91406,
474,23.7,-3.95012,-4.91706,
475,23.75,-3.95852,-4.91921,
476,23.8,-3.96666,-4.92285,
477,23.85,-3.97492,-4.92252,
478,23.9,-3.98346,-4.92506,
479,23.95,-3.99159,-4.92746,
480,24.0,-3.99986,-4.92799,
481,24.05,-4.00839,-4.93083,
482,24.1,-4.01652,-4.93206,
483,24.15,-4.02466,-4.93606,
484,24.2,-4.03332,-4.93585,
485,24.25,-4.04186,-4.94158,
486,24.3,-4.04999,-4.9417,
487,24.35,-4.05839,-4.94453,
488,24.4,-4.06692,-4.94569,
489,24.45,-4.07506,-4.94805,
490,24.5,-4.08332,-4.94884,
491,24.55,-4.09186,-4.95136,
492,24.6,-4.10012,-4.95189,
493,24.65,-4.10826,-4.9541,
494,24.7,-4.11666,-4.95573,
495,24.75,-4.12492,-4.95647,
496,24.8,-4.13332,-4.95854,
497,24.85,-4.14159,-4.9591,
498,24.9,-4.14972,-4.95979,
499,24.95,-4.15826,-4.961,
500,25.0,-4.16666,-4.96285,
501,25.05,-4.17479,-4.96343,
502,25.1,-4.18332,-4.96669,
503,25.15,-4.19172,-4.96742,
504,25.2,-4.19972,-4.96802,
505,25.25,-4.20812,-4.96768,
506,25.3,-4.21692,-4.97231,
507,25.35,-4.22492,-4.97204,
508,25.4,-4.23319,-4.97315,
509,25.45,-4.24172,-4.97506,
510,25.5,-4.24986,-4.97638,
511,25.55,-4.25812,-4.97698,
512,25.6,-4.26652,-4.97838,
513,25.65,-4.27479,-4.98099,
514,25.7,-4.28306,-4.98147,
515,25.75,-4.29146,-4.98389,
516,25.8,-4.29972,-4.98572,
517,25.85,-4.30826,-4.98431,
518,25.9,-4.31679,-4.99263,
519,25.95,-4.32492,-4.98821,
520,26.0,-4.33332,-4.99408,
521,26.05,-4.34172,-4.99337,
522,26.1,-4.34986,-4.99889,
523,26.15,-4.35826,-4.99619,
524,26.2,-4.36679,-5.0025,
525,26.25,-4.37492,-5.00194,
526,26.3,-4.38319,-5.00499,
527,26.35,-4.39172,-5.00457,
528,26.4,-4.39986,-5.00996,
529,26.45,-4.40799,-5.0076,
530,26.5,-4.41652,-5.01226,
531,26.55,-4.42492,-5.01303,
532,26.6,-4.43306,-5.01674,
533,26.65,-4.44159,-5.01642,
534,26.7,-4.44999,-5.02073,
535,26.75,-4.45839,-5.02177,
536,26.8,-4.46679,-5.02412,
537,26.85,-4.47506,-5.02605,
538,26.9,-4.48346,-5.02597,
539,26.95,-4.49172,-5.02859,
540,27.0,-4.49986,-5.02901,
541,27.05,-4.50839,-5.02982,
542,27.1,-4.51692,-5.03218,
543,27.15,-4.52506,-5.03385,
544,27.2,-4.53319,-5.03245,
545,27.25,-4.54172,-5.03482,
546,27.3,-4.55012,-5.03527,
547,27.35,-4.55826,-5.03659,
548,27.4,-4.56666,-5.0362,
549,27.45,-4.57519,-5.0398,
550,27.5,-4.58332,-5.03907,
551,27.55,-4.59172,-5.04011,
552,27.6,-4.60026,-5.04196,
553,27.65,-4.60852,-5.04356,
554,27.7,-4.61679,-5.04288,
555,27.75,-4.62519,-5.04569,
556,27.8,-4.63332,-5.04425,
557,27.85,-4.64159,-5.05,
558,27.9,-4.64986,-5.04023,
559,27.95,-4.65826,-5.05418,
560,28.0,-4.66666,-5.04228,
561,28.05,-4.67479,-5.0537,
562,28.1,-4.68306,-5.0438,
563,28.15,-4.69172,-5.05744,
564,28.2,-4.69999,-5.04709,
565,28.25,-4.70826,-5.0587,
566,28.3,-4.71679,-5.04937,
567,28.35,-4.72532,-5.06116,
568,28.4,-4.73319,-5.05321,
569,28.45,-4.74159,-5.06121,
570,28.5,-4.75026,-5.05652,
571,28.55,-4.75826,-5.0651,
572,28.6,-4.76652,-5.06076,
573,28.65,-4.77492,-5.06682,
574,28.7,-4.78319,-5.06581,
575,28.75,-4.79145,-5.06941,
576,28.8,-4.79985,-5.07061,
577,28.85,-4.80812,-5.07169,
578,28.9,-4.81639,-5.07473,
579,28.95,-4.82479,-5.07647,
580,29.0,-4.83319,-5.08123,
581,29.05,-4.84172,-5.08113,
582,29.1,-4.85012,-5.08759,
583,29.15,-4.85825,-5.08323,
584,29.2,-4.86679,-5.09465,
585,29.25,-4.87506,-5.08562,
586,29.3,-4.88319,-5.09829,
587,29.35,-4.89159,-5.0918,
588,29.4,-4.90012,-5.09984,
589,29.45,-4.90812,-5.09848,
590,29.5,-4.91639,-5.10355,
591,29.55,-4.92492,-5.10235,
592,29.6,-4.93319,-5.11118,
593,29.65,-4.94132,-5.10713,
594,29.7,-4.94985,-5.11358,
595,29.75,-4.95825,-5.11532,
596,29.8,-4.96652,-5.11845,
597,29.85,-4.97492,-5.12021,
598,29.9,-4.98332,-5.12349,
599,29.95,-4.99172,-5.12908,
600,30.0,-5.00012,-5.12526,
601,30.05,-5.00839,-5.13494,
602,30.1,-5.01679,-5.12935,
603,30.15,-5.02505,-5.13677,
604,30.2,-5.03332,-5.13172,
605,30.25,-5.04172,-5.14342,
606,30.3,-5.05012,-5.13631,
607,30.35,-5.05825,-5.14838,
608,30.4,-5.06652,-5.1402,
609,30.45,-5.07505,-5.15238,
610,30.5,-5.08332,-5.14828,
611,30.55,-5.09145,-5.15773,
612,30.6,-5.09999,-5.15565,
613,30.65,-5.10839,-5.16508,
614,30.7,-5.11665,-5.16332,
615,30.75,-5.12505,-5.1729,
616,30.8,-5.13359,-5.16743,
617,30.85,-5.14159,-5.18089,
618,30.9,-5.14999,-5.17558,
619,30.95,-5.15839,-5.18794,
620,31.0,-5.16665,-5.18253,
621,31.05,-5.17492,-5.19317,
622,31.1,-5.18332,-5.1909,
623,31.15,-5.19172,-5.19802,
624,31.2,-5.19999,-5.19738,
625,31.25,-5.20825,-5.20509,
626,31.3,-5.21652,-5.2028,
627,31.35,-5.22505,-5.21147,
628,31.4,-5.23332,-5.21109,
629,31.45,-5.24159,-5.21622,
630,31.5,-5.25012,-5.21867,
631,31.55,-5.25852,-5.22422,
632,31.6,-5.26652,-5.22559,
633,31.65,-5.27505,-5.22983,
634,31.7,-5.28359,-5.23508,
635,31.75,-5.29159,-5.23721,
636,31.8,-5.29985,-5.24215,
637,31.85,-5.30825,-5.24404,
638,31.9,-5.31639,-5.24934,
639,31.95,-5.32465,-5.25167,
640,32.0,-5.33319,-5.25623,
641,32.05,-5.34145,-5.26034,
642,32.1,-5.34972,-5.26427,
643,32.15,-5.35812,-5.26839,
644,32.2,-5.36652,-5.27303,
645,32.25,-5.37505,-5.27726,
646,32.3,-5.38345,-5.28257,
647,32.35,-5.39159,-5.28637,
648,32.4,-5.40012,-5.28925,
649,32.45,-5.40852,-5.29569,
650,32.5,-5.41652,-5.29825,
651,32.55,-5.42479,-5.30173,
652,32.6,-5.43345,-5.30639,
653,32.65,-5.44145,-5.31255,
654,32.7,-5.44972,-5.31268,
655,32.75,-5.45839,-5.32017,
656,32.8,-5.46652,-5.32238,
657,32.85,-5.47465,-5.32749,
658,32.9,-5.48319,-5.3306,
659,32.95,-5.49159,-5.33675,
660,33.0,-5.49999,-5.34,
661,33.05,-5.50839,-5.34503,
662,33.1,-5.51679,-5.34954,
663,33.15,-5.52505,-5.35334,
664,33.2,-5.53332,-5.35638,
665,33.25,-5.54172,-5.36024,
666,33.3,-5.55012,-5.36344,
667,33.35,-5.55839,-5.36149,
668,33.4,-5.56665,-5.35651,
669,33.45,-5.57505,-5.36121,
670,33.5,-5.58345,-5.36543,
671,33.55,-5.59159,-5.36915,
672,33.6,-5.59972,-5.37311,
673,33.65,-5.60839,-5.37732,
674,33.7,-5.61665,-5.38394,
675,33.75,-5.62492,-5.38477,
676,33.8,-5.63345,-5.39089,
677,33.85,-5.64172,-5.3942,
678,33.9,-5.64985,-5.39782,
679,33.95,-5.65839,-5.40252,
680,34.0,-5.66692,-5.40873,
681,34.05,-5.67505,-5.41036,
682,34.1,-5.68332,-5.41849,
683,34.15,-5.69185,-5.41965,
684,34.2,-5.69999,-5.42781,
685,34.25,-5.70825,-5.42802,
686,34.3,-5.71652,-5.43652,
687,34.35,-5.72505,-5.43743,
688,34.4,-5.73319,-5.44462,
689,34.45,-5.74145,-5.44678,
690,34.5,-5.74972,-5.4515,
691,34.55,-5.75839,-5.45594,
692,34.6,-5.76665,-5.46141,
693,34.65,-5.77479,-5.46485,
694,34.7,-5.78345,-5.46897,
695,34.75,-5.79185,-5.47325,
696,34.8,-5.79985,-5.47702,
697,34.85,-5.80825,-5.47966,
698,34.9,-5.81679,-5.48296,
699,34.95,-5.82479,-5.48936,
700,35.0,-5.83319,-5.49083,
701,35.05,-5.84172,-5.49815,
702,35.1,-5.84999,-5.5004,
703,35.15,-5.85825,-5.50541,
704,35.2,-5.86665,-5.50607,
705,35.25,-5.87492,-5.51352,
706,35.3,-5.88319,-5.51227,
707,35.35,-5.89145,-5.52153,
708,35.4,-5.89985,-5.52051,
709,35.45,-5.90839,-5.52777,
710,35.5,-5.91665,-5.52892,
711,35.55,-5.92492,-5.53534,
712,35.6,-5.93332,-5.53577,
713,35.65,-5.94172,-5.5423,
714,35.7,-5.94985,-5.54459,
715,35.75,-5.95812,-5.54803,
716,35.8,-5.96679,-5.55259,
717,35.85,-5.97492,-5.55797,
718,35.9,-5.98319,-5.55757,
719,35.95,-5.99172,-5.56488,
720,36.0,-5.99985,-5.56802,
721,36.05,-6.00812,-5.57192,
722,36.1,-6.01652,-5.5749,
723,36.15,-6.02492,-5.57982,
724,36.2,-6.03305,-5.58693,
725,36.25,-6.04145,-5.57815,
726,36.3,-6.05012,-5.59997,
727,36.35,-6.05825,-5.58807,
728,36.4,-6.06665,-5.60426,
729,36.45,-6.07505,-5.59708,
730,36.5,-6.08345,-5.60845,
731,36.55,-6.09172,-5.60502,
732,36.6,-6.09998,-5.61551,
733,36.65,-6.10825,-5.60848,
