Time,Extension,Load
(sec),(mm),(N)
0.00000,0.00027,0.00003
0.05000,-0.00067,-0.00004
0.10000,-0.00773,-0.00003
0.15000,-0.01813,-0.00004
0.20000,-0.02813,-0.00005
0.25000,-0.03813,-0.00004
0.30000,-0.04720,-0.00005
0.35000,-0.05613,-0.00003
0.40000,-0.06507,-0.00003
0.45000,-0.07373,-0.00003
0.50000,-0.08213,-0.00004
0.55000,-0.09067,-0.00004
0.60000,-0.09920,-0.00004
0.65000,-0.10760,-0.00004
0.70000,-0.11600,-0.00005
0.75000,-0.12440,-0.00004
0.80000,-0.13293,-0.00003
0.85000,-0.14133,-0.00002
0.90000,-0.14947,-0.00004
0.95000,-0.15813,-0.00002
1.00000,-0.16653,0.00001
1.05000,-0.17467,-0.00002
1.10000,-0.18307,-0.00003
1.15000,-0.19160,-0.00003
1.20000,-0.19960,-0.00002
1.25000,-0.20787,-0.00002
1.30000,-0.21640,-0.00002
1.35000,-0.22467,0.00001
1.40000,-0.23280,-0.00004
1.45000,-0.24133,-0.00003
1.50000,-0.24973,-0.00003
1.55000,-0.25800,-0.00003
1.60000,-0.26627,-0.00001
1.65000,-0.27493,-0.00001
1.70000,-0.28320,-0.00003
1.75000,-0.29147,-0.00002
1.80000,-0.29987,-0.00001
1.85000,-0.30827,-0.00002
1.90000,-0.31653,-0.00003
1.95000,-0.32480,-0.00002
2.00000,-0.33333,-0.00002
2.05000,-0.34160,-0.00004
2.10000,-0.34973,-0.00002
2.15000,-0.35800,-0.00002
2.20000,-0.36653,-0.00002
2.25000,-0.37467,-0.00003
2.30000,-0.38293,-0.00004
2.35000,-0.39160,-0.00002
2.40000,-0.40013,-0.00001
2.45000,-0.40813,-0.00001
2.50000,-0.41653,0.00000
2.55000,-0.42507,-0.00005
2.60000,-0.43320,-0.00003
2.65000,-0.44160,0.00001
2.70000,-0.45000,-0.00001
2.75000,-0.45827,0.00000
2.80000,-0.46640,0.00001
2.85000,-0.47480,0.00001
2.90000,-0.48320,-0.00001
2.95000,-0.49147,0.00002
3.00000,-0.49960,0.00001
3.05000,-0.50787,-0.00003
3.10000,-0.51640,-0.00001
3.15000,-0.52467,-0.00002
3.20000,-0.53293,-0.00002
3.25000,-0.54147,-0.00001
3.30000,-0.54987,0.00001
3.35000,-0.55800,0.00000
3.40000,-0.56653,0.00000
3.45000,-0.57507,0.00000
3.50000,-0.58307,-0.00001
3.55000,-0.59147,0.00000
3.60000,-0.59987,0.00000
3.65000,-0.60800,0.00001
3.70000,-0.61627,-0.00001
3.75000,-0.62467,0.00000
3.80000,-0.63293,0.00001
3.85000,-0.64120,0.00000
3.90000,-0.64960,-0.00002
3.95000,-0.65800,0.00004
4.00000,-0.66640,0.00003
4.05000,-0.67467,0.00001
4.10000,-0.68280,0.00003
4.15000,-0.69146,0.00002
4.20000,-0.69986,0.00001
4.25000,-0.70800,0.00000
4.30000,-0.71640,0.00005
4.35000,-0.72493,0.00004
4.40000,-0.73306,0.00003
4.45000,-0.74133,0.00003
4.50000,-0.74986,0.00001
4.55000,-0.75786,0.00002
4.60000,-0.76613,0.00004
4.65000,-0.77466,0.00004
4.70000,-0.78306,0.00004
4.75000,-0.79133,0.00004
4.80000,-0.79973,0.00003
4.85000,-0.80813,0.00005
4.90000,-0.81640,0.00004
4.95000,-0.82466,0.00006
5.00000,-0.83320,0.00003
5.05000,-0.84160,0.00003
5.10000,-0.84986,0.00005
5.15000,-0.85813,0.00007
5.20000,-0.86653,0.00006
5.25000,-0.87480,0.00006
5.30000,-0.88306,0.00005
5.35000,-0.89146,0.00005
5.40000,-0.89973,0.00007
5.45000,-0.90800,0.00008
5.50000,-0.91640,0.00007
5.55000,-0.92493,0.00006
5.60000,-0.93320,0.00007
5.65000,-0.94146,0.00007
5.70000,-0.94986,0.00008
5.75000,-0.95840,0.00008
5.80000,-0.96640,0.00008
5.85000,-0.97480,0.00008
5.90000,-0.98333,0.00008
5.95000,-0.99160,0.00007
6.00000,-0.99986,0.00008
6.05000,-1.00826,0.00007
6.10000,-1.01653,0.00008
6.15000,-1.02480,0.00008
6.20000,-1.03306,0.00008
6.25000,-1.04133,0.00009
6.30000,-1.04973,0.00009
6.35000,-1.05800,0.00010
6.40000,-1.06626,0.00008
6.45000,-1.07493,0.00008
6.50000,-1.08333,0.00007
6.55000,-1.09133,0.00008
6.60000,-1.09986,0.00007
6.65000,-1.10840,0.00010
6.70000,-1.11640,0.00006
6.75000,-1.12466,0.00008
6.80000,-1.13320,0.00006
6.85000,-1.14133,0.00011
6.90000,-1.14946,0.00007
6.95000,-1.15800,0.00008
7.00000,-1.16626,0.00008
7.05000,-1.17453,0.00008
7.10000,-1.18280,0.00007
7.15000,-1.19120,0.00009
7.20000,-1.19973,0.00008
7.25000,-1.20813,0.00010
7.30000,-1.21626,0.00010
7.35000,-1.22493,0.00011
7.40000,-1.23320,0.00010
7.45000,-1.24133,0.00012
7.50000,-1.24973,0.00009
7.55000,-1.25840,0.00008
7.60000,-1.26640,0.00008
7.65000,-1.27453,0.00011
7.70000,-1.28320,0.00009
7.75000,-1.29120,0.00012
7.80000,-1.29946,0.00010
7.85000,-1.30800,0.00012
7.90000,-1.31640,0.00011
7.95000,-1.32466,0.00012
8.00000,-1.33306,0.00011
8.05000,-1.34160,0.00010
8.10000,-1.34986,0.00011
8.15000,-1.35826,0.00012
8.20000,-1.36653,0.00010
8.25000,-1.37493,0.00012
8.30000,-1.38320,0.00010
8.35000,-1.39146,0.00013
8.40000,-1.39986,0.00011
8.45000,-1.40826,0.00012
8.50000,-1.41640,0.00010
8.55000,-1.42466,0.00011
8.60000,-1.43320,0.00010
