Time sec,Extension mm,Load kgf,Compressive stress MPa,Cycle Count ,Total Cycle Count ,Repetitions Count ,Marked Data ,PIP Count ,Compressive extension mm,Compressive strain %,Compressive load kgf,Displacement (Strain 1) mm,True strain %,Corrected Position mm,True stress Pa
0,0,-0.01027031,0.0002616129,0,0,0,0,0,0,0,0.01027031,0,0,0,261.6129
0.05,-0.001199997,-0.01029666,0.0002622842,0,0,0,0,0,0.001199997,0.005210582,0.01029666,0,0.005210718,-0.001199997,262.2705
0.1,-0.005066654,-0.01040899,0.0002651454,0,0,0,0,0,0.005066655,0.02200024,0.01040899,0,0.02200266,-0.005066654,265.0871
0.15,-0.01386663,-0.01097911,0.000279668,0,0,0,0,0,0.01386663,0.06021117,0.01097911,0,0.06022931,-0.01386663,279.4996
0.2,-0.02439994,-0.01165981,0.0002970072,0,0,0,0,0,0.02439994,0.1059485,0.01165981,0,0.1060047,-0.02439994,296.6926
0.25,-0.03479992,-0.01233,0.0003140788,0,0,0,0,0,0.03479991,0.1511069,0.01233,0,0.1512212,-0.03479992,313.6042
0.3,-0.04493323,-0.01321574,0.000336641,0,0,0,0,0,0.04493323,0.1951074,0.01321574,0,0.1952979,-0.04493323,335.9842
0.35,-0.05426653,-0.01372773,0.0003496828,0,0,0,0,0,0.05426653,0.2356341,0.01372773,0,0.2359122,-0.05426653,348.8588
0.4,-0.06399985,-0.01443951,0.0003678137,0,0,0,0,0,0.06399985,0.2778977,0.01443951,0,0.2782846,-0.06399985,366.7916
0.45,-0.07306649,-0.0148263,0.0003776665,0,0,0,0,0,0.07306649,0.3172666,0.0148263,0,0.3177709,-0.07306649,376.4683
0.5,-0.08173313,-0.01562309,0.0003979628,0,0,0,0,0,0.08173313,0.3548985,0.01562309,0,0.3555298,-0.08173313,396.5505
0.55,-0.09066644,-0.01601549,0.0004079583,0,0,0,0,0,0.09066644,0.3936884,0.01601549,0,0.3944654,-0.09066644,406.3522
0.6,-0.09946642,-0.01647101,0.0004195616,0,0,0,0,0,0.09946642,0.4318994,0.01647101,0,0.4328347,-0.09946642,417.7496
0.6500001,-0.1078664,-0.01693747,0.0004314438,0,0,0,0,0,0.1078664,0.4683734,0.01693747,0,0.4694738,-0.1078664,429.423
0.7000001,-0.1163997,-0.01741243,0.0004435422,0,0,0,0,0,0.1163997,0.5054265,0.01741243,0,0.5067081,-0.1163997,441.3004
0.7500001,-0.124933,-0.0178177,0.0004538654,0,0,0,0,0,0.124933,0.5424795,0.0178177,0,0.5439563,-0.124933,451.4033
0.8,-0.1331997,-0.0182867,0.0004658122,0,0,0,0,0,0.1331997,0.5783746,0.0182867,0,0.5800537,-0.1331997,463.1181
0.85,-0.1415997,-0.01885236,0.0004802211,0,0,0,0,0,0.1415997,0.6148487,0.01885236,0,0.6167467,-0.1415997,477.2684
0.9000001,-0.1498663,-0.01925036,0.0004903592,0,0,0,0,0,0.1498663,0.6507438,0.01925036,0,0.6528704,-0.1498663,487.1682
0.9500001,-0.1583996,-0.01957446,0.0004986151,0,0,0,0,0,0.1583996,0.6877969,0.01957447,0,0.6901731,-0.1583996,495.1857
1,-0.1667996,-0.02019064,0.0005143108,0,0,0,0,0,0.1667996,0.7242709,0.02019064,0,0.7269065,-0.1667996,510.5858
1.05,-0.1749329,-0.02052184,0.0005227474,0,0,0,0,0,0.1749329,0.7595871,0.02052184,0,0.7624867,-0.1749329,518.7767
1.1,-0.1834662,-0.02103453,0.000535807,0,0,0,0,0,0.1834662,0.7966402,0.02103453,0,0.7998303,-0.1834662,531.5385
1.15,-0.1918662,-0.02145354,0.0005464804,0,0,0,0,0,0.1918662,0.8331142,0.02145354,0,0.836604,-0.1918662,541.9276
1.2,-0.2001328,-0.02203575,0.0005613107,0,0,0,0,0,0.2001328,0.8690093,0.02203575,0,0.8728072,-0.2001328,556.4329
1.25,-0.2083995,-0.0223595,0.0005695577,0,0,0,0,0,0.2083995,0.9049044,0.02235951,0,0.9090236,-0.2083995,564.4038
1.3,-0.2169328,-0.0228651,0.0005824367,0,0,0,0,0,0.2169328,0.9419575,0.0228651,0,0.946422,-0.2169328,576.9504
1.35,-0.2251994,-0.02354151,0.0005996667,0,0,0,0,0,0.2251994,0.9778526,0.02354151,0,0.9826649,-0.2251994,593.8028
1.4,-0.2333328,-0.02380582,0.0006063994,0,0,0,0,0,0.2333327,1.013169,0.02380582,0,1.018336,-0.2333328,600.2556
1.45,-0.2419994,-0.02444196,0.0006226036,0,0,0,0,0,0.2419994,1.050801,0.02444196,0,1.056361,-0.2419994,616.0612
1.5,-0.2503994,-0.02490755,0.0006344633,0,0,0,0,0,0.2503994,1.087275,0.02490755,0,1.093229,-0.2503994,627.565
1.55,-0.2585327,-0.02539459,0.0006468696,0,0,0,0,0,0.2585327,1.122591,0.02539459,0,1.12894,-0.2585327,639.6079
1.6,-0.2667994,-0.02596821,0.0006614813,0,0,0,0,0,0.2667994,1.158486,0.02596821,0,1.165249,-0.2667994,653.8182
