Time sec,Extension mm,Load kgf,Compressive stress MPa,Cycle Count ,Total Cycle Count ,Repetitions Count ,Marked Data ,PIP Count ,Compressive extension mm,Compressive strain %,Compressive load kgf,Displacement (Strain 1) mm,True strain %,Corrected Position mm,True stress Pa
0,0,-0.003084175,6.510926E-005,0,0,0,0,0,0,0,0.003084176,0,0,0,65.10926
0.05,-0.000666665,-0.003198841,6.752994E-005,0,0,0,0,0,0.000666665,0.00320512,0.003198841,0,0.003205172,-0.000666665,67.52778
0.1,-0.007466648,-0.003535935,7.464623E-005,0,0,0,0,0,0.007466648,0.03589735,0.003535935,0,0.03590379,-0.007466648,74.61944
0.15,-0.01826662,-0.003825827,8.076607E-005,0,0,0,0,0,0.01826662,0.0878203,0.003825827,0,0.08785889,-0.01826662,80.69514
0.2,-0.0286666,-0.004623235,0.0000976,0,0,0,0,0,0.02866659,0.1378202,0.004623235,0,0.1379152,-0.0286666,97.46544
0.25,-0.03839991,-0.004928585,0.0001040461,0,0,0,0,0,0.0383999,0.1846149,0.004928585,0,0.1847856,-0.03839991,103.854
0.3,-0.04759988,-0.005532682,0.0001167991,0,0,0,0,0,0.04759988,0.2288456,0.005532682,0,0.2291078,-0.04759988,116.5318
0.35,-0.05653319,-0.005827376,0.0001230203,0,0,0,0,0,0.0565332,0.2717942,0.005827376,0,0.2721642,-0.05653319,122.6859
0.4,-0.06519984,-0.006259099,0.0001321343,0,0,0,0,0,0.06519984,0.3134608,0.0062591,0,0.3139531,-0.06519984,131.7201
0.45,-0.07386649,-0.006747405,0.0001424428,0,0,0,0,0,0.07386649,0.3551274,0.006747405,0,0.3557594,-0.07386649,141.9369
0.5,-0.08266647,-0.007190384,0.0001517944,0,0,0,0,0,0.08266647,0.3974349,0.007190384,0,0.3982268,-0.08266647,151.1911
0.55,-0.09106645,-0.007537234,0.0001591167,0,0,0,0,0,0.09106644,0.4378195,0.007537234,0,0.4387807,-0.09106645,158.42
0.6,-0.09946642,-0.008132701,0.0001716874,0,0,0,0,0,0.09946642,0.478204,0.008132701,0,0.479351,-0.09946642,170.8664
0.6500001,-0.1081331,-0.008258398,0.000174341,0,0,0,0,0,0.1081331,0.5198705,0.008258398,0,0.5212266,-0.1081331,173.4346
0.7000001,-0.116533,-0.009012056,0.0001902513,0,0,0,0,0,0.1165331,0.5602551,0.009012056,0,0.5618304,-0.116533,189.1854
