Time sec,Extension mm,Load kgf,Compressive stress MPa,Cycle Count ,Total Cycle Count ,Repetitions Count ,Marked Data ,PIP Count ,Compressive extension mm,Compressive strain %,Compressive load kgf,Displacement (Strain 1) mm,True strain %,Corrected Position mm,True stress Pa
0,0.000133333,-0.008662446,0.0002704029,0,0,0,0,0,0,0,0.008662445,0,0,0.000133333,270.4029
0.05,-0.001733329,-0.008468684,0.0002643545,0,0,0,0,0,0.001866662,0.008087791,0.008468685,0,0.008088118,-0.001733329,264.3332
0.1,-0.009999976,-0.008976126,0.0002801946,0,0,0,0,0,0.01013331,0.04390515,0.008976126,0,0.0439148,-0.009999976,280.0716
0.15,-0.01999995,-0.009582325,0.0002991174,0,0,0,0,0,0.02013329,0.0872326,0.009582325,0,0.08727068,-0.01999995,298.8565
0.2,-0.02973326,-0.01041658,0.0003251591,0,0,0,0,0,0.02986659,0.1294046,0.01041658,0,0.1294884,-0.02973326,324.7383
0.25,-0.03906657,-0.01078399,0.000336628,0,0,0,0,0,0.0391999,0.1698436,0.01078399,0,0.169988,-0.03906657,336.0563
0.3,-0.04786655,-0.0113682,0.0003548645,0,0,0,0,0,0.04799988,0.2079718,0.0113682,0,0.2081883,-0.04786655,354.1265
0.35,-0.05679986,-0.01183392,0.0003694021,0,0,0,0,0,0.0569332,0.2466776,0.01183392,0,0.2469824,-0.05679986,368.4909
0.4,-0.06559984,-0.01234834,0.00038546,0,0,0,0,0,0.06573318,0.2848058,0.01234834,0,0.2852121,-0.06559984,384.3622
0.45,-0.07386649,-0.01277683,0.0003988357,0,0,0,0,0,0.07399983,0.3206232,0.01277683,0,0.3211383,-0.07386649,397.557
0.5,-0.0823998,-0.01313817,0.0004101149,0,0,0,0,0,0.08253313,0.3575959,0.01313817,0,0.3582368,-0.0823998,408.6484
0.55,-0.09119978,-0.01340097,0.0004183184,0,0,0,0,0,0.09133311,0.3957241,0.01340097,0,0.3965091,-0.09119978,416.663
0.6,-0.09946642,-0.0139421,0.0004352102,0,0,0,0,0,0.09959976,0.4315414,0.0139421,0,0.4324753,-0.09946642,433.3321
0.6500001,-0.1075997,-0.01425158,0.0004448708,0,0,0,0,0,0.1077331,0.466781,0.01425158,0,0.4678739,-0.1075997,442.7942
0.7000001,-0.1161331,-0.01463062,0.0004567028,0,0,0,0,0,0.1162664,0.5037538,0.01463062,0,0.5050269,-0.1161331,454.4021
0.7500001,-0.1246664,-0.01499008,0.0004679234,0,0,0,0,0,0.1247997,0.5407265,0.01499008,0,0.5421938,-0.1246664,465.3932
0.8,-0.132933,-0.01536897,0.0004797507,0,0,0,0,0,0.1330663,0.5765439,0.01536897,0,0.5782123,-0.132933,476.9848
0.85,-0.141333,-0.01576565,0.0004921333,0,0,0,0,0,0.1414663,0.612939,0.01576565,0,0.6148252,-0.141333,489.1168
0.9000001,-0.1498663,-0.01615355,0.0005042417,0,0,0,0,0,0.1499996,0.6499118,0.01615355,0,0.6520329,-0.1498663,500.9646
0.9500001,-0.158133,-0.01653492,0.0005161464,0,0,0,0,0,0.1582663,0.6857291,0.01653492,0,0.688091,-0.158133,512.607
1,-0.1665329,-0.01700109,0.000530698,0,0,0,0,0,0.1666663,0.7221242,0.01700109,0,0.7247442,-0.1665329,526.8658
1.05,-0.1747996,-0.01733871,0.000541237,0,0,0,0,0,0.1749329,0.7579415,0.01733871,0,0.7608285,-0.1747996,537.1347
1.1,-0.1831995,-0.0178923,0.0005585177,0,0,0,0,0,0.1833329,0.7943366,0.0178923,0,0.7975082,-0.1831995,554.0812
1.15,-0.1914662,-0.01812523,0.0005657889,0,0,0,0,0,0.1915995,0.8301539,0.01812523,0,0.8336189,-0.1914662,561.0919
1.2,-0.1997329,-0.01859305,0.0005803921,0,0,0,0,0,0.1998662,0.8659713,0.01859305,0,0.8697426,-0.1997329,575.366
1.25,-0.2079995,-0.0188106,0.000587183,0,0,0,0,0,0.2081328,0.9017887,0.0188106,0,0.9058794,-0.2079995,581.8879
1.3,-0.2163995,-0.01938708,0.0006051782,0,0,0,0,0,0.2165328,0.9381837,0.01938708,0,0.9426124,-0.2163995,599.5005
1.35,-0.2245328,-0.01961116,0.0006121729,0,0,0,0,0,0.2246661,0.9734234,0.01961116,0,0.9781921,-0.2245328,606.2139
1.4,-0.2327994,-0.01995448,0.0006228899,0,0,0,0,0,0.2329328,1.009241,0.01995448,0,1.014368,-0.2327994,616.6034
1.45,-0.2414661,-0.02036339,0.0006356543,0,0,0,0,0,0.2415994,1.046791,0.02036339,0,1.052309,-0.2414661,629.0003
1.5,-0.2497327,-0.02078041,0.0006486715,0,0,0,0,0,0.2498661,1.082609,0.02078041,0,1.088511,-0.2497327,641.649
1.55,-0.2579994,-0.02095338,0.000654071,0,0,0,0,0,0.2581327,1.118426,0.02095338,0,1.124727,-0.2579994,646.7557
1.6,-0.2665327,-0.02161368,0.0006746828,0,0,0,0,0,0.266666,1.155399,0.02161369,0,1.162125,-0.2665327,666.8875
1.65,-0.275066,-0.02166209,0.0006761937,0,0,0,0,0,0.2751993,1.192371,0.02166209,0,1.199537,-0.275066,668.131
1.7,-0.2831993,-0.0222896,0.0006957818,0,0,0,0,0,0.2833326,1.227611,0.0222896,0,1.235208,-0.2831993,687.2403
1.75,-0.2915993,-0.02236974,0.0006982835,0,0,0,0,0,0.2917326,1.264006,0.02236974,0,1.272063,-0.2915993,689.4572
