Time	Sample     	Program Temperature	Frequency     	Raw Dynamic	Raw Static	In-Phase     	Out-Of-Phase	Zero Displacement	Min Displacement	Max Displacement	Spring     	C*     	Measured     	Corrected     	Corrected     	Stiffness*	Total     	Stiffness     	Inertia     	Sample     	Ratio of     	Total     	Sample     	Total Applied	Static Force	Static     	Static Displacement	Static Displacement Corrected	Static Stress	Static     	Static Strain	Static     	Dynamic Force	Displacement	Dynamic     	Dynamic     	Storage Modulus	Loss Modulus	Tan Delta	Loss Viscosity	Storage     	Complex     	Shear Storage	Shear Loss	Complex     	Shear Complex 
          	Temperature		          	Force     	Force     	Angle     	Angle     	               	               	               	Stiffness     	          	Tan Delta     	Total Tan Delta	Total Delta	          	Stiffness'	Less Spring	          	Stiffness'	Sample to Total	Stiffness''	Stiffness''	Static Force	          	Force Corrected	Displacement	Displacement Co	          	Stress Correcte	          	Strain Correcte	          	Amplitude     	Stress     	Strain     		          	          	               	Viscosity     	Viscosity     	Modulus     	Modulus     	Modulus     	Modulus      
110.065376	109.6375	93.50807	1.000001	248	2233	600610.75	109253.25	42813786.75	40710.625	42619.25	0.000044	610466.662195	0.181904	0.168778	0.167203	21294.263833	21067.397789	18743.232424	1.863819	18745.096243	0.889689	3568.292121	3566.914999	0.969764	1.157506	0.17844	0.080778	0.060749	313925.47664	48394.331481	0.013856	0.01042	0.575192	0.029846	155997.00999	0.005119	29638726.159089	5639811.901547	0.190285	897603.231191	4717146.038412	4801786.991148	10977305.984848	2088819.222795	30170541.370985	11174274.581846
110.194596	109.9375	93.76651	1.000001	248	2233	600680.5	108898.5	42812070	40707.875	42620	0.000044	610471.904663	0.181292	0.168169	0.16661	21294.080967	21069.340092	18745.156169	1.863819	18747.019987	0.889699	3555.743528	3554.366395	0.969764	1.157634	0.178567	0.080833	0.060695	313960.111715	48428.966556	0.013865	0.010411	0.575198	0.029849	155998.638448	0.00512	29641767.879378	5619970.731884	0.189596	894445.413464	4717630.142848	4801673.329411	10978432.547918	2081470.641439	30169827.212667	11174010.078765
110.327716	110.225	94.032751	1.000001	248	2233	600834.625	108975.625	42810072.375	40703.25	42612.625	0.000044	610637.317434	0.181374	0.168251	0.16669	21288.31271	21063.329933	18739.124406	1.863819	18740.988225	0.889666	3556.448614	3555.071469	0.969764	1.157782	0.178716	0.080896	0.060632	314000.41429	48469.269131	0.013876	0.0104	0.575177	0.029857	155992.940651	0.005121	29632230.784746	5621085.556387	0.189695	894622.843153	4716112.268297	4800215.095043	10974900.290647	2081883.539403	30160664.848651	11170616.610612
110.456936	110.45	94.291191	1.000001	248	2233	600808	108744.75	42808466	40708.875	42614.75	0.000044	610569.957922	0.180998	0.167876	0.166325	21290.661287	21066.964621	18742.741713	1.863819	18744.605531	0.889684	3549.144052	3547.766896	0.969764	1.157902	0.178835	0.080947	0.060581	314032.824006	48501.678847	0.013885	0.010391	0.575189	0.029856	155996.133449	0.005121	29637950.273034	5609535.962647	0.189269	892784.669675	4717022.552409	4800767.253924	10977018.619642	2077605.912092	30164134.167966	11171901.543691
110.586937	110.7625	94.551191	1.000001	248	2233	600984.75	108777.75	42806586.75	40706.125	42614.125	0.000044	610749.759417	0.180999	0.167878	0.166327	21284.393429	21060.736108	18736.492859	1.863819	18738.356678	0.889651	3548.126364	3546.749196	0.969764	1.158042	0.178975	0.081006	0.060521	314070.739962	48539.594802	0.013895	0.010381	0.575167	0.029864	155990.244222	0.005123	29628069.92567	5607926.831465	0.189277	892528.568696	4715450.047533	4799174.553682	10973359.23173	2077009.93758	30154126.929285	11168195.158995
110.720317	111.0125	94.817952	1.000001	248	2233	601159.375	108752.875	42804541.625	40697.125	42609.625	0.000044	610917.164574	0.180905	0.167784	0.166236	21278.561022	21055.270564	18731.005167	1.863819	18732.868986	0.889621	3545.225512	3543.848331	0.969764	1.158194	0.179127	0.081071	0.060457	314112.003609	48580.85845	0.013906	0.01037	0.575148	0.029873	155985.037745	0.005124	29619393.085722	5603340.140887	0.189178	891798.574797	4714069.086658	4797681.945669	10970145.587304	2075311.163291	30144748.589116	11164721.699672
110.849537	111.275	95.076392	1.000001	248	2233	601079.625	108350.375	42803151.875	40698.75	42606	0.000044	610767.156413	0.18026	0.167142	0.165611	21283.787167	21062.687363	18738.406909	1.863819	18740.270728	0.889659	3532.889776	3531.512586	0.969764	1.158297	0.179231	0.081115	0.060413	314140.044608	48608.899448	0.013913	0.010362	0.575173	0.029869	155991.726831	0.005123	29631096.317359	5583835.53276	0.188445	888694.322459	4715931.712348	4798936.289877	10974480.11754	2068087.234355	30152629.872459	11167640.693503
110.977457	111.5	95.332232	1.000001	248	2233	601325.625	108454.125	42801340.125	40700.875	42609.5	0.000044	611027.66264	0.180358	0.16724	0.165707	21274.713013	21053.337194	18729.037104	1.863819	18730.900923	0.889609	3533.394363	3532.017161	0.969764	1.158432	0.179366	0.081172	0.060355	314176.601013	48645.455853	0.013923	0.010353	0.57514	0.029881	155982.971702	0.005125	29616281.291689	5584633.339669	0.188566	888821.297272	4713573.829648	4796642.73696	10968993.070996	2068382.718396	30138219.043052	11162303.349278
111.106937	111.8	95.591193	1.000001	248	2233	601611.375	108254.875	42799751.375	40698.25	42610.125	0.000044	611273.559457	0.179942	0.166825	0.165303	21266.154841	21046.273929	18721.956612	1.863819	18723.820431	0.889571	3523.437603	3522.060391	0.969764	1.15855	0.179484	0.081222	0.060305	314208.658518	48677.513359	0.013932	0.010344	0.575116	0.029895	155976.332848	0.005128	29605086.003271	5568890.236891	0.188106	886315.70663	4711792.045569	4794427.996383	10964846.667878	2062551.939589	30124303.406579	11157149.409844
111.236417	112.075	95.850153	1.000001	248	2233	601466.125	108262.625	42798191.625	40699.875	42608	0.000044	611131.978786	0.179998	0.166881	0.165357	21271.081562	21050.972305	18726.638069	1.863819	18728.501888	0.889595	3525.412122	3524.034901	0.969764	1.158666	0.1796	0.081272	0.060256	314240.131467	48708.986308	0.01394	0.010335	0.575131	0.029888	155980.513065	0.005127	29612488.068773	5572012.223496	0.188164	886812.585837	4712970.119949	4795677.628233	10967588.17362	2063708.230925	30132155.081276	11160057.437509
111.365638	112.3125	96.108593	1.000001	248	2233	601679	108309	42796775	40699.125	42602.375	0.000044	611349.702316	0.180011	0.166894	0.16537	21263.506168	21043.404254	18719.054647	1.863819	18720.918465	0.889555	3524.421866	3523.044635	0.969764	1.158772	0.179705	0.081317	0.060211	314268.716928	48737.571768	0.013948	0.010328	0.575105	0.029899	155973.423612	0.005128	29600497.573016	5570446.468844	0.188188	886563.388442	4711061.774791	4793756.114742	10963147.249265	2063128.321794	30120081.846376	11155585.869028
111.494598	112.5125	96.366514	1.000001	248	2233	601722.25	108091.25	42795268.75	40694.625	42601.625	0.000044	611353.731052	0.179636	0.166521	0.165007	21263.366044	21044.552127	18720.186169	1.863819	18722.049988	0.88956	3516.732448	3515.355208	0.969764	1.158884	0.179817	0.081364	0.060163	314299.111431	48767.966272	0.013956	0.01032	0.575109	0.029901	155974.343584	0.005129	29602286.675304	5558288.365144	0.187766	884628.367672	4711346.519038	4793678.480181	10963809.879742	2058625.320424	30119594.053655	11155405.205057
111.628758	112.875	96.634834	1.000001	248	2233	601757.625	108069.875	42793439.375	40692.125	42599.5	0.000044	611384.770115	0.17959	0.166475	0.164963	21262.286536	21043.638201	18719.252378	1.863819	18721.116196	0.889554	3515.610145	3514.232892	0.969764	1.15902	0.179953	0.081422	0.060105	314336.026996	48804.881837	0.013966	0.01031	0.575105	0.029902	155973.337151	0.005129	29600810.214509	5556513.821299	0.187715	884345.940471	4711111.533191	4793395.416674	10963263.042411	2057968.081963	30117815.511781	11154746.485845
111.760318	113.1375	96.897955	1.000001	248	2233	602002.625	108081.875	42791798.375	40683	42600.375	0.000044	611628.034193	0.179537	0.166422	0.164911	21253.829843	21035.42273	18711.019078	1.863819	18712.882897	0.88951	3513.115451	3511.738188	0.969764	1.159142	0.180075	0.081474	0.060054	314369.141978	48837.996818	0.013975	0.010301	0.575076	0.029914	155965.625989	0.005131	29587792.169848	5552569.329953	0.187664	883718.155673	4709039.648675	4791243.282433	10958441.544388	2056507.159242	30104293.242826	11149738.238084
111.890058	113.2875	97.157435	1.000001	248	2233	601937.5	108073.75	42790396.25	40684.375	42599.875	0.000044	611562.498315	0.179543	0.166428	0.164917	21256.107432	21037.664124	18713.245234	1.863819	18715.109053	0.889521	3513.615693	3512.238421	0.969764	1.159246	0.18018	0.081518	0.060009	314397.437043	48866.291883	0.013983	0.010293	0.575084	0.029911	155967.562864	0.005131	29591312.04615	5553360.272406	0.187669	883844.037974	4709599.853944	4791817.094561	10959745.202278	2056800.100891	30107898.613615	11151073.560598
112.024738	113.575	97.426795	1.000001	248	2233	602147.25	107923.75	42788904.25	40689.125	42598.5	0.000044	611742.467462	0.179231	0.166118	0.164615	21249.854076	21032.521264	18708.086153	1.863819	18709.949972	0.889494	3506.203477	3504.826196	0.969764	1.159357	0.180291	0.081565	0.059962	314427.546327	48896.401167	0.013991	0.010285	0.575066	0.029922	155962.691438	0.005132	29583154.788634	5541640.464246	0.187324	881978.774051	4708301.587116	4790197.322984	10956723.99579	2052459.431202	30097721.280576	11147304.177991
112.152659	113.875	97.682635	1.000001	248	2233	602129.875	107939.625	42787298.625	40681.625	42599.75	0.000044	611728.165947	0.179263	0.16615	0.164645	21250.350874	21032.906742	18708.454168	1.863819	18710.317987	0.889495	3506.930815	3505.553523	0.969764	1.159477	0.18041	0.081616	0.059911	314459.949228	48928.804069	0.013999	0.010276	0.575066	0.029921	155962.900955	0.005132	29583736.673601	5542790.47463	0.187359	882161.803743	4708394.196912	4790322.05196	10956939.508741	2052885.360974	30098504.976471	11147594.43573
112.282399	114.1	97.942116	1.000001	248	2233	602370.125	107959.375	42785599.625	40684.125	42591.25	0.000044	611968.13164	0.179224	0.166111	0.164608	21242.01816	21024.764156	18700.293096	1.863819	18702.156915	0.889451	3504.755072	3503.377769	0.969764	1.159603	0.180537	0.08167	0.059857	314494.237207	48963.092048	0.014009	0.010267	0.575038	0.029933	155955.243482	0.005134	29570832.830786	5539350.291289	0.187325	881614.281993	4706340.48817	4788202.641159	10952160.307699	2051611.218996	30085188.315115	11142662.338931
112.416299	114.375	98.209916	1.000001	248	2233	602236.125	107660.375	42783991.375	40684.75	42592.75	0.000044	611783.545545	0.178768	0.165656	0.164166	21248.427259	21032.688506	18708.199942	1.863819	18710.06376	0.889492	3496.483596	3495.106282	0.969764	1.159723	0.180656	0.081721	0.059807	314526.694389	48995.54923	0.014017	0.010258	0.575065	0.029926	155962.399915	0.005133	29583334.704377	5526271.86625	0.186804	879532.787649	4708330.221574	4789775.714993	10956790.631251	2046767.35787	30095072.237344	11146323.050868
112.544739	114.6375	98.466797	1.000001	248	2233	602434.875	107780.875	42782301.875	40676.125	42591.625	0.000044	612000.404928	0.178909	0.165797	0.164302	21240.897982	21024.72964	18700.222678	1.863819	18702.086496	0.889449	3498.119262	3496.741938	0.969764	1.159849	0.180782	0.081774	0.059753	314560.792017	49029.646858	0.014026	0.010249	0.575037	0.029936	155954.912275	0.005135	29570721.488594	5528858.075734	0.186971	879944.395346	4706322.767524	4787878.040532	10952119.06985	2047725.213235	30083148.787612	11141906.958375
112.67942	114.9	98.736157	1.000001	248	2233	602564.875	107986.625	42781030.625	40677.75	42592.25	0.000044	612164.634525	0.179212	0.166098	0.164596	21235.199541	21018.03619	18693.51538	1.863819	18695.379199	0.889413	3503.362812	3501.985479	0.969764	1.159943	0.180877	0.081815	0.059713	314586.448952	49055.303792	0.014033	0.010242	0.575014	0.029942	155948.624289	0.005136	29560116.274595	5537148.878603	0.187318	881263.91656	4704634.89663	4786461.699546	10948191.212813	2050795.880964	30074249.647687	11138610.980625
112.810719	115.2	98.998757	1.000001	248	2233	602719.75	107697.75	42779317.5	40674	42589.75	0.000044	612266.202232	0.178686	0.165575	0.164087	21231.676873	21016.330439	18691.790961	1.863819	18693.654779	0.889403	3492.044404	3490.66706	0.969764	1.160071	0.181004	0.081869	0.059659	314621.024633	49089.879474	0.014043	0.010233	0.575007	0.02995	155946.894932	0.005137	29557389.716806	5519252.809889	0.18673	878415.671018	4704200.951824	4785511.538617	10947181.376595	2044167.707366	30068279.605768	11136399.853988
112.93994	115.4375	99.257197	1.000001	248	2233	602686.625	107717.125	42777770.375	40676.375	42587.625	0.000044	612237.002289	0.178728	0.165617	0.164127	21232.689493	21017.193111	18692.636767	1.863819	18694.500586	0.889407	3493.069714	3491.69236	0.969764	1.160186	0.181119	0.081918	0.05961	314652.250588	49121.105429	0.014051	0.010225	0.57501	0.029948	155947.550127	0.005137	29558727.059976	5520873.958883	0.186776	878673.68469	4704413.796432	4785768.131891	10947676.68888	2044768.13292	30069891.830135	11136996.974124
113.06916	115.7875	99.515638	1.000001	248	2233	603044.625	108065.375	42776379.375	40673.75	42585.125	0.000044	612650.752889	0.1792	0.166086	0.164584	21218.350103	21001.344438	18676.772925	1.863819	18678.636744	0.889323	3500.319304	3498.941941	0.969764	1.160289	0.181223	0.081962	0.059566	314680.325942	49149.180782	0.014059	0.010217	0.574955	0.029966	155932.79121	0.00514	29533644.016165	5532336.601548	0.187323	880498.019486	4700421.709184	4782179.524702	10938386.672654	2049013.556129	30047343.928314	11128645.899375
113.1989	116	99.775118	1.000001	248	2233	603072.5	107711	42774818.25	40678	42587.625	0.000044	612615.784793	0.178604	0.165493	0.164007	21219.561246	21004.578765	18679.990222	1.863819	18681.85404	0.889339	3488.35223	3486.974857	0.969764	1.160405	0.181339	0.082011	0.059516	314711.835594	49180.690434	0.014067	0.010209	0.574966	0.029967	155935.636961	0.00514	29538731.030345	5513414.899499	0.18665	877486.539458	4701231.331995	4782421.840852	10940270.75198	2042005.518333	30048866.446791	11129209.795108
113.32838	116.2625	100.034079	1.000001	248	2233	603021	107590.5	42773090	40675.375	42581.75	0.000044	612543.91037	0.178419	0.165309	0.163828	21222.051098	21007.679591	18683.072186	1.863819	18684.936005	0.889355	3484.99416	3483.616776	0.969764	1.160534	0.181468	0.082066	0.059462	314746.719186	49215.574027	0.014076	0.010199	0.574976	0.029965	155938.343281	0.00514	29543604.064858	5508105.284731	0.18644	876641.488692	4702006.898911	4783029.288756	10942075.579577	2040038.994345	30052683.157562	11130623.39169
113.462021	116.5125	100.30136	1.000001	248	2233	603035.375	107535.625	42771656.375	40667.375	42583.25	0.000044	612548.42596	0.178324	0.165214	0.163735	21221.894653	21007.848036	18683.224979	1.863819	18685.088798	0.889355	3483.022527	3481.645134	0.969764	1.160641	0.181574	0.082111	0.059416	314775.656525	49244.511366	0.014084	0.010191	0.574976	0.029965	155938.368198	0.00514	29543845.65313	5504987.830709	0.186333	876145.330867	4702045.348848	4782976.176339	10942165.056715	2038884.381744	30052349.442136	11130499.793384
113.593841	116.8	100.564999	1.000001	248	2233	603358.75	107725.5	42770017	40665.875	42580.75	0.000044	612900.126082	0.178543	0.165433	0.163948	21209.716906	20995.008187	18670.367225	1.863819	18672.231044	0.889286	3485.483631	3484.106228	0.969764	1.160763	0.181696	0.082163	0.059365	314808.747494	49277.602335	0.014093	0.010183	0.574932	0.029982	155926.3551	0.005143	29523515.67183	5508879.178444	0.186593	876764.657604	4698809.734394	4779908.909683	10934635.434011	2040325.621646	30033077.222081	11123361.934104
113.723581	117.0125	100.824479	1.000001	248	2233	603467.75	107773.25	42768549.5	40658	42577.875	0.000044	613015.822557	0.17859	0.165479	0.163993	21205.713927	20990.87312	18666.216124	1.863819	18668.079942	0.889264	3485.778063	3484.40065	0.969764	1.160872	0.181806	0.082209	0.059318	314838.36971	49307.22455	0.014101	0.010175	0.574917	0.029987	155922.3974	0.005144	29516952.176072	5509344.70335	0.18665	876838.748135	4697765.122428	4778895.618836	10932204.509656	2040498.038278	30026710.52288	11121003.897363
113.853061	117.3375	101.08344	1.000001	248	2233	603414.125	107634.375	42767158.625	40661.5	42578.25	0.000044	612938.63064	0.178376	0.165266	0.163786	21208.38452	20994.253918	18669.58172	1.863819	18671.445539	0.889281	3481.845902	3480.46848	0.969764	1.160976	0.181909	0.082253	0.059274	314866.445702	49335.300542	0.014109	0.010167	0.574928	0.029984	155925.396873	0.005143	29522273.673664	5503127.369262	0.186406	875849.229466	4698612.064404	4779546.757227	10934175.43469	2038195.321949	30030801.749288	11122519.166403
113.982801	117.6	101.34292	1.000001	248	2233	603465.375	107585.375	42765427.875	40661.25	42576.125	0.000044	612980.482347	0.178279	0.16517	0.163692	21206.936502	20993.142982	18668.45186	1.863819	18670.315678	0.889274	3479.639758	3478.262324	0.969764	1.161104	0.182038	0.082308	0.059219	314901.383026	49370.237866	0.014118	0.010158	0.574924	0.029987	155924.211586	0.005144	29520487.200377	5499639.116589	0.186299	875294.05725	4698327.738575	4779165.536547	10933513.777917	2036903.376514	30028406.467216	11121632.024895
114.110201	117.7625	101.59772	1.000001	248	2233	603615.25	107634	42764034.25	40660.875	42578.25	0.000044	613136.565529	0.178316	0.165206	0.163727	21201.537955	20987.657859	18662.951494	1.863819	18664.815312	0.889244	3479.488539	3478.111097	0.969764	1.161208	0.182142	0.082352	0.059175	314929.515603	49398.370444	0.014126	0.01015	0.574905	0.029994	155919.010708	0.005145	29511790.320737	5499400.004224	0.186346	875256.001365	4696943.588287	4777797.833676	10930292.711384	2036814.816379	30019812.929824	11118449.233268
114.239421	117.9875	101.856161	1.000001	248	2233	603783.125	107487.875	42762680.375	40656.875	42569	0.000044	613276.206376	0.178024	0.164916	0.163445	21196.710439	20983.852176	18659.130996	1.863819	18660.994815	0.889224	3472.740734	3471.363283	0.969764	1.161309	0.182242	0.082395	0.059132	314956.846222	49425.701063	0.014133	0.010143	0.574891	0.030003	155915.365237	0.005146	29505749.558253	5488730.727371	0.186022	873557.93456	4695982.171839	4776541.847745	10928055.391945	2032863.23236	30011921.33123	11115526.418974
114.368901	118.3	102.115121	1.000001	248	2233	603827.25	107663.25	42761264	40654.5	42574.125	0.000044	613350.408203	0.178301	0.165192	0.163714	21194.146106	20980.364298	18655.627616	1.863819	18657.491434	0.889204	3477.978146	3476.600685	0.969764	1.161414	0.182348	0.08244	0.059088	314985.439011	49454.293852	0.014141	0.010135	0.574879	0.030005	155912.006935	0.005147	29500210.203471	5497011.823508	0.186338	874875.910901	4695100.556842	4775916.362159	10926003.779063	2035930.305003	30007991.286269	11114070.846766
114.499682	118.525	102.376682	1.000001	248	2233	603924.875	107461.375	42759667.375	40651.375	42570.375	0.000044	613411.119691	0.177938	0.164831	0.163362	21192.048446	20979.511829	18654.757664	1.863819	18656.621483	0.889199	3470.22391	3468.84644	0.969764	1.161533	0.182467	0.08249	0.059037	315017.671156	49486.525996	0.014149	0.010126	0.574875	0.03001	155911.071534	0.005147	29498834.68351	5484751.232005	0.185931	872924.578703	4694881.636215	4775344.060711	10925494.327226	2031389.345187	30004395.407374	11112739.039768
114.628642	118.8625	102.634602	1.000001	248	2233	604025.375	107441.625	42758292.375	40654.625	42571.75	0.000044	613506.606669	0.177876	0.164769	0.163301	21188.750088	20976.446618	18651.677393	1.863819	18653.541211	0.889182	3468.409087	3467.031607	0.969764	1.161636	0.182569	0.082534	0.058994	315045.429713	49514.284553	0.014157	0.010119	0.574864	0.030015	155908.10701	0.005148	29493964.325601	5481881.717418	0.185865	872467.881634	4694106.495293	4774498.50703	10923690.490963	2030326.562007	29999082.6327	11110771.345444
114.756562	119.0625	102.890442	1.000001	248	2233	604092.75	107470.5	42756917.5	40659.125	42565.25	0.000044	613577.997465	0.177904	0.164796	0.163328	21186.284742	20973.903209	18649.118919	1.863819	18650.982738	0.889168	3468.573111	3467.195622	0.969764	1.161738	0.182671	0.082577	0.05895	315073.186214	49542.041054	0.014164	0.010112	0.574855	0.030018	155905.625027	0.005149	29489919.006416	5482141.049581	0.185899	872509.155597	4693462.663258	4773873.060524	10922192.224598	2030422.610956	29995152.833291	11109315.864182
114.890982	119.3	103.159282	1.000001	248	2233	604293.25	107347	42755332	40658.125	42571.375	0.000044	613753.786469	0.177641	0.164534	0.163073	21180.216648	20968.766697	18643.965028	1.863819	18645.828847	0.88914	3462.201225	3460.823726	0.969764	1.161856	0.182789	0.082627	0.0589	315105.195474	49574.050314	0.014173	0.010103	0.574837	0.030028	155900.719803	0.005151	29481769.954383	5472066.15377	0.185608	870905.687398	4692165.702373	4772305.071437	10919174.057179	2026691.168063	29985300.859494	11105666.984998
115.020462	119.5875	103.418243	1.000001	248	2233	604336.375	107680.375	42753963.125	40657.375	42567.5	0.000044	613854.638582	0.17818	0.165071	0.163595	21176.736883	20963.486506	18638.669828	1.863819	18640.533647	0.889111	3472.617298	3471.23979	0.969764	1.161958	0.182891	0.082671	0.058857	315132.831847	49601.686687	0.01418	0.010095	0.574819	0.03003	155895.698742	0.005151	29473397.472187	5488535.46719	0.18622	873526.857962	4690833.181501	4771474.10223	10916073.137847	2032790.913774	29980079.721844	11103733.230313
115.152283	119.85	103.681883	1.000001	248	2233	604478.875	107509.125	42752379.125	40646.5	42568.125	0.000044	613964.919421	0.177854	0.164747	0.16328	21172.933102	20960.809707	18635.975654	1.863819	18637.839473	0.889096	3465.358242	3463.980724	0.969764	1.162076	0.183009	0.082721	0.058807	315164.811982	49633.666823	0.014189	0.010087	0.574809	0.030037	155893.070662	0.005152	29469137.591358	5477057.827714	0.185857	871700.136351	4690155.200947	4770473.449951	10914495.404207	2028539.93619	29973792.433166	11101404.604876
115.282283	120.1125	103.941884	1.000001	248	2233	604599.875	107470.875	42751126.375	40641.75	42560.875	0.000044	614077.354918	0.177755	0.164648	0.163184	21169.056409	20957.293288	18632.445489	1.863819	18634.309307	0.889077	3462.704414	3461.326888	0.969764	1.162169	0.183103	0.08276	0.058767	315190.104793	49658.959634	0.014196	0.01008	0.574796	0.030043	155889.69317	0.005153	29463555.885794	5472861.725634	0.18575	871032.306493	4689266.84562	4769478.045697	10912428.10585	2026985.824309	29967538.118825	11099088.192157
115.411243	120.3375	104.199804	1.000001	248	2233	604625.125	107505.375	42749556.625	40642.625	42563.875	0.000044	614108.253841	0.177805	0.164698	0.163232	21167.991286	20956.067546	18631.202517	1.863819	18633.066335	0.88907	3463.540677	3462.163141	0.969764	1.162286	0.183219	0.08281	0.058717	315221.79833	49690.65317	0.014204	0.010072	0.574792	0.030045	155888.411525	0.005153	29461590.566134	5474183.963645	0.185807	871242.747041	4688954.055529	4769208.955281	10911700.209679	2027475.542091	29965847.372539	11098461.989829
115.541243	120.675	104.459804	1.000001	248	2233	604766.625	107499.125	42748007.625	40645.25	42559	0.000044	614246.475439	0.177753	0.164646	0.163182	21163.227931	20951.511701	18626.629663	1.863819	18628.493482	0.889045	3461.697651	3460.320104	0.969764	1.162401	0.183335	0.082859	0.058668	315253.073519	49721.92836	0.014213	0.010063	0.574776	0.030052	155884.04015	0.005155	29454360.218711	5471269.854796	0.185754	870778.952581	4687803.310908	4767992.855072	10909022.303226	2026396.242517	29958206.38352	11095631.993896
115.675143	120.9	104.727604	1.000001	248	2233	604776.75	107589.25	42746252.5	40638.375	42557.5	0.000044	614272.223087	0.177899	0.164792	0.163324	21162.34086	20950.136973	18625.235655	1.863819	18627.099474	0.889037	3464.527351	3463.149793	0.969764	1.162532	0.183465	0.082915	0.058613	315288.511209	49757.366049	0.014222	0.010054	0.57477	0.030052	155882.602319	0.005155	29452156.089451	5475744.004283	0.18592	871491.035023	4687452.513119	4767778.066025	10908205.959056	2028053.33492	29956856.823069	11095132.156692
115.807744	121.1375	104.992806	1.000001	248	2233	604886.5	107457.75	42744785	40637.5	42558.125	0.000044	614357.262444	0.177649	0.164543	0.163082	21159.411568	20948.070911	18623.153467	1.863819	18625.017286	0.889025	3458.957804	3457.580237	0.969764	1.162641	0.183575	0.082961	0.058566	315318.142056	49786.996896	0.01423	0.010046	0.574763	0.030057	155880.548603	0.005156	29448863.847064	5466937.725608	0.185642	870089.473352	4686928.536884	4767006.901767	10906986.610024	2024791.750225	29952011.451296	11093337.574554
115.936184	121.4375	105.249685	1.000001	248	2233	604874.375	107462.875	42743410.875	40637.625	42555.375	0.000044	614346.220819	0.177661	0.164555	0.163093	21159.791865	20948.408033	18623.475483	1.863819	18625.339302	0.889026	3459.265588	3457.888011	0.969764	1.162743	0.183677	0.083004	0.058523	315345.888018	49814.742858	0.014237	0.010038	0.574763	0.030057	155880.735291	0.005156	29449373.000725	5467424.361829	0.185655	870166.923851	4687009.571142	4767100.711684	10907175.185454	2024971.985862	29952600.876854	11093555.880316
116.064627	121.7625	105.506572	1.000001	248	2233	605038.125	107634.875	42742070.625	40639	42557.25	0.000044	614537.54891	0.177898	0.16479	0.163322	21153.204046	20941.066601	18616.119313	1.863819	18617.983132	0.888987	3462.991927	3461.614342	0.969764	1.162843	0.183777	0.083047	0.058481	315372.950436	49841.805277	0.014245	0.010031	0.574738	0.030065	155873.790996	0.005157	29437741.825266	5473316.232383	0.185929	871104.643431	4685158.41354	4765451.989032	10902867.342691	2027154.160142	29942241.638707	11089719.125447
116.194364	122	105.766046	1.000001	248	2233	605108	107546	42740714.25	40631.875	42553	0.000044	614590.785629	0.17773	0.164623	0.16316	21151.371725	20939.812137	18614.849929	1.863819	18616.713748	0.888979	3459.28042	3457.902826	0.969764	1.162944	0.183878	0.08309	0.058438	315400.338907	49869.193747	0.014252	0.010024	0.574733	0.030069	155872.500068	0.005158	29435734.744047	5467447.785348	0.185742	870170.651817	4684838.976896	4764967.28244	10902123.979277	2024980.66124	29939196.134957	11088591.161095
116.327484	122.2	106.032286	1.000001	248	2233	605163.25	107459.25	42739165.25	40635	42555.375	0.000044	614630.0103	0.177571	0.164465	0.163005	21150.02188	20939.009851	18614.030598	1.863819	18615.894416	0.888974	3455.808286	3454.430682	0.969764	1.163059	0.183993	0.083139	0.058389	315431.617499	49900.472339	0.014261	0.010015	0.57473	0.030071	155871.611557	0.005158	29434439.261886	5461957.820147	0.185564	869296.89741	4684632.794669	4764605.074583	10901644.171069	2022947.340795	29936920.314066	11087748.264469
116.456444	122.4375	106.290207	1.000001	248	2233	605308.875	107563.625	42738158.375	40624.625	42551.875	0.000044	614791.645663	0.1777	0.164594	0.163131	21144.461311	20933.048902	18608.058566	1.863819	18609.922384	0.888942	3457.534507	3456.156897	0.969764	1.163134	0.184068	0.083171	0.058357	315451.949408	49920.804248	0.014266	0.01001	0.574709	0.030079	155865.975712	0.005159	29424996.609994	5464687.217122	0.185716	869731.294086	4683129.951135	4763206.762585	10898146.89259	2023958.228564	29928134.453706	11084494.242113
116.585405	122.6875	106.548128	1.000001	248	2233	605258.75	107422.5	42736824.25	40639.5	42548	0.000044	614717.616437	0.177482	0.164376	0.162919	21147.007696	20936.315019	18611.309993	1.863819	18613.173812	0.888959	3453.505412	3452.127793	0.969764	1.163234	0.184167	0.083213	0.058315	315478.889892	49947.744733	0.014273	0.010003	0.57472	0.030076	155868.890232	0.005159	29430137.590479	5458316.617979	0.185467	868717.382545	4683948.162944	4763826.223099	10900050.959437	2021598.7474	29932026.641988	11085935.793329
116.715665	122.925	106.808648	1.000001	248	2233	605290.5	107704.75	42735086	40622.625	42546.875	0.000044	614798.261678	0.177939	0.164831	0.163362	21144.233769	20932.017366	18606.993194	1.863819	18608.857013	0.888935	3462.353439	3460.975808	0.969764	1.163363	0.184297	0.083268	0.05826	315513.991688	49982.846528	0.014283	0.009993	0.574704	0.030078	155864.732773	0.005159	29423312.102872	5472306.618048	0.185985	870943.958446	4682861.853713	4763164.758825	10897523.001064	2026780.228907	29927870.53609	11084396.494848
