Time	Sample     	Program Temperature	Frequency     	Raw Dynamic	Raw Static	In-Phase     	Out-Of-Phase	Zero Displacement	Min Displacement	Max Displacement	Spring     	C*     	Measured     	Corrected     	Corrected     	Stiffness*	Total     	Stiffness     	Inertia     	Sample     	Ratio of     	Total     	Sample     	Total Applied	Static Force	Static     	Static Displacement	Static Displacement Corrected	Static Stress	Static     	Static Strain	Static     	Dynamic Force	Displacement	Dynamic     	Dynamic     	Storage Modulus	Loss Modulus	Tan Delta	Loss Viscosity	Storage     	Complex     	Shear Storage	Shear Loss	Complex     	Shear Complex 
          	Temperature		          	Force     	Force     	Angle     	Angle     	               	               	               	Stiffness     	          	Tan Delta     	Total Tan Delta	Total Delta	          	Stiffness'	Less Spring	          	Stiffness'	Sample to Total	Stiffness''	Stiffness''	Static Force	          	Force Corrected	Displacement	Displacement Co	          	Stress Correcte	          	Strain Correcte	          	Amplitude     	Stress     	Strain     		          	          	               	Viscosity     	Viscosity     	Modulus     	Modulus     	Modulus     	Modulus      
39.316943	127.775	127.473049	1.000001	226	2216	601737.125	99413.625	42483629.125	40401.375	42299.375	0.000044	609893.955077	0.165211	0.152157	0.150999	19423.478624	19261.401722	16933.523387	1.863819	16935.387206	0.879155	2940.174715	2938.795394	0.881129	1.093482	0.114415	0.091222	0.050306	296561.578477	31030.433318	0.015647	0.008629	0.51796	0.029904	140475.275653	0.005129	26777312.706315	4646663.361062	0.17353	739538.856961	4261738.303931	4325428.42874	9917523.224561	1720986.430023	27177489.87973	10065736.992493
39.445903	127.55	127.215129	1.000001	226	2216	602097.125	99511.875	42486250.875	40406.625	42300.75	0.000044	610265.156468	0.165275	0.152221	0.151061	19411.664051	19249.464409	16921.616697	1.863819	16923.480515	0.879081	2939.585476	2938.206172	0.881129	1.093286	0.11422	0.091139	0.050389	296508.466099	30977.320939	0.015633	0.008643	0.517917	0.029922	140463.556598	0.005132	26758486.494901	4645731.71613	0.173617	739390.581182	4258742.021699	4322450.929614	9910550.553667	1720641.376344	27158781.686152	10058808.031908
39.573563	127.3	126.959808	1.000001	226	2216	602161.25	99539.75	42488984.25	40410.5	42301.125	0.000044	610332.968822	0.165304	0.152249	0.151089	19409.507277	19247.236486	16919.420681	1.863819	16921.284499	0.879069	2939.796005	2938.41672	0.881129	1.093082	0.114015	0.091052	0.050475	296453.094325	30921.949165	0.015618	0.008658	0.51791	0.029926	140461.585216	0.005133	26755014.274091	4646064.623667	0.173652	739443.56502	4258189.401031	4321915.519871	9909264.54596	1720764.675432	27155417.604855	10057562.075872
39.702784	127.0375	126.701368	1.000001	226	2216	602379.375	99411.125	42491705.875	40399.125	42304.75	0.000044	610527.217411	0.165031	0.151977	0.150823	19403.331844	19241.880237	16914.096182	1.863819	16915.96	0.879037	2933.718437	2932.339171	0.881129	1.092879	0.113812	0.090966	0.050561	296397.962549	30866.81739	0.015603	0.008673	0.517891	0.029936	140456.470556	0.005135	26746595.466152	4636455.133292	0.173347	737914.168338	4256849.507194	4320333.904542	9906146.468945	1717205.604923	27145480.014784	10053881.486957
39.836683	126.7375	126.433568	1.000001	226	2216	602540.625	99405.125	42494597.375	40404.875	42311.375	0.000044	610685.339313	0.164977	0.151923	0.15077	19398.30783	19237.038231	16909.287886	1.863819	16911.151705	0.879008	2931.937385	2930.558139	0.881129	1.092663	0.113596	0.090875	0.050653	296339.391781	30808.246622	0.015587	0.008688	0.517874	0.029944	140451.886091	0.005136	26738992.850535	4633639.062636	0.173291	737465.977128	4255639.514297	4319065.146888	9903330.685383	1716162.615791	27137508.169022	10050928.95149
39.966424	126.575	126.174087	1.000001	226	2216	602844.125	99429.375	42497222.625	40410.125	42311.375	0.000044	610988.739389	0.164934	0.151881	0.150729	19388.675168	19227.579324	16899.859566	1.863819	16901.723385	0.87895	2929.668158	2928.28893	0.881129	1.092467	0.1134	0.090792	0.050736	296286.216144	30755.070984	0.015573	0.008703	0.51784	0.02996	140442.630591	0.005139	26724085.30441	4630051.112914	0.173254	736894.937647	4253266.906521	4316629.880733	9897809.372004	1714833.745524	27122206.928375	10045261.825324
40.094344	126.325	125.918247	1.000001	226	2216	603011.125	99337.125	42499840.125	40420.75	42317.375	0.000044	611138.51235	0.164735	0.151683	0.150535	19383.923546	19223.42241	16895.733131	1.863819	16897.59695	0.878926	2925.216442	2923.837232	0.881129	1.092271	0.113205	0.090709	0.050819	296233.199305	30702.054145	0.015559	0.008717	0.517826	0.029968	140438.701781	0.00514	26717560.809867	4623012.329445	0.173033	735774.681352	4252228.501786	4315415.578263	9895392.892543	1712226.788683	27114577.234896	10042436.012924
40.223824	126.1	125.659287	1.000001	226	2216	603317.5	99486.25	42502588.75	40412.125	42320.375	0.000044	611465.060118	0.164899	0.151846	0.150694	19373.571725	19212.656278	16884.998985	1.863819	16886.862804	0.878859	2926.712425	2925.333235	0.881129	1.092066	0.112999	0.090622	0.050906	296177.528513	30646.383353	0.015544	0.008732	0.517787	0.029983	140428.128078	0.005143	26700588.562389	4625377.727729	0.173231	736151.145883	4249527.286844	4312818.182026	9889106.874959	1713102.862122	27098257.300095	10036391.592628
40.354604	125.8125	125.397726	1.000001	226	2216	603411	99304.75	42505253.25	40425.375	42320.125	0.000044	611527.814816	0.164572	0.151521	0.150377	19371.583618	19211.613275	16883.98697	1.863819	16885.850789	0.878854	2920.287768	2918.908596	0.881129	1.091867	0.1128	0.090538	0.05099	296123.563501	30592.418342	0.01553	0.008746	0.517784	0.029988	140427.335022	0.005144	26698988.419116	4615219.438159	0.172861	734534.405165	4249272.616334	4312291.567172	9888514.229302	1709340.532652	27094948.478756	10035166.103243
40.486685	125.5625	125.133566	1.000001	226	2216	603475.5	99283	42508040.25	40419.75	42325.25	0.000044	611587.927603	0.164519	0.151467	0.150324	19369.679591	19209.872594	16882.278682	1.863819	16884.1425	0.878845	2918.992785	2917.613631	0.881129	1.091659	0.112592	0.090449	0.051078	296067.119466	30535.974306	0.015514	0.008761	0.517778	0.029991	140425.850574	0.005144	26696287.366224	4613171.9113	0.172802	734208.531402	4248842.730756	4311812.463255	9887513.839342	1708582.18937	27091938.17768	10034051.176919
40.620325	125.2625	124.866284	1.000001	226	2216	603645.25	99360.25	42510961.5	40423	42326	0.000044	611767.968373	0.1646	0.151549	0.150404	19363.979175	19203.968241	16876.40826	1.863819	16878.272078	0.87881	2919.660796	2918.281663	0.881129	1.091441	0.112374	0.090357	0.05117	296007.95872	30476.813561	0.015499	0.008777	0.517757	0.029999	140420.181529	0.005146	26687005.374205	4614228.165974	0.172902	734376.639422	4247365.457014	4310385.408982	9884076.06452	1708973.394805	27082971.724139	10030730.2682
40.752665	125.0125	124.601605	1.000001	226	2216	603848.25	99281.5	42513521	40428.25	42330.375	0.000044	611955.492884	0.164415	0.151363	0.150223	19358.045376	19198.59633	16871.06606	1.863819	16872.929878	0.878777	2915.277787	2913.898671	0.881129	1.091249	0.112183	0.090276	0.051251	295956.125937	30424.980778	0.015485	0.008791	0.517738	0.030009	140415.01102	0.005147	26678558.57814	4607298.018514	0.172697	733273.673071	4246021.108732	4308872.884574	9880947.621533	1706406.673524	27073468.245473	10027210.461286
40.881365	124.7125	124.344205	1.000001	226	2216	604000	99291.25	42516314	40426.375	42333.125	0.000044	612106.814475	0.164389	0.151338	0.150199	19353.25979	19193.9075	16866.409631	1.863819	16868.27345	0.878749	2914.080826	2912.70173	0.881129	1.091041	0.111974	0.090188	0.05134	295899.566487	30368.421327	0.01547	0.008806	0.517722	0.030017	140410.549461	0.005149	26671196.086838	4605405.479342	0.172673	732972.466345	4244849.332776	4307666.943299	9878220.772903	1705705.73309	27065891.086969	10024404.106285
41.010585	124.5	124.085764	1.000001	226	2216	604230.375	99322.625	42518688.125	40424.375	42336.375	0.000044	612339.227806	0.164379	0.151328	0.150188	19345.914261	19186.630861	16859.160517	1.863819	16861.024336	0.878705	2912.766396	2911.387316	0.881129	1.090864	0.111797	0.090113	0.051415	295851.491053	30320.345894	0.015457	0.008819	0.517696	0.030028	140403.431698	0.005151	26659734.182831	4603327.2005	0.17267	732641.698256	4243025.115541	4305813.046236	9873975.623271	1704936.000185	27054242.698957	10020089.888503
41.141625	124.2375	123.823684	1.000001	226	2216	604380.375	99287.625	42521307.125	40430.625	42334.625	0.000044	612481.567203	0.16428	0.151229	0.150092	19341.418312	19182.439846	16854.99985	1.863819	16856.863669	0.87868	2910.235954	2908.856892	0.881129	1.090668	0.111602	0.09003	0.051498	295798.458685	30267.313526	0.015442	0.008833	0.517681	0.030036	140399.450457	0.005152	26653155.562228	4599326.231699	0.172562	732004.924799	4241978.096383	4304672.970171	9871539.097122	1703454.159888	27047079.384102	10017436.808927
41.272926	123.9875	123.561084	1.000001	226	2216	604555.75	99218.25	42524109.75	40432	42343.625	0.000044	612643.384026	0.164118	0.151068	0.149934	19336.309684	19177.82048	16850.412939	1.863819	16852.276757	0.878652	2906.420344	2905.041301	0.881129	1.090459	0.111392	0.089941	0.051586	295741.71008	30210.56492	0.015427	0.008848	0.517665	0.030045	140395.052007	0.005153	26645902.987135	4593293.226332	0.172383	731044.742934	4240823.814121	4303372.286776	9868852.958198	1701219.713456	27038906.942827	10014409.978825
41.407866	123.7	123.291203	1.000001	226	2216	604607.375	99191.625	42526511.625	40433.75	42341.75	0.000044	612690.016546	0.16406	0.15101	0.149877	19334.837976	19176.521652	16849.141909	1.863819	16851.005727	0.878646	2905.110427	2903.7314	0.881129	1.09028	0.111213	0.089865	0.051662	295693.077656	30161.932496	0.015414	0.008861	0.517661	0.030047	140393.970482	0.005154	26643893.30379	4591222.082837	0.172318	730715.11047	4240503.963336	4303001.096414	9868108.631033	1700452.623273	27036574.683153	10013546.178945
41.535526	123.425	123.035884	1.000001	226	2216	604794.5	99051	42529144	40437.875	42345.5	0.000044	612851.929777	0.163776	0.150728	0.149602	19329.729783	19172.245285	16844.89599	1.863819	16846.759808	0.87862	2899.0331	2897.654092	0.881129	1.090083	0.111017	0.089782	0.051746	295639.779882	30108.634723	0.0154	0.008876	0.517646	0.030056	140389.899577	0.005155	26637179.887688	4581612.972863	0.172001	729185.77433	4239435.490825	4301688.642191	9865622.180625	1696893.693653	27028328.283528	10010491.956862
41.665786	123.1375	122.775363	1.000001	226	2216	604956.625	99051.375	42531543.875	40441.625	42346.25	0.000044	613011.984402	0.163733	0.150685	0.149559	19324.682879	19167.347089	16840.025536	1.863819	16841.889354	0.878591	2897.461242	2896.08225	0.881129	1.089904	0.110837	0.089706	0.051822	295591.19113	30060.045971	0.015387	0.008889	0.517628	0.030064	140385.175033	0.005157	26629478.991069	4579127.662047	0.171957	728790.225142	4238209.856033	4300413.698243	9862769.996692	1695973.208166	27020317.568103	10007525.025223
41.794226	122.8375	122.518482	1.000001	226	2216	605146.375	99051.625	42533941.625	40444.875	42348.375	0.000044	613199.282119	0.163682	0.150634	0.14951	19318.780281	19161.619204	16834.325353	1.863819	16836.189172	0.878556	2895.617424	2894.238448	0.881129	1.089725	0.110658	0.08963	0.051897	295542.646913	30011.501753	0.015374	0.008902	0.517608	0.030074	140379.607638	0.005158	26620466.172807	4576212.343453	0.171906	728326.238145	4236775.422592	4298921.386888	9859431.915854	1694893.460538	27010941.091897	10004052.256258
41.925266	122.6125	122.256402	1.000001	226	2216	605189.5	99128	42536396.5	40443.5	42354.25	0.000044	613254.181636	0.163797	0.150748	0.149621	19317.050832	19159.573481	16832.307978	1.863819	16834.171796	0.878544	2897.500298	2896.121339	0.881129	1.089542	0.110475	0.089552	0.051975	295492.947722	29961.802562	0.015361	0.008915	0.517601	0.030076	140377.772304	0.005159	26617276.408265	4579189.467683	0.172038	728800.061807	4236267.7562	4298501.370513	9858250.52158	1695996.099142	27008302.049091	10003074.832997
42.057606	122.3125	121.991722	1.000001	226	2216	605339.375	99033.375	42538885.875	40446.375	42354.375	0.000044	613386.801528	0.1636	0.150552	0.14943	19312.874307	19155.976899	16828.740124	1.863819	16830.603943	0.878523	2893.185912	2891.80697	0.881129	1.089356	0.110289	0.089474	0.052054	295442.551689	29911.40653	0.015347	0.008929	0.517588	0.030083	140374.368608	0.00516	26611635.112743	4572367.822573	0.171818	727714.364128	4235369.916843	4297432.550751	9856161.152868	1693469.563916	27001586.451146	10000587.574498
42.190206	122.2	121.726522	1.000001	226	2216	605541.75	99104.75	42541664.25	40442.625	42355.25	0.000044	613598.046335	0.163663	0.150615	0.149491	19306.22542	19149.182744	16821.978015	1.863819	16823.841833	0.878482	2893.365802	2891.986879	0.881129	1.089148	0.110082	0.089386	0.052142	295386.306929	29855.161769	0.015332	0.008944	0.517564	0.030094	140367.749899	0.005162	26600943.233061	4572652.285544	0.171898	727759.63778	4233668.252689	4295763.141073	9852201.19743	1693574.920572	26991097.232477	9996702.678695
42.319427	121.925	121.468081	1.000001	226	2216	605588.25	99045.75	42543985.75	40457.25	42361.25	0.000044	613634.409996	0.163553	0.150505	0.149384	19305.081342	19148.356269	16821.1783	1.863819	16823.042118	0.878478	2891.135754	2889.756847	0.881129	1.088975	0.109909	0.089312	0.052215	295339.312588	29808.167429	0.015319	0.008956	0.517562	0.030096	140367.135198	0.005162	26599678.766985	4569126.279664	0.171774	727198.456959	4233467.006822	4295469.764025	9851732.876661	1692268.992468	26989253.888656	9996019.958761
42.448647	121.6875	121.209641	1.000001	226	2216	605893.75	99088.75	42546539.25	40458	42362.375	0.000044	613942.844787	0.163541	0.150494	0.149373	19295.382787	19138.739656	16811.591104	1.863819	16813.454922	0.878418	2889.459282	2888.080393	0.881129	1.088785	0.109718	0.089232	0.052296	295287.62348	29756.47832	0.015306	0.00897	0.517527	0.030111	140357.625105	0.005165	26584520.014278	4566475.561279	0.171772	726776.58236	4231054.418308	4293020.578958	9846118.523807	1691287.244918	26973865.192836	9990320.441791
42.577087	121.3875	120.95276	1.000001	226	2216	605899.125	99084.125	42548655.125	40451.25	42366.625	0.000044	613947.40288	0.163532	0.150485	0.149364	19295.239533	19138.622854	16811.498666	1.863819	16813.362484	0.878419	2889.267851	2887.888976	0.881129	1.088627	0.10956	0.089165	0.052363	295244.794269	29713.649109	0.015294	0.008982	0.517527	0.030111	140357.709937	0.005165	26584373.856026	4566172.904334	0.171762	726728.413049	4231031.156519	4292989.498446	9846064.391121	1691175.149753	26973669.908065	9990248.114098
42.706307	121.1625	120.69432	1.000001	226	2216	605985.75	98975.5	42551249.75	40459	42367.5	0.000044	614015.373426	0.16333	0.150283	0.149167	19293.10358	19137.071118	16809.976788	1.863819	16811.840607	0.87841	2885.157683	2883.778825	0.881129	1.088433	0.109367	0.089083	0.052445	295192.275873	29661.130714	0.01528	0.008996	0.517522	0.030116	140356.384145	0.005166	26581967.546586	4559674.157081	0.171533	725694.106119	4230648.18078	4292437.065956	9845173.165402	1688768.206326	26970198.869614	9988962.544301
42.836568	120.85	120.433799	1.000001	226	2216	606147.875	99064.375	42553568.125	40459.25	42366.75	0.000044	614189.707469	0.163433	0.150385	0.149267	19287.627349	19131.33152	16804.263855	1.863819	16806.127674	0.878375	2886.257626	2884.878784	0.881129	1.08826	0.109193	0.089009	0.052518	295145.350606	29614.205446	0.015267	0.009008	0.517501	0.030124	140350.778757	0.005167	26572934.567926	4561413.351894	0.171656	725970.907351	4229210.538714	4291066.946471	9841827.61775	1689412.352553	26961590.148174	9985774.128953
42.965787	120.55	120.17536	1.000001	226	2216	606371.5	99109.75	42556033	40454.5	42378.75	0.000044	614417.72318	0.163447	0.1504	0.149281	19280.469545	19124.168907	16797.129576	1.863819	16798.993395	0.878331	2885.451814	2884.07299	0.881129	1.088076	0.10901	0.088931	0.052596	295095.461632	29564.316473	0.015254	0.009022	0.517475	0.030135	140343.737625	0.005169	26561654.233798	4560139.273768	0.171681	725768.13168	4227415.2192	4289263.202053	9837649.716222	1688940.471766	26950256.878776	9981576.621769
43.094748	120.3	119.917439	1.000001	226	2216	606512.875	99121.875	42558248.375	40458.5	42377.5	0.000044	614559.202717	0.163429	0.150382	0.149263	19276.030929	19119.804046	16792.790168	1.863819	16794.653986	0.878305	2884.445173	2883.066363	0.881129	1.087911	0.108844	0.088861	0.052666	295050.623882	29519.478723	0.015242	0.009034	0.51746	0.030142	140339.512609	0.00517	26554792.99701	4558547.650412	0.171666	725514.817156	4226323.220315	4288144.087188	9835108.517411	1688350.981634	26943225.267126	9978972.321158
43.223189	120.0375	119.660558	1.000001	226	2216	606610.75	99002.75	42560422.25	40465.25	42375.875	0.000044	614636.597123	0.163206	0.15016	0.149046	19273.603711	19118.018341	16791.029426	1.863819	16792.893244	0.878295	2879.919283	2878.540489	0.881129	1.087748	0.108682	0.088792	0.052735	295006.62731	29475.482151	0.01523	0.009045	0.517454	0.030147	140337.905156	0.005171	26552009.007849	4551391.583971	0.171414	724375.894711	4225880.135029	4287514.82242	9834077.410314	1685700.586656	26939271.476852	9977507.95439
43.352408	119.7625	119.402118	1.000001	226	2216	606804.125	99068.375	42562894.875	40461.875	42377.75	0.000044	614838.01854	0.163263	0.150216	0.149101	19267.289664	19111.577743	16784.617206	1.863819	16786.481025	0.878255	2880.018171	2878.639393	0.881129	1.087564	0.108497	0.088714	0.052813	294956.585902	29425.440742	0.015217	0.009059	0.517431	0.030156	140331.589531	0.005173	26541870.35579	4551547.966735	0.171486	724400.783781	4224266.519716	4285928.618764	9830322.353996	1685758.506198	26929305.057447	9973816.687943
43.482149	119.5125	119.142637	1.000001	226	2216	606919.875	99029.625	42565162.125	40467.25	42381.25	0.000044	614946.014946	0.163168	0.150121	0.149009	19263.905955	19108.479144	16781.544615	1.863819	16783.408433	0.878237	2877.735955	2876.357192	0.881129	1.087395	0.108328	0.088643	0.052885	294910.702308	29379.557148	0.015205	0.009071	0.51742	0.030162	140328.652836	0.005174	26537012.141256	4547939.474447	0.171381	723826.474852	4223493.311471	4285069.488087	9828523.01528	1684422.027573	26923906.975927	9971817.398492
43.612668	119.25	118.881598	1.000001	226	2216	607015	98991.75	42567173.75	40469.625	42382.375	0.000044	615033.801342	0.16308	0.150034	0.148923	19261.156336	19105.991412	16779.079946	1.863819	16780.943765	0.878222	2875.680563	2874.301814	0.881129	1.087245	0.108178	0.088579	0.052949	294869.99306	29338.8479	0.015194	0.009082	0.517411	0.030167	140326.312659	0.005174	26533115.141303	4544689.622112	0.171284	723309.245198	4222873.085156	4284370.823998	9827079.681964	1683218.37856	26919517.136512	9970191.532042
43.780111	118.95	118.546713	1.000001	221	2212	605277.875	99698.625	42536421.375	40444.25	42361.375	0.000044	613433.877277	0.164715	0.151663	0.150516	18884.14902	18726.361962	16399.096746	1.863819	16400.960564	0.875735	2848.975068	2847.596109	0.860274	1.068685	0.089618	0.089552	0.051976	289836.355303	24305.210144	0.01536	0.008915	0.504531	0.030083	136833.096844	0.00516	25932306.381663	4502464.015057	0.173624	716588.836434	4127251.476955	4188998.008418	9604557.919135	1667579.264836	26320271.588252	9748248.73639
43.91609	118.625	118.274755	1.000001	221	2212	605573.25	99714	42537751	40451.5	42365	0.000044	613727.824782	0.164661	0.151608	0.150463	18875.104378	18717.519395	16390.269525	1.863819	16392.133344	0.875677	2846.597807	2845.218858	0.860274	1.068585	0.089519	0.08951	0.052018	289809.43758	24278.292421	0.015353	0.008922	0.504498	0.030098	136824.053142	0.005163	25918349.261072	4498705.234854	0.173572	715990.608458	4125030.133981	4186707.078081	9599388.615212	1666187.12402	26305877.237017	9742917.495191
44.044529	118.425	118.017876	1.000001	221	2212	605738.75	99652.75	42539225.5	40451.875	42360.25	0.000044	613881.180551	0.164514	0.151463	0.15032	18870.389124	18713.236674	16386.003818	1.863819	16387.867637	0.875649	2843.212456	2841.833516	0.860274	1.068475	0.089409	0.089463	0.052064	289779.587463	24248.442304	0.015345	0.00893	0.504482	0.030106	136819.74992	0.005164	25911604.55705	4493352.516698	0.173411	715138.69758	4123956.681847	4185503.801279	9596890.576685	1664204.635814	26298316.819908	9740117.340707
44.173489	118.175	117.759956	1.000001	221	2212	605864.25	99607.5	42540825.25	40453.375	42362.75	0.000044	613997.673843	0.164406	0.151355	0.150214	18866.80886	18709.978412	16382.764008	1.863819	16384.627826	0.875629	2840.682439	2839.30351	0.860274	1.068356	0.089289	0.089412	0.052115	289747.202402	24216.057242	0.015337	0.008939	0.50447	0.030112	136816.520738	0.005165	25906481.944897	4489352.208825	0.173291	714502.029312	4123141.393447	4184591.748337	9594993.312925	1662723.040306	26292586.217719	9737994.895451
44.302709	117.9375	117.501516	1.000001	221	2212	605907.25	99420.5	42542423	40448.75	42359.5	0.000044	614009.797497	0.164085	0.151036	0.149903	18866.436333	18710.498311	16383.302329	1.863819	16385.166148	0.875633	2834.773275	2833.394357	0.860274	1.068237	0.08917	0.089362	0.052166	289714.858497	24183.713337	0.015328	0.008948	0.504472	0.030114	136817.214484	0.005165	25907333.109686	4480008.978025	0.172924	713015.009124	4123276.860423	4184471.588019	9595308.559143	1659262.584454	26291831.227578	9737715.269473
44.43167	117.7125	117.243595	1.000001	221	2212	606272.125	99423.875	42544148.375	40452.875	42362	0.000044	614370.406572	0.163992	0.150943	0.149812	18855.362545	18699.741895	16372.565799	1.863819	16374.429618	0.875563	2831.397308	2830.018402	0.860274	1.068108	0.089041	0.089307	0.05222	289679.931778	24148.786619	0.015319	0.008957	0.504432	0.030132	136806.203984	0.005168	25890357.092941	4474671.100717	0.172832	712165.460238	4120575.045584	4181664.542864	9589021.145534	1657285.592858	26274194.028735	9731182.973606
44.56219	117.55	116.982555	1.000001	221	2212	606227.25	99390.5	42546189.75	40449.875	42362.75	0.000044	614320.722532	0.163949	0.1509	0.14977	18856.887498	18701.377812	16374.225235	1.863819	16376.089053	0.875575	2830.843826	2829.464934	0.860274	1.067955	0.088889	0.089243	0.052285	289638.609287	24107.464128	0.015307	0.008968	0.504439	0.03013	136808.101101	0.005168	25892980.901622	4473795.987999	0.17278	712026.181833	4120992.637375	4182052.319246	9589992.926527	1656961.477037	26276630.501531	9732085.370937
44.69089	117.3	116.725155	1.000001	221	2212	606451.75	99443.5	42548092	40453.875	42365.75	0.000044	614550.839858	0.163976	0.150927	0.149796	18849.826575	18694.280215	16367.149543	1.863819	16369.013362	0.875529	2830.26491	2828.886032	0.860274	1.067814	0.088747	0.089183	0.052345	289600.104013	24068.958853	0.015297	0.008979	0.504412	0.030141	136800.903671	0.00517	25881793.202938	4472880.65851	0.17282	711880.502736	4119212.061238	4180272.940326	9585849.334421	1656622.466115	26265450.325188	9727944.564884
44.81933	117.0125	116.468274	1.000001	221	2212	606398.875	99306.125	42549958.625	40451.625	42369.625	0.000044	614476.445491	0.163764	0.150715	0.149589	18852.108714	18697.138503	16370.029317	1.863819	16371.893136	0.875549	2826.733617	2825.354751	0.860274	1.067674	0.088608	0.089123	0.052404	289562.320779	24031.175619	0.015287	0.008989	0.504424	0.030138	136804.05607	0.00517	25886346.54516	4467297.189392	0.172573	710991.86673	4119936.747586	4180835.83015	9587535.757467	1654554.51459	26268987.069061	9729254.470022
44.94959	116.7125	116.207754	1.000001	221	2212	606352.75	99277.5	42552155.75	40450.125	42370.25	0.000044	614426.301064	0.163729	0.150681	0.149555	18853.647268	18698.765206	16371.681298	1.863819	16373.545117	0.875561	2826.331001	2824.952149	0.860274	1.06751	0.088444	0.089054	0.052473	289517.848906	23986.703746	0.015275	0.009001	0.504431	0.030136	136805.958765	0.005169	25888958.567436	4466660.618207	0.172531	710890.55336	4120352.463513	4181228.264809	9588503.173124	1654318.747484	26271452.810696	9730167.707665
45.08349	116.4125	115.939954	1.000001	221	2212	606568.875	99164.125	42554433.625	40463.875	42379.375	0.000044	614621.284862	0.163484	0.150436	0.149317	18847.666096	18693.493942	16366.436228	1.863819	16368.300047	0.875528	2820.950617	2819.571781	0.860274	1.06734	0.088274	0.088982	0.052546	289471.743909	23940.59875	0.015263	0.009013	0.504412	0.030147	136800.695479	0.005171	25880665.348722	4458153.472416	0.172258	709536.600128	4119032.557807	4179697.524845	9585431.610638	1651167.952747	26261834.880224	9726605.511194
45.216351	116.125	115.674233	1.000001	221	2212	606708.625	99242.875	42556600.875	40460.25	42375.625	0.000044	614771.912084	0.163576	0.150528	0.149406	18843.048169	18688.64543	16361.612625	1.863819	16363.476444	0.875497	2821.937393	2820.558572	0.860274	1.067178	0.088112	0.088913	0.052614	289427.87926	23896.7341	0.015251	0.009025	0.504394	0.030154	136795.858503	0.005172	25873038.529684	4459713.732993	0.172369	709784.923114	4117818.712818	4178543.476945	9582606.862846	1651745.827034	26254583.777671	9723919.917656
45.350251	115.8	115.406433	1.000001	221	2212	606734.375	99205.375	42558638.625	40460.125	42376.125	0.000044	614791.272088	0.163507	0.15046	0.149339	18842.454795	18688.245219	16361.235823	1.863819	16363.099641	0.875495	2820.592945	2819.214138	0.860274	1.067026	0.08796	0.088849	0.052679	289386.636779	23855.49162	0.01524	0.009036	0.504393	0.030155	136795.637644	0.005172	25872442.750413	4457587.98628	0.172291	709446.600285	4117723.891677	4178392.576906	9582386.203857	1650958.513437	26253635.644017	9723568.757043
45.478951	115.6125	115.149033	1.000001	221	2212	606902	99139	42560608.75	40468.125	42382	0.000044	614945.996755	0.163353	0.150306	0.149189	18837.713903	18683.955908	16356.969134	1.863819	16358.832952	0.875468	2817.058523	2815.679729	0.860274	1.066879	0.087813	0.088787	0.052741	289346.764006	23815.618847	0.015229	0.009046	0.504377	0.030163	136791.361202	0.005174	25865696.493929	4451999.572248	0.17212	708557.177273	4116650.192461	4177183.510519	9579887.590344	1648888.730462	26246038.84984	9720755.129571
45.647951	115.2125	114.811032	1.000001	216	2209	601012.5	99414.5	42539554	40453.625	42361.25	0.000044	609179.175585	0.165412	0.152357	0.151194	18585.814748	18427.735614	16100.506548	1.863819	16102.370366	0.873723	2816.223092	2814.844155	0.844633	1.052809	0.073743	0.089453	0.052075	285530.870689	19999.72553	0.015343	0.008932	0.491984	0.029873	133430.127567	0.005124	25460191.808292	4450678.406769	0.174809	708346.907423	4052112.16842	4113559.087543	9429700.669738	1648399.409915	25846274.493542	9572694.256867
45.779251	114.8625	114.548432	1.000001	216	2209	601108.875	99392.625	42540816.625	40455	42363.375	0.000044	609270.689848	0.165349	0.152294	0.151133	18583.023103	18425.13302	16097.918516	1.863819	16099.782335	0.873706	2814.665947	2813.287019	0.844633	1.052715	0.073649	0.089413	0.052115	285505.310381	19974.165221	0.015337	0.008939	0.491974	0.029877	133427.524585	0.005125	25456099.753779	4448216.347899	0.174741	707955.058894	4051460.898233	4112850.079364	9428185.093992	1647487.536259	25841819.660234	9571044.318605
45.911072	114.6625	114.284792	1.000001	216	2209	601173.75	99364.5	42542390	40458	42356.625	0.000044	609330.108848	0.165284	0.15223	0.15107	18581.210975	18423.509088	16096.312726	1.863819	16098.176544	0.873696	2813.227448	2811.84853	0.844633	1.052598	0.073531	0.089363	0.052165	285473.4599	19942.314741	0.015328	0.008948	0.491968	0.029881	133425.975084	0.005125	25453560.765022	4445941.888126	0.174669	707593.067665	4051056.805942	4112389.718202	9427244.727786	1646645.14375	25838927.123456	9569973.008687
46.039772	114.425	114.027391	1.000001	216	2209	601118.25	99147.5	42544050	40466.125	42360.5	0.000044	609239.999704	0.164938	0.151885	0.150733	18583.959213	18427.193598	16100.016369	1.863819	16101.880187	0.873722	2807.426163	2806.047257	0.844633	1.052474	0.073407	0.08931	0.052217	285439.856538	19908.711378	0.015319	0.008957	0.491983	0.029878	133429.989954	0.005125	25459416.763999	4436769.230326	0.174268	706133.194991	4051988.816387	4113056.947964	9429413.616296	1643247.863084	25843119.455015	9571525.724079
