Time sec,Extension mm,Load kgf,Compressive stress MPa,Cycle Count ,Total Cycle Count ,Repetitions Count ,Marked Data ,PIP Count ,Compressive extension mm,Compressive strain %,Compressive load kgf,Displacement (Strain 1) mm,True strain %,Corrected Position mm,True stress Pa
0,0,-0.01755855,0.0004742884,0,0,0,0,0,0,0,0.01755855,0,0,0,474.2884
0.05,-0.001199997,-0.0177396,0.000479179,0,0,0,0,0,0.001199997,0.004993801,0.0177396,0,0.004993926,-0.001199997,479.155
0.1,-0.005866652,-0.01764759,0.0004766935,0,0,0,0,0,0.005866652,0.02441414,0.01764759,0,0.02441712,-0.005866652,476.5771
0.15,-0.0149333,-0.01940471,0.0005241565,0,0,0,0,0,0.0149333,0.06214508,0.01940471,0,0.0621644,-0.0149333,523.8307
0.2,-0.02573327,-0.01919135,0.0005183933,0,0,0,0,0,0.02573327,0.1070893,0.01919135,0,0.1071467,-0.02573327,517.8382
0.25,-0.03573325,-0.02153111,0.0005815945,0,0,0,0,0,0.03573325,0.1487043,0.02153111,0,0.148815,-0.03573325,580.7297
0.3,-0.04586656,-0.02141003,0.000578324,0,0,0,0,0,0.04586656,0.1908742,0.02141003,0,0.1910566,-0.04586656,577.2201
0.35,-0.05506653,-0.02295537,0.0006200663,0,0,0,0,0,0.05506653,0.22916,0.02295537,0,0.229423,-0.05506653,618.6454
0.4,-0.06413318,-0.02308442,0.0006235521,0,0,0,0,0,0.06413318,0.2668909,0.02308442,0,0.2672477,-0.06413318,621.8879
0.45,-0.07333315,-0.02440641,0.0006592617,0,0,0,0,0,0.07333315,0.3051767,0.02440641,0,0.3056433,-0.07333315,657.2498
0.5,-0.0819998,-0.02432333,0.0006570175,0,0,0,0,0,0.0819998,0.3412431,0.02432333,0,0.3418266,-0.0819998,654.7754
0.55,-0.09039978,-0.02574233,0.0006953473,0,0,0,0,0,0.09039978,0.3761997,0.02574233,0,0.3769091,-0.09039978,692.7314
0.6,-0.09919976,-0.02559919,0.0006914808,0,0,0,0,0,0.09919976,0.4128209,0.02559919,0,0.4136753,-0.09919976,688.6262
0.6500001,-0.1077331,-0.02705514,0.0007308086,0,0,0,0,0,0.1077331,0.4483323,0.02705514,0,0.4493404,-0.1077331,727.5322
0.7000001,-0.1161331,-0.02664891,0.0007198356,0,0,0,0,0,0.116133,0.483289,0.02664891,0,0.4844606,-0.1161331,716.3567
0.7500001,-0.124933,-0.02833625,0.0007654137,0,0,0,0,0,0.124933,0.5199102,0.02833625,0,0.5212665,-0.124933,761.4343
0.8,-0.133333,-0.02794587,0.0007548688,0,0,0,0,0,0.133333,0.5548668,0.02794587,0,0.5564119,-0.133333,750.6803
0.85,-0.1415997,-0.02878468,0.0007775266,0,0,0,0,0,0.1415997,0.5892685,0.02878468,0,0.5910116,-0.1415997,772.9449
0.9000001,-0.1499996,-0.02993604,0.0008086271,0,0,0,0,0,0.1499996,0.6242251,0.02993604,0,0.6261815,-0.1499996,803.5794
0.9500001,-0.1583996,-0.02937984,0.0007936031,0,0,0,0,0,0.1583996,0.6591818,0.02937984,0,0.661364,-0.1583996,788.3718
1,-0.1667996,-0.03099767,0.0008373035,0,0,0,0,0,0.1667996,0.6941383,0.03099767,0,0.6965587,-0.1667996,831.4915
1.05,-0.1751996,-0.03057664,0.0008259309,0,0,0,0,0,0.1751996,0.729095,0.03057664,0,0.7317658,-0.1751996,819.9091
1.1,-0.1833329,-0.03174105,0.0008573837,0,0,0,0,0,0.1833329,0.7629418,0.03174105,0,0.7658671,-0.1833329,850.8423
1.15,-0.1917329,-0.03210255,0.0008671483,0,0,0,0,0,0.1917329,0.7978984,0.03210255,0,0.8010987,-0.1917329,860.2293
1.2,-0.2001328,-0.03231678,0.0008729351,0,0,0,0,0,0.2001328,0.832855,0.03231678,0,0.8363426,-0.2001328,865.6648
1.25,-0.2081328,-0.03322388,0.0008974376,0,0,0,0,0,0.2081328,0.866147,0.03322388,0,0.8699199,-0.2081328,889.6644
1.3,-0.2166661,-0.0334087,0.0009024299,0,0,0,0,0,0.2166661,0.9016585,0.0334087,0,0.9057481,-0.2166661,894.293
1.35,-0.2251994,-0.03427824,0.0009259177,0,0,0,0,0,0.2251994,0.93717,0.03427824,0,0.941589,-0.2251994,917.2403
1.4,-0.2333328,-0.03428279,0.0009260408,0,0,0,0,0,0.2333328,0.9710168,0.0342828,0,0.975762,-0.2333328,917.0487
1.45,-0.2417327,-0.03518245,0.0009503422,0,0,0,0,0,0.2417327,1.005973,0.03518245,0,1.011068,-0.2417327,940.782
1.5,-0.2503994,-0.03555612,0.0009604355,0,0,0,0,0,0.2503994,1.04204,0.03555612,0,1.047507,-0.2503994,950.4274
1.55,-0.2583994,-0.03598388,0.0009719902,0,0,0,0,0,0.2583994,1.075332,0.03598388,0,1.081155,-0.2583994,961.5381
1.6,-0.266666,-0.03643599,0.0009842024,0,0,0,0,0,0.266666,1.109734,0.03643599,0,1.115937,-0.266666,973.2804
1.65,-0.2751993,-0.03713376,0.00100305,0,0,0,0,0,0.2751993,1.145245,0.03713376,0,1.151853,-0.2751993,991.5631
1.7,-0.2835993,-0.037317,0.001008,0,0,0,0,0,0.2835993,1.180202,0.037317,0,1.187221,-0.2835993,996.1037
1.75,-0.2917326,-0.03811799,0.001029636,0,0,0,0,0,0.2917326,1.214049,0.03811799,0,1.221478,-0.2917326,1017.136
