Time sec,Extension mm,Load kgf,Compressive stress MPa,Cycle Count ,Total Cycle Count ,Repetitions Count ,Marked Data ,PIP Count ,Compressive extension mm,Compressive strain %,Compressive load kgf,Displacement (Strain 1) mm,True strain %,Corrected Position mm,True stress Pa
0,-0.000133333,-0.006532769,0.0001725874,0,0,0,0,0,0,0,0.006532769,0,0,-0.000133333,172.5874
0.05,-0.001066664,-0.006495998,0.0001716159,0,0,0,0,0,0.0009333311,0.004102554,0.006495998,0,0.004102638,-0.001066664,171.6089
0.1,-0.004799988,-0.006712508,0.0001773359,0,0,0,0,0,0.004666655,0.02051277,0.006712508,0,0.02051488,-0.004799988,177.2995
0.15,-0.01306663,-0.006944076,0.0001834536,0,0,0,0,0,0.0129333,0.05684968,0.006944076,0,0.05686584,-0.01306663,183.3493
0.2,-0.02399994,-0.008137903,0.0002149929,0,0,0,0,0,0.02386661,0.1049082,0.008137902,0,0.1049632,-0.02399994,214.7674
0.25,-0.03466658,-0.008094478,0.0002138457,0,0,0,0,0,0.03453325,0.1517945,0.008094478,0,0.1519098,-0.03466658,213.5211
0.3,-0.04493323,-0.009452546,0.0002497241,0,0,0,0,0,0.04479989,0.1969226,0.009452546,0,0.1971167,-0.04493323,249.2324
0.35,-0.05466653,-0.0093924,0.0002481352,0,0,0,0,0,0.0545332,0.2397064,0.0093924,0,0.2399941,-0.05466653,247.5404
0.4,-0.06386652,-0.01034687,0.0002733509,0,0,0,0,0,0.06373318,0.2801459,0.01034687,0,0.280539,-0.06386652,272.5851
0.45,-0.07306649,-0.01060295,0.0002801163,0,0,0,0,0,0.07293316,0.3205853,0.01060295,0,0.3211003,-0.07306649,279.2183
0.5,-0.08173313,-0.01116239,0.000294896,0,0,0,0,0,0.0815998,0.3586804,0.01116239,0,0.3593252,-0.08173313,293.8383
0.55,-0.09039978,-0.01168602,0.0003087297,0,0,0,0,0,0.09026644,0.3967756,0.01168602,0,0.3975648,-0.09039978,307.5048
0.6,-0.09919976,-0.01191926,0.0003148915,0,0,0,0,0,0.09906643,0.4354568,0.01191926,0,0.4364077,-0.09919976,313.5202
0.6500001,-0.1075997,-0.01260783,0.0003330828,0,0,0,0,0,0.1074664,0.4723798,0.01260783,0,0.473499,-0.1075997,331.5094
0.7000001,-0.1159997,-0.01282977,0.0003389461,0,0,0,0,0,0.1158664,0.5093028,0.01282977,0,0.5106042,-0.1159997,337.2198
0.7500001,-0.1247997,-0.01328109,0.0003508693,0,0,0,0,0,0.1246664,0.547984,0.01328109,0,0.5494909,-0.1247997,348.9466
0.8,-0.133333,-0.01379956,0.0003645666,0,0,0,0,0,0.1331997,0.5854931,0.01379956,0,0.5872138,-0.133333,362.4321
0.85,-0.1414663,-0.01417033,0.000374362,0,0,0,0,0,0.141333,0.621244,0.01417033,0,0.6231817,-0.1414663,372.0362
0.9000001,-0.1499996,-0.01468013,0.0003878303,0,0,0,0,0,0.1498663,0.658753,0.01468013,0,0.6609323,-0.1499996,385.2754
0.9500001,-0.1586663,-0.0149616,0.0003952663,0,0,0,0,0,0.158533,0.6968482,0.0149616,0,0.6992875,-0.1586663,392.5119
1,-0.1669329,-0.01573686,0.0004157475,0,0,0,0,0,0.1667996,0.733185,0.01573686,0,0.735886,-0.1669329,412.6993
1.05,-0.1751996,-0.01608854,0.0004250387,0,0,0,0,0,0.1750662,0.769522,0.01608854,0,0.7724981,-0.1751996,421.7679
1.1,-0.1837329,-0.0163757,0.0004326251,0,0,0,0,0,0.1835996,0.807031,0.0163757,0,0.8103052,-0.1837329,429.1337
1.15,-0.1919995,-0.01695922,0.0004480409,0,0,0,0,0,0.1918662,0.8433679,0.01695922,0,0.8469443,-0.1919995,444.2623
1.2,-0.2001328,-0.01742998,0.0004604776,0,0,0,0,0,0.1999995,0.8791187,0.01742998,0,0.8830057,-0.2001328,456.4295
1.25,-0.2085328,-0.01586345,0.000419092,0,0,0,0,0,0.2083995,0.9160417,0.01586345,0,0.9202632,-0.2085328,415.2529
1.3,-0.2169328,-0.01946086,0.000514131,0,0,0,0,0,0.2167995,0.9529647,0.01946086,0,0.9575345,-0.2169328,509.2316
1.35,-0.2251994,-0.01709142,0.0004515335,0,0,0,0,0,0.2250661,0.9893016,0.01709142,0,0.9942277,-0.2251994,447.0664
1.4,-0.2334661,-0.01951287,0.0005155049,0,0,0,0,0,0.2333328,1.025639,0.01951287,0,1.030934,-0.2334661,510.2177
1.45,-0.2418661,-0.01931544,0.0005102893,0,0,0,0,0,0.2417327,1.062562,0.01931544,0,1.068247,-0.2418661,504.8671
1.5,-0.250266,-0.02009122,0.0005307843,0,0,0,0,0,0.2501327,1.099484,0.02009122,0,1.105574,-0.250266,524.9484
1.55,-0.2583994,-0.02020985,0.0005339183,0,0,0,0,0,0.258266,1.135235,0.02020985,0,1.141728,-0.2583994,527.8571
1.6,-0.266666,-0.02103211,0.0005556415,0,0,0,0,0,0.2665327,1.171572,0.02103212,0,1.178489,-0.266666,549.1318
1.65,-0.2753327,-0.0211785,0.0005595088,0,0,0,0,0,0.2751993,1.209667,0.0211785,0,1.217043,-0.2753327,552.7406
1.7,-0.2837326,-0.02178706,0.000575586,0,0,0,0,0,0.2835993,1.24659,0.02178705,0,1.254425,-0.2837326,568.4109
1.75,-0.2917326,-0.02210915,0.0005840954,0,0,0,0,0,0.2915993,1.281755,0.02210915,0,1.290041,-0.2917326,576.6087
1.8,-0.3001326,-0.02273102,0.0006005242,0,0,0,0,0,0.2999993,1.318678,0.02273102,0,1.32745,-0.3001326,592.6053
1.85,-0.3087992,-0.02294525,0.0006061841,0,0,0,0,0,0.3086659,1.356773,0.02294525,0,1.366062,-0.3087992,597.9595
1.9,-0.3169326,-0.02388851,0.0006311038,0,0,0,0,0,0.3167993,1.392524,0.02388851,0,1.402311,-0.3169326,622.3155
1.95,-0.3250659,-0.02347851,0.0006202722,0,0,0,0,0,0.3249325,1.428275,0.02347851,0,1.438573,-0.3250659,611.413
2,-0.3335992,-0.02489174,0.0006576078,0,0,0,0,0,0.3334658,1.465784,0.02489174,0,1.476633,-0.3335992,647.9687
2.05,-0.3417325,-0.02427872,0.0006414126,0,0,0,0,0,0.3415992,1.501535,0.02427872,0,1.512922,-0.3417325,631.7815
2.1,-0.3499991,-0.02601815,0.0006873662,0,0,0,0,0,0.3498658,1.537872,0.02601815,0,1.54982,-0.3499991,676.7954
2.15,-0.3585325,-0.02540916,0.0006712773,0,0,0,0,0,0.3583991,1.575381,0.02540916,0,1.587922,-0.3585325,660.7021
2.2,-0.3667991,-0.02666024,0.0007043293,0,0,0,0,0,0.3666658,1.611718,0.02666024,0,1.624847,-0.3667991,692.9775
2.25,-0.3749324,-0.02646448,0.0006991576,0,0,0,0,0,0.3747991,1.647469,0.02646448,0,1.66119,-0.3749324,687.6392
2.3,-0.3834657,-0.02781204,0.0007347584,0,0,0,0,0,0.3833324,1.684978,0.02781204,0,1.699335,-0.3834657,722.3779
2.35,-0.3917324,-0.02730592,0.0007213873,0,0,0,0,0,0.391599,1.721314,0.02730592,0,1.736301,-0.3917324,708.97
2.4,-0.4002657,-0.02872632,0.0007589126,0,0,0,0,0,0.4001324,1.758824,0.02872632,0,1.774475,-0.4002657,745.5646
2.45,-0.4085323,-0.02853669,0.0007539027,0,0,0,0,0,0.408399,1.79516,0.02853669,0,1.811469,-0.4085323,740.3689
2.5,-0.416799,-0.02959621,0.000781894,0,0,0,0,0,0.4166656,1.831497,0.02959622,0,1.848477,-0.416799,767.5736
2.55,-0.425199,-0.02954544,0.0007805525,0,0,0,0,0,0.4250656,1.86842,0.02954544,0,1.886096,-0.425199,765.9685
2.6,-0.4335989,-0.03024216,0.0007989589,0,0,0,0,0,0.4334656,1.905343,0.03024216,0,1.923729,-0.4335989,783.736
2.65,-0.4415989,-0.03108044,0.0008211054,0,0,0,0,0,0.4414656,1.940508,0.03108044,0,1.959583,-0.4415989,805.1718
2.7,-0.4499989,-0.03088416,0.0008159198,0,0,0,0,0,0.4498655,1.977431,0.03088416,0,1.997244,-0.4499989,799.7855
2.75,-0.4586655,-0.03213121,0.0008488654,0,0,0,0,0,0.4585322,2.015526,0.03213121,0,2.036115,-0.4586655,831.7563
2.8,-0.4666655,-0.03223128,0.0008515091,0,0,0,0,0,0.4665322,2.050691,0.03223128,0,2.07201,-0.4666655,834.0473
2.85,-0.4749322,-0.03286103,0.0008681461,0,0,0,0,0,0.4747988,2.087028,0.03286102,0,2.109114,-0.4749322,850.0277
2.9,-0.4835988,-0.03326656,0.0008788597,0,0,0,0,0,0.4834655,2.125123,0.03326656,0,2.148029,-0.4835988,860.1829
2.95,-0.4917321,-0.03390777,0.0008957997,0,0,0,0,0,0.4915988,2.160874,0.03390777,0,2.184563,-0.4917321,876.4426
3,-0.4998654,-0.0342423,0.0009046375,0,0,0,0,0,0.4997322,2.196625,0.03424229,0,2.22111,-0.4998654,884.766
3.05,-0.5083987,-0.03490916,0.0009222552,0,0,0,0,0,0.5082654,2.234134,0.03490916,0,2.259468,-0.5083987,901.6508
3.1,-0.5166654,-0.03536617,0.0009343288,0,0,0,0,0,0.5165321,2.270471,0.03536617,0,2.296643,-0.5166654,913.1151
3.15,-0.5249321,-0.03584025,0.0009468534,0,0,0,0,0,0.5247987,2.306808,0.03584025,0,2.333831,-0.5249321,925.0114
3.2,-0.5334654,-0.03647568,0.0009636408,0,0,0,0,0,0.533332,2.344316,0.03647568,0,2.372233,-0.5334654,941.05
3.25,-0.5418654,-0.03705159,0.0009788553,0,0,0,0,0,0.541732,2.38124,0.03705158,0,2.410049,-0.5418654,955.5464
3.3,-0.5502653,-0.03745388,0.0009894833,0,0,0,0,0,0.550132,2.418163,0.03745387,0,2.44788,-0.5502653,965.556
3.35,-0.558532,-0.03826949,0.001011031,0,0,0,0,0,0.5583986,2.454499,0.03826949,0,2.485124,-0.558532,986.215
3.4,-0.566932,-0.0385964,0.001019667,0,0,0,0,0,0.5667987,2.491423,0.0385964,0,2.522984,-0.566932,994.2631
3.45,-0.5754653,-0.03914113,0.001034058,0,0,0,0,0,0.575332,2.528932,0.03914113,0,2.561459,-0.5754653,1007.908
3.5,-0.5837319,-0.03960462,0.001046303,0,0,0,0,0,0.5835986,2.565269,0.03960462,0,2.598745,-0.5837319,1019.463
3.55,-0.5918652,-0.04013548,0.001060328,0,0,0,0,0,0.5917319,2.601019,0.04013548,0,2.635444,-0.5918652,1032.748
3.6,-0.6001319,-0.04032673,0.00106538,0,0,0,0,0,0.5999986,2.637356,0.04032673,0,2.672758,-0.6001319,1037.283
3.65,-0.6085319,-0.04173107,0.001102481,0,0,0,0,0,0.6083985,2.674279,0.04173107,0,2.710689,-0.6085319,1072.998
