Time,Extension,Load
(sec),(mm),(N)
0.00000,0.00000,-0.11696
0.05000,-0.00107,-0.11836
0.10000,-0.00560,-0.11940
0.15000,-0.01453,-0.12972
0.20000,-0.02520,-0.13867
0.25000,-0.03547,-0.15232
0.30000,-0.04533,-0.15920
0.35000,-0.05467,-0.17052
0.40000,-0.06400,-0.17638
0.45000,-0.07307,-0.18540
0.50000,-0.08160,-0.19192
0.55000,-0.09053,-0.20034
0.60000,-0.09933,-0.20672
0.65000,-0.10760,-0.21417
0.70000,-0.11613,-0.22048
0.75000,-0.12480,-0.22861
0.80000,-0.13307,-0.23392
0.85000,-0.14147,-0.24271
0.90000,-0.14987,-0.24814
0.95000,-0.15827,-0.25657
1.00000,-0.16653,-0.26139
1.05000,-0.17480,-0.27061
1.10000,-0.18307,-0.27618
1.15000,-0.19160,-0.28512
1.20000,-0.19973,-0.29110
1.25000,-0.20800,-0.29881
1.30000,-0.21653,-0.30590
1.35000,-0.22493,-0.31351
1.40000,-0.23307,-0.32207
1.45000,-0.24160,-0.32874
1.50000,-0.25000,-0.33798
1.55000,-0.25813,-0.34431
1.60000,-0.26653,-0.35257
1.65000,-0.27507,-0.36073
1.70000,-0.28320,-0.36770
1.75000,-0.29147,-0.37662
1.80000,-0.29987,-0.38266
1.85000,-0.30813,-0.39251
1.90000,-0.31627,-0.39767
1.95000,-0.32467,-0.40754
2.00000,-0.33293,-0.41585
2.05000,-0.34133,-0.42262
2.10000,-0.34973,-0.43223
2.15000,-0.35827,-0.43953
2.20000,-0.36667,-0.44859
2.25000,-0.37493,-0.45801
2.30000,-0.38320,-0.46472
2.35000,-0.39160,-0.47512
2.40000,-0.40013,-0.48233
2.45000,-0.40827,-0.49210
2.50000,-0.41653,-0.49989
2.55000,-0.42507,-0.50956
2.60000,-0.43320,-0.51778
2.65000,-0.44147,-0.52685
2.70000,-0.45000,-0.53649
2.75000,-0.45827,-0.54422
2.80000,-0.46640,-0.55467
2.85000,-0.47467,-0.56229
2.90000,-0.48320,-0.57191
2.95000,-0.49147,-0.58220
3.00000,-0.49987,-0.59109
3.05000,-0.50840,-0.60004
3.10000,-0.51653,-0.61085
3.15000,-0.52507,-0.61856
3.20000,-0.53347,-0.63047
3.25000,-0.54173,-0.63693
3.30000,-0.55000,-0.65014
3.35000,-0.55840,-0.65648
3.40000,-0.56653,-0.66912
3.45000,-0.57507,-0.67635
3.50000,-0.58333,-0.68864
3.55000,-0.59147,-0.69494
3.60000,-0.59987,-0.70863
3.65000,-0.60813,-0.71555
3.70000,-0.61640,-0.72648
3.75000,-0.62493,-0.73584
3.80000,-0.63347,-0.74786
3.85000,-0.64160,-0.75568
3.90000,-0.64987,-0.76698
3.95000,-0.65853,-0.77624
4.00000,-0.66680,-0.78741
4.05000,-0.67507,-0.79560
4.10000,-0.68346,-0.80825
4.15000,-0.69173,-0.81634
4.20000,-0.69986,-0.82725
4.25000,-0.70813,-0.83714
4.30000,-0.71653,-0.84778
4.35000,-0.72493,-0.85681
4.40000,-0.73320,-0.86902
4.45000,-0.74133,-0.87755
4.50000,-0.74986,-0.88890
4.55000,-0.75826,-0.89936
4.60000,-0.76640,-0.90985
4.65000,-0.77493,-0.91991
4.70000,-0.78333,-0.93063
4.75000,-0.79146,-0.94158
4.80000,-0.79986,-0.95087
4.85000,-0.80840,-0.96196
4.90000,-0.81640,-0.97222
4.95000,-0.82480,-0.98291
5.00000,-0.83333,-0.99238
5.05000,-0.84146,-1.00417
5.10000,-0.84973,-1.01252
5.15000,-0.85813,-1.02465
5.20000,-0.86640,-1.03333
5.25000,-0.87466,-1.04520
5.30000,-0.88306,-1.05411
5.35000,-0.89133,-1.06591
5.40000,-0.89986,-1.07513
5.45000,-0.90826,-1.08712
5.50000,-0.91640,-1.09604
5.55000,-0.92493,-1.10743
5.60000,-0.93320,-1.11783
5.65000,-0.94146,-1.12834
5.70000,-0.94973,-1.13839
5.75000,-0.95840,-1.14935
5.80000,-0.96653,-1.16066
5.85000,-0.97466,-1.16923
5.90000,-0.98320,-1.18006
5.95000,-0.99146,-1.19096
6.00000,-0.99960,-1.20106
6.05000,-1.00800,-1.21068
6.10000,-1.01666,-1.22261
6.15000,-1.02493,-1.23265
6.20000,-1.03333,-1.24362
6.25000,-1.04186,-1.25290
6.30000,-1.05013,-1.26456
6.35000,-1.05840,-1.27392
6.40000,-1.06680,-1.28461
6.45000,-1.07506,-1.29430
6.50000,-1.08333,-1.30565
6.55000,-1.09160,-1.31526
6.60000,-1.09986,-1.32471
6.65000,-1.10826,-1.33694
6.70000,-1.11666,-1.34611
6.75000,-1.12480,-1.35806
6.80000,-1.13333,-1.36616
6.85000,-1.14146,-1.37926
