Time,Extension,Load
(sec),(mm),(N)
0.00000,-0.00013,-0.12943
0.05000,-0.00093,-0.13258
0.10000,-0.00467,-0.13030
0.15000,-0.01333,-0.14417
0.20000,-0.02427,-0.15866
0.25000,-0.03453,-0.17176
0.30000,-0.04480,-0.18948
0.35000,-0.05467,-0.19333
0.40000,-0.06373,-0.21675
0.45000,-0.07307,-0.21639
0.50000,-0.08200,-0.23502
0.55000,-0.09053,-0.23839
0.60000,-0.09933,-0.25278
0.65000,-0.10813,-0.25955
0.70000,-0.11640,-0.27215
0.75000,-0.12480,-0.27557
0.80000,-0.13347,-0.29193
0.85000,-0.14173,-0.29206
0.90000,-0.15000,-0.30780
0.95000,-0.15840,-0.31123
1.00000,-0.16680,-0.32139
1.05000,-0.17520,-0.32808
1.10000,-0.18333,-0.33849
1.15000,-0.19173,-0.34400
1.20000,-0.20027,-0.35210
1.25000,-0.20840,-0.36069
1.30000,-0.21680,-0.37023
1.35000,-0.22547,-0.37537
1.40000,-0.23373,-0.39006
1.45000,-0.24187,-0.38894
1.50000,-0.25027,-0.40591
1.55000,-0.25880,-0.40797
1.60000,-0.26693,-0.42203
1.65000,-0.27520,-0.42590
1.70000,-0.28373,-0.43639
1.75000,-0.29187,-0.44101
1.80000,-0.30013,-0.45470
1.85000,-0.30853,-0.46109
1.90000,-0.31680,-0.47169
1.95000,-0.32493,-0.47593
2.00000,-0.33333,-0.48832
2.05000,-0.34173,-0.49591
2.10000,-0.35027,-0.50419
2.15000,-0.35853,-0.51337
2.20000,-0.36680,-0.51984
2.25000,-0.37533,-0.53249
2.30000,-0.38373,-0.54027
2.35000,-0.39187,-0.55000
2.40000,-0.40040,-0.56074
2.45000,-0.40880,-0.57077
2.50000,-0.41667,-0.58053
2.55000,-0.42507,-0.58948
2.60000,-0.43360,-0.60029
2.65000,-0.44173,-0.61167
2.70000,-0.45000,-0.61896
2.75000,-0.45853,-0.63207
2.80000,-0.46680,-0.63998
2.85000,-0.47507,-0.65299
2.90000,-0.48360,-0.66189
2.95000,-0.49200,-0.67285
