Time,Extension,Load
(sec),(mm),(N)
0.00000,-0.00027,-0.07318
0.05000,-0.00160,-0.07954
0.10000,-0.00653,-0.07743
0.15000,-0.01547,-0.08986
0.20000,-0.02587,-0.09779
0.25000,-0.03613,-0.11106
0.30000,-0.04613,-0.12067
0.35000,-0.05560,-0.12964
0.40000,-0.06453,-0.13643
0.45000,-0.07360,-0.14625
0.50000,-0.08240,-0.15237
0.55000,-0.09093,-0.15984
0.60000,-0.09960,-0.16574
0.65000,-0.10813,-0.17412
0.70000,-0.11640,-0.18380
0.75000,-0.12493,-0.18562
0.80000,-0.13333,-0.19470
0.85000,-0.14147,-0.20298
0.90000,-0.14987,-0.20829
0.95000,-0.15867,-0.21637
1.00000,-0.16680,-0.22046
1.05000,-0.17507,-0.22890
1.10000,-0.18360,-0.23572
1.15000,-0.19187,-0.24333
1.20000,-0.20013,-0.24531
1.25000,-0.20867,-0.25874
1.30000,-0.21707,-0.25841
1.35000,-0.22547,-0.27105
1.40000,-0.23373,-0.27496
1.45000,-0.24187,-0.28198
1.50000,-0.25040,-0.28735
1.55000,-0.25867,-0.29602
1.60000,-0.26680,-0.30110
1.65000,-0.27533,-0.30800
1.70000,-0.28360,-0.31504
1.75000,-0.29160,-0.31987
1.80000,-0.30013,-0.32941
1.85000,-0.30880,-0.33362
1.90000,-0.31693,-0.34280
1.95000,-0.32520,-0.34801
2.00000,-0.33387,-0.35364
2.05000,-0.34200,-0.36328
2.10000,-0.35040,-0.36665
2.15000,-0.35867,-0.37540
2.20000,-0.36693,-0.38104
2.25000,-0.37520,-0.38871
2.30000,-0.38360,-0.39442
2.35000,-0.39187,-0.40072
2.40000,-0.40027,-0.40836
2.45000,-0.40853,-0.41419
2.50000,-0.41667,-0.42216
2.55000,-0.42520,-0.42715
2.60000,-0.43360,-0.43540
2.65000,-0.44173,-0.44011
2.70000,-0.45027,-0.44978
2.75000,-0.45880,-0.45413
2.80000,-0.46693,-0.46249
2.85000,-0.47520,-0.46728
2.90000,-0.48387,-0.47641
2.95000,-0.49200,-0.47955
3.00000,-0.50013,-0.49002
3.05000,-0.50853,-0.49271
3.10000,-0.51693,-0.50248
3.15000,-0.52507,-0.50724
3.20000,-0.53347,-0.51485
3.25000,-0.54187,-0.51918
3.30000,-0.55000,-0.52839
3.35000,-0.55840,-0.53250
3.40000,-0.56680,-0.54184
3.45000,-0.57520,-0.54676
3.50000,-0.58360,-0.55372
3.55000,-0.59187,-0.56071
3.60000,-0.60013,-0.56639
3.65000,-0.60867,-0.57387
3.70000,-0.61693,-0.58048
3.75000,-0.62520,-0.58671
3.80000,-0.63373,-0.59403
3.85000,-0.64200,-0.60017
3.90000,-0.65000,-0.60638
3.95000,-0.65853,-0.61292
4.00000,-0.66693,-0.61926
4.05000,-0.67507,-0.62743
4.10000,-0.68346,-0.63252
4.15000,-0.69200,-0.63979
4.20000,-0.70026,-0.64657
4.25000,-0.70853,-0.65363
4.30000,-0.71706,-0.65877
4.35000,-0.72546,-0.66791
4.40000,-0.73360,-0.67306
4.45000,-0.74213,-0.68023
4.50000,-0.75040,-0.68689
4.55000,-0.75866,-0.69342
4.60000,-0.76706,-0.70078
4.65000,-0.77520,-0.70624
4.70000,-0.78373,-0.71390
4.75000,-0.79200,-0.71867
4.80000,-0.80013,-0.72824
4.85000,-0.80866,-0.73204
4.90000,-0.81693,-0.74126
4.95000,-0.82506,-0.74586
5.00000,-0.83360,-0.75370
5.05000,-0.84213,-0.75975
5.10000,-0.85026,-0.76664
5.15000,-0.85853,-0.77264
5.20000,-0.86706,-0.78095
5.25000,-0.87533,-0.78559
5.30000,-0.88360,-0.79405
5.35000,-0.89213,-0.79969
5.40000,-0.90053,-0.80727
5.45000,-0.90866,-0.81223
5.50000,-0.91693,-0.81985
5.55000,-0.92520,-0.82598
5.60000,-0.93346,-0.83314
5.65000,-0.94186,-0.83942
5.70000,-0.95000,-0.84587
5.75000,-0.95853,-0.85276
5.80000,-0.96680,-0.85885
5.85000,-0.97506,-0.86607
5.90000,-0.98360,-0.87218
5.95000,-0.99213,-0.87918
6.00000,-1.00026,-0.88599
6.05000,-1.00853,-0.89212
6.10000,-1.01706,-0.89895
6.15000,-1.02520,-0.90470
6.20000,-1.03333,-0.91152
6.25000,-1.04186,-0.91735
6.30000,-1.05026,-0.92549
6.35000,-1.05840,-0.93041
6.40000,-1.06666,-0.93802
6.45000,-1.07506,-0.94318
6.50000,-1.08320,-0.95073
6.55000,-1.09160,-0.95744
6.60000,-1.10013,-0.96196
6.65000,-1.10866,-0.97189
6.70000,-1.11706,-0.97645
6.75000,-1.12533,-0.98450
6.80000,-1.13360,-0.98967
6.85000,-1.14200,-0.99680
6.90000,-1.15026,-1.00141
6.95000,-1.15853,-1.01145
7.00000,-1.16706,-1.01435
7.05000,-1.17533,-1.02382
7.10000,-1.18346,-1.02774
7.15000,-1.19186,-1.03443
7.20000,-1.20026,-1.04292
7.25000,-1.20840,-1.04693
7.30000,-1.21666,-1.05583
7.35000,-1.22533,-1.05968
7.40000,-1.23346,-1.06742
7.45000,-1.24186,-1.07236
7.50000,-1.25040,-1.08312
7.55000,-1.25866,-1.08472
7.60000,-1.26693,-1.09606
7.65000,-1.27546,-1.09655
7.70000,-1.28373,-1.10702
7.75000,-1.29200,-1.11134
7.80000,-1.30053,-1.12050
7.85000,-1.30866,-1.12405
7.90000,-1.31706,-1.13032
7.95000,-1.32533,-1.13770
8.00000,-1.33360,-1.14267
8.05000,-1.34200,-1.15192
8.10000,-1.35026,-1.15397
8.15000,-1.35840,-1.16317
8.20000,-1.36693,-1.16589
8.25000,-1.37546,-1.17683
8.30000,-1.38360,-1.17925
8.35000,-1.39186,-1.18977
8.40000,-1.40053,-1.18876
8.45000,-1.40866,-1.20257
8.50000,-1.41693,-1.20197
8.55000,-1.42546,-1.21421
8.60000,-1.43373,-1.21637
8.65000,-1.44200,-1.22485
8.70000,-1.45026,-1.22734
8.75000,-1.45853,-1.23608
8.80000,-1.46680,-1.24135
8.85000,-1.47520,-1.24774
8.90000,-1.48333,-1.25266
8.95000,-1.49186,-1.25940
9.00000,-1.50026,-1.26506
9.05000,-1.50840,-1.27048
9.10000,-1.51693,-1.27817
9.15000,-1.52546,-1.28200
9.20000,-1.53346,-1.29177
9.25000,-1.54186,-1.29288
9.30000,-1.55053,-1.30112
