Time,Extension,Load
(sec),(mm),(N)
0.00000,0.00000,-0.61797
0.05000,-0.00107,-0.61783
0.10000,-0.00560,-0.62538
0.15000,-0.01467,-0.64182
0.20000,-0.02520,-0.66931
0.25000,-0.03573,-0.69414
0.30000,-0.04560,-0.71830
0.35000,-0.05507,-0.73883
0.40000,-0.06440,-0.75986
0.45000,-0.07347,-0.77892
0.50000,-0.08200,-0.79687
0.55000,-0.09080,-0.81506
0.60000,-0.09947,-0.83372
0.65000,-0.10787,-0.84843
0.70000,-0.11627,-0.86718
0.75000,-0.12493,-0.88480
0.80000,-0.13320,-0.89802
0.85000,-0.14147,-0.91612
0.90000,-0.15000,-0.93266
0.95000,-0.15840,-0.94790
1.00000,-0.16653,-0.96402
1.05000,-0.17493,-0.97912
1.10000,-0.18333,-0.99582
1.15000,-0.19160,-1.01065
1.20000,-0.20000,-1.02805
1.25000,-0.20827,-1.03983
1.30000,-0.21680,-1.05884
1.35000,-0.22520,-1.07387
1.40000,-0.23333,-1.08693
1.45000,-0.24187,-1.10545
1.50000,-0.25027,-1.11927
1.55000,-0.25853,-1.13389
1.60000,-0.26680,-1.15027
1.65000,-0.27533,-1.16273
1.70000,-0.28347,-1.18118
1.75000,-0.29160,-1.19165
1.80000,-0.30013,-1.22762
1.85000,-0.30840,-1.19982
1.90000,-0.31653,-1.23726
1.95000,-0.32493,-1.24383
2.00000,-0.33360,-1.26250
2.05000,-0.34173,-1.26990
2.10000,-0.35000,-1.30926
2.15000,-0.35867,-1.29406
2.20000,-0.36693,-1.33594
2.25000,-0.37520,-1.31823
2.30000,-0.38360,-1.37303
2.35000,-0.39200,-1.34936
2.40000,-0.40027,-1.39649
2.45000,-0.40853,-1.38165
2.50000,-0.41680,-1.41067
2.55000,-0.42520,-1.42527
2.60000,-0.43347,-1.43226
2.65000,-0.44160,-1.44875
2.70000,-0.45013,-1.46466
2.75000,-0.45840,-1.47181
2.80000,-0.46653,-1.49744
2.85000,-0.47507,-1.49657
2.90000,-0.48360,-1.52494
2.95000,-0.49173,-1.52615
3.00000,-0.50013,-1.54733
3.05000,-0.50867,-1.55815
3.10000,-0.51680,-1.57080
3.15000,-0.52520,-1.58535
3.20000,-0.53360,-1.59636
3.25000,-0.54187,-1.61608
3.30000,-0.55013,-1.61971
3.35000,-0.55840,-1.63901
3.40000,-0.56667,-1.64848
3.45000,-0.57493,-1.66398
3.50000,-0.58320,-1.67728
3.55000,-0.59147,-1.68744
3.60000,-0.60000,-1.70284
3.65000,-0.60840,-1.71395
3.70000,-0.61667,-1.72921
3.75000,-0.62507,-1.74137
3.80000,-0.63360,-1.75220
3.85000,-0.64173,-1.76916
3.90000,-0.65013,-1.77736
3.95000,-0.65867,-1.79417
4.00000,-0.66693,-1.80291
4.05000,-0.67507,-1.81877
4.10000,-0.68346,-1.82730
4.15000,-0.69173,-1.84442
4.20000,-0.69986,-1.85497
4.25000,-0.70826,-1.86513
4.30000,-0.71666,-1.87591
4.35000,-0.72493,-1.89425
4.40000,-0.73333,-1.90341
4.45000,-0.74173,-1.91917
4.50000,-0.75026,-1.92649
4.55000,-0.75853,-1.94241
4.60000,-0.76680,-1.95641
4.65000,-0.77520,-1.96285
4.70000,-0.78360,-1.98125
4.75000,-0.79173,-1.98893
4.80000,-0.80000,-2.00294
4.85000,-0.80866,-2.01529
4.90000,-0.81680,-2.02696
4.95000,-0.82493,-2.03831
5.00000,-0.83346,-2.04971
5.05000,-0.84173,-2.06281
5.10000,-0.84986,-2.07273
5.15000,-0.85813,-2.07902
5.20000,-0.86680,-2.09153
5.25000,-0.87506,-2.09334
5.30000,-0.88333,-2.09465
5.35000,-0.89200,-2.09638
5.40000,-0.90026,-2.09464
5.45000,-0.90853,-2.09425
5.50000,-0.91693,-2.09686
5.55000,-0.92520,-2.09604
5.60000,-0.93360,-2.09243
5.65000,-0.94200,-2.09262
5.70000,-0.95013,-2.09264
5.75000,-0.95866,-2.09395
5.80000,-0.96680,-2.09481
5.85000,-0.97493,-2.09303
5.90000,-0.98346,-2.09334
5.95000,-0.99173,-2.09600
6.00000,-1.00000,-2.09878
6.05000,-1.00853,-2.10217
6.10000,-1.01693,-2.10263
6.15000,-1.02506,-2.09707
6.20000,-1.03346,-2.09924
6.25000,-1.04200,-2.10569
6.30000,-1.05013,-2.11806
6.35000,-1.05853,-2.13377
6.40000,-1.06706,-2.14353
6.45000,-1.07520,-2.15857
6.50000,-1.08346,-2.16968
6.55000,-1.09186,-2.18545
6.60000,-1.10013,-2.19643
6.65000,-1.10840,-2.20710
6.70000,-1.11666,-2.21611
6.75000,-1.12480,-2.23048
6.80000,-1.13346,-2.24151
6.85000,-1.14173,-2.25488
6.90000,-1.14986,-2.26973
6.95000,-1.15853,-2.28217
7.00000,-1.16693,-2.29293
7.05000,-1.17493,-2.30590
7.10000,-1.18333,-2.31564
7.15000,-1.19186,-2.33291
7.20000,-1.20000,-2.34149
7.25000,-1.20826,-2.35763
7.30000,-1.21666,-2.36386
7.35000,-1.22506,-2.37925
7.40000,-1.23320,-2.38877
7.45000,-1.24173,-2.40287
7.50000,-1.25013,-2.41456
7.55000,-1.25826,-2.42565
7.60000,-1.26653,-2.43735
7.65000,-1.27493,-2.44862
7.70000,-1.28346,-2.46129
7.75000,-1.29173,-2.47555
7.80000,-1.30000,-2.48427
7.85000,-1.30840,-2.49819
7.90000,-1.31693,-2.50476
7.95000,-1.32506,-2.52524
8.00000,-1.33346,-2.52826
8.05000,-1.34200,-2.54839
8.10000,-1.35000,-2.55181
8.15000,-1.35826,-2.57111
8.20000,-1.36666,-2.57561
8.25000,-1.37506,-2.59397
8.30000,-1.38333,-2.60043
8.35000,-1.39173,-2.61620
8.40000,-1.40040,-2.62360
8.45000,-1.40853,-2.64059
8.50000,-1.41680,-2.64576
8.55000,-1.42533,-2.66586
8.60000,-1.43360,-2.66900
8.65000,-1.44200,-2.68819
8.70000,-1.45026,-2.69242
8.75000,-1.45866,-2.71045
8.80000,-1.46693,-2.71608
8.85000,-1.47520,-2.73256
8.90000,-1.48346,-2.73936
8.95000,-1.49186,-2.75235
9.00000,-1.50013,-2.76532
9.05000,-1.50826,-2.77022
9.10000,-1.51680,-2.79041
9.15000,-1.52506,-2.79273
9.20000,-1.53320,-2.81113
9.25000,-1.54173,-2.81497
9.30000,-1.55013,-2.83298
9.35000,-1.55840,-2.83859
9.40000,-1.56666,-2.85488
9.45000,-1.57533,-2.86133
9.50000,-1.58346,-2.87565
9.55000,-1.59173,-2.88166
9.60000,-1.60026,-2.90102
9.65000,-1.60853,-2.89792
9.70000,-1.61666,-2.92345
9.75000,-1.62493,-2.92019
9.80000,-1.63333,-2.94323
9.85000,-1.64173,-2.94487
9.90000,-1.64986,-2.96185
9.95000,-1.65813,-2.96822
10.00000,-1.66680,-2.98227
10.05000,-1.67506,-2.98889
10.10000,-1.68320,-3.00798
10.15000,-1.69173,-3.00798
10.20000,-1.70026,-3.03049
10.25000,-1.70840,-3.02729
10.30000,-1.71666,-3.05388
10.35000,-1.72533,-3.04770
10.40000,-1.73346,-3.07523
10.45000,-1.74160,-3.06770
10.50000,-1.75000,-3.09399
10.55000,-1.75840,-3.09043
10.60000,-1.76666,-3.11336
10.65000,-1.77493,-3.11350
10.70000,-1.78333,-3.13164
10.75000,-1.79160,-3.13655
10.80000,-1.79986,-3.14567
10.85000,-1.80826,-3.16172
10.90000,-1.81680,-3.16498
10.95000,-1.82520,-3.18622
11.00000,-1.83346,-3.18635
11.05000,-1.84186,-3.20560
