Time,Extension,Load
(sec),(mm),(N)
0.00000,0.00000,-0.66507
0.05000,-0.00147,-0.66571
0.10000,-0.00693,-0.67310
0.15000,-0.01627,-0.69219
0.20000,-0.02627,-0.71429
0.25000,-0.03640,-0.73848
0.30000,-0.04613,-0.75739
0.35000,-0.05547,-0.77937
0.40000,-0.06467,-0.79617
0.45000,-0.07360,-0.81429
0.50000,-0.08227,-0.83233
0.55000,-0.09093,-0.84707
0.60000,-0.09947,-0.86569
0.65000,-0.10800,-0.87893
0.70000,-0.11640,-0.89976
0.75000,-0.12467,-0.90818
0.80000,-0.13320,-0.92893
0.85000,-0.14133,-0.93975
0.90000,-0.14947,-0.95752
0.95000,-0.15813,-0.96997
1.00000,-0.16640,-0.98647
1.05000,-0.17467,-1.00062
1.10000,-0.18320,-1.01516
1.15000,-0.19173,-1.02945
1.20000,-0.19987,-1.04347
1.25000,-0.20813,-1.05804
1.30000,-0.21680,-1.07182
1.35000,-0.22507,-1.08672
1.40000,-0.23320,-1.09989
1.45000,-0.24160,-1.11398
1.50000,-0.25000,-1.12810
1.55000,-0.25827,-1.14102
1.60000,-0.26667,-1.15434
1.65000,-0.27493,-1.16843
1.70000,-0.28320,-1.18094
1.75000,-0.29147,-1.19580
1.80000,-0.29973,-1.20639
1.85000,-0.30827,-1.22198
1.90000,-0.31653,-1.23273
1.95000,-0.32467,-1.24850
2.00000,-0.33320,-1.25849
2.05000,-0.34187,-1.27402
2.10000,-0.34987,-1.28528
2.15000,-0.35813,-1.29919
2.20000,-0.36680,-1.31091
2.25000,-0.37493,-1.32426
2.30000,-0.38320,-1.33700
2.35000,-0.39173,-1.34839
2.40000,-0.40000,-1.36200
2.45000,-0.40813,-1.37456
2.50000,-0.41640,-1.38641
2.55000,-0.42480,-1.39922
2.60000,-0.43307,-1.41082
2.65000,-0.44147,-1.42479
2.70000,-0.44987,-1.43551
2.75000,-0.45827,-1.44904
2.80000,-0.46653,-1.46059
2.85000,-0.47480,-1.47347
2.90000,-0.48320,-1.48509
2.95000,-0.49173,-1.49733
3.00000,-0.49987,-1.51088
3.05000,-0.50827,-1.52164
3.10000,-0.51680,-1.53490
3.15000,-0.52493,-1.54635
3.20000,-0.53320,-1.55843
3.25000,-0.54160,-1.57004
3.30000,-0.55000,-1.58181
3.35000,-0.55787,-1.59441
3.40000,-0.56627,-1.60512
3.45000,-0.57493,-1.61863
3.50000,-0.58320,-1.62921
3.55000,-0.59147,-1.64274
3.60000,-0.60000,-1.65417
3.65000,-0.60840,-1.66668
3.70000,-0.61667,-1.67827
3.75000,-0.62507,-1.69033
3.80000,-0.63347,-1.70208
3.85000,-0.64173,-1.71399
3.90000,-0.65000,-1.72609
3.95000,-0.65813,-1.73652
4.00000,-0.66667,-1.74922
4.05000,-0.67493,-1.76027
4.10000,-0.68306,-1.77216
4.15000,-0.69160,-1.78385
4.20000,-0.69986,-1.79567
4.25000,-0.70800,-1.80717
4.30000,-0.71653,-1.81880
4.35000,-0.72520,-1.83151
4.40000,-0.73333,-1.84217
4.45000,-0.74160,-1.85425
