Time,Extension,Load
(sec),(mm),(N)
0.00000,1.21266,-0.00008
0.05000,1.21146,-0.00014
0.10000,1.20666,-0.00013
0.15000,1.19720,-0.00009
0.20000,1.18680,-0.00013
0.25000,1.17666,-0.00011
0.30000,1.16666,-0.00014
0.35000,1.15746,-0.00013
0.40000,1.14840,-0.00011
0.45000,1.13946,-0.00012
0.50000,1.13080,-0.00015
0.55000,1.12213,-0.00015
0.60000,1.11360,-0.00015
0.65000,1.10493,-0.00011
0.70000,1.09653,-0.00013
0.75000,1.08826,-0.00014
0.80000,1.07973,-0.00014
0.85000,1.07120,-0.00016
0.90000,1.06306,-0.00015
0.95000,1.05453,-0.00019
1.00000,1.04600,-0.00011
1.05000,1.03786,-0.00017
1.10000,1.02960,-0.00014
1.15000,1.02106,-0.00012
1.20000,1.01280,-0.00012
1.25000,1.00453,-0.00008
1.30000,0.99613,-0.00013
1.35000,0.98786,-0.00013
1.40000,0.97960,-0.00013
1.45000,0.97133,-0.00016
1.50000,0.96306,-0.00015
1.55000,0.95466,-0.00013
1.60000,0.94640,-0.00014
1.65000,0.93786,-0.00013
1.70000,0.92946,-0.00012
1.75000,0.92093,-0.00014
1.80000,0.91280,-0.00013
1.85000,0.90440,-0.00013
1.90000,0.89586,-0.00014
1.95000,0.88773,-0.00015
2.00000,0.87946,-0.00013
2.05000,0.87080,-0.00016
2.10000,0.86280,-0.00013
2.15000,0.85453,-0.00014
2.20000,0.84613,-0.00014
2.25000,0.83786,-0.00013
2.30000,0.82973,-0.00014
2.35000,0.82133,-0.00015
2.40000,0.81280,-0.00013
2.45000,0.80440,-0.00015
2.50000,0.79626,-0.00016
2.55000,0.78773,-0.00015
2.60000,0.77933,-0.00014
2.65000,0.77106,-0.00014
2.70000,0.76266,-0.00013
2.75000,0.75413,-0.00016
2.80000,0.74586,-0.00015
2.85000,0.73760,-0.00014
2.90000,0.72946,-0.00013
2.95000,0.72093,-0.00013
3.00000,0.71266,-0.00012
3.05000,0.70453,-0.00012
3.10000,0.69600,-0.00015
3.15000,0.68786,-0.00013
3.20000,0.67973,-0.00015
3.25000,0.67106,-0.00014
3.30000,0.66253,-0.00013
3.35000,0.65453,-0.00014
3.40000,0.64613,-0.00013
3.45000,0.63746,-0.00015
3.50000,0.62947,-0.00013
3.55000,0.62120,-0.00014
3.60000,0.61267,-0.00012
3.65000,0.60427,-0.00013
3.70000,0.59600,-0.00012
3.75000,0.58760,-0.00013
3.80000,0.57933,-0.00012
3.85000,0.57107,-0.00013
3.90000,0.56280,-0.00014
3.95000,0.55467,-0.00013
4.00000,0.54613,-0.00013
4.05000,0.53787,-0.00015
4.10000,0.52960,-0.00014
4.15000,0.52107,-0.00015
4.20000,0.51267,-0.00014
4.25000,0.50453,-0.00012
4.30000,0.49613,-0.00014
4.35000,0.48760,-0.00011
4.40000,0.47947,-0.00015
4.45000,0.47120,-0.00013
4.50000,0.46267,-0.00013
4.55000,0.45440,-0.00016
4.60000,0.44627,-0.00012
4.65000,0.43787,-0.00014
4.70000,0.42947,-0.00011
4.75000,0.42133,-0.00013
4.80000,0.41307,-0.00013
4.85000,0.40453,-0.00012
4.90000,0.39613,-0.00011
4.95000,0.38760,-0.00012
5.00000,0.37947,-0.00011
5.05000,0.37093,-0.00013
5.10000,0.36267,-0.00016
5.15000,0.35453,-0.00010
5.20000,0.34613,-0.00010
5.25000,0.33760,-0.00013
5.30000,0.32947,-0.00012
5.35000,0.32133,-0.00012
5.40000,0.31280,-0.00011
5.45000,0.30453,-0.00010
5.50000,0.29640,-0.00012
5.55000,0.28800,-0.00011
5.60000,0.27947,-0.00011
5.65000,0.27120,-0.00011
5.70000,0.26280,-0.00008
5.75000,0.25427,-0.00011
5.80000,0.24600,-0.00009
5.85000,0.23773,-0.00013
5.90000,0.22933,-0.00011
5.95000,0.22093,-0.00013
6.00000,0.21267,-0.00010
6.05000,0.20440,-0.00013
6.10000,0.19613,-0.00013
6.15000,0.18760,-0.00013
6.20000,0.17947,-0.00012
6.25000,0.17120,-0.00012
6.30000,0.16267,-0.00012
6.35000,0.15440,-0.00011
6.40000,0.14627,-0.00012
6.45000,0.13773,-0.00014
6.50000,0.12933,-0.00010
6.55000,0.12120,-0.00013
6.60000,0.11280,-0.00011
6.65000,0.10413,-0.00011
6.70000,0.09600,-0.00014
6.75000,0.08760,-0.00010
6.80000,0.07920,-0.00013
6.85000,0.07093,-0.00010
6.90000,0.06280,-0.00011
6.95000,0.05453,-0.00011
7.00000,0.04613,-0.00010
7.05000,0.03773,-0.00012
7.10000,0.02947,-0.00010
7.15000,0.02133,-0.00012
7.20000,0.01267,-0.00010
7.25000,0.00440,-0.00012
7.30000,-0.00373,-0.00011
7.35000,-0.01227,-0.00009
7.40000,-0.02067,-0.00012
7.45000,-0.02880,-0.00011
7.50000,-0.03720,-0.00013
7.55000,-0.04573,-0.00013
7.60000,-0.05387,-0.00009
7.65000,-0.06200,-0.00010
7.70000,-0.07053,-0.00012
7.75000,-0.07893,-0.00010
7.80000,-0.08707,-0.00010
7.85000,-0.09547,-0.00009
7.90000,-0.10373,-0.00008
7.95000,-0.11200,-0.00011
8.00000,-0.12027,-0.00010
8.05000,-0.12867,-0.00012
8.10000,-0.13720,-0.00010
8.15000,-0.14560,-0.00008
8.20000,-0.15387,-0.00008
8.25000,-0.16240,-0.00008
8.30000,-0.17067,-0.00010
8.35000,-0.17893,-0.00010
8.40000,-0.18720,-0.00008
8.45000,-0.19573,-0.00010
8.50000,-0.20387,-0.00009
8.55000,-0.21213,-0.00013
8.60000,-0.22067,-0.00008
8.65000,-0.22893,-0.00011
8.70000,-0.23707,-0.00009
8.75000,-0.24533,-0.00010
8.80000,-0.25387,-0.00008
8.85000,-0.26213,-0.00008
8.90000,-0.27040,-0.00010
8.95000,-0.27907,-0.00008
9.00000,-0.28733,-0.00008
9.05000,-0.29573,-0.00014
9.10000,-0.30400,-0.00007
9.15000,-0.31240,-0.00011
9.20000,-0.32067,-0.00010
9.25000,-0.32907,-0.00006
9.30000,-0.33720,-0.00005
9.35000,-0.34573,-0.00008
9.40000,-0.35387,-0.00010
9.45000,-0.36213,-0.00009
9.50000,-0.37067,-0.00007
9.55000,-0.37880,-0.00009
9.60000,-0.38707,-0.00005
9.65000,-0.39560,-0.00008
9.70000,-0.40400,-0.00007
9.75000,-0.41213,-0.00006
9.80000,-0.42067,-0.00005
9.85000,-0.42933,-0.00008
9.90000,-0.43733,-0.00008
9.95000,-0.44560,-0.00006
10.00000,-0.45400,-0.00006
10.05000,-0.46240,-0.00009
10.10000,-0.47067,-0.00006
10.15000,-0.47893,-0.00005
10.20000,-0.48733,-0.00005
10.25000,-0.49560,-0.00007
10.30000,-0.50387,-0.00005
10.35000,-0.51200,-0.00005
10.40000,-0.52053,-0.00006
10.45000,-0.52880,-0.00005
10.50000,-0.53693,-0.00007
10.55000,-0.54547,-0.00007
10.60000,-0.55400,-0.00005
10.65000,-0.56227,-0.00005
10.70000,-0.57053,-0.00004
10.75000,-0.57920,-0.00006
10.80000,-0.58720,-0.00006
10.85000,-0.59547,-0.00003
10.90000,-0.60387,-0.00002
10.95000,-0.61213,-0.00004
11.00000,-0.62027,-0.00006
11.05000,-0.62867,-0.00009
11.10000,-0.63720,-0.00006
11.15000,-0.64533,0.00000
11.20000,-0.65373,-0.00003
11.25000,-0.66213,-0.00006
11.30000,-0.67053,-0.00004
11.35000,-0.67880,-0.00007
11.40000,-0.68707,-0.00003
11.45000,-0.69546,-0.00001
11.50000,-0.70386,-0.00002
11.55000,-0.71213,-0.00003
11.60000,-0.72040,-0.00005
11.65000,-0.72906,-0.00001
11.70000,-0.73720,0.00000
11.75000,-0.74546,0.00002
11.80000,-0.75386,-0.00006
11.85000,-0.76213,0.00000
11.90000,-0.77040,-0.00004
11.95000,-0.77866,0.00000
12.00000,-0.78720,0.00002
12.05000,-0.79546,-0.00001
12.10000,-0.80386,-0.00003
12.15000,-0.81240,-0.00003
12.20000,-0.82066,0.00001
12.25000,-0.82893,0.00003
12.30000,-0.83720,0.00003
12.35000,-0.84573,0.00000
12.40000,-0.85400,-0.00003
12.45000,-0.86240,0.00000
12.50000,-0.87066,0.00003
12.55000,-0.87906,0.00003
12.60000,-0.88720,0.00002
12.65000,-0.89546,0.00000
12.70000,-0.90400,-0.00001
12.75000,-0.91213,0.00001
12.80000,-0.92040,0.00003
12.85000,-0.92893,0.00005
12.90000,-0.93733,0.00001
12.95000,-0.94546,0.00000
13.00000,-0.95386,0.00001
13.05000,-0.96253,0.00003
13.10000,-0.97053,0.00004
13.15000,-0.97893,0.00006
13.20000,-0.98746,0.00005
13.25000,-0.99573,0.00000
13.30000,-1.00386,0.00000
13.35000,-1.01226,0.00008
13.40000,-1.02053,0.00006
13.45000,-1.02893,0.00008
13.50000,-1.03720,0.00006
13.55000,-1.04533,0.00000
13.60000,-1.05386,0.00004
13.65000,-1.06213,0.00006
13.70000,-1.07040,0.00009
13.75000,-1.07893,0.00007
13.80000,-1.08733,0.00006
13.85000,-1.09546,0.00003
13.90000,-1.10386,0.00006
13.95000,-1.11253,0.00007
14.00000,-1.12053,0.00006
14.05000,-1.12880,0.00005
14.10000,-1.13720,0.00002
14.15000,-1.14546,0.00007
14.20000,-1.15373,0.00009
14.25000,-1.16200,0.00007
14.30000,-1.17053,0.00010
14.35000,-1.17866,0.00007
14.40000,-1.18693,0.00006
14.45000,-1.19533,0.00006
14.50000,-1.20386,0.00010
