Time,Sample     ,Program Temperature,Frequency     ,Raw Dynamic,Raw Static,In-Phase     ,Out-Of-Phase,Zero Displacement,Min Displacement,Max Displacement,Spring     ,C*     ,Measured     ,Corrected     ,Corrected     ,Stiffness*,Total     ,Stiffness     ,Inertia     ,Sample     ,Ratio of     ,Total     ,Sample     ,Total Applied,Static Force,Static     ,Static     ,Static     ,Static Stress,Static     ,Static Strain,Static     ,Dynamic Force,Displacement,Dynamic     ,Dynamic     ,Storage Modulus,Loss Modulus,Tan Delta,Loss Viscosity,Storage     ,Complex     ,Shear Storage Modulus,Shear Loss Modulus,Complex     ,Shear Complex 
          ,Temperature,Temperature,          ,Force     ,Force     ,Angle     ,Angle     ,               ,               ,               ,Stiffness     ,          ,Tan Delta     ,Total Tan Delta,Total Delta,          ,Stiffness',Less Spring,          ,Stiffness',Sample to Total,Stiffness'',Stiffness'',Static Force,          ,Force Corrected,Displacement,Displacement Co,          ,Stress Correcte,          ,Strain Correcte,          ,Amplitude     ,Stress     ,Strain     ,Modulus     ,          ,          ,               ,Viscosity     ,Viscosity     ,Modulus     ,Modulus     ,Modulus     ,Modulus      
264.777795,96.975,79.855448,1.000001,40,2077,603905.625,13490.125,42509360.625,40562.5,42454.375,0.000044,604056.278321,0.022338,0.009601,0.009601,3471.007008,3472.813185,1145.234612,1.863819,1147.098431,0.330131,33.361923,31.982779,0.156413,0.366844,0.004975,0.090408,0.011117,112857.804336,1530.654175,0.016001,0.001968,0.034425,0.030035,10590.561737,0.005316,1993879.752028,55592.277949,0.027881,8847.778824,317335.567084,317458.887617,738473.982233,20589.732574,1994654.598399,738760.96237
264.912216,97.225,80.12429,1.000001,40,2077,604135.625,13477.125,42508906.125,40563,42450.75,0.000044,604285.930907,0.022308,0.009571,0.009571,3469.687888,3471.493631,1143.909779,1.863819,1145.773598,0.329875,33.244999,31.865852,0.156413,0.366878,0.005009,0.090422,0.011103,112868.245464,1541.095302,0.016004,0.001965,0.034398,0.030046,10582.349028,0.005318,1991576.934832,55389.036216,0.027812,8815.431924,316969.062635,317091.624783,737621.086975,20514.457858,1992347.016131,737906.302271
265.044036,97.4625,80.387931,1.000001,40,2077,603885.5,13205.5,42508763,40565.875,42451.625,0.000044,604029.868749,0.021868,0.009131,0.009131,3471.158768,3472.980436,1145.394921,1.863819,1147.258739,0.330161,31.72895,30.349802,0.156413,0.366889,0.00502,0.090427,0.011098,112871.533456,1544.383294,0.016005,0.001964,0.034428,0.030034,10591.531968,0.005316,1994158.399395,52753.846965,0.026454,8396.028861,317379.915155,317490.950807,738577.184961,19538.461839,1994856.057525,738835.576861
265.177936,97.775,80.655729,1.000001,40,2077,604189,13433.75,42507828.25,40555.75,42457.5,0.000044,604338.3269,0.022234,0.009497,0.009497,3469.387066,3471.194927,1143.598552,1.863819,1145.462371,0.329814,32.986056,31.606901,0.156413,0.366959,0.00509,0.090456,0.011069,112893.007495,1565.857333,0.01601,0.001959,0.034392,0.030049,10580.384438,0.005318,1991035.96191,54938.930259,0.027593,8743.795392,316882.964188,317003.575612,737420.726633,20347.751948,1991793.786434,737701.402383
265.307159,98.0875,80.914175,1.000001,40,2077,604294.125,13473.625,42507539.875,40560,42451.5,0.000044,604444.313465,0.022296,0.00956,0.009559,3468.778725,3470.583868,1142.984142,1.863819,1144.84796,0.329695,33.195867,31.81671,0.156413,0.36698,0.005111,0.090465,0.01106,112899.632395,1572.482233,0.016012,0.001957,0.034379,0.030054,10576.570135,0.005319,1989967.997309,55303.618813,0.027791,8801.837332,316712.992478,316835.275726,737025.184189,20482.821782,1990736.326229,737309.750455
265.439236,98.3375,81.17833,1.000001,40,2077,604270.125,13638.125,42507280.125,40557.5,42447.875,0.000044,604424.008806,0.02257,0.009833,0.009832,3468.895253,3470.691321,1143.088576,1.863819,1144.952395,0.329715,34.144941,32.765783,0.156413,0.367,0.005131,0.090473,0.011051,112905.599708,1578.449547,0.016013,0.001956,0.034381,0.030053,10577.207637,0.005319,1990149.524603,56953.291308,0.028618,9064.390657,316741.883421,316871.557403,737092.41652,21093.811596,1990964.290907,737394.181818
265.568457,98.5625,81.436772,1.000001,40,2077,604127.25,13602.25,42506514,40555.375,42450.625,0.000044,604280.361585,0.022516,0.009778,0.009778,3469.719866,3471.518669,1143.907021,1.863819,1145.770839,0.329872,33.965437,32.586273,0.156413,0.367057,0.005188,0.090498,0.011027,112923.200242,1596.05008,0.016017,0.001952,0.034398,0.030046,10582.247268,0.005318,1991572.140202,56641.267821,0.02844,9014.730616,316968.299546,317096.465268,737619.311186,20978.247341,1992377.429818,737917.566599
265.697676,98.85,81.69521,1.000001,40,2077,604308.625,13394.875,42506147.625,40556.125,42451,0.000044,604457.059621,0.022166,0.009429,0.009428,3468.705579,3470.514959,1142.899052,1.863819,1144.76287,0.329677,32.74102,31.361853,0.156413,0.367084,0.005215,0.090509,0.011016,112931.617201,1604.467039,0.016019,0.00195,0.034377,0.030055,10575.993915,0.005319,1989820.094521,54512.989357,0.027396,8676.004846,316689.453037,316808.274394,736970.405378,20189.996058,1990566.671722,737246.915453
265.827677,99.05,81.955212,1.000001,40,2077,604359.125,13461.875,42505813.625,40552,42447.375,0.000044,604509.03554,0.022275,0.009538,0.009537,3468.407339,3470.212802,1142.593012,1.863819,1144.456831,0.329617,33.116514,31.737345,0.156413,0.367109,0.00524,0.09052,0.011005,112939.290425,1612.140263,0.016021,0.001948,0.034371,0.030057,10574.08667,0.00532,1989288.138675,55165.666813,0.027731,8779.881607,316604.789701,316726.505337,736773.384694,20431.728449,1990052.901173,737056.630064
265.956637,99.3625,82.213132,1.000001,40,2077,604640.625,13218.625,42505212.875,40555,42456.25,0.000044,604785.100219,0.021862,0.009125,0.009125,3466.824124,3468.64124,1141.014466,1.863819,1142.878285,0.329312,31.669847,30.290674,0.156413,0.367154,0.005285,0.090539,0.010986,112953.091973,1625.941812,0.016025,0.001944,0.034339,0.030071,10564.283562,0.005322,1986544.319202,52651.072292,0.026504,8379.671776,316168.097615,316279.124902,735757.15526,19500.397145,1987241.924771,736015.527693
266.086637,99.6,82.473132,1.000001,40,2077,604535,13276.25,42504768.5,40557.25,42446.75,0.000044,604680.762915,0.021961,0.009224,0.009224,3467.422322,3469.236931,1141.604991,1.863819,1143.468809,0.329425,32.019291,30.640115,0.156413,0.367187,0.005318,0.090553,0.010972,112963.301054,1636.150892,0.016027,0.001942,0.034351,0.030066,10567.928199,0.005321,1987570.765301,53258.468233,0.026796,8476.341766,316331.461456,316445.006086,736137.320482,19725.358605,1988284.187816,736401.551043
266.219758,99.7875,82.739373,1.000001,40,2077,604762.25,13319,42504269.75,40546.5,42446.75,0.000044,604908.897923,0.022024,0.009287,0.009286,3466.11462,3467.925799,1140.288058,1.863819,1142.151877,0.32917,32.223745,30.844566,0.156413,0.367224,0.005356,0.090569,0.010956,112974.759417,1647.609255,0.01603,0.001939,0.034324,0.030077,10559.745836,0.005323,1985281.681189,53613.843268,0.027006,8532.901415,315967.142693,316082.340013,735289.511551,19856.978988,1986005.487871,735557.5881
266.352098,99.9875,83.004053,1.000001,40,2077,604779.375,13488.375,42504013.625,40557.125,42446.125,0.000044,604929.771697,0.022303,0.009566,0.009566,3465.995018,3467.796921,1140.156202,1.863819,1142.020021,0.329145,33.191737,31.812556,0.156413,0.367244,0.005375,0.090577,0.010948,112980.643703,1653.493541,0.016031,0.001938,0.034322,0.030078,10558.918948,0.005324,1985052.489249,55296.397559,0.027856,8800.688035,315930.665692,316053.219624,735204.625648,20480.147244,1985822.518922,735489.821823
266.486517,100.3125,83.272893,1.000001,40,2077,604481.25,13446.75,42503526,40556.625,42449,0.000044,604630.793697,0.022245,0.009508,0.009508,3467.708884,3469.514565,1141.868175,1.863819,1143.731994,0.329475,33.007404,31.62822,0.156413,0.36728,0.005411,0.090592,0.010933,112991.846589,1664.696427,0.016034,0.001935,0.034356,0.030064,10569.515151,0.005321,1988028.231043,54975.986026,0.027654,8749.692996,316404.269333,316525.226134,736306.752238,20361.476306,1988788.225645,736588.23172
266.614438,100.6375,83.528734,1.000001,40,2077,604533.375,13364.875,42503192.625,40556.375,42446.125,0.000044,604681.090636,0.022108,0.009371,0.009371,3467.420443,3469.230314,1141.580046,1.863819,1143.443865,0.329419,32.528111,31.148925,0.156413,0.367305,0.005436,0.090603,0.010922,112999.505716,1672.355554,0.016036,0.001933,0.03435,0.030066,10567.717807,0.005321,1987527.406503,54142.877547,0.027241,8617.099769,316324.560695,316441.90953,736121.261668,20052.91761,1988264.731566,736394.345024
266.744438,100.8875,83.788734,1.000001,40,2077,604633.125,13524.375,42502558.875,40555.5,42446.5,0.000044,604784.362039,0.022368,0.009631,0.009631,3466.828355,3468.628998,1140.971358,1.863819,1142.835177,0.329301,33.424977,32.045785,0.156413,0.367352,0.005483,0.090623,0.010902,113014.065904,1686.915742,0.016039,0.00193,0.034338,0.030071,10563.922352,0.005322,1986469.389094,55701.796023,0.028041,8865.209153,316156.172128,316280.440602,735729.403368,20630.294823,1987250.191569,736018.58947
266.873658,101.1375,84.047174,1.000001,40,2077,604660.375,13434.875,42502069.625,40553.25,42443.5,0.000044,604809.610507,0.022219,0.009482,0.009482,3466.683629,3468.48906,1140.825728,1.863819,1142.689547,0.329272,32.906653,31.527458,0.156413,0.367389,0.00552,0.090638,0.010887,113025.306336,1698.156174,0.016042,0.001927,0.034335,0.030072,10563.002127,0.005323,1986216.255394,54800.842842,0.027591,8721.818115,316115.88468,316236.181766,735635.650146,20296.60846,1986972.104879,735915.5944
267.002358,101.4125,84.304574,1.000001,40,2077,604890.625,13578.625,42501695.125,40546.625,42446.125,0.000044,605043.012744,0.022448,0.009711,0.009711,3465.346316,3467.142659,1139.47497,1.863819,1141.338788,0.32901,33.688628,32.309431,0.156413,0.367417,0.005548,0.09065,0.010875,113033.910456,1706.760294,0.016044,0.001925,0.034308,0.030084,10554.610639,0.005325,1983868.375517,56160.06338,0.028308,8938.144611,315742.208288,315868.695067,734766.065006,20800.023474,1984663.116021,735060.413341
267.135739,101.6625,84.571337,1.000001,40,2077,605042.125,13668.125,42501265.875,40549,42447.5,0.000044,605196.489304,0.02259,0.009853,0.009853,3464.467511,3466.258071,1138.585387,1.863819,1140.449205,0.328838,34.173362,32.794162,0.156413,0.367449,0.00558,0.090664,0.010861,113043.772507,1716.622345,0.016047,0.001922,0.03429,0.030092,10549.074145,0.005326,1982322.107478,57002.619815,0.028755,9072.241526,315496.112281,315626.523649,734193.37314,21112.081413,1983141.506918,734496.854414
267.265218,101.9125,84.830295,1.000001,40,2077,604878.25,13511,42500782,40551.625,42451.125,0.000044,605029.126939,0.022337,0.0096,0.009599,3465.425848,3467.226009,1139.547694,1.863819,1141.411512,0.329023,33.303336,31.924133,0.156413,0.367485,0.005616,0.090679,0.010846,113054.889637,1727.739475,0.016049,0.00192,0.034309,0.030083,10555.029552,0.005324,1983994.783735,55490.340521,0.027969,8831.554992,315762.326764,315885.80748,734812.882865,20551.977971,1984770.636567,735100.235766
267.394702,102.1625,85.089263,1.000001,40,2077,604804.75,13284,42500189.75,40549.625,42443.25,0.000044,604950.61805,0.021964,0.009227,0.009227,3465.875582,3467.688409,1140.0032,1.863819,1141.867019,0.329111,32.015462,30.636255,0.156413,0.367529,0.00566,0.090698,0.010827,113068.496802,1741.34664,0.016053,0.001916,0.034318,0.030079,10557.834512,0.005324,1984786.542658,53251.757957,0.02683,8475.273793,315888.339011,316002.014217,735106.12691,19722.873318,1985500.785606,735370.661336
267.52678,102.4,85.353418,1.000001,40,2077,605074.25,13306.25,42499700.25,40551.375,42444.5,0.000044,605220.541871,0.021991,0.009254,0.009254,3464.329827,3466.140106,1138.449199,1.863819,1140.313018,0.32881,32.094725,30.715514,0.156413,0.367566,0.005697,0.090713,0.010812,113079.743326,1752.593164,0.016055,0.001914,0.034287,0.030093,10548.173208,0.005326,1982085.387306,53389.525551,0.026936,8497.20017,315458.437125,315572.856824,734105.699002,19773.898352,1982804.308047,734371.965943
267.655999,102.7,85.611856,1.000001,40,2077,605269.75,13404.75,42499340,40546.25,42444.375,0.000044,605418.16754,0.022147,0.00941,0.00941,3463.198971,3465.002982,1137.307881,1.863819,1139.171699,0.328588,32.623552,31.244339,0.156413,0.367593,0.005724,0.090725,0.0108,113088.020309,1760.870147,0.016057,0.001912,0.034264,0.030103,10541.072048,0.005328,1980101.554203,54308.725907,0.027427,8643.495334,315142.700531,315261.211869,733370.946001,20114.342929,1980846.183495,733646.734628
267.786779,102.9875,85.873416,1.000001,40,2077,605160,13335.75,42498842,40550.5,42444.875,0.000044,605306.920354,0.022037,0.0093,0.0093,3463.83546,3465.643733,1137.942834,1.863819,1139.806652,0.328711,32.248294,30.869077,0.156413,0.36763,0.005761,0.09074,0.010785,113099.462253,1772.312091,0.01606,0.001909,0.034277,0.030097,10544.998504,0.005327,1981205.225844,53656.449044,0.027083,8539.682329,315318.355189,315433.972953,733779.713276,19872.758905,1981931.67426,734048.768245
267.919899,103.3,86.139656,1.000001,40,2077,605327.5,13170.25,42498518,40549.25,42441.125,0.000044,605470.757131,0.021757,0.00902,0.00902,3462.898167,3464.714302,1137.00963,1.863819,1138.873449,0.32853,31.271077,29.891858,0.156413,0.367654,0.005785,0.090751,0.010774,113106.90645,1779.756288,0.016062,0.001907,0.034258,0.030105,10539.189832,0.005328,1979583.136765,51957.851417,0.026247,8269.342335,315060.191898,315168.69537,733178.939542,19243.648673,1980264.884728,733431.438788
268.04756,103.5,86.394977,1.000001,40,2077,605380.625,13325.875,42498328.625,40548.125,42444.625,0.000044,605527.274423,0.022012,0.009276,0.009275,3462.574955,3464.382641,1136.675765,1.863819,1138.539583,0.328465,32.152205,30.772985,0.156413,0.367668,0.005799,0.090757,0.010768,113111.257528,1784.107366,0.016063,0.001906,0.034251,0.030108,10537.108347,0.005329,1979002.813206,53489.421227,0.027028,8513.099048,314967.830608,315082.857632,732964.004891,19810.896751,1979725.549883,733231.685142
268.1786,103.8125,86.657057,1.000001,40,2077,605393.75,13417.75,42497968.75,40547.75,42446.625,0.000044,605542.425065,0.022164,0.009427,0.009426,3462.488322,3464.291007,1136.579939,1.863819,1138.443758,0.328446,32.675531,31.296308,0.156413,0.367695,0.005826,0.090768,0.010757,113119.526043,1792.375881,0.016065,0.001904,0.034249,0.030109,10536.500036,0.005329,1978836.250275,54399.058287,0.02749,8657.872167,314941.321316,315060.303152,732902.314917,20147.799366,1979583.835796,733179.198443
268.311981,104.05,86.923819,1.000001,40,2077,605223.625,13343.625,42497298.625,40539.625,42440.5,0.000044,605370.703442,0.022047,0.009311,0.00931,3463.470504,3465.278034,1137.559162,1.863819,1139.42298,0.328635,32.281957,30.90273,0.156413,0.367745,0.005876,0.090789,0.010736,113134.922989,1807.772828,0.016069,0.0019,0.034269,0.0301,10542.5608,0.005327,1980538.328971,53714.942959,0.027121,8548.991918,315212.215339,315328.12428,733532.714434,19894.423318,1981266.606901,733802.447
268.44536,104.2,87.190578,1.000001,40,2077,605306.75,13467.75,42496720.25,40548.75,42442,0.000044,605456.556563,0.022249,0.009513,0.009512,3462.979387,3464.779787,1137.054178,1.863819,1138.917997,0.328536,32.977429,31.598198,0.156413,0.367788,0.005919,0.090807,0.010717,113148.211975,1821.061813,0.016072,0.001897,0.034258,0.030105,10539.402984,0.005328,1979660.56926,54923.801561,0.027744,8741.387587,315072.515653,315193.753074,733207.618244,20342.148726,1980422.327045,733489.750758
268.57406,104.475,87.447978,1.000001,40,2077,605361.875,13521.875,42496288.625,40549.5,42441.625,0.000044,605512.874188,0.022337,0.0096,0.0096,3462.657302,3464.454456,1136.723818,1.863819,1138.587637,0.328472,33.277115,31.89788,0.156413,0.36782,0.005952,0.090821,0.010704,113158.129236,1830.979075,0.016075,0.001894,0.034252,0.030107,10537.334767,0.005329,1979086.340233,55444.707877,0.028015,8824.292337,314981.124337,315104.707714,732994.940827,20535.076992,1979862.838109,733282.532633
268.70666,104.7625,87.713178,1.000001,40,2077,605507.375,13492.625,42495916.875,40549.625,42441.25,0.000044,605657.685585,0.022283,0.009546,0.009546,3461.829388,3463.627427,1135.892458,1.863819,1137.756276,0.32831,33.08323,31.703993,0.156413,0.367848,0.005979,0.090833,0.010692,113166.670821,1839.520659,0.016077,0.001892,0.034235,0.030115,10532.153607,0.00533,1977641.274096,55107.694158,0.027865,8770.65498,314751.1351,314873.310136,732459.731147,20410.257096,1978408.92309,732744.045589
268.83562,105.025,87.971099,1.000001,40,2077,605700,13711.25,42495162.25,40542.375,42441.5,0.000044,605855.171123,0.022637,0.0099,0.0099,3460.700965,3462.485852,1134.74209,1.863819,1136.605909,0.328086,34.297743,32.918501,0.156413,0.367905,0.006036,0.090857,0.010668,113184.009734,1856.859572,0.016081,0.001888,0.034211,0.030124,10524.971764,0.005332,1975641.712004,57218.745315,0.028962,9106.63894,314432.895162,314564.741242,731719.152594,21192.127894,1976470.126014,732025.972598
268.966402,105.2875,88.232661,1.000001,40,2077,605921.125,13661.875,42494960.875,40539,42443.875,0.000044,606075.12451,0.022547,0.00981,0.00981,3459.445026,3461.231622,1133.485513,1.863819,1135.349332,0.327842,33.974624,32.595381,0.156413,0.36792,0.006051,0.090863,0.010662,113188.636728,1861.486566,0.016082,0.001887,0.034186,0.030135,10517.143478,0.005334,1973457.537076,56657.09968,0.02871,9017.250332,314085.2732,314214.687189,730910.198917,20984.110993,1974270.669788,731211.359181
269.097961,105.55,88.495779,1.000001,40,2077,605412.75,13092,42494169,40547.5,42437.125,0.000044,605554.290156,0.021625,0.008888,0.008888,3462.420479,3464.240202,1136.484865,1.863819,1138.348683,0.328423,30.808346,29.429097,0.156413,0.367979,0.00611,0.090888,0.010637,113206.83176,1879.681599,0.016086,0.001883,0.034247,0.03011,10535.77453,0.005329,1978670.992081,51153.484041,0.025852,8141.323392,314915.019678,315020.23866,732841.108178,18945.73483,1979332.102966,733085.964062
269.227961,105.8375,88.75578,1.000001,40,2077,605495.625,13230.875,42494175.375,40547.375,42440,0.000044,605640.16375,0.021851,0.009115,0.009114,3461.929543,3463.741663,1135.9864,1.863819,1137.850219,0.328327,31.58823,30.208981,0.156413,0.367978,0.006109,0.090888,0.010637,113206.68528,1879.535119,0.016086,0.001883,0.034236,0.030114,10532.676026,0.00533,1977804.564027,52509.07264,0.026549,8357.071848,314777.123479,314888.040605,732520.208899,19447.804682,1978501.47743,732778.324974
269.361081,106.0875,89.02202,1.000001,40,2077,605659.125,13403.375,42493485.625,40540.375,42434.625,0.000044,605807.416723,0.02213,0.009393,0.009393,3460.973764,3462.775895,1135.012592,1.863819,1136.876411,0.328137,32.545398,31.166144,0.156413,0.36803,0.006161,0.09091,0.010615,113222.533924,1895.383762,0.01609,0.001879,0.034217,0.030122,10526.5953,0.005331,1976111.89649,54172.808855,0.027414,8621.86348,314507.727287,314625.884271,731893.294996,20064.00328,1976854.299302,732168.259001
269.490309,106.3875,89.280476,1.000001,40,2077,605738.25,13339.5,42492950.25,40537.875,42440.875,0.000044,605885.112685,0.022022,0.009285,0.009285,3460.529944,3462.335101,1134.565556,1.863819,1136.429375,0.32805,32.166079,30.786822,0.156413,0.36807,0.006201,0.090927,0.010598,113234.835534,1907.685372,0.016093,0.001876,0.034208,0.030126,10523.795002,0.005332,1975334.861881,53513.473173,0.027091,8516.927031,314384.058486,314499.402665,731605.5044,19819.804879,1976059.591301,731873.922704
269.619262,106.65,89.538382,1.000001,40,2077,605904.125,13524.375,42492158.125,40541.875,42434.375,0.000044,606055.044869,0.022321,0.009584,0.009584,3459.559644,3461.353968,1133.575187,1.863819,1135.439005,0.327857,33.192396,31.813134,0.156413,0.368129,0.00626,0.090952,0.010573,113253.03679,1925.886628,0.016098,0.001871,0.034187,0.030134,10517.602582,0.005334,1973613.406798,55297.401876,0.028018,8800.847877,314110.080618,314233.349072,730967.928444,20480.519213,1974387.925952,731254.78739
269.748223,106.9375,89.796304,1.000001,40,2077,605730.125,13415.875,42491578.875,40540.125,42441.125,0.000044,605878.676002,0.022148,0.009411,0.009411,3460.566708,3462.367809,1134.582273,1.863819,1136.446092,0.328051,32.60404,31.224773,0.156413,0.368172,0.006303,0.09097,0.010555,113266.346776,1939.196614,0.016101,0.001868,0.034208,0.030126,10523.850442,0.005332,1975363.918763,54274.716427,0.027476,8638.082561,314388.683029,314507.329783,731616.266209,20101.746825,1976109.398893,731892.36996
269.878222,107.1875,90.056302,1.000001,40,2077,605786.5,13331.5,42491277.5,40542,42438.75,0.000044,605933.174925,0.022007,0.00927,0.00927,3460.255457,3462.060797,1134.271746,1.863819,1136.135564,0.327991,32.111729,30.73246,0.156413,0.368195,0.006326,0.09098,0.010545,113273.2718,1946.121638,0.016103,0.001866,0.034201,0.030128,10521.907349,0.005332,1974824.162083,53418.980859,0.02705,8501.888124,314302.778153,314417.745136,731416.356327,19784.807726,1975546.521513,731683.896857
270.007182,107.45,90.314222,1.000001,40,2077,605929.25,13292,42490887.25,40538.75,42437.875,0.000044,606075.022806,0.021937,0.0092,0.009199,3459.445607,3461.252319,1133.458716,1.863819,1135.322535,0.327833,31.860604,30.481332,0.156413,0.368224,0.006355,0.090992,0.010533,113282.239042,1955.088881,0.016105,0.001864,0.034185,0.030135,10516.832391,0.005334,1973410.958523,52982.472108,0.026848,8432.415653,314077.859999,314191.037071,730892.947601,19623.137818,1974122.071598,731156.322814
270.139523,107.75,90.578903,1.000001,40,2077,605977.75,13275.5,42490054.25,40540,42437.125,0.000044,606123.149529,0.021908,0.009171,0.009171,3459.170924,3460.97826,1133.17494,1.863819,1135.038758,0.327777,31.757748,30.378471,0.156413,0.368286,0.006417,0.091018,0.010507,113301.380037,1974.229875,0.016109,0.00186,0.034179,0.030138,10515.035808,0.005334,1972917.699723,52803.679233,0.026764,8403.959906,313999.355485,314111.79823,730710.259157,19556.918234,1973624.198884,730971.925513
270.268483,107.9625,90.836824,1.000001,40,2077,606093,13547.75,42489847,40541.75,42440.375,0.000044,606244.394761,0.022353,0.009616,0.009615,3458.47911,3460.271213,1132.465474,1.863819,1134.329293,0.327639,33.291407,31.912128,0.156413,0.368302,0.006433,0.091025,0.0105,113306.14234,1978.992178,0.016111,0.001858,0.034165,0.030144,10510.609366,0.005335,1971684.510957,55469.473712,0.028133,8828.233938,313803.087553,313927.245508,730253.522577,20544.249523,1972464.619014,730542.451487
270.397703,108.225,91.095263,1.000001,40,2077,605967.25,13495.75,42489291,40539.75,42438.25,0.000044,606117.516114,0.022271,0.009534,0.009534,3459.203074,3460.998654,1133.186428,1.863819,1135.050246,0.327778,33.01742,31.638137,0.156413,0.368343,0.006474,0.091042,0.010482,113318.918473,1991.768311,0.016114,0.001855,0.034179,0.030137,10515.080309,0.005334,1972937.668568,54993.224236,0.027874,8752.43654,314002.533623,314124.49167,730717.655025,20367.860828,1973703.954185,731001.464513
270.528483,108.5375,91.356823,1.000001,40,2077,606117.25,13566.25,42488713.25,40543.125,42439.25,0.000044,606269.052391,0.022382,0.009645,0.009645,3458.33845,3460.129412,1132.310444,1.863819,1134.174262,0.327607,33.392574,32.013288,0.156413,0.368386,0.006517,0.091061,0.010464,113332.19449,2005.044328,0.016117,0.001852,0.034161,0.030145,10509.603316,0.005335,1971415.038137,55645.308395,0.028226,8856.218875,313760.199656,313885.162919,730153.717828,20609.37348,1972200.206099,730444.520777
270.661603,108.7,91.623064,1.000001,40,2077,606393.875,13543.375,42488482.875,40538.625,42439.75,0.000044,606545.096958,0.022334,0.009597,0.009597,3456.764527,3458.555382,1130.733725,1.863819,1132.597544,0.327301,33.211569,31.832281,0.156413,0.368404,0.006535,0.091068,0.010457,113337.488266,2010.338104,0.016118,0.001851,0.034129,0.030159,10499.766786,0.005338,1968674.395157,55330.683552,0.028106,8806.144816,313324.013124,313447.739482,729138.664873,20492.84576,1969451.79141,729426.589411
270.794984,108.85,91.889826,1.000001,40,2077,606092.25,13347.75,42487927,40537.25,42436.625,0.000044,606239.208514,0.022023,0.009286,0.009286,3458.508697,3460.311634,1132.48349,1.863819,1134.347308,0.32764,32.149864,30.770572,0.156413,0.368445,0.006576,0.091086,0.010439,113350.261755,2023.111593,0.016121,0.001848,0.034165,0.030144,10510.653584,0.005335,1971715.826087,53485.22741,0.027126,8512.431582,313808.071507,313923.505387,730265.120773,19809.343485,1972441.119119,730533.747822
270.922904,109.15,92.145666,1.000001,40,2077,606292,13702,42487231,40535.625,42432,0.000044,606446.810584,0.0226,0.009863,0.009862,3457.324762,3459.107281,1131.271012,1.863819,1133.13483,0.327404,34.135006,32.755709,0.156413,0.368497,0.006628,0.091108,0.010417,113366.255317,2039.105155,0.016125,0.001844,0.03414,0.030154,10503.072586,0.005337,1969608.303516,56935.780843,0.028907,9061.603782,313472.649138,313603.5944,729484.556858,21087.326238,1970431.057515,729789.280561
271.051863,109.4625,92.403585,1.000001,40,2077,606310,13526.75,42486727.25,40536.125,42433.75,0.000044,606460.871834,0.02231,0.009573,0.009573,3457.244601,3459.036784,1131.194633,1.863819,1133.058452,0.327388,33.132022,31.752721,0.156413,0.368535,0.006666,0.091124,0.010401,113377.831208,2050.681046,0.016128,0.001841,0.034139,0.030155,10502.578561,0.005337,1969475.543117,55192.393684,0.028024,8784.135317,313451.519681,313574.578407,729435.38634,20441.627291,1970248.744513,729721.757227
271.181603,109.7,92.663065,1.000001,40,2077,606232.625,13451.875,42486484.875,40535.75,42432,0.000044,606381.85045,0.022189,0.009452,0.009452,3457.695136,3459.491782,1131.646802,1.863819,1133.51062,0.327476,32.718889,31.339587,0.156413,0.368553,0.006684,0.091131,0.010394,113383.400876,2056.250715,0.016129,0.00184,0.034148,0.030151,10505.388691,0.005336,1970261.499936,54474.28605,0.027648,8669.845028,313576.608494,313696.438628,729726.481458,20175.6615,1971014.415465,730005.339061
271.310564,109.95,92.920985,1.000001,40,2077,606102.5,13209.75,42485924.25,40537.125,42435.375,0.000044,606246.433393,0.021795,0.009058,0.009058,3458.467481,3460.27762,1132.426093,1.863819,1134.289912,0.327627,31.360275,29.980969,0.156413,0.368595,0.006726,0.091149,0.010376,113396.283854,2069.133692,0.016133,0.001836,0.034163,0.030144,10510.225017,0.005335,1971616.059684,52112.744664,0.026431,8293.994341,313792.193203,313901.785368,730228.170253,19301.016542,1972304.648111,730483.203004
271.440565,110.3,93.180988,1.000001,40,2077,606296.5,13331.75,42485235.25,40534.375,42433.375,0.000044,606443.057072,0.021989,0.009252,0.009252,3457.346161,3459.148921,1131.289348,1.863819,1133.153167,0.327405,32.022086,30.642776,0.156413,0.368646,0.006777,0.091171,0.010354,113412.116977,2084.966815,0.016136,0.001833,0.03414,0.030154,10503.116181,0.005337,1969640.175912,53263.092413,0.027042,8477.077727,313477.721783,313592.319582,729496.361449,19727.071264,1970360.215692,729763.042849
271.569524,110.525,93.438906,1.000001,40,2077,606366.875,13363.625,42484725.125,40538.125,42438.375,0.000044,606514.116547,0.022039,0.009302,0.009302,3456.941097,3458.74181,1130.876279,1.863819,1132.740097,0.327324,32.191334,30.812019,0.156413,0.368684,0.006815,0.091187,0.010338,113423.839669,2096.689508,0.016139,0.00183,0.034132,0.030157,10500.522623,0.005338,1968922.181429,53557.271056,0.027201,8523.897675,313363.449502,313479.358675,729230.437566,19836.026317,1969650.460819,729500.170674
271.703164,110.8375,93.706187,1.000001,40,2077,606536.5,13224.5,42484231.75,40534.875,42429.375,0.000044,606680.65177,0.021803,0.009067,0.009066,3455.992158,3457.799331,1129.928037,1.863819,1131.791855,0.327139,31.367971,29.988654,0.156413,0.368721,0.006852,0.091202,0.010322,113435.177521,2108.027359,0.016142,0.001827,0.034113,0.030166,10494.59055,0.005339,1967273.952433,52126.101822,0.026497,8296.120197,313101.125918,313211.016188,728619.982382,19305.963638,1967964.413909,728875.708855
