Time,Sample     ,Program Temperature,Frequency     ,Raw Dynamic,Raw Static,In-Phase     ,Out-Of-Phase,Zero Displacement,Min Displacement,Max Displacement,Spring     ,C*     ,Measured     ,Corrected     ,Corrected     ,Stiffness*,Total     ,Stiffness     ,Inertia     ,Sample     ,Ratio of     ,Total     ,Sample     ,Total Applied,Static Force,Static     ,Static     ,Static     ,Static Stress,Static     ,Static Strain,Static     ,Dynamic Force,Displacement,Dynamic     ,Dynamic     ,Storage Modulus,Loss Modulus,Tan Delta,Loss Viscosity,Storage     ,Complex     ,Shear Storage Modulus,Shear Loss Modulus,Complex     ,Shear Complex 
          ,Temperature,Temperature,          ,Force     ,Force     ,Angle     ,Angle     ,               ,               ,               ,Stiffness     ,          ,Tan Delta     ,Total Tan Delta,Total Delta,          ,Stiffness',Less Spring,          ,Stiffness',Sample to Total,Stiffness'',Stiffness'',Static Force,          ,Force Corrected,Displacement,Displacement Co,          ,Stress Correcte,          ,Strain Correcte,          ,Amplitude     ,Stress     ,Strain     ,Modulus     ,          ,          ,               ,Viscosity     ,Viscosity     ,Modulus     ,Modulus     ,Modulus     ,Modulus      
141.724265,246.25,246.083336,1.000001,39,2075,593949.25,13548.25,42051811,40134.125,41988.125,0.000045,594103.750749,0.02281,0.010073,0.010073,3440.925063,3442.68267,1109.513001,1.863819,1111.37682,0.322648,34.698586,33.316128,0.145986,0.390689,0.02882,0.10488,0.003355,120193.552499,8866.402338,0.018563,0.000594,0.032803,0.02954,10091.753876,0.005228,1931788.657669,57909.898725,0.029977,9216.639335,307453.470323,307591.584499,715477.280618,21448.110639,1932656.455315,715798.687154
141.857123,245.9625,245.817621,1.000001,39,2075,593931.375,13412.625,42052837.875,40131,41990.125,0.000045,594082.802915,0.022583,0.009846,0.009845,3441.046392,3442.811945,1109.655442,1.863819,1111.51926,0.322677,33.915968,32.533519,0.145986,0.390612,0.028743,0.104848,0.003323,120169.813623,8842.663461,0.018557,0.000588,0.032806,0.029539,10092.668513,0.005228,1932036.24714,56549.570824,0.029269,9000.136597,307492.87538,307624.561549,715568.980422,20944.28549,1932863.656398,715875.428296
141.989983,245.7,245.5519,1.000001,39,2075,594195.5,13488.5,42053573,40132.25,41991.75,0.000045,594348.577732,0.0227,0.009963,0.009963,3439.50766,3441.267544,1108.120464,1.863819,1109.984282,0.322376,34.305688,32.923245,0.145986,0.390557,0.028688,0.104824,0.0033,120152.81952,8825.669358,0.018553,0.000584,0.032776,0.029552,10083.251581,0.00523,1929368.157515,57226.990394,0.029661,9107.951185,307068.236064,307203.281842,714580.799079,21195.181627,1930216.675832,714895.065123
142.118163,245.4625,245.29554,1.000001,39,2075,594134.75,13611.25,42054107,40131.5,41991.75,0.000045,594290.642097,0.022909,0.010172,0.010172,3439.842967,3441.595964,1108.455728,1.863819,1110.319546,0.322443,35.028099,33.64566,0.145986,0.390517,0.028648,0.104808,0.003283,120140.474997,8813.324835,0.01855,0.000581,0.032782,0.029549,10085.335185,0.00523,1929950.911417,58482.687668,0.030303,9307.801454,307160.984155,307301.977467,714796.633858,21660.254692,1930836.799224,715124.740453
142.252844,245.15,245.02618,1.000001,39,2075,594149.75,13461,42054955.25,40130.625,41989.875,0.000045,594302.216003,0.022656,0.009919,0.009918,3439.775977,3441.537675,1108.408309,1.863819,1110.272128,0.322435,34.155086,32.772653,0.145986,0.390453,0.028584,0.104781,0.003256,120120.866125,8793.715964,0.018545,0.000576,0.032782,0.02955,10085.075182,0.00523,1929868.488199,56965.232048,0.029518,9066.291083,307147.866103,307281.644888,714766.10674,21098.234092,1930709.045766,715077.424358
142.382071,245,244.767725,1.000001,39,2075,594180.5,13648.75,42055960.5,40134.625,41997.375,0.000045,594337.240089,0.022971,0.010233,0.010233,3439.573272,3441.323824,1108.207338,1.863819,1110.071156,0.322396,35.236476,33.854051,0.145986,0.390377,0.028508,0.104749,0.003224,120097.628219,8770.478057,0.01854,0.000571,0.032778,0.029552,10083.875928,0.00523,1929519.160715,58844.911886,0.030497,9365.451183,307092.268951,307235.045731,714636.726191,21794.41181,1930416.254392,714968.983108
142.514665,244.6875,244.502538,1.000001,39,2075,593951.5,13905.5,42056498,40133.875,41994.75,0.000045,594114.254401,0.023412,0.010674,0.010674,3440.864229,3442.600269,1109.490668,1.863819,1111.354486,0.322649,36.768393,35.385971,0.145986,0.390337,0.028468,0.104732,0.003207,120085.203215,8758.053053,0.018537,0.000568,0.032803,0.02954,10091.7925,0.005228,1931749.83803,61507.687103,0.03184,9789.244686,307447.291991,307603.099243,715462.902974,22780.624853,1932728.804644,715825.483202
142.649604,244.4,244.232659,1.000001,39,2075,593986,13502.25,42057436.5,40133.125,41994.875,0.000045,594139.444029,0.022732,0.009994,0.009994,3440.718347,3442.47846,1109.38088,1.863819,1111.244698,0.322629,34.425033,33.042619,0.145986,0.390266,0.028398,0.104702,0.003177,120063.508811,8736.358649,0.018531,0.000562,0.032801,0.029542,10091.152415,0.005229,1931559.004951,57434.485997,0.029735,9140.975109,307416.919987,307552.792412,715392.224056,21272.031851,1932412.71725,715708.413796
142.782204,244.1,243.967458,1.000001,39,2075,594066.625,13757.875,42058219.125,40134.75,41991.75,0.000045,594225.911639,0.023159,0.010421,0.010421,3440.217678,3441.962225,1108.874668,1.863819,1110.738486,0.32253,35.89052,34.508111,0.145986,0.390208,0.028339,0.104677,0.003153,120045.417845,8718.267683,0.018527,0.000558,0.032791,0.029546,10088.067522,0.005229,1930679.110419,59981.796348,0.031068,9546.391822,307276.880534,307425.137078,715066.337192,22215.480129,1931610.634497,715411.34611
142.911165,243.8875,243.709538,1.000001,39,2075,593831.375,13530.875,42058789.875,40137.5,42000.375,0.000045,593985.510356,0.022786,0.010049,0.010048,3441.610023,3443.369223,1110.288974,1.863819,1112.152792,0.322809,34.620338,33.237934,0.145986,0.390165,0.028296,0.104659,0.003135,120032.224658,8705.074496,0.018524,0.000555,0.03282,0.029534,10096.787571,0.005227,1933137.448078,57773.981343,0.029886,9195.007429,307668.136814,307805.507703,715976.832622,21397.770868,1934000.575513,716296.509449
143.043765,243.6625,243.444338,1.000001,39,2075,593688.75,13397.75,42059730.75,40143.75,41994.5,0.000045,593839.903999,0.022567,0.00983,0.00983,3442.453887,3444.22149,1111.153287,1.863819,1113.017105,0.32298,33.875344,32.492947,0.145986,0.390094,0.028225,0.10463,0.003105,120010.476073,8683.325912,0.018519,0.00055,0.032837,0.029527,10102.135297,0.005226,1934639.791995,56479.050077,0.029194,8988.91288,307907.242085,308038.423388,716533.256294,20918.166695,1935464.029081,716838.529289
143.173246,243.4375,243.185376,1.000001,39,2075,593935.75,13604.5,42060279.25,40138.875,41994.625,0.000045,594091.539704,0.022906,0.010168,0.010168,3440.995788,3442.750149,1109.688967,1.863819,1111.552785,0.322693,35.027151,33.644758,0.145986,0.390053,0.028184,0.104612,0.003087,119997.797481,8670.647319,0.018515,0.000546,0.032808,0.029539,10093.153989,0.005228,1932094.520025,58481.120589,0.030268,9307.552046,307502.149791,307642.9792,715590.562972,21659.674292,1932979.378001,715918.288148
143.301945,243.225,242.927977,1.000001,39,2075,593726.25,13485.75,42061036.5,40140,41995,0.000045,593879.386233,0.022714,0.009977,0.009976,3442.225026,3443.987371,1110.93588,1.863819,1112.799699,0.322939,34.378662,32.996275,0.145986,0.389996,0.028127,0.104588,0.003064,119980.293792,8653.143631,0.018511,0.000542,0.032833,0.029529,10100.848269,0.005226,1934261.897368,57353.930538,0.029652,9128.15432,307847.098335,307982.400722,716393.295321,21242.196496,1935112.028012,716708.158523
143.432206,242.95,242.667454,1.000001,39,2075,593690.125,13670.125,42061499.375,40136.125,41995.125,0.000045,593847.486178,0.023026,0.010288,0.010288,3442.409934,3444.161579,1111.116012,1.863819,1112.97983,0.322975,35.454925,34.072541,0.145986,0.389961,0.028092,0.104574,0.003049,119969.594619,8642.444458,0.018509,0.00054,0.032836,0.029527,10101.972602,0.005226,1934575.000685,59224.690598,0.030614,9425.894795,307896.930236,308041.177672,716509.259513,21935.070592,1935481.334772,716844.938804
143.561946,242.625,242.407975,1.000001,39,2075,593986.25,13416,42062348.75,40138.625,42001.25,0.000045,594137.740129,0.022586,0.009849,0.009849,3440.728214,3442.493304,1109.458605,1.863819,1111.322423,0.32265,33.925207,32.54283,0.145986,0.389897,0.028028,0.104547,0.003022,119949.961837,8622.811676,0.018504,0.000535,0.032803,0.029542,10091.814738,0.005229,1931694.105732,56565.755583,0.029283,9002.712479,307438.421927,307570.206797,715442.261382,20950.279846,1932522.135145,715748.938942
143.694286,242.3875,242.143296,1.000001,39,2075,593717.25,13724.75,42062903.5,40141.375,41997.625,0.000045,593875.863889,0.023117,0.010379,0.010379,3442.245442,3443.99367,1110.966068,1.863819,1112.829887,0.322947,35.76648,34.384107,0.145986,0.389856,0.027987,0.104529,0.003004,119937.139262,8609.9891,0.018501,0.000532,0.032834,0.029529,10101.103821,0.005226,1934314.370245,59766.252559,0.030898,9512.08699,307855.449646,308002.366348,716412.729721,22135.649096,1935237.475837,716754.62068
143.828185,242.1,241.875496,1.000001,39,2075,593844.875,13767.125,42063846.625,40144.875,41998.875,0.000045,594004.435417,0.023183,0.010446,0.010445,3441.500373,3443.24542,1110.229883,1.863819,1112.093701,0.322804,35.987329,34.604963,0.145986,0.389785,0.027916,0.104499,0.002975,119915.339962,8588.189801,0.018495,0.000526,0.032819,0.029535,10096.613925,0.005227,1933034.736662,60150.143595,0.031117,9573.185097,307651.789797,307800.697917,715938.791356,22277.830961,1933970.354715,716285.316561
143.955846,241.825,241.620175,1.000001,39,2075,593997.75,13282.25,42064570.75,40140.25,41999,0.000045,594146.232143,0.022361,0.009624,0.009623,3440.679037,3442.451644,1109.445367,1.863819,1111.309186,0.32265,33.148039,31.765679,0.145986,0.38973,0.027862,0.104477,0.002952,119898.602809,8571.452647,0.018491,0.000522,0.032803,0.029542,10091.816594,0.005229,1931671.097008,55214.916333,0.028584,8787.719905,307434.759978,307560.328495,715433.739633,20449.969012,1932460.067893,715725.951072
144.085847,241.55,241.360174,1.000001,39,2075,593773.375,13783.875,42065434.625,40145.75,42000.25,0.000045,593933.343119,0.023214,0.010477,0.010476,3441.912311,3443.656681,1110.661452,1.863819,1112.52527,0.32289,36.098401,34.716047,0.145986,0.389666,0.027797,0.104449,0.002924,119878.635755,8551.485593,0.018487,0.000518,0.032828,0.029531,10099.326497,0.005227,1933784.88737,60343.228977,0.031205,9603.915566,307771.179896,307920.987217,716216.624952,22349.344066,1934726.155275,716565.242694
144.218706,241.275,241.094454,1.000001,39,2075,594208.375,13772.375,42066325.375,40144.125,41999.75,0.000045,594367.959461,0.023178,0.01044,0.01044,3439.395501,3441.138492,1108.15465,1.863819,1110.018469,0.322398,35.946895,34.564548,0.145986,0.389599,0.02773,0.104421,0.002896,119858.04779,8530.897628,0.018482,0.000513,0.032778,0.029553,10083.940095,0.005231,1929427.580361,60079.893867,0.031139,9562.004515,307077.693496,307226.531689,714602.807541,22251.812543,1930362.759044,714949.170016
144.351826,241.025,240.828214,1.000001,39,2075,593860.75,13986.5,42066790.75,40145.875,42000.75,0.000045,594025.430914,0.023552,0.010814,0.010814,3441.378735,3443.110139,1110.132247,1.863819,1111.996065,0.322788,37.255845,35.873502,0.145986,0.389564,0.027695,0.104406,0.002881,119847.291651,8520.14149,0.018479,0.00051,0.032817,0.029536,10096.123948,0.005228,1932865.026941,62355.110204,0.03226,9924.116154,307624.779678,307784.816314,715875.935904,23094.485261,1933870.567577,716248.358362
144.482607,240.7625,240.566654,1.000001,39,2075,593763.75,13489.75,42067825.75,40142.75,42011.25,0.000045,593916.967403,0.022719,0.009982,0.009982,3442.007213,3443.769141,1110.804478,1.863819,1112.668296,0.322921,34.394744,33.012408,0.145986,0.389486,0.027617,0.104374,0.002849,119823.370119,8496.219957,0.018473,0.000504,0.032831,0.029531,10100.295198,0.005227,1934033.494916,57381.974394,0.02967,9132.617635,307810.746985,307946.197678,716308.701821,21252.583109,1934884.557394,716623.910146
144.611049,240.475,240.309769,1.000001,39,2075,594183,13656.5,42068457.75,40148.25,42000.5,0.000045,594339.917456,0.022984,0.010246,0.010246,3439.557778,3441.307856,1108.351269,1.863819,1110.215088,0.32244,35.280872,33.898541,0.145986,0.389438,0.027569,0.104354,0.002829,119808.763136,8481.612975,0.01847,0.000501,0.032782,0.029552,10085.230171,0.00523,1929769.341617,58922.244345,0.030533,9377.759017,307132.086446,307275.220103,714729.385784,21823.053461,1930668.677615,715062.473191
144.744687,240.2,240.042492,1.000001,39,2075,593647.75,13738.75,42069046.75,40132.75,42018.5,0.000045,593806.706203,0.023143,0.010406,0.010405,3442.646343,3444.394058,1111.444997,1.863819,1113.308815,0.323049,35.861203,34.478877,0.145986,0.389394,0.027525,0.104335,0.00281,119795.150103,8467.999941,0.018466,0.000497,0.032844,0.029525,10104.276976,0.005226,1935146.841017,59930.981293,0.03097,9538.304361,307987.94138,308135.605351,716721.052228,22196.659738,1936074.64185,717064.682167
144.878328,239.95,239.775211,1.000001,39,2075,594256,13602.25,42069777.75,40153.125,42001.5,0.000045,594411.654278,0.02289,0.010152,0.010152,3439.142673,3440.895614,1107.955892,1.863819,1109.819711,0.322363,34.952761,33.57044,0.145986,0.389339,0.02747,0.104312,0.002787,119778.255311,8451.105149,0.018462,0.000493,0.032774,0.029555,10082.845747,0.005231,1929082.099802,58351.94226,0.030249,9286.992693,307022.708601,307163.135532,714474.851779,21611.830467,1929964.428932,714801.640345
145.007287,239.6375,239.517293,1.000001,39,2075,594233.125,13295.375,42070160.375,40148.5,42000.875,0.000045,594381.841785,0.022374,0.009637,0.009637,3439.315171,3441.08587,1108.151036,1.863819,1110.014855,0.322402,33.180414,31.798096,0.145986,0.38931,0.027442,0.1043,0.002775,119769.412194,8442.262032,0.01846,0.000491,0.032778,0.029554,10084.061381,0.005231,1929421.298013,55271.263319,0.028647,8796.6878,307076.69363,307202.665169,714600.480745,20470.838266,1930212.801163,714893.63006
145.139367,239.4625,239.253132,1.000001,39,2075,594018.375,13521.125,42071058.125,40143.25,42011.875,0.000045,594172.239893,0.022762,0.010025,0.010025,3440.528434,3442.287289,1109.363922,1.863819,1111.22774,0.322642,34.52825,33.145939,0.145986,0.389243,0.027374,0.104271,0.002747,119748.663852,8421.51369,0.018455,0.000486,0.032803,0.029543,10091.558529,0.005229,1931529.52831,57614.076204,0.029828,9169.557756,307412.228637,307548.953998,715381.306781,21338.546742,1932388.599767,715699.481395
145.269888,239.2,238.992092,1.000001,39,2075,594070.5,13463,42071666,40143.875,42010.375,0.000045,594223.031647,0.022662,0.009925,0.009925,3440.234351,3441.996323,1109.080719,1.863819,1110.944537,0.322587,34.181634,32.799327,0.145986,0.389197,0.027328,0.104252,0.002727,119734.615105,8407.464944,0.018452,0.000483,0.032797,0.029546,10089.839037,0.005229,1931037.266645,57011.598263,0.029524,9073.670489,307333.882822,307467.798358,715198.987646,21115.406764,1931878.683435,715510.623494
145.398068,239,238.735732,1.000001,39,2075,594045.625,13396.875,42072344.125,40155.375,42002.875,0.000045,594196.668487,0.022552,0.009815,0.009815,3440.386987,3442.152876,1109.245931,1.863819,1111.109749,0.32262,33.803243,32.420942,0.145986,0.389146,0.027278,0.104231,0.002706,119718.942939,8391.792778,0.018448,0.000479,0.0328,0.029545,10090.880813,0.005229,1931324.437592,56353.890933,0.029179,8968.9932,307379.587462,307510.412226,715305.347256,20871.811457,1932146.434477,715609.790547
145.528328,238.75,238.475211,1.000001,39,2075,594128.75,13579.75,42072961.75,40149.5,42004,0.000045,594283.923042,0.022857,0.010119,0.010119,3439.881859,3441.636743,1108.737683,1.863819,1110.601501,0.322521,34.846814,33.464517,0.145986,0.3891,0.027231,0.104211,0.002686,119704.669124,8377.518962,0.018444,0.000475,0.03279,0.029549,10087.776795,0.00523,1930441.003554,58167.826549,0.030132,9257.689791,307238.984679,307378.428858,714978.149465,21543.639463,1931317.157861,715302.65106
145.659888,238.45,238.212091,1.000001,39,2075,593881.625,13681.125,42073819.375,40151.5,42011.75,0.000045,594039.188685,0.023037,0.0103,0.010299,3441.299033,3443.049095,1110.160983,1.863819,1112.024801,0.322802,35.48168,34.09939,0.145986,0.389036,0.027167,0.104184,0.002659,119684.848924,8357.698762,0.01844,0.000471,0.032819,0.029537,10096.563757,0.005228,1932914.974964,59271.35952,0.030664,9433.322379,307632.729146,307777.327971,715894.435172,21952.355378,1933823.516895,716230.932183
145.789369,238.175,237.95313,1.000001,39,2075,593859.125,13320.625,42074674.625,40148.625,42008.375,0.000045,594008.501114,0.022431,0.009694,0.009693,3441.476817,3443.247958,1110.370762,1.863819,1112.23458,0.322844,33.396223,32.013939,0.145986,0.388971,0.027102,0.104157,0.002632,119665.083855,8337.933693,0.018435,0.000466,0.032823,0.029535,10097.885516,0.005228,1933279.611621,55646.440296,0.028783,8856.399023,307690.762827,307818.195259,716029.485786,20609.792702,1934080.293842,716326.034756
145.920149,237.9,237.69157,1.000001,39,2075,594074.5,13488.25,42075214.5,40154.25,42010,0.000045,594227.603228,0.022705,0.009968,0.009967,3440.207884,3441.968376,1109.098069,1.863819,1110.961888,0.322595,34.327147,32.944867,0.145986,0.388931,0.027062,0.10414,0.002615,119652.607316,8325.457155,0.018432,0.000463,0.032798,0.029546,10090.078501,0.005229,1931067.42559,57264.574189,0.029654,9113.932826,307338.682764,307473.787004,715210.157626,21209.101551,1931916.311239,715524.559718
146.052749,237.675,237.426369,1.000001,39,2075,593635.875,13505.375,42076130.875,40155.125,42009,0.000045,593789.480574,0.02275,0.010013,0.010013,3442.746213,3444.507859,1111.649245,1.863819,1113.513063,0.323097,34.509661,33.127388,0.145986,0.388862,0.026993,0.104111,0.002586,119631.430066,8304.279904,0.018427,0.000458,0.032849,0.029524,10105.796999,0.005226,1935501.863592,57581.831995,0.02975,9164.425935,308044.444933,308180.73716,716852.542071,21326.604443,1936358.213592,717169.708738
146.180929,237.3875,237.170009,1.000001,39,2075,593659,13653.25,42076616.25,40152,42007.625,0.000045,593815.98119,0.022998,0.010261,0.010261,3442.592572,3444.345376,1111.492954,1.863819,1113.356772,0.323067,35.363056,33.980787,0.145986,0.388826,0.026957,0.104096,0.002571,119620.213256,8293.063094,0.018424,0.000455,0.032846,0.029526,10104.85497,0.005226,1935230.199746,59065.203907,0.030521,9400.51172,308001.208323,308144.631543,716751.925832,21876.001447,1936131.355131,717085.687085
146.311449,237.0875,236.908968,1.000001,39,2075,593870.375,13490.625,42077695.625,40157.875,42010,0.000045,594023.584772,0.022716,0.009979,0.009979,3441.38943,3443.150785,1110.31213,1.863819,1112.175949,0.322836,34.379592,32.997331,0.145986,0.388744,0.026876,0.104061,0.002537,119595.269639,8268.119477,0.018418,0.000449,0.032822,0.029536,10097.638023,0.005228,1933177.699044,57355.766573,0.029669,9128.446534,307674.542949,307809.929851,715991.740387,21242.876508,1934028.360713,716306.800264
146.443009,236.85,236.645849,1.000001,39,2075,593842.875,13394.875,42078094.375,40154.75,42013.75,0.000045,593993.924939,0.022556,0.009819,0.009819,3441.561268,3443.328274,1110.494705,1.863819,1112.358524,0.322873,33.829711,32.447453,0.145986,0.388714,0.026846,0.104049,0.002524,119586.054897,8258.904735,0.018416,0.000447,0.032826,0.029535,10098.775357,0.005227,1933495.049968,56399.971887,0.02917,8976.327205,307725.050877,307855.942589,716109.277766,20888.878477,1934317.467501,716413.876852
146.57223,236.6,236.387408,1.000001,39,2075,593848,13712.25,42078950,40156.5,42016.125,0.000045,594006.29029,0.023091,0.010353,0.010353,3441.489626,3443.237979,1110.415321,1.863819,1112.27914,0.322858,35.668613,34.286361,0.145986,0.38865,0.026781,0.104022,0.002497,119566.282378,8239.132216,0.018411,0.000442,0.032825,0.029535,10098.319318,0.005227,1933357.064788,59596.352042,0.030825,9485.046504,307703.089871,307849.244962,716058.172144,22072.722979,1934275.385032,716398.290753
146.701709,236.325,236.128449,1.000001,39,2075,593612,13525.5,42079395.5,40158.875,42014.625,0.000045,593766.069841,0.022785,0.010048,0.010048,3442.881952,3444.64254,1111.825562,1.863819,1113.68938,0.323136,34.630963,33.248715,0.145986,0.388617,0.026748,0.104008,0.002483,119555.987476,8228.837315,0.018408,0.000439,0.032853,0.029523,10107.002211,0.005225,1935808.336916,57792.720752,0.029855,9197.989896,308093.221638,308230.492063,716966.05071,21404.71139,1936670.833117,717285.493747
146.83119,236.05,235.869488,1.000001,39,2075,593594.625,13673.625,42079804.625,40154.875,42015.75,0.000045,593752.09208,0.023035,0.010298,0.010298,3442.963003,3444.714899,1111.903137,1.863819,1113.766955,0.323151,35.4937,34.111455,0.145986,0.388586,0.026717,0.103995,0.00247,119546.53321,8219.383048,0.018406,0.000437,0.032854,0.029523,10107.494018,0.005225,1935943.177523,59292.330903,0.030627,9436.660075,308114.68217,308259.157078,717015.991675,21960.122557,1936850.940858,717352.200318
146.96145,235.8,235.608967,1.000001,39,2075,593810.5,13397,42080211.5,40159.25,42014.75,0.000045,593961.606099,0.022561,0.009824,0.009824,3441.748532,3443.515576,1110.709001,1.863819,1112.57282,0.322917,33.848112,32.46587,0.145986,0.388555,0.026687,0.103982,0.002457,119537.130993,8209.980831,0.018404,0.000435,0.032831,0.029533,10100.171778,0.005227,1933867.537771,56431.984865,0.029181,8981.422225,307784.334106,307915.349189,716247.236211,20900.735135,1934690.730468,716552.122396
147.090671,235.525,235.350526,1.000001,39,2075,593476.75,13227.75,42081166.25,40160.625,42016.5,0.000045,593624.145534,0.022289,0.009552,0.009551,3443.70508,3445.483336,1112.68893,1.863819,1114.552749,0.323307,32.92844,31.546205,0.145986,0.388484,0.026615,0.103952,0.002427,119515.068495,8187.918333,0.018399,0.00043,0.03287,0.029516,10112.370516,0.005224,1937309.038828,54833.428199,0.028304,8727.004231,308332.065576,308455.545039,717521.866232,20308.677111,1938084.883789,717809.216218
147.219112,235.2875,235.093644,1.000001,39,2075,593942.5,13650.25,42081820.75,40161.625,42017,0.000045,594099.337343,0.022982,0.010245,0.010245,3440.950624,3442.702237,1109.916172,1.863819,1111.779991,0.322763,35.290987,33.908757,0.145986,0.388435,0.026566,0.103931,0.002406,119499.944391,8172.79423,0.018395,0.000426,0.032815,0.02954,10095.357488,0.005228,1932489.447355,58940.002519,0.0305,9380.585316,307565.004378,307708.022805,715736.832354,21829.630563,1933388.05935,716069.651611
147.34859,235.0375,234.834686,1.000001,39,2075,593859.875,13606.875,42082948.875,40161,42022.25,0.000045,594015.739002,0.022913,0.010175,0.010175,3441.434884,3443.189473,1110.417783,1.863819,1112.281602,0.322863,35.055473,33.673252,0.145986,0.38835,0.026481,0.103895,0.00237,119473.876155,8146.725993,0.018389,0.00042,0.032825,0.029536,10098.483853,0.005228,1933361.343989,58530.64881,0.030274,9315.434701,307703.770927,307844.74653,716059.757033,21678.018078,1934247.12053,716387.822419
147.477551,234.725,234.576765,1.000001,39,2075,593561.25,13532.25,42083530.25,40160.25,42025.25,0.000045,593715.486821,0.022798,0.010061,0.010061,3443.175277,3444.935717,1112.171433,1.863819,1114.035252,0.323209,34.679806,33.297589,0.145986,0.388306,0.026437,0.103877,0.002352,119460.442151,8133.29199,0.018385,0.000416,0.03286,0.029521,10109.281133,0.005225,1936409.528966,57877.673466,0.029889,9211.51053,308188.904249,308326.535719,717188.714432,21436.175358,1937274.293681,717508.99766
147.61197,234.6,234.307926,1.000001,39,2075,593584.625,13464.875,42084070.875,40164.75,42016.375,0.000045,593737.323987,0.022684,0.009947,0.009947,3443.04864,3444.812891,1112.055494,1.863819,1113.919313,0.323186,34.284414,32.902201,0.145986,0.388266,0.026397,0.10386,0.002335,119447.949871,8120.799709,0.018382,0.000413,0.032858,0.029522,10108.589261,0.005225,1936208.003814,57190.41329,0.029537,9102.129762,308156.83055,308291.227545,717114.075487,21181.634552,1937052.445703,717426.831742
147.740151,234.3375,234.051565,1.000001,39,2075,593686.875,13326.875,42084422.125,40164.5,42017.5,0.000045,593836.434672,0.022448,0.009711,0.00971,3442.473999,3444.245643,1111.49272,1.863819,1113.356538,0.323076,33.464588,32.082377,0.145986,0.388239,0.02637,0.103849,0.002324,119439.833551,8112.683389,0.01838,0.000411,0.032847,0.029527,10105.145288,0.005226,1935229.792811,55765.399877,0.028816,8875.332013,308001.143557,308128.992389,716751.775115,20653.851806,1936033.091351,717049.293093
147.872751,234.0375,233.786364,1.000001,39,2075,593689.125,13332.125,42085532.125,40159.625,42018.25,0.000045,593838.801949,0.022456,0.009719,0.009719,3442.460275,3444.231612,1111.492824,1.863819,1113.356643,0.323078,33.49462,32.112418,0.145986,0.388156,0.026287,0.103814,0.002289,119414.185094,8087.034932,0.018374,0.000405,0.032847,0.029527,10105.187381,0.005226,1935229.974569,55817.616849,0.028843,8883.642596,308001.172485,308129.260795,716751.842433,20673.191426,1936034.777792,717049.917701
148.003272,233.7625,233.525324,1.000001,39,2075,593520.875,13214.875,42086369.625,40167.625,42024.625,0.000045,593667.972845,0.022265,0.009528,0.009528,3443.45085,3445.2296,1112.501475,1.863819,1114.365294,0.323277,32.845556,31.463361,0.145986,0.388093,0.026224,0.103787,0.002262,119394.833488,8067.683326,0.018369,0.0004,0.032867,0.029519,10111.413966,0.005225,1936983.205989,54689.428471,0.028234,8704.085981,308280.207711,308403.060262,717401.187404,20255.343878,1937755.111946,717687.078498
148.135871,233.4375,233.260124,1.000001,39,2075,593660,13551.75,42087243.75,40162,42020.75,0.000045,593814.655872,0.022827,0.01009,0.01009,3442.600255,3444.359069,1111.642072,1.863819,1113.505891,0.323109,34.774087,33.391898,0.145986,0.388027,0.026158,0.103759,0.002235,119374.635859,8047.485697,0.018364,0.000395,0.03285,0.029526,10106.168217,0.005226,1935489.396159,58041.600985,0.029988,9237.600384,308042.46068,308180.938481,716847.924503,21496.889254,1936359.478529,717170.177233
148.269772,233.1625,232.992324,1.000001,39,2075,593648.5,13360.5,42087958.5,40164.75,42029,0.000045,593798.82495,0.022506,0.009769,0.009768,3442.692036,3444.461964,1111.754065,1.863819,1113.617884,0.323132,33.666818,32.284634,0.145986,0.387974,0.026105,0.103737,0.002212,119358.120954,8030.970792,0.01836,0.000391,0.032852,0.029525,10106.8829,0.005226,1935684.062096,56116.96155,0.028991,8931.284747,308073.442702,308202.877899,716920.022998,20784.059833,1936497.328071,717221.232619
148.401332,232.9375,232.729204,1.000001,39,2075,593634.125,13331.125,42088745.625,40172.5,42024,0.000045,593783.793361,0.022457,0.00972,0.009719,3442.779188,3444.550854,1111.852972,1.863819,1113.716791,0.323152,33.499091,32.116913,0.145986,0.387914,0.026046,0.103712,0.002187,119339.93396,8012.783798,0.018356,0.000387,0.032854,0.029524,10107.519851,0.005226,1935855.981359,55825.429941,0.028838,8884.886087,308100.804481,308228.887229,716983.6968,20676.085164,1936660.749639,717281.759126
148.530812,232.625,232.470243,1.000001,39,2075,593313.5,13550,42089340,40173,42030,0.000045,593468.20621,0.022838,0.010101,0.0101,3444.609946,3446.370555,1113.680236,1.863819,1115.544054,0.323512,34.830191,33.448018,0.145986,0.38787,0.026001,0.103693,0.002168,119326.200706,7999.050544,0.018353,0.000384,0.032891,0.029508,10118.760468,0.005223,1939032.120515,58139.148514,0.029984,9253.125543,308606.302327,308744.992135,718160.044635,21533.017968,1939903.534968,718482.790729
148.661332,232.3125,232.209202,1.000001,39,2075,593629.5,13456.75,42090267.25,40162.875,42024.75,0.000045,593782.003256,0.022669,0.009931,0.009931,3442.789567,3444.554068,1111.875545,1.863819,1113.739364,0.323159,34.228777,32.846611,0.145986,0.3878,0.025931,0.103664,0.002139,119304.776485,7977.626324,0.018348,0.000379,0.032855,0.029524,10107.71529,0.005226,1935895.218179,57093.785945,0.029492,9086.751055,308107.04921,308241.014172,716998.228955,21145.846646,1936736.945526,717309.979824
