	Time     	Sample     	Program     	Frequency     	Raw Dynamic	Raw Static	In-Phase     	Out-Of-Phase	Zero Displacement	Min Displacement	Max Displacement	Spring     	C*     	Measured     	Corrected     	Corrected     	Stiffness*	Total     	Stiffness     	Inertia     	Sample     	Ratio of     	Total     	Sample     	Total Applied	Static Force	Static     	Static     	Static     	Static Stress	Static     	Static Strain	Static     	Dynamic Force	Displacement	Dynamic     	Dynamic     	Storage     	Loss Modulus	Tan Delta     	Loss Viscosity	Storage     	Complex     	Shear Storage	Shear Loss	Complex     	Shear Complex 
	          	Temperature	Temperature	          	Force     	Force     	Angle     	Angle     	               	               	               	Stiffness     	          	Tan Delta     	Total Tan Delta	Total Delta	          	Stiffness'	Less Spring	          	Stiffness'	Sample to Total	Stiffness''	Stiffness''	Static Force	          	Force Corrected	Displacement	Displacement Co	          	Stress Correcte	          	Strain Correcte	          	Amplitude     	Stress     	Strain     	Modulus     	          	          	               	Viscosity     	Viscosity     	Modulus     	Modulus     	Modulus     	Modulus      
	125.407859	278.937500	278.716149	1.000001	39.000000	2075.000000	595092.750000	13843.750000	41971507.500000	40050.500000	41913.125000	0.000045	595253.753047	0.023263	0.010526	0.010525	3434.277357	3436.011801	1101.804014	1.863819	1103.667832	0.321032	36.187109	34.804037	0.145986	0.396727	0.034858	0.107420	0.005895	122051.074011	10723.923849	0.019012	0.001043	0.032639	0.029597	10041.199386	0.005238	1918388.940635	60496.172915	0.031535	9628.257330	305320.840811	305472.616076	710514.422458	22405.989968	1919342.573510	710867.619819 
	125.541499	278.687500	278.448869	1.000001	39.000000	2075.000000	595238.875000	14124.375000	41971985.875000	40049.500000	41909.250000	0.000045	595406.429492	0.023729	0.010991	0.010991	3433.396726	3435.113000	1100.911447	1.863819	1102.775265	0.320856	37.777701	36.394633	0.145986	0.396691	0.034822	0.107405	0.005880	122040.002134	10712.851972	0.019010	0.001041	0.032621	0.029605	10035.702532	0.005240	1916837.486305	63260.936969	0.033003	10068.282847	305073.919381	305240.014752	709939.809742	23429.976655	1917881.095128	710326.331529 
	125.672800	278.362500	278.186267	1.000001	39.000000	2075.000000	595424.375000	14316.875000	41972547.375000	40050.625000	41914.625000	0.000045	595596.473507	0.024045	0.011307	0.011307	3432.301192	3434.004195	1099.809959	1.863819	1101.673778	0.320639	38.850448	37.467383	0.145986	0.396649	0.034780	0.107387	0.005862	122027.006447	10699.856286	0.019007	0.001038	0.032599	0.029614	10028.913978	0.005241	1914922.886799	65125.585828	0.034010	10365.050695	304769.201647	304945.405849	709230.698815	24120.587344	1916030.011330	709640.744937 
	125.802279	278.100000	277.927309	1.000001	39.000000	2075.000000	595260.875000	14401.375000	41973189.125000	40054.250000	41910.375000	0.000045	595435.058514	0.024193	0.011456	0.011455	3433.231646	3434.929818	1100.743944	1.863819	1102.607762	0.320825	39.371270	37.988211	0.145986	0.396601	0.034732	0.107367	0.005842	122012.153539	10685.003377	0.019003	0.001034	0.032618	0.029606	10034.713007	0.005240	1916546.333046	66030.885432	0.034453	10509.133488	305027.580937	305208.563148	709831.975202	24455.883493	1917683.478717	710253.140265 
	125.931760	277.900000	277.668348	1.000001	39.000000	2075.000000	595156.375000	14233.375000	41973734.375000	40052.625000	41912.625000	0.000045	595326.548767	0.023915	0.011178	0.011177	3433.857418	3435.567073	1101.388301	1.863819	1103.252120	0.320953	38.423280	37.040225	0.145986	0.396559	0.034691	0.107350	0.005825	121999.534174	10672.384012	0.019000	0.001031	0.032631	0.029601	10038.715846	0.005239	1917666.352111	64383.101638	0.033574	10246.880760	305205.837366	305377.801629	710246.797078	23845.593199	1918746.836296	710646.976406 
	126.064620	277.650000	277.402628	1.000001	39.000000	2075.000000	594959.625000	14191.375000	41974276.625000	40050.750000	41913.500000	0.000045	595128.852018	0.023853	0.011115	0.011115	3434.998116	3436.711383	1102.539675	1.863819	1104.403493	0.321181	38.220633	36.837582	0.145986	0.396519	0.034650	0.107333	0.005808	121986.984341	10659.834179	0.018997	0.001028	0.032654	0.029591	10045.848195	0.005237	1919667.662450	64030.868046	0.033355	10190.821087	305524.355547	305694.266657	710988.023130	23715.136313	1920735.246284	711383.424550 
	126.194365	277.375000	277.143137	1.000001	39.000000	2075.000000	595071.875000	14091.125000	41974520.125000	40047.625000	41910.750000	0.000045	595238.688443	0.023680	0.010942	0.010942	3434.364273	3436.083430	1101.914894	1.863819	1103.778712	0.321057	37.619248	36.236199	0.145986	0.396500	0.034631	0.107325	0.005800	121981.348810	10654.198649	0.018996	0.001027	0.032642	0.029596	10041.998947	0.005238	1918581.671637	62985.548277	0.032829	10024.453411	305351.514878	305516.018082	710585.804310	23327.980843	1919615.276568	710968.620951 
	126.323840	277.125000	276.884187	1.000001	39.000000	2075.000000	595124.750000	14077.250000	41975125.500000	40049.875000	41911.750000	0.000045	595291.220354	0.023654	0.010917	0.010916	3434.061205	3435.780996	1101.620344	1.863819	1103.484163	0.321000	37.528593	36.145549	0.145986	0.396455	0.034586	0.107306	0.005781	121967.338181	10640.188020	0.018992	0.001023	0.032636	0.029599	10040.202413	0.005239	1918069.687192	62827.980039	0.032756	9999.375667	305270.030087	305433.755147	710396.180442	23269.622237	1919098.402897	710777.186258 
	126.453322	276.800000	276.625223	1.000001	39.000000	2075.000000	594906.875000	14247.125000	41975670.375000	40056.125000	41915.000000	0.000045	595077.449155	0.023948	0.011211	0.011210	3435.294832	3437.004732	1102.851176	1.863819	1104.714994	0.321244	38.553293	37.170253	0.145986	0.396414	0.034545	0.107289	0.005764	121954.727854	10627.577692	0.018989	0.001020	0.032660	0.029588	10047.824470	0.005237	1920209.111680	64609.114817	0.033647	10282.851846	305610.529800	305783.473992	711188.559882	23929.301784	1921295.752948	711591.019610 
	126.582541	276.562500	276.366785	1.000001	39.000000	2075.000000	595029.375000	14257.625000	41976646.375000	40054.750000	41915.375000	0.000045	595200.165477	0.023961	0.011224	0.011223	3434.586555	3436.295214	1102.154366	1.863819	1104.018185	0.321107	38.589030	37.205997	0.145986	0.396340	0.034472	0.107258	0.005733	121932.140027	10604.989866	0.018984	0.001015	0.032647	0.029594	10043.558926	0.005238	1918997.921305	64671.246039	0.033701	10292.740329	305417.763018	305591.149201	710739.970854	23952.313348	1920087.339689	711143.459144 
	126.714621	276.337500	276.102625	1.000001	39.000000	2075.000000	594693.750000	14179.250000	41976785.250000	40054.125000	41918.500000	0.000045	594862.763517	0.023843	0.011105	0.011105	3436.534628	3438.249895	1104.110854	1.863819	1105.974673	0.321494	38.204313	36.821281	0.145986	0.396330	0.034461	0.107253	0.005728	121928.926033	10601.775871	0.018983	0.001014	0.032686	0.029578	10055.640756	0.005235	1922398.677849	64002.534823	0.033293	10186.311718	305959.009803	306128.529586	711999.510314	23704.642527	1923463.802898	712394.001073 
	126.845401	276.062500	275.841065	1.000001	39.000000	2075.000000	594603.000000	14217.000000	41977082.000000	40060.625000	41918.750000	0.000045	594772.940455	0.023910	0.011172	0.011172	3437.053616	3438.766859	1104.631682	1.863819	1106.495501	0.321597	38.440920	37.057891	0.145986	0.396308	0.034439	0.107244	0.005719	121922.058347	10594.908185	0.018981	0.001012	0.032696	0.029573	10058.864576	0.005234	1923303.977194	64413.808072	0.033491	10251.767837	306103.092555	306274.716579	712334.806368	23856.965952	1924382.323594	712734.193924 
	126.977221	275.825000	275.577425	1.000001	39.000000	2075.000000	594585.250000	13942.000000	41977949.500000	40060.250000	41913.250000	0.000045	594748.685481	0.023448	0.010711	0.010710	3437.193786	3438.924573	1104.800688	1.863819	1106.664506	0.321631	36.854420	35.471398	0.145986	0.396242	0.034373	0.107216	0.005692	121901.981965	10574.831803	0.018976	0.001007	0.032700	0.029572	10059.939832	0.005234	1923597.742218	61656.174961	0.032053	9812.877244	306149.846674	306307.070075	712443.608229	22835.620356	1924585.606768	712809.483988 
	127.107741	275.437500	275.316385	1.000001	39.000000	2075.000000	594855.875000	13832.625000	41978116.625000	40057.125000	41918.750000	0.000045	595016.683410	0.023254	0.010516	0.010516	3435.645660	3437.381904	1103.260194	1.863819	1105.124013	0.321327	36.169099	34.786078	0.145986	0.396230	0.034361	0.107211	0.005686	121898.114253	10570.964091	0.018975	0.001006	0.032669	0.029585	10050.442336	0.005236	1920920.065512	60464.956229	0.031477	9623.289044	305723.681527	305875.100554	711451.876116	22394.428233	1921871.460067	711804.244469 
	127.239301	275.250000	275.053264	1.000001	39.000000	2075.000000	595050.250000	14133.000000	41979191.250000	40049.750000	41916.375000	0.000045	595218.062322	0.023751	0.011013	0.011013	3434.483285	3436.199877	1102.092153	1.863819	1103.955972	0.321098	37.865323	36.482310	0.145986	0.396149	0.034280	0.107177	0.005652	121873.244833	10546.094671	0.018969	0.001000	0.032646	0.029595	10043.271448	0.005238	1918889.783198	63413.336540	0.033047	10092.537973	305400.552317	305567.270300	710699.919703	23486.420941	1919937.304006	711087.890372 
	127.370081	275.100000	274.791705	1.000001	39.000000	2075.000000	595017.000000	13853.750000	41979563.500000	40057.875000	41911.500000	0.000045	595178.256221	0.023283	0.010546	0.010545	3434.712986	3436.447178	1102.344297	1.863819	1104.208116	0.321148	36.259637	34.876627	0.145986	0.396121	0.034252	0.107165	0.005641	121864.630160	10537.479998	0.018967	0.000998	0.032651	0.029593	10044.842810	0.005238	1919328.058720	60622.348234	0.031585	9648.338740	305470.305978	305622.640317	710862.243970	22452.721568	1920285.204363	711216.742357 
	127.503721	274.800000	274.524424	1.000001	39.000000	2075.000000	594593.875000	14109.625000	41980515.375000	40064.000000	41924.125000	0.000045	594761.261100	0.023730	0.010992	0.010992	3437.121110	3438.841300	1104.750804	1.863819	1106.614622	0.321624	37.821937	36.438935	0.145986	0.396049	0.034180	0.107135	0.005610	121842.601920	10515.451758	0.018962	0.000993	0.032699	0.029573	10059.729830	0.005234	1923511.033760	63337.942340	0.032928	10080.538623	306136.046605	306301.969125	712411.493985	23458.497163	1924553.556526	712797.613528 
	127.636323	274.512500	274.259221	1.000001	39.000000	2075.000000	594741.875000	14065.875000	41981319.625000	40050.750000	41915.625000	0.000045	594908.183435	0.023650	0.010913	0.010912	3436.272256	3437.994541	1103.914507	1.863819	1105.778325	0.321460	37.539381	36.156385	0.145986	0.395989	0.034120	0.107110	0.005585	121823.990249	10496.840087	0.018957	0.000988	0.032682	0.029580	10054.601875	0.005235	1922057.387004	62846.815649	0.032698	10002.373445	305904.691721	306068.175235	711873.106298	23276.598389	1923084.585029	712253.550011 
	127.765022	274.337500	274.001822	1.000001	39.000000	2075.000000	594532.250000	14003.000000	41981832.750000	40059.375000	41920.250000	0.000045	594697.133253	0.023553	0.010815	0.010815	3437.491744	3439.218968	1105.145608	1.863819	1107.009426	0.321704	37.217680	35.834688	0.145986	0.395950	0.034081	0.107094	0.005569	121812.115805	10484.965644	0.018955	0.000986	0.032707	0.029569	10062.214337	0.005234	1924197.280092	62287.643997	0.032371	9913.378583	306245.266014	306405.675585	712665.659293	23069.497777	1925205.163952	713038.949612 
	127.895282	274.000000	273.741303	1.000001	39.000000	2075.000000	594754.500000	14181.750000	41982579.500000	40064.500000	41916.000000	0.000045	594923.555848	0.023845	0.011107	0.011107	3436.183465	3437.898292	1103.834643	1.863819	1105.698461	0.321446	38.206483	36.823496	0.145986	0.395894	0.034025	0.107070	0.005545	121794.835106	10467.684945	0.018950	0.000981	0.032681	0.029581	10054.157011	0.005235	1921918.568239	64006.384270	0.033303	10186.924376	305882.598046	306052.180544	711821.691940	23706.068248	1922984.087342	712216.328645 
	128.026842	273.687500	273.478183	1.000001	39.000000	2075.000000	594720.500000	13932.500000	41983048.250000	40059.875000	41923.250000	0.000045	594883.675752	0.023427	0.010690	0.010689	3436.413822	3438.144563	1104.087009	1.863819	1105.950827	0.321497	36.772792	35.389809	0.145986	0.395859	0.033990	0.107055	0.005530	121783.987761	10456.837599	0.018948	0.000979	0.032686	0.029579	10055.731842	0.005235	1922357.229755	61514.358295	0.031999	9790.306438	305952.413139	306109.015231	711984.159168	22783.095665	1923341.190498	712348.589073 
	128.158403	273.437500	273.215060	1.000001	39.000000	2075.000000	594490.750000	14175.500000	41983483.750000	40061.250000	41920.125000	0.000045	594659.731810	0.023845	0.011107	0.011107	3437.707947	3439.424388	1105.372496	1.863819	1107.236314	0.321751	38.223678	36.840698	0.145986	0.395826	0.033957	0.107041	0.005517	121773.909920	10446.759758	0.018945	0.000976	0.032712	0.029567	10063.675884	0.005233	1924591.655406	64036.285352	0.033273	10191.683278	306308.032745	306477.538055	712811.724225	23717.142723	1925656.689522	713206.181305 
	128.289703	273.200000	272.952460	1.000001	39.000000	2075.000000	595175.375000	14017.875000	41984399.625000	40060.750000	41923.250000	0.000045	595340.430196	0.023553	0.010815	0.010815	3433.777352	3435.500644	1101.460659	1.863819	1103.324478	0.320980	37.175847	35.792874	0.145986	0.395757	0.033888	0.107012	0.005488	121752.716003	10425.565842	0.018940	0.000971	0.032634	0.029601	10039.568258	0.005239	1917792.123658	62214.963237	0.032441	9901.811090	305225.854514	305386.424267	710293.379133	23042.578977	1918801.013971	710667.042211 
	128.420223	272.912500	272.691420	1.000001	39.000000	2075.000000	594672.875000	13840.375000	41985102.875000	40065.625000	41926.125000	0.000045	594833.913156	0.023274	0.010537	0.010536	3436.701305	3438.437944	1104.407099	1.863819	1106.270918	0.321562	36.249643	34.866675	0.145986	0.395704	0.033835	0.106990	0.005465	121736.442554	10409.292393	0.018936	0.000967	0.032693	0.029576	10057.784451	0.005235	1922913.608969	60605.050001	0.031517	9645.585643	306040.963572	306192.927263	712190.225544	22446.314815	1923868.425762	712543.861393 
	128.552823	272.625000	272.426221	1.000001	39.000000	2075.000000	594712.875000	14093.625000	41985833.375000	40066.000000	41925.875000	0.000045	594879.848336	0.023698	0.010961	0.010960	3436.435932	3438.156590	1104.135239	1.863819	1105.999058	0.321509	37.705565	36.322603	0.145986	0.395649	0.033780	0.106967	0.005442	121719.538708	10392.388547	0.018932	0.000963	0.032687	0.029578	10056.135214	0.005235	1922441.063681	63135.735597	0.032841	10048.356446	305965.755713	306130.712500	712015.208771	23383.605777	1923477.518568	712399.080951 
	128.682304	272.412500	272.167259	1.000001	39.000000	2075.000000	594732.125000	14095.875000	41986237.375000	40058.375000	41923.875000	0.000045	594899.146242	0.023701	0.010964	0.010963	3436.324457	3438.044884	1104.028783	1.863819	1105.892601	0.321489	37.714710	36.331752	0.145986	0.395619	0.033750	0.106954	0.005429	121710.190184	10383.040023	0.018930	0.000961	0.032685	0.029579	10055.493800	0.005235	1922256.021262	63151.637132	0.032853	10050.887252	305936.305320	306101.361068	711946.674542	23389.495234	1923293.097932	712330.777012 
	128.811263	272.112500	271.909341	1.000001	39.000000	2075.000000	594514.250000	14042.000000	41986947.500000	40062.625000	41924.000000	0.000045	594680.057861	0.023619	0.010882	0.010881	3437.590447	3439.315299	1105.308425	1.863819	1107.172243	0.321742	37.446822	36.063869	0.145986	0.395566	0.033697	0.106932	0.005407	121693.758089	10366.607927	0.018926	0.000957	0.032711	0.029568	10063.412553	0.005233	1924480.287877	62686.005601	0.032573	9976.779751	306290.308066	306452.751578	712770.476992	23217.039111	1925500.951370	713148.500507 
	128.940752	271.862500	271.650364	1.000001	39.000000	2075.000000	594765.500000	13825.250000	41987530.000000	40064.250000	41927.500000	0.000045	594926.161408	0.023245	0.010508	0.010507	3436.168416	3437.905539	1103.906232	1.863819	1105.770051	0.321466	36.144126	34.761177	0.145986	0.395522	0.033653	0.106913	0.005389	121680.279328	10353.129167	0.018923	0.000954	0.032683	0.029581	10054.786793	0.005236	1922043.004367	60421.674373	0.031436	9616.400529	305902.402655	306053.516741	711867.779395	22378.397916	1922992.482921	712219.438119 
	129.069183	271.600000	271.393500	1.000001	39.000000	2075.000000	594710.125000	13913.125000	41987755.125000	40068.125000	41926.000000	0.000045	594872.850133	0.023395	0.010657	0.010657	3436.476358	3438.208348	1104.211966	1.863819	1106.075785	0.321527	36.662853	35.279906	0.145986	0.395505	0.033636	0.106906	0.005381	121675.070079	10347.919917	0.018921	0.000952	0.032689	0.029578	10056.681529	0.005235	1922574.429490	61323.325453	0.031896	9759.902641	305986.981524	306142.595144	712064.603515	22712.342760	1923552.179478	712426.733140 
	129.198925	271.350000	271.134018	1.000001	39.000000	2075.000000	594880.250000	14202.000000	41988292.750000	40065.875000	41930.250000	0.000045	595049.753083	0.023874	0.011136	0.011136	3435.454725	3437.167669	1103.178271	1.863819	1105.042089	0.321324	38.298048	36.915105	0.145986	0.395464	0.033595	0.106889	0.005364	121662.629846	10335.479685	0.018918	0.000949	0.032669	0.029587	10050.323335	0.005237	1920777.666221	64165.618770	0.033406	10212.267314	305701.017994	305871.546252	711399.135637	23765.043989	1921849.127712	711795.973227 
	129.331524	271.075000	270.868820	1.000001	39.000000	2075.000000	594586.750000	14239.250000	41988731.000000	40063.125000	41928.750000	0.000045	594757.227376	0.023948	0.011210	0.011210	3437.144421	3438.856293	1104.872586	1.863819	1106.736405	0.321658	38.572868	37.189928	0.145986	0.395431	0.033563	0.106875	0.005351	121652.489148	10325.338987	0.018916	0.000947	0.032703	0.029572	10060.793059	0.005234	1923722.715506	64643.314686	0.033603	10288.294920	306169.736774	306342.548022	712489.894632	23941.968402	1924808.521461	712892.044985 
	129.461004	270.800000	270.609859	1.000001	39.000000	2075.000000	594593.250000	13988.250000	41989621.750000	40068.375000	41930.375000	0.000045	594757.769250	0.023526	0.010788	0.010788	3437.141289	3438.869153	1104.897014	1.863819	1106.760833	0.321664	37.120264	35.737332	0.145986	0.395364	0.033496	0.106847	0.005322	121631.878221	10304.728059	0.018911	0.000942	0.032703	0.029572	10060.977518	0.005234	1923765.176258	62118.419849	0.032290	9886.445744	306176.494608	306336.069799	712505.620836	23006.822166	1924767.817548	712876.969462 
	129.594384	270.612500	270.343099	1.000001	39.000000	2075.000000	594579.250000	13899.750000	41990075.250000	40068.625000	41923.500000	0.000045	594741.698202	0.023377	0.010640	0.010640	3437.234167	3438.967600	1105.001350	1.863819	1106.865168	0.321685	36.611296	35.228367	0.145986	0.395330	0.033461	0.106833	0.005308	121621.384857	10294.234696	0.018908	0.000939	0.032705	0.029572	10061.638091	0.005234	1923946.531590	61233.740216	0.031827	9745.644719	306205.358182	306360.406989	712572.789478	22679.163043	1924920.732746	712933.604721 
	129.728544	270.362500	270.074778	1.000001	39.000000	2075.000000	594586.750000	14025.000000	41990445.500000	40069.750000	41929.625000	0.000045	594752.136525	0.023588	0.010850	0.010850	3437.173841	3438.899428	1104.937985	1.863819	1106.801804	0.321673	37.334052	35.951126	0.145986	0.395302	0.033434	0.106821	0.005296	121612.817836	10285.667674	0.018906	0.000937	0.032704	0.029572	10061.261432	0.005234	1923836.391291	62490.035847	0.032482	9945.590221	306187.828823	306349.312525	712531.996775	23144.457721	1924851.024115	712907.786709 
	129.856204	270.125000	269.819458	1.000001	39.000000	2075.000000	594724.875000	14002.625000	41991071.875000	40071.125000	41928.125000	0.000045	594889.696037	0.023545	0.010807	0.010807	3436.379045	3438.105394	1104.152082	1.863819	1106.015901	0.321519	37.177224	35.794303	0.145986	0.395255	0.033386	0.106801	0.005277	121598.324577	10271.174415	0.018903	0.000934	0.032688	0.029579	10056.438021	0.005235	1922470.339779	62217.446366	0.032363	9902.206291	305970.415145	306130.607149	712026.051770	23043.498654	1923476.856622	712398.835786 
	129.985686	269.800000	269.560496	1.000001	39.000000	2075.000000	594988.000000	14085.750000	41991902.500000	40068.375000	41929.125000	0.000045	595154.709716	0.023674	0.010936	0.010936	3434.848876	3436.568761	1102.626232	1.863819	1104.490050	0.321219	37.604989	36.222074	0.145986	0.395193	0.033324	0.106775	0.005250	121579.105523	10251.955361	0.018898	0.000929	0.032658	0.029592	10047.052254	0.005238	1919818.115337	62960.995377	0.032795	10020.545698	305548.300849	305712.570052	711043.746421	23318.887177	1920850.249998	711426.018518 
	130.115685	269.575000	269.300497	1.000001	39.000000	2075.000000	594727.125000	13880.625000	41992500.875000	40072.375000	41932.375000	0.000045	594889.086268	0.023339	0.010602	0.010602	3436.382568	3438.116481	1104.181718	1.863819	1106.045536	0.321527	36.471667	35.088756	0.145986	0.395148	0.033279	0.106756	0.005231	121565.260429	10238.110267	0.018895	0.000926	0.032689	0.029579	10056.675067	0.005235	1922521.852067	60991.070327	0.031725	9707.022637	305978.613573	306132.550136	712045.130395	22589.285306	1923489.064781	712403.357326 
	130.245165	269.212500	269.041537	1.000001	39.000000	2075.000000	594703.000000	13891.750000	41993509.000000	40062.125000	41933.125000	0.000045	594865.227532	0.023359	0.010622	0.010621	3436.520393	3438.253736	1104.332054	1.863819	1106.195873	0.321558	36.540707	35.157804	0.145986	0.395072	0.033203	0.106724	0.005199	121541.934887	10214.784726	0.018889	0.000920	0.032692	0.029578	10057.640697	0.005235	1922783.166148	61111.088071	0.031783	9726.124040	306020.202968	306174.724812	712141.913388	22633.736323	1923754.056294	712501.502331 
	130.373606	268.975000	268.784654	1.000001	39.000000	2075.000000	594812.750000	13580.500000	41994185.250000	40069.750000	41935.875000	0.000045	594967.761768	0.022832	0.010094	0.010094	3435.928158	3437.679677	1103.766769	1.863819	1105.630588	0.321447	34.720693	33.337795	0.145986	0.395021	0.033152	0.106703	0.005178	121526.288313	10199.138151	0.018885	0.000916	0.032681	0.029583	10054.178830	0.005236	1921800.591003	57947.560189	0.030153	9222.633338	305863.821401	306002.833659	711777.996668	21462.059329	1922674.031476	712101.493139 
	130.507508	268.762500	268.516850	1.000001	39.000000	2075.000000	594702.125000	13818.375000	41994956.125000	40075.500000	41930.250000	0.000045	594862.643782	0.023236	0.010498	0.010498	3436.535320	3438.273162	1104.370254	1.863819	1106.234072	0.321567	36.116758	34.733867	0.145986	0.394963	0.033094	0.106679	0.005154	121508.452563	10181.302402	0.018881	0.000912	0.032693	0.029578	10057.931217	0.005235	1922849.564548	60374.203086	0.031398	9608.845245	306030.770593	306181.584124	712166.505388	22360.815958	1923797.154661	712517.464689 
	130.640626	268.412500	268.250614	1.000001	39.000000	2075.000000	594567.125000	13927.875000	41995458.375000	40069.000000	41932.500000	0.000045	594730.234504	0.023425	0.010688	0.010687	3437.300422	3439.032171	1105.135777	1.863819	1106.999596	0.321718	36.776322	35.393434	0.145986	0.394925	0.033057	0.106663	0.005138	121496.832104	10169.681942	0.018878	0.000909	0.032709	0.029571	10062.671229	0.005234	1924180.192605	61520.659176	0.031972	9791.309254	306242.546458	306399.032306	712659.330595	22785.429324	1925163.422964	713023.489987 
	130.768806	268.125000	267.994255	1.000001	39.000000	2075.000000	594587.625000	14144.875000	41996029.375000	40066.750000	41934.500000	0.000045	594755.850154	0.023789	0.011052	0.011051	3437.152380	3438.870344	1104.981356	1.863819	1106.845175	0.321689	38.027012	36.644128	0.145986	0.394883	0.033014	0.106645	0.005120	121483.621093	10156.470931	0.018875	0.000906	0.032706	0.029572	10061.740741	0.005234	1923911.778509	63694.608789	0.033107	10137.303807	306199.827062	306367.588072	712559.917966	23590.595848	1924965.852859	712950.315874 
	130.898026	267.887500	267.735814	1.000001	39.000000	2075.000000	594626.125000	14103.625000	41996220.125000	40072.250000	41932.875000	0.000045	594793.359723	0.023718	0.010981	0.010980	3436.935622	3438.656046	1104.769531	1.863819	1106.633350	0.321647	37.780771	36.397889	0.145986	0.394868	0.032999	0.106639	0.005114	121479.207807	10152.057645	0.018874	0.000905	0.032701	0.029574	10060.441747	0.005234	1923543.585773	63266.597562	0.032891	10069.183758	306141.227414	306306.773651	712423.550286	23432.073171	1924583.744277	712808.794177 
	131.026986	267.700000	267.477895	1.000001	39.000000	2075.000000	594696.875000	13808.625000	41996961.125000	40076.500000	41938.625000	0.000045	594857.168789	0.023220	0.010482	0.010482	3436.566949	3438.305410	1104.428504	1.863819	1106.292322	0.321581	36.061424	34.678548	0.145986	0.394812	0.032944	0.106615	0.005090	121462.063782	10134.913621	0.018870	0.000901	0.032695	0.029577	10058.366541	0.005235	1922950.814231	60278.048972	0.031347	9593.541854	306046.884968	306197.210706	712204.005271	22325.203323	1923895.339445	712553.829424 
	131.156466	267.400000	267.218935	1.000001	39.000000	2075.000000	594854.500000	13598.250000	41997278.500000	40076.125000	41935.875000	0.000045	595009.906282	0.022860	0.010123	0.010122	3435.684791	3437.435068	1103.562277	1.863819	1105.426095	0.321410	34.815297	33.432423	0.145986	0.394789	0.032920	0.106605	0.005080	121454.720945	10127.570783	0.018868	0.000899	0.032677	0.029585	10053.034195	0.005236	1921445.143552	58112.041433	0.030244	9248.811321	305807.250227	305947.078434	711646.349464	21522.978309	1922323.710783	711971.744735 
	131.286987	267.137500	266.957893	1.000001	39.000000	2075.000000	594711.750000	13855.500000	41998240.000000	40078.375000	41935.500000	0.000045	594873.129725	0.023298	0.010560	0.010560	3436.474743	3438.210272	1104.349946	1.863819	1106.213764	0.321567	36.329463	34.946597	0.145986	0.394716	0.032847	0.106575	0.005050	121432.475738	10105.325577	0.018863	0.000894	0.032693	0.029578	10057.930446	0.005235	1922814.265098	60743.969312	0.031591	9667.695321	306025.152516	306177.821380	712153.431518	22497.766412	1923773.512623	712508.708379 
	131.418806	266.925000	266.694254	1.000001	39.000000	2075.000000	594766.625000	13952.875000	41999269.375000	40073.375000	41937.375000	0.000045	594930.265607	0.023459	0.010722	0.010722	3436.144711	3437.873971	1104.026987	1.863819	1105.890805	0.321504	36.881436	35.498578	0.145986	0.394639	0.032770	0.106542	0.005017	121408.660527	10081.510365	0.018857	0.000888	0.032687	0.029581	10055.977103	0.005236	1922252.899229	61703.419705	0.032100	9820.396472	305935.808434	306093.382922	711945.518233	22853.118409	1923242.969725	712312.211009 
	131.548287	266.575000	266.435294	1.000001	39.000000	2075.000000	594626.125000	13855.375000	41999641.125000	40076.125000	41937.500000	0.000045	594787.525045	0.023301	0.010564	0.010563	3436.969337	3438.705279	1104.863113	1.863819	1106.726931	0.321670	36.345511	34.962656	0.145986	0.394611	0.032742	0.106530	0.005005	121400.059955	10072.909793	0.018855	0.000886	0.032704	0.029574	10061.148525	0.005234	1923706.248417	60771.882936	0.031591	9672.137908	306167.115958	306319.854312	712483.795710	22508.104791	1924665.932560	712839.234281 
	131.676745	266.337500	266.178378	1.000001	39.000000	2075.000000	594733.875000	13658.125000	42000091.875000	40071.375000	41938.375000	0.000045	594890.684455	0.022965	0.010228	0.010228	3436.373336	3438.120661	1104.284335	1.863819	1106.148154	0.321556	35.184370	33.801518	0.145986	0.394577	0.032708	0.106516	0.004991	121389.631751	10062.481589	0.018852	0.000883	0.032692	0.029579	10057.595894	0.005235	1922700.221418	58753.599155	0.030558	9350.918322	306007.001915	306149.840592	712111.193118	21760.592280	1923597.704005	712443.594076 
	131.806224	266.162500	265.919419	1.000001	39.000000	2075.000000	594743.500000	13903.250000	42001161.500000	40080.250000	41938.625000	0.000045	594905.985138	0.023377	0.010639	0.010639	3436.284954	3438.017396	1104.194930	1.863819	1106.058748	0.321540	36.599210	35.216366	0.145986	0.394497	0.032628	0.106482	0.004957	121364.886009	10037.735847	0.018846	0.000877	0.032691	0.029580	10057.084878	0.005235	1922544.816699	61212.880888	0.031840	9742.324857	305982.268505	306137.324633	712053.635815	22671.437366	1923519.063852	712414.468093 
	131.937004	265.925000	265.657859	1.000001	39.000000	2075.000000	594759.500000	13711.750000	42002039.750000	40077.250000	41942.500000	0.000045	594917.536242	0.023054	0.010317	0.010317	3436.218234	3437.962240	1104.151150	1.863819	1106.014969	0.321532	35.489363	34.106526	0.145986	0.394431	0.032562	0.106454	0.004930	121344.568010	10017.417849	0.018841	0.000872	0.032690	0.029580	10056.848058	0.005235	1922468.719396	59283.763030	0.030837	9435.296457	305970.157253	306115.602263	712025.451628	21956.949271	1923382.578068	712363.917803 
