Time,Sample,Program Temperature,Frequency,Raw Dynamic Force,Raw Static Force,In-Phase Angle,Out-Of-Phase Angle,Zero Displacement,Min Displacement,Max Displacement,Spring     ,C*     ,Measured     ,Corrected     ,Corrected     ,Stiffness*,Total     ,Stiffness     ,Inertia     ,Sample     ,Ratio of     ,Total     ,Sample     ,Total Applied,Static Force,Static     ,Static     ,Static     ,Static Stress,Static     ,Static Strain,Static     ,Dynamic Force,Displacement,Dynamic     ,Dynamic     ,Storage Modulus,Loss Modulus,Tan Delta,Loss Viscosity,Storage     ,Complex Viscosity,Shear Storage Modulus,Shear Loss Modulus,Complex Modulus,Shear Complex Modulus
          ,,,          ,     ,,,,               ,               ,               ,Stiffness     ,          ,Tan Delta     ,Total Tan Delta,Total Delta,          ,Stiffness',Less Spring,          ,Stiffness',Sample to Total,Stiffness'',Stiffness'',Static Force,          ,Force Corrected,Displacement,Displacement Co,          ,Stress Correcte,          ,Strain Correcte,          ,Amplitude     ,Stress     ,Strain     ,,          ,          ,               ,Viscosity     ,Viscosity     ,Modulus     ,Modulus     ,,
65.910404,158.8375,158.820807,1.000001,1278,3005,769963.125,143482.875,57944481.875,55121.25,57649.75,0.000047,783218.07262,0.18635,0.173205,0.171504,85530.508766,85414.262254,82967.193548,1.863819,82969.057366,0.971351,15006.684458,15005.234513,4.994804,4.021325,2.64597,0.397814,0.330853,1237140.46849,814019.293186,0.07041,0.058558,3.236161,0.037868,995588.56161,0.006702,144216327.986053,26082010.459826,0.180853,4151077.602121,22952723.291219,23325071.312691,53413454.809649,9660003.87401,146555861.457013,54279948.687783
65.993084,158.9875,158.986168,1.000001,1278,3005,769231.75,143519,57951602.25,55127.875,57653.125,0.000047,782505.711525,0.186574,0.173428,0.17172,85608.372232,85489.724387,83042.486266,1.863819,83044.350085,0.971375,15039.495619,15038.045574,4.994804,4.020707,2.645351,0.398039,0.331078,1236950.169707,813828.994403,0.070449,0.058598,3.236238,0.037832,995612.449359,0.006696,144347201.347222,26139042.452692,0.181085,4160154.51851,22973552.417068,23347183.904652,53461926.424897,9681126.83433,146694799.079991,54331407.066663
66.076545,159.1625,159.15309,1.000001,1278,3005,768796,143190,57958901.75,55139,57658.375,0.000047,782017.049505,0.186252,0.173107,0.171409,85661.866666,85548.679442,83101.267566,1.863819,83103.131384,0.971392,15022.158729,15020.708581,4.994804,4.020072,2.644717,0.39827,0.331309,1236755.049496,813633.874192,0.07049,0.058639,3.236297,0.03781,995630.58642,0.006692,144449374.656817,26108907.393627,0.180748,4155358.378699,22989813.791461,23362331.677756,53499768.391414,9669965.701343,146789975.420785,54366657.563254
66.159484,159.3375,159.318968,1.000001,1278,3005,768225.25,143207.25,57966306.75,55146.125,57670,0.000047,781459.116775,0.186413,0.173268,0.171564,85723.026052,85608.181729,83160.593503,1.863819,83162.457321,0.97141,15046.670202,15045.219949,4.994804,4.019429,2.644073,0.398505,0.331543,1236557.073871,813435.898566,0.070532,0.05868,3.236357,0.037782,995648.854759,0.006687,144552494.651728,26151512.909669,0.180914,4162139.251808,23006225.835381,23379688.414092,53537960.982121,9685745.5221,146899031.097902,54407048.554779
66.260364,159.5625,159.520728,1.000001,1278,3005,767302.625,142995.875,57975076.625,55158.125,57673.875,0.000047,780513.381435,0.186362,0.173216,0.171515,85826.895245,85714.085508,83266.288321,1.863819,83268.15214,0.971443,15061.102283,15059.651907,4.994804,4.018666,2.643311,0.398782,0.331821,1236322.561721,813201.386417,0.070581,0.058729,3.236466,0.037736,995682.560971,0.006679,144736212.764259,26176598.453329,0.180857,4166131.736919,23035465.457964,23409171.760539,53606004.727503,9695036.464196,147084280.573852,54475659.471797
66.344605,159.775,159.68921,1.000001,1278,3005,766648.625,142840.875,57982494.125,55165.375,57681.375,0.000047,779842.054384,0.186319,0.173173,0.171473,85900.77933,85789.520144,83341.546128,1.863819,83343.409947,0.971466,15070.800209,15069.349727,4.994804,4.018022,2.642666,0.399017,0.332055,1236124.173963,813002.998659,0.070622,0.058771,3.236543,0.037703,995706.184597,0.006673,144867025.442053,26193455.148487,0.18081,4168814.561152,23056284.925761,23430136.35093,53654453.867427,9701279.684625,147216005.084516,54524446.327599
66.427024,159.925,159.854049,1.000001,1278,3005,765789.25,142587.75,57989757.75,55174,57690,0.000047,778950.859725,0.186197,0.173053,0.171355,85999.058078,85890.824506,83442.677249,1.863819,83444.541067,0.971498,15078.307092,15076.856508,4.994804,4.01739,2.642035,0.399246,0.332285,1235929.867087,812808.691783,0.070663,0.058811,3.236648,0.03766,995738.610932,0.006665,145042810.961236,26206503.389875,0.180681,4170891.251623,23084262.037901,23458036.739406,53719559.615273,9706112.36662,147391308.534325,54589373.531231
66.511006,160.1,160.022013,1.000001,1278,3005,765297.5,142553.75,57997067,55178.625,57691.375,0.000047,778461.196943,0.186272,0.173127,0.171428,86053.152667,85944.457337,83496.135669,1.863819,83497.999488,0.971513,15094.390131,15092.939444,4.994804,4.016754,2.641399,0.399478,0.332516,1235734.305094,812613.12979,0.070704,0.058852,3.236701,0.037636,995754.761079,0.006661,145135732.074106,26234458.654976,0.180758,4175340.466725,23099050.880616,23473381.085783,53753974.842262,9716466.16851,147487719.982399,54625081.474963
66.593424,160.3,160.186849,1.000001,1278,3005,764714.25,142435,58004017.25,55186.125,57705.75,0.000047,777866.063907,0.186259,0.173114,0.171415,86118.990574,86011.304602,83562.817016,1.863819,83564.680834,0.971534,15105.149121,15103.698335,4.994804,4.01615,2.640794,0.399697,0.332736,1235548.316071,812427.140767,0.070743,0.058891,3.236768,0.037606,995775.475471,0.006656,145251637.198475,26253159.69638,0.180743,4178316.827547,23117497.739476,23492063.196877,53796902.666102,9723392.480141,147605103.241321,54668556.756045
66.677925,160.4625,160.35585,1.000001,1278,3005,763932,142175.25,58011706.5,55197.875,57708.875,0.000047,777049.485127,0.18611,0.172966,0.171271,86209.490525,86105.164057,83656.492826,1.863819,83658.356644,0.971562,15108.875521,15107.424627,4.994804,4.015481,2.640125,0.399941,0.332979,1235342.514761,812221.339457,0.070786,0.058934,3.236864,0.037567,995805.093078,0.006649,145414463.94058,26259636.714673,0.180585,4179347.676208,23143412.399821,23517748.287343,53857208.866882,9725791.375805,147766487.552195,54728328.723035
66.760605,160.6,160.52121,1.000001,1278,3005,763059.125,141975.875,58018977.125,55204.125,57712.625,0.000047,776154.866845,0.186061,0.172917,0.171224,86308.858048,86206.491349,83757.646388,1.863819,83759.510207,0.971594,15122.693408,15121.24241,4.994804,4.014848,2.639493,0.400171,0.333209,1235147.88248,812026.707176,0.070827,0.058975,3.236969,0.037524,995837.286402,0.006641,145590288.469154,26283654.705105,0.180532,4183170.255081,23171395.720493,23545965.535919,53922329.06265,9734686.927817,147943781.894301,54793993.294186
66.842765,160.8125,160.685529,1.000001,1278,3005,762704.875,141949.125,58026414.125,55211.625,57718.875,0.000047,775801.701749,0.186113,0.172969,0.171274,86348.148083,86245.49783,83796.475082,1.863819,83798.338901,0.971605,15134.109946,15132.658843,4.994804,4.014201,2.638846,0.400406,0.333444,1234948.760792,811827.585488,0.070868,0.059017,3.237005,0.037506,995848.341198,0.006638,145657780.276991,26303498.681333,0.180584,4186328.519486,23182137.36682,23557097.430863,53947326.028515,9742036.548642,148013725.708459,54819898.41054
66.925965,160.925,160.851929,1.000001,1278,3005,762009.75,141886.25,58033598,55224.25,57730.25,0.000047,775106.810081,0.1862,0.173055,0.171358,86425.560135,86322.559242,83873.364679,1.863819,83875.228497,0.971628,15155.440016,15153.988812,4.994804,4.013576,2.63822,0.400633,0.333672,1234756.382189,811635.206885,0.070908,0.059057,3.237083,0.037472,995872.282072,0.006632,145791429.321563,26340574.307571,0.180673,4192229.283996,23203408.256053,23579078.460929,53996825.674653,9755768.262063,148151836.703015,54871050.630746
67.010465,161.0875,161.020931,1.000001,1278,3005,761520.125,141605.625,58041115.625,55233.875,57732.5,0.000047,774574.111245,0.185951,0.172808,0.171118,86484.997695,86386.483826,83937.109382,1.863819,83938.9732,0.971647,15145.100723,15143.649412,4.994804,4.012921,2.637566,0.400871,0.333909,1234555.030021,811433.854716,0.070951,0.059099,3.237146,0.037447,995891.666081,0.006628,145902229.98975,26322602.42423,0.180413,4189368.972191,23221042.716123,23595924.165185,54037862.959166,9749112.008974,148257681.468334,54910252.395679
67.093925,161.2875,161.18785,1.000001,1278,3005,760908.75,141266,58048137.25,55236.875,57738.75,0.000047,773910.982337,0.185654,0.172512,0.170831,86559.102732,86465.986263,84016.44373,1.863819,84018.307548,0.971671,15133.28744,15131.836029,4.994804,4.01231,2.636954,0.401093,0.334132,1234366.929456,811245.754152,0.07099,0.059138,3.237226,0.037416,995916.393186,0.006622,146040128.48691,26302068.470941,0.180102,4186100.894613,23242989.926205,23616943.523868,54088936.476633,9741506.841089,148389750.098594,54959166.703183
67.176345,161.4375,161.35269,1.000001,1278,3005,760008.625,141317.125,58055337.875,55243.5,57744.125,0.000047,773035.341943,0.185941,0.172798,0.171108,86657.150832,86560.941955,84111.226969,1.863819,84113.090788,0.9717,15175.269625,15173.818112,4.994804,4.011683,2.636327,0.401321,0.334359,1234174.000322,811052.825018,0.07103,0.059179,3.237323,0.037372,995946.202299,0.006614,146204880.156982,26375041.48145,0.180398,4197714.900748,23269210.948109,23644808.913069,54149955.613697,9768533.882019,148564833.641295,55024012.459739
67.260325,161.6,161.520651,1.000001,1278,3005,759389.25,141226.5,58062968.5,55256.875,57753.75,0.000047,772409.837663,0.185974,0.17283,0.17114,86727.326555,86631.512072,84181.614251,1.863819,84183.47807,0.971721,15190.64936,15189.197739,4.994804,4.011018,2.635663,0.401562,0.334601,1233969.513127,810848.337823,0.071073,0.059221,3.237393,0.037341,995967.666998,0.006609,146327226.916951,26401774.257808,0.18043,4201969.550877,23288683.024304,23664727.023843,54195269.2285,9778434.910299,148689982.921396,55070364.044961
67.342763,161.7,161.685525,1.000001,1278,3005,758594.75,141050.25,58070010.75,55261.875,57757.125,0.000047,771596.505793,0.185936,0.172793,0.171103,86818.74493,86724.649308,84274.582672,1.863819,84276.446491,0.97175,15203.922956,15202.471235,4.994804,4.010404,2.635049,0.401785,0.334823,1233780.759629,810659.584325,0.071112,0.059261,3.237488,0.037301,995996.798942,0.006602,146488824.080158,26424846.170801,0.180388,4205641.556968,23314401.991244,23690689.333893,54255120.029688,9786980.063259,148853109.055666,55130781.131728
67.426725,161.925,161.853451,1.000001,1278,3005,757948.25,140966,58077088.5,55273.125,57762.5,0.000047,770945.499263,0.185984,0.17284,0.171149,86892.056948,86798.169308,84347.932931,1.863819,84349.796749,0.971771,15221.159919,15219.708097,4.994804,4.009788,2.634432,0.402009,0.335047,1233591.022011,810469.846706,0.071152,0.0593,3.237561,0.037269,996019.319951,0.006596,146616321.068388,26454807.183743,0.180436,4210409.9965,23334693.751076,23711505.325372,54302341.13644,9798076.734719,148983899.891088,55179222.181884
67.509666,162.1,162.019331,1.000001,1278,3005,757159,140787.5,58084456.75,55285.25,57774.125,0.000047,770136.917332,0.185942,0.172798,0.171109,86983.286631,86891.186727,84440.77356,1.863819,84442.637379,0.9718,15234.028003,15232.576077,4.994804,4.009145,2.63379,0.402242,0.33528,1233393.46203,810272.286726,0.071193,0.059342,3.237655,0.03723,996048.206753,0.006589,146777696.105604,26477174.229551,0.18039,4213969.819583,23360377.365595,23737412.923555,54362109.668742,9806360.82576,149146682.260287,55239511.948254
67.593126,162.275,162.186251,1.000001,1278,3005,756523.625,140540.625,58091372.875,55292.125,57770.375,0.000047,769467.128901,0.185772,0.172629,0.170944,87059.001885,86970.439773,84519.860592,1.863819,84521.724411,0.971823,15233.163331,15231.711306,4.994804,4.008543,2.633187,0.40246,0.335499,1233207.992313,810086.817009,0.071232,0.05938,3.237734,0.037198,996072.588911,0.006584,146915164.719205,26475671.090425,0.180211,4213730.58775,23382256.157638,23758902.089271,54413023.970076,9805804.107565,149281702.777533,55289519.547234
67.676326,162.5125,162.352651,1.000001,1278,3005,755738.125,140530.125,58098512.375,55293.875,57785,0.000047,768692.93584,0.185951,0.172807,0.171117,87146.683809,87056.520682,84605.770049,1.863819,84607.633868,0.971849,15264.228185,15262.776058,4.994804,4.00792,2.632565,0.402686,0.335725,1233016.499566,809895.324261,0.071272,0.05942,3.23782,0.037159,996099.125738,0.006577,147064492.033106,26529667.659945,0.180395,4222324.401892,23406022.318957,23783816.013212,54468330.382632,9825802.837017,149438241.702392,55347496.926812
67.759786,162.675,162.519571,1.000001,1278,3005,755189.5,140211,58106498.25,55307.75,57794.25,0.000047,768095.245026,0.185663,0.172521,0.17084,87214.496717,87129.559049,84678.616548,1.863819,84680.480366,0.971871,15251.897914,15250.445674,4.994804,4.007224,2.631868,0.402939,0.335978,1232802.266218,809681.090914,0.071317,0.059465,3.237891,0.037131,996121.054978,0.006572,147191113.388774,26508235.058494,0.180094,4218913.30013,23426174.717649,23803043.740997,54515227.181028,9817864.836479,149559053.174803,55392241.916594
67.861186,162.75,162.722372,1.000001,1278,3005,754469.25,139917.25,58114329.5,55317.625,57792.375,0.000047,767333.490761,0.185451,0.17231,0.170634,87301.077083,87220.465721,84769.334973,1.863819,84771.198792,0.971898,15249.339395,15247.887043,4.994804,4.006541,2.631185,0.403187,0.336225,1232592.140426,809470.965122,0.07136,0.059509,3.237982,0.037095,996148.89189,0.006565,147348799.622809,26503787.661718,0.179871,4218205.475509,23451271.241372,23827618.015027,54573629.489929,9816217.652488,149713458.014636,55449428.894309
67.942568,162.9375,162.885136,1.000001,1278,3005,753941.5,139986.25,58121761.25,55323.25,57807.5,0.000047,766827.18758,0.185673,0.17253,0.170848,87358.718249,87275.488435,84824.178959,1.863819,84826.042778,0.971914,15278.626607,15277.17415,4.994804,4.005892,2.630537,0.403422,0.33646,1232392.6968,809271.521495,0.071402,0.05955,3.238034,0.037069,996164.951594,0.006561,147444129.117074,26554694.337754,0.1801,4226307.518219,23466443.389588,23843985.417612,54608936.710027,9835071.976946,149816297.519542,55487517.59983
68.02733,163.1,163.054659,1.000001,1278,3005,753452.375,139905.875,58128618.875,55334.625,57808.125,0.000047,766331.609196,0.185686,0.172544,0.170862,87415.21219,87332.497328,84881.022858,1.863819,84882.886677,0.97193,15289.974824,15288.522269,4.994804,4.005294,2.629939,0.403639,0.336677,1232208.62873,809087.453426,0.07144,0.059589,3.238089,0.037045,996181.806562,0.006557,147542934.848213,26574419.57233,0.180113,4229446.884318,23482168.797648,23860018.281395,54645531.425264,9842377.619381,149917035.053493,55524827.79759
68.109226,163.2375,163.218451,1.000001,1278,3005,752823.75,139803,58135689.5,55339.375,57814.625,0.000047,765694.767759,0.185705,0.172562,0.17088,87487.916917,87405.857241,84954.212578,1.863819,84956.076396,0.971952,15304.630584,15303.177928,4.994804,4.004677,2.629322,0.403862,0.336901,1232018.811215,808897.63591,0.07148,0.059628,3.238161,0.037013,996203.957396,0.006551,147670152.78841,26599893.951877,0.18013,4233501.254534,23502416.145641,23880663.674928,54692649.180893,9851812.574769,150046753.989559,55572871.847985
68.193986,163.475,163.387972,1.000001,1278,3005,752122.25,139834.5,58143528,55350.125,57820.5,0.000047,765010.827594,0.18592,0.172777,0.171088,87566.133458,87481.803682,85029.970255,1.863819,85031.834074,0.971974,15337.144086,15335.691318,4.994804,4.003993,2.628638,0.40411,0.337149,1231808.341114,808687.165809,0.071524,0.059672,3.238235,0.036978,996226.70282,0.006545,147801834.338209,26656408.536028,0.180352,4242495.822833,23523373.898603,23902884.561915,54741420.125263,9872743.902232,150186372.050792,55624582.241034
68.277706,163.5625,163.555412,1.000001,1278,3005,751136.25,139404.5,58151411,55357.5,57825,0.000047,763962.879127,0.185591,0.17245,0.17077,87686.250282,87608.477592,85156.454237,1.863819,85158.318055,0.972012,15330.587202,15329.134321,4.994804,4.003305,2.627949,0.40436,0.337398,1231596.635556,808475.460252,0.071568,0.059716,3.238363,0.036929,996266.014434,0.006536,148021688.051835,26645011.203126,0.180007,4240681.882401,23558364.676166,23936999.16537,54822847.426606,9868522.667824,150400720.595779,55703970.591029
68.360646,163.75,163.721292,1.000001,1278,3005,750579.125,139408.125,58158537.875,55366.125,57835.75,0.000047,763415.776757,0.185734,0.172592,0.170908,87749.090686,87669.956705,85217.761559,1.863819,85219.625377,0.97203,15354.139857,15352.686875,4.994804,4.002683,2.627327,0.404585,0.337624,1231405.20141,808284.026106,0.071608,0.059756,3.238422,0.036901,996284.122008,0.006531,148128252.079014,26685950.113,0.180154,4247197.50711,23575324.854412,23954845.619529,54862315.58482,9883685.227037,150512853.26316,55745501.208578
68.443067,163.9,163.886134,1.000001,1278,3005,749892.125,139189.875,58166026.125,55376.5,57844.375,0.000047,762700.478851,0.185613,0.172471,0.170791,87831.386086,87755.16557,85302.78984,1.863819,85304.653659,0.972055,15358.555061,15357.101971,4.994804,4.002029,2.626673,0.404822,0.33786,1231204.024537,808082.849233,0.07165,0.059798,3.238505,0.036867,996309.848552,0.006525,148276047.737606,26693624.40751,0.180027,4248418.908049,23598847.245411,23978212.079521,54917054.717632,9886527.558337,150659669.177567,55799877.473173
68.527567,164.075,164.055133,1.000001,1278,3005,749429,139049,58173584.25,55386.375,57847.625,0.000047,762219.424078,0.18554,0.172398,0.17072,87886.818558,87812.438575,85359.880492,1.863819,85361.74431,0.972071,15362.219515,15360.766318,4.994804,4.001369,2.626013,0.405061,0.338099,1231000.933132,807879.757828,0.071692,0.059841,3.238559,0.036844,996326.400865,0.006521,148375282.372552,26699993.753323,0.179949,4249432.620116,23614640.915577,23993935.549729,54953808.28613,9888886.575305,150758462.732816,55836467.678821
68.611027,164.275,164.222053,1.000001,1278,3005,748891.625,138956.375,58180942.375,55394.875,57854.75,0.000047,761674.16928,0.185549,0.172408,0.170729,87949.733531,87876.029345,85423.293651,1.863819,85425.15747,0.972089,15374.346305,15372.893003,4.994804,4.000726,2.62537,0.405294,0.338332,1230803.179842,807682.004538,0.071733,0.059882,3.23862,0.036817,996345.043717,0.006516,148485506.75399,26721072.285547,0.179957,4252787.370055,23632183.656835,24011795.118343,54994632.131107,9896693.439091,150870677.800819,55878028.815118
68.693446,164.4125,164.386893,1.000001,1278,3005,748173.25,138781.25,58188275.25,55403.375,57863.25,0.000047,760935.902272,0.185493,0.172352,0.170675,88035.063171,87963.328999,85510.416224,1.863819,85512.280042,0.972115,15384.870151,15383.416743,4.994804,4.000085,2.62473,0.405526,0.338564,1230606.069805,807484.894501,0.071774,0.059923,3.238705,0.036781,996371.371118,0.00651,148636942.697551,26739364.589734,0.179897,4255698.678381,23656285.416722,24036031.514345,55050719.517612,9903468.366568,151022959.68871,55934429.514337
68.776646,164.6,164.553293,1.000001,1278,3005,747429.75,138641,58195382.5,55410.125,57868.125,0.000047,760179.293368,0.18549,0.172349,0.170672,88122.684753,88052.146156,85599.061671,1.863819,85600.925489,0.972141,15400.352968,15398.899459,4.994804,3.999464,2.624109,0.40575,0.338789,1230414.990948,807293.815643,0.071814,0.059963,3.238792,0.036744,996398.200947,0.006503,148791025.692924,26766276.554727,0.179892,4259981.847245,23680808.467656,24060925.481383,55107787.293676,9913435.76101,151179373.220544,55992360.452053
68.856727,164.775,164.713453,1.000001,1278,3005,746691.75,138471.75,58202155.25,55419.375,57871.875,0.000047,759422.803889,0.185447,0.172306,0.17063,88210.467058,88141.745133,85688.49695,1.863819,85690.360768,0.972168,15412.390914,15410.937308,4.994804,3.998872,2.623517,0.405965,0.339003,1230232.87427,807111.698966,0.071852,0.060001,3.238881,0.036707,996425.322893,0.006497,148946481.569413,26787200.673492,0.179844,4263312.021538,23705550.019233,24085865.795261,55165363.544227,9921185.434627,151336077.958395,56050399.24385
68.939667,164.9125,164.879335,1.000001,1278,3005,746028.375,138401.125,58209630.625,55427,57874.25,0.000047,758757.673903,0.185517,0.172376,0.170698,88287.792703,88219.010743,85765.581799,1.863819,85767.445617,0.97219,15432.363783,15430.91007,4.994804,3.998218,2.622863,0.406201,0.33924,1230031.829281,806910.653977,0.071894,0.060042,3.238955,0.036674,996448.207226,0.006491,149080470.00096,26821917.21089,0.179916,4268837.325695,23726874.923538,24107832.041692,55214988.889244,9934043.411441,151474096.064558,56101517.060947
69.039767,165.1625,165.079535,1.000001,1278,3005,745556,138387,58218612,55436.125,57887.625,0.000047,758290.650678,0.185616,0.172474,0.170794,88342.168225,88272.58772,85818.941488,1.863819,85820.805307,0.972204,15450.673263,15449.21942,4.994804,3.997433,2.622078,0.406485,0.339524,1229790.232895,806669.057591,0.071944,0.060093,3.239003,0.036651,996462.984422,0.006487,149173219.499653,26853742.416427,0.180017,4273902.460459,23741636.45303,24123257.319636,55249340.555427,9945830.524602,151571016.02107,56137413.341137
69.123745,165.3,165.24749,1.000001,1278,3005,744905.25,137960.5,58225985,55446.125,57893.375,0.000047,757573.053268,0.185205,0.172065,0.170397,88425.84875,88363.676491,85909.851794,1.863819,85911.715612,0.972231,15430.18252,15428.728572,4.994804,3.996788,2.621433,0.406718,0.339757,1229591.861685,806470.686381,0.071986,0.060134,3.239092,0.036618,996490.281592,0.006481,149331239.258291,26818125.344546,0.179588,4268233.831901,23766786.058801,24147006.845748,55307866.39196,9932639.016499,151720238.812799,56192681.041777
69.206945,165.4875,165.41389,1.000001,1278,3005,744316.375,137883.375,58232961.875,55453.5,57900.75,0.000047,756979.980709,0.185248,0.172108,0.170438,88495.12792,88433.216031,85979.222382,1.863819,85981.086201,0.972251,15446.340476,15444.886428,4.994804,3.996178,2.620823,0.406939,0.339978,1229404.115322,806282.940018,0.072025,0.060173,3.239158,0.036589,996510.704044,0.006476,149451818.807675,26846210.834683,0.179631,4272703.772945,23785976.874919,24166685.611095,55352525.484324,9943041.049883,151843884.240039,56238475.644459
69.290145,165.675,165.58029,1.000001,1278,3005,743527.625,137850.875,58240232.125,55459.75,57903.125,0.000047,756198.514199,0.185401,0.17226,0.170586,88586.580068,88523.532394,86069.362612,1.863819,86071.22643,0.972277,15476.024929,15474.570777,4.994804,3.995542,2.620187,0.407169,0.340208,1229208.440212,806087.264907,0.072065,0.060214,3.239246,0.036549,996537.681661,0.006469,149608500.025113,26897807.995671,0.179788,4280915.70966,23810913.44541,24192681.505324,55410555.564857,9962151.109508,152007221.390091,56298970.885219
69.373606,165.8375,165.747212,1.000001,1278,3005,743139.375,137702.875,58247781.625,55467.25,57912.375,0.000047,755789.793831,0.185299,0.172158,0.170487,88634.48643,88573.650387,86119.297623,1.863819,86121.161441,0.972291,15475.753836,15474.299575,4.994804,3.994881,2.619526,0.407408,0.340446,1229005.212401,805884.037097,0.072108,0.060256,3.239291,0.03653,996551.641848,0.006465,149695296.767708,26897336.593406,0.179681,4280840.683719,23824727.565095,24206264.488979,55442702.506558,9961976.516076,152092565.861028,56330579.948529
69.456805,165.9875,165.913611,1.000001,1278,3005,742704.125,137657.375,58255090.625,55480.625,57916.625,0.000047,755353.539863,0.185346,0.172205,0.170533,88685.677223,88624.793923,86170.263924,1.863819,86172.127743,0.972305,15489.062384,15487.608018,4.994804,3.994242,2.618886,0.407639,0.340678,1228808.422939,805687.247635,0.072148,0.060297,3.239338,0.036508,996565.981198,0.006462,149783886.093395,26920469.251758,0.179729,4284522.357726,23838826.983015,24220792.797924,55475513.367924,9970544.167318,152183849.990641,56364388.885423
69.540005,166.1375,166.080011,1.000001,1278,3005,742571.75,137670,58262343,55482.125,57925.375,0.000047,755225.683354,0.185396,0.172255,0.170581,88700.691332,88639.236777,86184.530839,1.863819,86186.394657,0.972307,15496.108962,15494.654492,4.994804,3.993607,2.618252,0.407868,0.340907,1228613.123277,805491.947973,0.072189,0.060338,3.239346,0.036502,996568.571965,0.00646,149808684.760447,26932717.391341,0.179781,4286471.70814,23842773.810331,24225022.24303,55484698.059425,9975080.515312,152210424.399043,56374231.258905
69.623466,166.3125,166.246932,1.000001,1278,3005,742329.75,137616.75,58269487.25,55490.125,57934.75,0.000047,754978.031214,0.185385,0.172244,0.17057,88729.787432,88668.89459,86214.015259,1.863819,86215.879077,0.972315,15500.35738,15498.902808,4.994804,3.992981,2.617626,0.408094,0.341133,1228420.701426,805299.526122,0.072229,0.060378,3.23937,0.03649,996576.061208,0.006458,149859934.406179,26940101.788327,0.179769,4287646.970491,23850930.43832,24233258.124263,55503679.409696,9977815.477158,152262172.007987,56393397.039995
69.706666,166.45,166.413331,1.000001,1278,3005,741362.75,137448.5,58277114.5,55500.875,57944.375,0.000047,753996.563149,0.1854,0.172259,0.170585,88845.285907,88785.704967,86330.640436,1.863819,86332.504254,0.972349,15522.411976,15520.957293,4.994804,3.992314,2.616958,0.408336,0.341374,1228215.233407,805094.058103,0.072272,0.06042,3.239485,0.036441,996611.255405,0.00645,150062651.603667,26978436.765811,0.179781,4293748.166818,23883193.856792,24266092.024081,55578759.85321,9992013.616967,152468473.648327,56469805.054936
69.789606,166.625,166.579211,1.000001,1278,3005,740482.625,137336.875,58284597.875,55510.875,57946.375,0.000047,753110.838563,0.185469,0.172328,0.170652,88949.775777,88890.516175,86435.269854,1.863819,86437.133672,0.97238,15547.263847,15545.809057,4.994804,3.991658,2.616303,0.408572,0.341611,1228013.6039,804892.428595,0.072314,0.060462,3.239587,0.036398,996642.575556,0.006442,150244517.843267,27021633.954894,0.179851,4300623.207542,23912138.744877,24295796.741978,55646117.719729,10008012.575887,152655114.043219,56538931.127118
69.873326,166.825,166.746651,1.000001,1278,3005,739812.25,137166.25,58292149.25,55519.875,57955.625,0.000047,752420.590753,0.185407,0.172266,0.170592,89031.375601,88974.177526,86518.747679,1.863819,86520.611498,0.972403,15556.482619,15555.02772,4.994804,3.990997,2.615641,0.408811,0.34185,1227810.104769,804688.929465,0.072356,0.060504,3.239666,0.036364,996667.080084,0.006436,150389618.508409,27037657.780794,0.179784,4303173.476621,23935232.214686,24318977.016743,55699858.706818,10013947.32622,152800760.120413,56592874.118672
69.955755,166.95,166.91151,1.000001,1278,3005,739181.125,136923.625,58299729.125,55530.625,57959,0.000047,751755.821154,0.185237,0.172097,0.170427,89110.105091,89056.595664,86600.981513,1.863819,86602.845332,0.972427,15555.801877,15554.346869,4.994804,3.990333,2.614977,0.409051,0.34209,1227605.799752,804484.624447,0.072398,0.060547,3.239745,0.036333,996691.135116,0.006431,150532556.875259,27036474.329534,0.179605,4302985.124652,23957981.544307,24341334.40591,55752798.842688,10013509.010938,152941235.850815,56644902.166968
70.040246,167.1375,167.080492,1.000001,1278,3005,738355,136731,58307273.5,55538.75,57963.5,0.000047,750908.431426,0.185183,0.172043,0.170375,89210.664606,89159.342771,86703.545094,1.863819,86705.408912,0.972457,15569.17905,15567.723933,4.994804,3.989672,2.614316,0.40929,0.342328,1227402.413916,804281.238612,0.072441,0.060589,3.239844,0.036291,996721.592731,0.006423,150710832.288272,27059726.263282,0.179547,4306685.781913,23986354.935043,24369915.172072,55818826.773434,10022120.838253,153120814.243092,56711412.682627
70.122146,167.225,167.244292,1.000001,1278,3005,738060,136773,58314285.25,55546,57972.25,0.000047,750626.016821,0.185314,0.172174,0.170502,89244.229116,89191.331567,86735.363245,1.863819,86737.227063,0.972465,15586.656396,15585.201178,4.994804,3.989057,2.613702,0.409511,0.34255,1227213.3532,804092.177896,0.07248,0.060628,3.23987,0.036277,996729.756586,0.006421,150766138.411357,27090105.10928,0.179683,4311520.721589,23995157.170943,24379433.516612,55839310.522725,10033372.262696,153180619.81303,56733562.893715
