Filename:	P:\+Courses\MatSci\Spring2016\Emily_Adam\DMA\Nomex 1 Temperature Scan.dm8d 
Operator ID:	Adam 
Sample ID:	Nomex #1 
Comment: 	Temperature Scan at .010 mm 
Serial Number:	3066274 
Data Collected:	2/22/2016 6:21:24 PM 
Validation 
Validated:	No 
By:	 
Date:	 
Calibration Information 
Filename:	C:\Program Files (x86)\PerkinElmer\Pyris\Calibrations\2_16_16 Tension.dm8c 
Date/Time:	 
Initial Conditions 
Temperature:	 
Measuring System:	Tension - Rectangle 
Clamp Mass	9.343 g 
Length:	5.650 mm 
Width:	5.910 mm 
Thickness:	0.550 mm 
End Condition:	Go To Load 
Total Points in Run:	1288 
Method Steps: 
Pre-Run Actions 
Start the Run 
	Action occurs Immediately 
Switch the Gas to Nitrogen at 20.0 ml/min  
	Action occurs Immediately 
1)	Heat from 27.00°C to 400.00°C at 2.00°C/min 
 
1) DMA8000 Temperature Scan 
	Time     	Sample     	Program     	Frequency     	Raw Dynamic	Raw Static	In-Phase     	Out-Of-Phase	Zero Displacement	Min Displacement	Max Displacement	Spring     	C*     	Measured     	Corrected     	Corrected     	Stiffness*	Total     	Stiffness     	Inertia     	Sample     	Ratio of     	Total     	Sample     	Total Applied	Static Force	Static     	Static     	Static     	Static Stress	Static     	Static Strain	Static     	Dynamic Force	Displacement	Dynamic     	Dynamic     	Storage     	Loss Modulus	Tan Delta     	Loss Viscosity	Storage     	Complex     	Shear Storage	Shear Loss	Complex     	Shear Complex 
	          	Temperature	Temperature	          	Force     	Force     	Angle     	Angle     	               	               	               	Stiffness     	          	Tan Delta     	Total Tan Delta	Total Delta	          	Stiffness'	Less Spring	          	Stiffness'	Sample to Total	Stiffness''	Stiffness''	Static Force	          	Force Corrected	Displacement	Displacement Co	          	Stress Correcte	          	Strain Correcte	          	Amplitude     	Stress     	Strain     	Modulus     	          	          	               	Viscosity     	Viscosity     	Modulus     	Modulus     	Modulus     	Modulus      
	18.654837	64.287500	64.309674	1.000001	429.000000	2368.000000	963562.000000	218919.000000	46081845.750000	43177.750000	46305.000000	0.000044	988118.037688	0.227198	0.213845	0.210672	22757.333118	22331.534373	20028.353809	1.863819	20030.217628	0.896873	4793.678699	4792.314011	1.673624	1.621590	0.246235	0.022592	0.044369	498874.144372	75752.969068	0.003999	0.007853	1.003023	0.047900	308575.122541	0.008478	34816406.582881	8329972.053684	0.239254	1325755.177945	5541198.818824	5697588.186381	12894965.401067	3085174.834698	35799030.737712	13258900.273227 
	18.783797	64.500000	64.567594	1.000001	429.000000	2368.000000	964105.500000	219077.750000	46106237.750000	43194.250000	46330.000000	0.000044	988683.202889	0.227234	0.213881	0.210706	22744.324246	22318.556686	20015.424667	1.863819	20017.288485	0.896815	4791.697570	4790.332911	1.673624	1.619815	0.244459	0.023364	0.043598	498327.814322	75206.639018	0.004135	0.007716	1.002959	0.047927	308555.240879	0.008483	34793933.223170	8326528.518486	0.239310	1325207.122731	5537622.075372	5693982.101112	12886641.934508	3083899.451291	35776373.017784	13250508.525105 
	18.914057	64.737500	64.828114	1.000001	429.000000	2368.000000	964112.625000	218883.875000	46129771.625000	43223.625000	46350.625000	0.000044	988647.209281	0.227031	0.213679	0.210514	22745.152297	22320.302353	20017.215658	1.863819	20019.079477	0.896825	4787.554558	4786.189925	1.673624	1.618101	0.242746	0.024108	0.042853	497800.715118	74679.539813	0.004267	0.007585	1.002970	0.047927	308558.715817	0.008483	34797046.313981	8319327.204414	0.239081	1324060.998908	5538117.538770	5694197.344847	12887794.931104	3081232.297931	35777725.435128	13251009.420418 
	19.045877	65.100000	65.091754	1.000001	429.000000	2368.000000	963569.125000	218831.375000	46152674.125000	43239.875000	46371.750000	0.000044	988105.576008	0.227105	0.213753	0.210584	22757.620126	22332.242181	20029.198170	1.863819	20031.061989	0.896882	4791.765899	4790.401292	1.673624	1.616434	0.241079	0.024833	0.042129	497287.766159	74166.590854	0.004395	0.007456	1.003034	0.047900	308578.350622	0.008478	34817874.246081	8326647.377572	0.239149	1325226.039727	5541432.404492	5697692.265288	12895508.980030	3083943.473175	35799684.685293	13259142.476034 
	19.175357	65.412500	65.350715	1.000001	429.000000	2368.000000	962607.000000	218488.500000	46175166.000000	43269.000000	46396.750000	0.000044	987091.414754	0.226976	0.213624	0.210461	22781.001848	22355.860181	20052.856721	1.863819	20054.720540	0.896993	4793.968613	4792.604030	1.673624	1.614796	0.239441	0.025544	0.041417	496784.021765	73662.846461	0.004521	0.007331	1.003158	0.047852	308616.452891	0.008469	34858997.400244	8330476.164225	0.238976	1325835.409566	5547977.352568	5704199.526478	12910739.777868	3085361.542306	35840571.045576	13274285.572435 
	19.309778	65.650000	65.619555	1.000001	429.000000	2368.000000	961654.625000	218262.125000	46197445.125000	43291.625000	46413.750000	0.000044	986112.555946	0.226965	0.213614	0.210451	22803.615275	22378.177680	20075.213052	1.863819	20077.076870	0.897097	4798.535348	4797.170788	1.673624	1.613175	0.237819	0.026249	0.040713	496285.048987	73163.873682	0.004646	0.007206	1.003275	0.047804	308652.391091	0.008461	34897857.042989	8338414.075422	0.238938	1327098.766370	5554162.051898	5710508.491759	12925132.238144	3088301.509415	35880211.474935	13288967.212939 
	19.441598	65.900000	65.883196	1.000001	429.000000	2368.000000	961434.125000	217510.625000	46217847.875000	43312.750000	46432.625000	0.000044	985731.428282	0.226236	0.212888	0.209757	22812.432168	22390.210391	20087.280157	1.863819	20089.143976	0.897154	4784.813372	4783.448832	1.673624	1.611689	0.236334	0.026894	0.040067	495828.105423	72706.930119	0.004760	0.007092	1.003338	0.047793	308671.944608	0.008459	34918832.014489	8314562.652905	0.238111	1323302.697584	5557500.319649	5712874.918317	12932900.746107	3079467.649224	35895080.183295	13294474.141961 
	19.607218	66.200000	66.214436	1.000001	438.000000	2375.000000	962610.000000	218249.750000	46304674.250000	43386.125000	46520.750000	0.000044	987041.521657	0.226727	0.213377	0.210224	23260.100658	22828.854368	20526.058043	1.863819	20527.921862	0.899136	4890.120334	4888.755873	1.710121	1.641865	0.266510	0.029640	0.037321	505111.524215	81990.348911	0.005246	0.006605	1.026650	0.047848	315843.746340	0.008469	35681513.157243	8497606.732769	0.238152	1352435.044621	5678884.697365	5837706.052542	13215375.243423	3147261.752877	36679417.953061	13584969.612245 
	19.738778	66.462500	66.477556	1.000001	438.000000	2375.000000	961659.625000	218744.125000	46333727.125000	43419.875000	46544.875000	0.000044	986224.227332	0.227465	0.214111	0.210926	23279.376547	22844.373370	20541.617349	1.863819	20543.481167	0.899206	4910.296885	4908.932448	1.710121	1.639750	0.264395	0.030559	0.036402	504460.872201	81339.696897	0.005409	0.006443	1.026730	0.047801	315868.433579	0.008460	35708558.250792	8532677.536889	0.238953	1358016.732033	5683189.054280	5843188.108488	13225391.944738	3160250.939588	36713862.753716	13597726.945821 
	19.872678	66.825000	66.745357	1.000001	438.000000	2375.000000	961049.500000	218352.750000	46358971.250000	43441.875000	46571.125000	0.000044	985542.523123	0.227202	0.213849	0.210676	23295.478997	22861.467578	20558.744743	1.863819	20560.608562	0.899283	4907.985113	4906.620696	1.710121	1.637912	0.262557	0.031358	0.035604	503895.519654	80774.344350	0.005550	0.006302	1.026818	0.047771	315895.415638	0.008455	35738328.987707	8528659.262745	0.238642	1357377.204347	5687927.210466	5847648.144891	13236418.143595	3158762.689906	36741886.011112	13608105.930042 
	20.040898	67.025000	67.081797	1.000001	446.000000	2381.000000	963491.250000	218850.000000	46440282.250000	43513.500000	46651.625000	0.000044	988033.760216	0.227143	0.213790	0.210619	23661.156940	23221.914617	20919.287098	1.863819	20921.150917	0.900850	4984.288240	4982.923880	1.741403	1.663276	0.287921	0.033930	0.033032	511698.480734	88577.305429	0.006005	0.005846	1.047395	0.047889	322225.800123	0.008476	36365021.590233	8661289.008164	0.238176	1378485.867210	5787668.356946	5949565.387160	13468526.514901	3207884.817839	37382251.437561	13845278.310208 
	20.171159	67.300000	67.342318	1.000001	446.000000	2381.000000	963041.500000	219262.000000	46469723.000000	43545.000000	46683.000000	0.000044	987686.567372	0.227677	0.214321	0.211127	23669.474340	23227.553811	20924.956448	1.863819	20926.820267	0.900876	4997.888029	4996.523686	1.741403	1.661133	0.285777	0.034861	0.032100	511039.129903	87917.954599	0.006170	0.005681	1.047424	0.047867	322234.873960	0.008472	36374876.020929	8684928.111947	0.238762	1382248.144447	5789236.737060	5951963.703733	13472176.304048	3216640.041462	37397320.516952	13850859.450723 
	20.300381	67.600000	67.600763	1.000001	446.000000	2381.000000	962186.625000	219225.125000	46495687.375000	43575.000000	46705.875000	0.000044	986844.849386	0.227841	0.214484	0.211283	23689.662947	23246.651231	20944.078544	1.863819	20945.942362	0.900958	5005.819970	5004.455643	1.741403	1.659243	0.283887	0.035682	0.031279	510457.628728	87336.453424	0.006315	0.005536	1.047520	0.047825	322264.378658	0.008465	36408113.935136	8698715.391661	0.238922	1384442.456427	5794526.711214	5957618.712382	13484486.642643	3221746.441356	37432852.012357	13864019.263836 
	20.428820	67.825000	67.857639	1.000001	446.000000	2381.000000	962142.875000	219100.125000	46519627.625000	43588.375000	46731.000000	0.000044	986774.430500	0.227721	0.214365	0.211169	23691.353505	23248.889346	20946.337816	1.863819	20948.201634	0.900969	5003.527894	5002.163579	1.741403	1.657500	0.282144	0.036439	0.030522	509921.453268	86800.277964	0.006449	0.005402	1.047533	0.047822	322268.114272	0.008464	36412040.988418	8694731.339983	0.238787	1383808.375411	5795151.720660	5958079.311769	13485941.106821	3220270.866660	37435746.045948	13865091.128129 
	20.564023	68.162500	68.128046	1.000001	446.000000	2381.000000	962550.250000	218968.250000	46542757.250000	43615.500000	46748.875000	0.000044	987142.379945	0.227488	0.214133	0.210947	23682.522742	23241.309820	20938.777278	1.863819	20940.641096	0.900937	4996.473229	4995.108925	1.741403	1.655816	0.280460	0.037171	0.029790	509403.425646	86282.250342	0.006579	0.005273	1.047496	0.047842	322256.855300	0.008468	36398899.306093	8682468.982915	0.238537	1381856.762216	5793060.158615	5955591.835629	13481073.817071	3215729.252931	37420116.760031	13859302.503715 
	20.692979	68.375000	68.385958	1.000001	446.000000	2381.000000	962745.750000	218999.500000	46564288.000000	43628.375000	46773.250000	0.000044	987339.941531	0.227474	0.214119	0.210934	23677.783993	23236.708273	20934.192125	1.863819	20936.055943	0.900918	4995.161320	4993.797026	1.741403	1.654248	0.278893	0.037852	0.029109	508921.200319	85800.025015	0.006699	0.005152	1.047474	0.047852	322250.091261	0.008469	36390929.419513	8680188.646239	0.238526	1381493.835649	5791791.712774	5954273.798046	13478122.007227	3214884.683792	37411835.279097	13856235.288554 
	20.822459	68.575000	68.644919	1.000001	446.000000	2381.000000	961712.625000	218252.125000	46585835.125000	43658.375000	46791.875000	0.000044	986166.904307	0.226941	0.213590	0.210428	23705.948517	23266.998044	20964.497063	1.863819	20966.360882	0.901048	4989.318771	4987.954486	1.741403	1.652680	0.277324	0.038534	0.028428	508438.600447	85317.425143	0.006820	0.005031	1.047625	0.047800	322296.458492	0.008460	36443605.286276	8670033.178022	0.237903	1379877.543964	5800175.330710	5962054.671278	13497631.587510	3211123.399267	37460723.986195	13874342.217109 
	20.954279	68.825000	68.908559	1.000001	446.000000	2381.000000	960691.750000	217945.250000	46606705.750000	43681.000000	46812.625000	0.000044	985103.431379	0.226863	0.213512	0.210353	23731.540383	23292.581663	20990.094195	1.863819	20991.958014	0.901157	4993.005757	4991.641480	1.741403	1.651160	0.275805	0.039194	0.027768	507971.144262	84849.968958	0.006937	0.004915	1.047752	0.047749	322335.538423	0.008451	36488098.070288	8676441.888818	0.237788	1380897.521158	5807256.571608	5969179.747036	13514110.396403	3213496.995859	37505492.192971	13890923.034434 
	21.083240	69.100000	69.166480	1.000001	446.000000	2381.000000	960266.375000	217759.375000	46626480.125000	43700.250000	46830.625000	0.000044	984647.478215	0.226770	0.213419	0.210265	23742.529565	23303.852144	21001.376407	1.863819	21003.240225	0.901206	4993.265149	4991.900879	1.741403	1.649721	0.274365	0.039819	0.027142	507528.233614	84407.058310	0.007048	0.004804	1.047808	0.047728	322352.815968	0.008447	36507708.744113	8676892.775236	0.237673	1380969.281903	5810377.704812	5972232.851299	13521373.608931	3213663.990828	37524675.428016	13898027.936302 
	21.251461	69.500000	69.502923	1.000001	455.000000	2387.000000	965883.375000	218908.875000	46702775.625000	43757.125000	46912.000000	0.000044	990379.618962	0.226641	0.213291	0.210142	24081.448376	23638.357192	21335.916956	1.863819	21337.780775	0.902605	5062.189375	5060.825126	1.772686	1.675448	0.300093	0.042233	0.024729	515443.230640	92322.055336	0.007475	0.004377	1.070612	0.048005	329368.356203	0.008496	37089205.161629	8796696.495657	0.237177	1400036.621104	5902925.660737	6066682.280837	13736742.652455	3258035.739132	38118119.166062	14117821.913356 
	21.379640	69.700000	69.759280	1.000001	455.000000	2387.000000	965357.000000	218957.500000	46727543.500000	43787.000000	46931.250000	0.000044	989877.024814	0.226815	0.213464	0.210308	24093.675345	23649.558636	21347.126594	1.863819	21348.990412	0.902651	5068.706616	5067.342372	1.772686	1.673645	0.298289	0.043016	0.023945	514888.414325	91767.239020	0.007613	0.004238	1.070667	0.047978	329385.314689	0.008492	37108689.687595	8808024.735043	0.237357	1401839.564971	5906026.716902	6070115.793515	13743959.143554	3262231.383349	38139692.579560	14125812.066504 
	21.508727	70.000000	70.017454	1.000001	455.000000	2387.000000	965160.750000	219117.750000	46748787.750000	43804.625000	46957.125000	0.000044	989721.102991	0.227027	0.213675	0.210510	24097.471091	23652.266905	21349.840590	1.863819	21351.704408	0.902663	5074.301162	5072.936921	1.772686	1.672098	0.296743	0.043688	0.023273	514412.515143	91291.339839	0.007732	0.004119	1.070680	0.047969	329389.470268	0.008490	37113407.139201	8817749.147118	0.237589	1403387.251995	5906777.522049	6071203.873536	13745706.347852	3265833.017451	38146529.193383	14128344.145697 
	21.620750	70.237500	70.241500	1.000001	455.000000	2387.000000	964304.750000	218732.500000	46768042.750000	43832.375000	46969.250000	0.000044	988801.070706	0.226829	0.213478	0.210321	24119.892639	23675.318570	21372.896409	1.863819	21374.760227	0.902758	5074.584969	5073.220730	1.772686	1.670696	0.295340	0.044297	0.022664	513981.165694	90859.990390	0.007840	0.004011	1.070793	0.047926	329424.115097	0.008482	37153482.628316	8818242.463070	0.237346	1403465.765605	5913155.729186	6077427.649329	13760549.121598	3266015.727063	38185634.360975	14142827.541102 
	21.734609	70.375000	70.469217	1.000001	455.000000	2387.000000	964056.875000	218302.625000	46787771.375000	43851.125000	46987.500000	0.000044	988464.311099	0.226442	0.213093	0.209953	24128.110038	23685.298437	21382.879509	1.863819	21384.743328	0.902799	5067.563866	5066.199629	1.772686	1.669259	0.293904	0.044921	0.022040	513539.193609	90418.018304	0.007951	0.003901	1.070842	0.047913	329439.115241	0.008480	37170835.194823	8806038.426419	0.236907	1401523.434385	5915917.473733	6079666.725500	13766975.998083	3261495.713489	38199702.902618	14148038.112081 
	21.867734	70.712500	70.735467	1.000001	455.000000	2387.000000	963911.250000	218416.250000	46808377.750000	43869.250000	47013.750000	0.000044	988347.386368	0.226594	0.213244	0.210097	24130.964473	23687.371707	21384.955051	1.863819	21386.818870	0.902807	5071.607464	5070.243229	1.772686	1.667759	0.292403	0.045573	0.021389	513077.543497	89956.368193	0.008066	0.003786	1.070852	0.047906	329442.254524	0.008479	37174442.890498	8813066.988005	0.237073	1402642.063818	5916491.655878	6080483.391414	13768312.181666	3264098.884446	38204834.169957	14149938.581466 
	22.000079	70.925000	71.000159	1.000001	455.000000	2387.000000	963939.125000	218408.625000	46828048.625000	43887.500000	47028.125000	0.000044	988372.887214	0.226579	0.213230	0.210084	24130.341874	23686.828603	21384.413064	1.863819	21386.276882	0.902805	5071.148551	5069.784317	1.772686	1.666326	0.290971	0.046195	0.020766	512636.837531	89515.662226	0.008176	0.003675	1.070849	0.047907	329441.458599	0.008479	37173500.810968	8812269.308982	0.237058	1402515.109359	5916341.719383	6080308.213610	13767963.263321	3263803.447771	38203733.494477	14149530.923881 
	22.129808	71.237500	71.259617	1.000001	455.000000	2387.000000	963628.750000	218099.500000	46847062.000000	43900.625000	47052.250000	0.000044	988001.902694	0.226331	0.212983	0.209848	24139.402568	23696.959997	21394.544561	1.863819	21396.408379	0.902847	5067.461001	5066.096767	1.772686	1.664941	0.289586	0.046796	0.020165	512210.848525	89089.673221	0.008283	0.003569	1.070899	0.047892	329456.622621	0.008476	37191111.319340	8805859.631926	0.236773	1401494.978380	5919144.516620	6082800.340555	13774485.673829	3261429.493306	38219392.002290	14155330.371218 
	22.258781	71.562500	71.517561	1.000001	455.000000	2387.000000	962969.000000	217840.000000	46865379.000000	43921.375000	47070.500000	0.000044	987301.149883	0.226217	0.212870	0.209739	24156.535896	23714.397460	21411.981214	1.863819	21413.845032	0.902918	5068.494920	5067.130685	1.772686	1.663607	0.288252	0.047376	0.019586	511800.448396	88679.273092	0.008385	0.003466	1.070983	0.047859	329482.676392	0.008471	37221419.607321	8807656.782260	0.236629	1401781.003513	5923968.226648	6087560.228215	13785710.965675	3262095.104541	38249299.282188	14166407.141551 
	22.388509	71.825000	71.777017	1.000001	455.000000	2387.000000	963046.000000	217626.500000	46882872.750000	43931.875000	47085.500000	0.000044	987329.170853	0.225977	0.212631	0.209511	24155.850319	23714.886451	21412.468601	1.863819	21414.332419	0.902920	5062.920325	5061.556089	1.772686	1.662333	0.286978	0.047929	0.019032	511408.480999	88287.305695	0.008483	0.003369	1.070986	0.047862	329483.382116	0.008471	37222266.779811	8797967.051481	0.236363	1400238.836184	5924103.058231	6087336.514675	13786024.733263	3258506.315363	38247893.647446	14165886.536091 
	22.522410	72.037500	72.044819	1.000001	455.000000	2387.000000	962705.250000	217674.750000	46901099.250000	43954.500000	47099.125000	0.000044	987007.444331	0.226107	0.212761	0.209635	24163.724199	23722.013218	21419.592832	1.863819	21421.456650	0.902949	5067.530597	5066.166359	1.772686	1.661006	0.285650	0.048506	0.018456	511000.082029	87878.906724	0.008585	0.003267	1.071020	0.047846	329493.985032	0.008468	37234650.076352	8805980.596585	0.236500	1401514.230489	5926073.919525	6089547.950213	13790611.139390	3261474.295032	38261788.517734	14171032.784346 
	22.654489	72.312500	72.308978	1.000001	455.000000	2387.000000	962074.000000	217303.500000	46918887.750000	43970.125000	47112.375000	0.000044	986309.886693	0.225870	0.212524	0.209409	24180.813747	23740.006651	21437.582940	1.863819	21439.446758	0.903023	5065.757686	5064.393446	1.772686	1.659710	0.284355	0.049068	0.017893	510601.483572	87480.308268	0.008685	0.003167	1.071107	0.047814	329520.773911	0.008463	37265920.376870	8802898.930061	0.236218	1401023.768417	5931050.738482	6094278.502179	13802192.732174	3260332.937059	38291511.475888	14182041.287366 
	22.784493	72.612500	72.568987	1.000001	455.000000	2387.000000	961864.250000	217467.750000	46935446.750000	43985.250000	47128.500000	0.000044	986141.499846	0.226090	0.212743	0.209618	24184.942699	23743.005996	21440.578435	1.863819	21442.442254	0.903035	5071.617920	5070.253678	1.772686	1.658504	0.283149	0.049592	0.017369	510230.422776	87109.247472	0.008777	0.003074	1.071122	0.047804	329525.184790	0.008461	37271127.129499	8813085.149945	0.236459	1402644.954379	5931879.418244	6095457.841757	13804121.159074	3264105.611091	38298921.490865	14184785.737357 
	22.912154	72.800000	72.824309	1.000001	455.000000	2387.000000	961189.250000	217153.250000	46952274.750000	44008.250000	47144.750000	0.000044	985413.775173	0.225921	0.212576	0.209458	24202.803196	23761.424270	21458.992053	1.863819	21460.855872	0.903110	5071.570748	5070.206503	1.772686	1.657278	0.281923	0.050124	0.016837	509853.321358	86732.146054	0.008872	0.002980	1.071211	0.047770	329552.538031	0.008455	37303133.571445	8813003.151342	0.236254	1402631.903906	5936973.397656	6100412.230524	13815975.396832	3264075.241238	38330050.858232	14196315.132679 
	23.041629	73.062500	73.083259	1.000001	455.000000	2387.000000	960327.750000	216481.750000	46968790.750000	44020.250000	47157.125000	0.000044	984425.586575	0.225425	0.212082	0.208985	24227.098516	23787.779554	21485.342036	1.863819	21487.205854	0.903217	5065.420313	5064.056065	1.772686	1.656075	0.280720	0.050647	0.016315	509483.198742	86362.023438	0.008964	0.002888	1.071338	0.047726	329591.625881	0.008447	37348934.956867	8802312.496143	0.235678	1400930.434634	5944262.908771	6107116.145226	13832938.872914	3260115.739312	38372172.829956	14211915.862947 
	23.244689	73.487500	73.489379	1.000001	476.000000	2404.000000	957547.250000	217730.000000	47141947.750000	44187.750000	47325.875000	0.000044	981989.352734	0.227383	0.214029	0.210848	25408.151804	24941.899130	22639.362547	1.863819	22641.226366	0.907691	5361.015244	5359.650938	1.861320	1.732093	0.356738	0.056124	0.010838	532869.805747	109748.630443	0.009933	0.001918	1.126336	0.047581	346511.528449	0.008421	39354846.629014	9316113.766573	0.236721	1482704.381811	6263513.413901	6436614.993143	14575869.121857	3450412.506138	40442476.789941	14978695.107386 
	23.412910	73.812500	73.825820	1.000001	486.000000	2411.000000	960076.375000	220221.625000	47245559.375000	44284.375000	47433.625000	0.000044	985009.751196	0.229379	0.216014	0.212745	25862.389085	25379.075734	23076.441964	1.863819	23078.305783	0.909277	5506.002787	5504.638423	1.897817	1.761038	0.385683	0.059401	0.007560	541774.470427	118653.295123	0.010513	0.001338	1.152008	0.047704	354409.420350	0.008443	40114575.503390	9568130.162123	0.238520	1522814.005130	6384427.923883	6563526.674698	14857250.186441	3543751.911898	41239887.034478	15274032.234992 
	23.580613	74.175000	74.161227	1.000001	496.000000	2419.000000	958868.750000	220737.250000	47360210.000000	44407.250000	47547.500000	0.000044	983948.277738	0.230206	0.216836	0.213530	26423.011168	25926.975567	23624.201253	1.863819	23626.065071	0.911189	5646.807762	5645.443315	1.939527	1.794389	0.419034	0.063028	0.003934	552034.732219	128913.556915	0.011155	0.000696	1.178183	0.047640	362462.226601	0.008432	41066687.479693	9812876.397111	0.238950	1561766.547375	6535961.131249	6719962.995263	15209884.251738	3634398.665597	42222806.203991	15638076.371848 
	23.708011	74.412500	74.416021	1.000001	496.000000	2419.000000	960103.750000	220549.500000	47395806.500000	44438.625000	47580.375000	0.000044	985109.787138	0.229714	0.216347	0.213063	26391.856696	25898.936119	23596.111126	1.863819	23597.974944	0.911091	5627.951323	5626.586846	1.939527	1.791793	0.416437	0.064154	0.002808	551236.075976	128114.900671	0.011355	0.000497	1.178057	0.047702	362423.202880	0.008443	41017861.385710	9780100.193546	0.238435	1556550.056694	6528190.223196	6711193.311865	15191800.513226	3622259.330943	42167704.614469	15617668.375729 
	23.872591	74.750000	74.745181	1.000001	506.000000	2426.000000	965573.750000	221924.750000	47488321.250000	44514.875000	47678.750000	0.000044	990748.838683	0.229837	0.216469	0.213180	26770.707358	26271.556468	23968.584179	1.863819	23970.447998	0.912346	5712.512692	5711.148128	1.976024	1.821541	0.446185	0.067080	0.000118	560387.853443	137266.678139	0.011873	0.000021	1.203464	0.047971	370239.553774	0.008490	41665291.858969	9927084.117130	0.238258	1579943.256156	6631231.901698	6816850.975837	15431589.577396	3676697.821159	42831571.822216	15863545.119339 
	24.008849	75.075000	75.017697	1.000001	506.000000	2426.000000	966566.750000	221917.000000	47525301.750000	44552.375000	47716.000000	0.000044	991714.897082	0.229593	0.216227	0.212948	26744.629231	26247.194255	23944.156799	1.863819	23946.020617	0.912262	5700.788826	5699.424223	1.976024	1.818842	0.443487	0.068250	0.001288	559557.744842	136436.569537	0.012080	0.000228	1.203353	0.048020	370205.532271	0.008499	41622832.329885	9906705.695121	0.238011	1576699.932130	6624474.263116	6809525.823335	15415863.825883	3669150.257452	42785546.495183	15846498.701920 
	24.141968	75.312500	75.283935	1.000001	506.000000	2426.000000	967696.500000	222000.000000	47555601.000000	44563.875000	47743.750000	0.000044	992834.586481	0.229411	0.216045	0.212775	26714.467432	26218.466829	23915.373305	1.863819	23917.237123	0.912164	5689.746492	5688.381855	1.976024	1.816631	0.441276	0.069208	0.002247	558877.519684	135756.344380	0.012249	0.000398	1.203223	0.048076	370165.655128	0.008509	41572801.029638	9887511.916038	0.237836	1573645.149732	6616511.540680	6801072.270255	15397333.714681	3662041.450384	42732431.212601	15826826.375037 
	24.270408	75.587500	75.540816	1.000001	506.000000	2426.000000	967713.875000	221975.875000	47583388.125000	44603.250000	47777.250000	0.000044	992846.127529	0.229382	0.216016	0.212748	26714.156897	26218.319167	23915.172108	1.863819	23917.035926	0.912161	5688.953302	5687.588634	1.976024	1.814603	0.439248	0.070087	0.003125	558253.617622	135132.442317	0.012405	0.000553	1.203220	0.048077	370164.625823	0.008509	41572451.310251	9886133.143143	0.237805	1573425.711385	6616455.881155	6800967.350055	15397204.188982	3661530.793757	42731771.979022	15826582.214453 
	24.399475	75.812500	75.798950	1.000001	506.000000	2426.000000	967010.125000	221347.625000	47608338.125000	44632.750000	47799.000000	0.000044	992019.834956	0.228899	0.215536	0.212289	26736.408175	26242.877608	23939.680756	1.863819	23941.544574	0.912242	5681.647207	5680.282510	1.976024	1.812782	0.437427	0.070876	0.003915	557693.355035	134572.179731	0.012544	0.000693	1.203326	0.048042	370197.211414	0.008503	41615052.097831	9873433.680698	0.237256	1571404.530763	6623236.001707	6807096.835921	15412982.258456	3656827.289147	42770284.705065	15840846.187061 
	24.511765	76.025000	76.023529	1.000001	506.000000	2426.000000	967049.500000	220797.000000	47630057.250000	44650.250000	47817.375000	0.000044	991935.507308	0.228320	0.214961	0.211739	26738.681124	26248.265415	23945.023890	1.863819	23946.887708	0.912258	5667.640703	5666.275979	1.976024	1.811197	0.435841	0.071563	0.004602	557205.594177	134084.418872	0.012666	0.000814	1.203348	0.048043	370203.830384	0.008503	41624339.502063	9849087.612120	0.236618	1567529.736673	6624714.136828	6807641.799481	15416422.037801	3647810.226711	42773708.814810	15842114.375856 
	24.624854	76.300000	76.249709	1.000001	506.000000	2426.000000	967571.500000	220987.250000	47650012.500000	44670.000000	47841.750000	0.000044	992486.761763	0.228394	0.215034	0.211809	26723.829725	26233.228047	23929.944389	1.863819	23931.808207	0.912206	5666.304580	5664.939831	1.976024	1.809740	0.434385	0.072194	0.005233	556757.405011	133636.229707	0.012778	0.000926	1.203279	0.048069	370182.769711	0.008508	41598128.401900	9846765.127372	0.236712	1567160.102038	6620542.513978	6803497.186360	15406714.222926	3646950.047175	42747667.421914	15832469.415524 
	24.736344	76.487500	76.472688	1.000001	506.000000	2426.000000	969284.000000	221013.250000	47667818.000000	44672.375000	47854.250000	0.000044	994162.124269	0.228017	0.214659	0.211451	26678.794714	26190.880711	23887.558579	1.863819	23889.422397	0.912063	5647.258694	5645.893923	1.976024	1.808440	0.433085	0.072757	0.005796	556357.465106	133236.289801	0.012877	0.001026	1.203090	0.048154	370124.572201	0.008523	41524453.636024	9813659.641173	0.236334	1561891.204440	6608816.820096	6790873.573856	15379427.272601	3634688.755990	42668350.862473	15803092.912027 
	24.849417	76.737500	76.698834	1.000001	506.000000	2426.000000	969414.250000	220903.750000	47686454.500000	44698.625000	47877.250000	0.000044	994264.781065	0.227873	0.214517	0.211314	26676.040156	26188.942617	23885.579326	1.863819	23887.443145	0.912055	5643.081373	5641.716577	1.976024	1.807079	0.431724	0.073347	0.006385	555938.825292	132817.649988	0.012982	0.001130	1.203079	0.048161	370121.293759	0.008524	41521013.310887	9806398.602595	0.236179	1560735.575174	6608269.275778	6790074.989042	15378153.078106	3631999.482443	42663333.202129	15801234.519307 
